Transcription Factor,1st Sample p-value,2nd Sample p-value,3rd Sample p-value,4th Sample p-value,5th Sample p-value
Tcfap2a,MS00240;9.60E-12,MS00241;8.96E-08,MS00239;9.95E-08,,
SMAD1,M00792;1.08E-11,M01590;9.76E-01,,,
Egr2,MC00430;1.58E-11,,,,
RUNX2,MS00174;2.17E-11,MS00173;2.63E-09,MC00215;9.86E-01,,
ERG,MC00168;2.48E-11,MS00848;3.80E-09,,,
ESR2,MC00333;2.55E-11,,,,
SP8,MS00246;2.60E-11,,,,
Fli1,MC00129;2.90E-11,,,,
Rara,MC00252;3.74E-11,MS00698;7.27E-01,,,
TFCP2L1,M01592;4.39E-11,,,,
MAZ,M00649;4.45E-11,,,,
SP2,M01783;5.75E-11,,,,
Zscan10,M01742;6.14E-11,,,,
Zic3,MS00523;6.57E-11,UP00006;6.84E-11,,,
FLI1,MS00027;6.76E-11,MC00398;9.61E-02,,,
EGR1,MC00320;6.82E-11,,,,
Mybl1,UP00081;7.03E-11,,,,
Rfx1,MC00144;7.30E-11,,,,
Klf12,MS00157;7.65E-11,,,,
XBP1,UP00330;8.57E-11,MS00342;3.70E-04,,,
NR1H3,M00647;9.08E-11,,,,
ZNF143,MC00391;1.03E-10,,,,
KLF12,M00468;1.10E-10,,,,
ZIC4,MS00357;1.28E-10,,,,
GLIS1,MS00024;1.38E-10,,,,
ELF3,MS00812;1.67E-10,,,,
SP4,MS00235;1.78E-10,,,,
ZBTB49,MS00727;1.99E-10,,,,
Klf4,MC00109;2.41E-10,,,,
VDR,M00961;3.24E-10,MC00412;8.50E-10,M00444;7.07E-09,,
ATF4,M00514;3.67E-10,MS00293;7.97E-03,,,
SREBF2,M01177;4.24E-10,MS00281;1.70E-02,,,
Tcfcp2l1,MA0145;4.50E-10,,,,
Zfp128,UP00094;4.59E-10,,,,
SMAD4,M00733;5.55E-10,MC00392;1.81E-02,,,
KLF15,M01714;5.78E-10,,,,
ZIC2,UP00057;6.09E-10,M00449;4.55E-05,,,
HNF4A,UP00066;6.53E-10,MC00432;1.11E-04,,,
GLIS3,MS00046;7.02E-10,,,,
MTF1,M01243;8.31E-10,MS00725;3.04E-06,,,
ZBTB7C,MS00323;1.20E-09,,,,
HES1,M01009;1.55E-09,,,,
GCM2,MS00050;1.75E-09,,,,
TBX21,MS00207;2.03E-09,MS00208;5.54E-02,,,
NR0B1,M01248;2.40E-09,,,,
TFAP2A,MS00227;2.92E-09,MC00530;1.55E-05,,,
Rest,MC00125;3.07E-09,,,,
KLF16,MS00146;3.13E-09,,,,
EGR2,MC00319;3.34E-09,,,,
IRF6,UP00011;3.62E-09,,,,
PPARG::RXRA,M00518;4.02E-09,M00515;1.58E-02,,,
ETV2,MS00016;4.48E-09,,,,
MYB,UP00092;4.83E-09,,,,
Yy1,MC00372;4.94E-09,,,,
Ets1,MC00385;5.26E-09,,,,
Mxi1,MC00373;5.62E-09,,,,
REST,MC00174;6.55E-09,,,,
PAX2,MS00118;7.60E-09,MA0067;1.33E-08,M00486;4.65E-04,,
TFAP2B,MS00229;7.99E-09,MS00230;2.48E-07,MS00228;7.35E-07,,
Zfx,MC00328;8.28E-09,,,,
BPTF,M00456;9.15E-09,,,,
YY2,MS00268;9.77E-09,,,,
Snai1,MC00183;1.10E-08,,,,
Tcfap2e,UP00028;1.22E-08,,,,
MYBL2,MS00102;1.35E-08,MS00103;6.67E-08,MS00105;1.69E-04,,
NHLH1,MS00274;1.36E-08,,,,
ZFP42,M01744;1.46E-08,,,,
ZBTB7B,MS00312;1.48E-08,M01175;1.27E-07,,,
MYC,MC00394;1.58E-08,,,,
TBX2,MS00211;2.64E-08,MS00213;1.04E-01,,,
ZBTB6,M00085;4.27E-08,,,,
ATF2,M00179;5.24E-08,,,,
HIF1A,MC00316;5.42E-08,,,,
TCF4,MS00285;5.47E-08,MC00219;9.99E-01,,,
Klf1,MC00110;5.67E-08,,,,
CTCF,MC00128;6.04E-08,,,,
ARNT,MC00262;6.82E-08,,,,
CREB3L1,MS00304;7.04E-08,,,,
Tcfap2c,UP00087;7.73E-08,,,,
GTF2IRD1,M01241;8.26E-08,M01229;5.80E-03,,,
YY1,MC00342;8.58E-08,,,,
IRF5,MS00067;1.02E-07,,,,
ZNF524,MS00423;1.07E-07,,,,
Ovol2,M01104;1.07E-07,,,,
PAX1,MS00117;1.13E-07,M00326;1.56E-03,M00808;3.96E-01,,
Trp53,MC00377;1.16E-07,,,,
GLIS2,MS00035;1.37E-07,,,,
Mycn,MC00532;1.46E-07,,,,
HEY2,MS00260;1.55E-07,,,,
GCM1,MS00048;1.62E-07,MS00047;4.60E-04,,,
ETS2,M01207;1.64E-07,,,,
Myc,MC00407;2.09E-07,,,,
PATZ1,M00491;2.36E-07,,,,
SMAD3,UP00000;2.67E-07,MC00503;6.02E-03,MS00080;1.59E-01,,
MGA,MS00188;2.68E-07,MS00186;3.34E-02,,,
HEY1,MS00258;2.69E-07,,,,
STAT6,M00500;2.78E-07,,,,
Max,MC00461;3.42E-07,,,,
BHLHB3,MS00248;3.50E-07,,,,
Rarg,MC00476;3.55E-07,MS00704;2.81E-02,MS00705;2.09E-01,,
GLI2,MS00843;5.00E-07,,,,
ZNF711,MC00477;5.68E-07,,,,
RFX3,MC00203;5.69E-07,,,,
ZNF589,M01109;5.84E-07,,,,
Glis2,UP00024;6.77E-07,,,,
ZNF219,M01122;9.22E-07,,,,
IRF3,UP00086;1.01E-06,,,,
SPIB,MA0081;1.05E-06,MS00039;2.13E-03,,,
Nr1h2,MC00448;1.18E-06,,,,
EPAS1,MC00224;1.31E-06,,,,
TFE3,MS00288;1.38E-06,,,,
HSF1,MC00289;1.43E-06,MA0319;9.97E-01,,,
ATF3,MC00473;1.66E-06,,,,
Ctcf,MC00187;1.66E-06,,,,
SRF,MC00355;1.77E-06,,,,
PPARG,MC00142;2.09E-06,MA0066;1.78E-05,,,
Bhlhb2,MS00252;2.45E-06,,,,
NFKB2,MS00111;2.58E-06,,,,
CREB3,MS00308;2.60E-06,,,,
PAX9,MS00128;2.68E-06,,,,
LBX2,MS00533;2.70E-06,MS00535;9.62E-01,,,
ZNF350,M01105;3.36E-06,,,,
Zfp281,UP00021;3.53E-06,,,,
ZNF306,MS00401;3.58E-06,,,,
Mafb,MS00333;3.98E-06,MS00335;1.31E-03,,,
SIX5,MC00334;4.95E-06,,,,
Creb3l2,MS00311;5.13E-06,,,,
BACH2,M00490;5.38E-06,,,,
BHLHB2,MS00247;5.95E-06,,,,
Osr2,UP00052;6.32E-06,,,,
Tcfap2b,UP00010;6.80E-06,,,,
RORA,MS00685;6.94E-06,MS00686;8.23E-01,,,
Stat3,MC00140;7.10E-06,,,,
REL,MA0101;7.54E-06,,,,
GLI3,M01596;9.35E-06,,,,
MESP1,MS00264;1.12E-05,,,,
MNT,MS00267;1.29E-05,,,,
RARA,UP00048;1.31E-05,,,,
ATF1,UP00020;1.40E-05,,,,
RARG,MS00684;1.42E-05,MS00680;9.01E-04,MS00682;8.21E-01,,
HIC1,UP00035;1.62E-05,,,,
SPIC,MS00040;1.62E-05,,,,
RREB1,MA0073;1.68E-05,,,,
ZNF740,MS00445;1.82E-05,,,,
TCF3,M00222;2.13E-05,UP00058;9.91E-01,,,
ESRRG,MS00638;2.45E-05,,,,
GFI1,M01067;2.50E-05,,,,
ZBED1,MS00290;2.61E-05,,,,
Rhox11,UP00193;2.78E-05,MS00611;9.66E-02,,,
Osr1,UP00027;3.12E-05,,,,
UBP1,M00644;3.43E-05,,,,
NFKB1,MS00110;3.44E-05,,,,
PLAG1,MA0163;3.46E-05,,,,
Creb1,MC00163;4.10E-05,,,,
TP63,MC00439;4.13E-05,,,,
GRHL1,MS00556;4.38E-05,,,,
ATF6,M00483;4.74E-05,,,,
Zbtb3,UP00031;4.76E-05,,,,
PAX6,MS00125;5.17E-05,M00979;7.06E-02,UP00224;1.00E+00,,
CNTN2::CREB1,M00115;5.85E-05,,,,
GLI1,M01037;5.86E-05,,,,
E2F8,MS00739;6.59E-05,,,,
MAX,MC00124;6.76E-05,,,,
HES7,MS00256;6.90E-05,,,,
RFX2,MS00162;7.16E-05,MS00161;3.97E-02,,,
Nr2f2,UP00009;7.66E-05,,,,
ETV7,M00678;8.14E-05,,,,
Irf5,UP00040;8.21E-05,,,,
Zfp740,MS00512;9.70E-05,,,,
NR1I2,M00964;1.02E-04,,,,
Arntl,MC00362;1.13E-04,,,,
MAFG,MS00327;1.20E-04,,,,
RUNX3,MS00177;1.23E-04,,,,
HSFY2,MS00061;1.29E-04,MS00062;7.53E-04,,,
THRB,MS00710;1.42E-04,MS00711;9.57E-03,MS00713;2.12E-02,,
Spi1,MC00506;1.51E-04,,,,
INSM1,MA0155;1.65E-04,,,,
Rfx2,MS00171;1.87E-04,MS00170;6.09E-02,,,
Trp63,M01656;1.93E-04,,,,
Pparg,MC00130;2.06E-04,,,,
RFX4,UP00056;2.22E-04,,,,
FOXO4,MS00383;2.30E-04,MS00381;9.98E-01,,,
FOXK1,MS00371;2.40E-04,,,,
HES5,MS00255;2.63E-04,,,,
TFAP2C,MC00374;2.76E-04,,,,
RXRG,MS00694;3.05E-04,,,,
IRF4,MS00065;3.12E-04,MC00227;7.81E-01,,,
ZNF282,MS00729;3.23E-04,,,,
IRF8,MS00072;3.34E-04,,,,
TP53,MC00359;3.38E-04,,,,
Irf4,UP00018;3.82E-04,MC00190;6.29E-01,,,
TP73,MC00132;3.96E-04,,,,
Nfic,MC00475;3.99E-04,,,,
ESR1,MC00335;4.21E-04,,,,
E4F1,M00694;4.48E-04,,,,
Usf2,MC00169;4.81E-04,,,,
SIX4,UP00199;4.87E-04,,,,
RXRA,MC00467;5.17E-04,,,,
PROX1,MS00160;5.25E-04,,,,
Ppara,MC00134;5.67E-04,,,,
NFE2L2,MC00339;5.84E-04,,,,
JUN,MC00321;6.10E-04,,,,
PBX3,MC00281;7.40E-04,,,,
MLXIPL,MS00265;7.59E-04,,,,
BACH1,M00495;7.80E-04,,,,
MAFK,MS00331;8.24E-04,MS00330;2.43E-01,,,
FOXO6,MS00386;8.59E-04,MS00384;9.99E-01,,,
TFCP2,M00072;8.61E-04,MS00579;4.23E-03,,,
Obox3,M01466;9.99E-04,,,,
NFIX,MS00822;1.01E-03,MS00115;5.90E-03,,,
Esr1,MC00295;1.01E-03,,,,
Meis3,MS00088;1.45E-03,MS00089;8.94E-01,,,
Nfya,MC00191;1.47E-03,,,,
SPI1,MC00151;1.62E-03,,,,
RBPJ,M01112;1.70E-03,,,,
CLOCK,MS00253;1.80E-03,,,,
BARHL2,MS00414;1.80E-03,MS00416;8.47E-01,UP00145;9.99E-01,,
Hic1,MS00101;1.87E-03,,,,
THRA,MS00709;1.89E-03,,,,
Nkx1-1,M01334;1.93E-03,,,,
PGR,MC00170;1.99E-03,,,,
NEUROD2,MS00271;2.22E-03,,,,
SFPI1,MC00513;2.34E-03,,,,
HIC2,MS00057;2.67E-03,,,,
ZNF263,MC00192;2.70E-03,,,,
TBX5,MS00217;2.90E-03,MS00216;5.27E-02,,,
JDP2,MS00320;3.03E-03,MS00319;9.91E-01,,,
MLX,MS00266;3.23E-03,,,,
Rxrb,MS00708;3.98E-03,,,,
AR,MC00468;4.50E-03,,,,
USF1,MC00248;4.50E-03,,,,
TFEC,MS00808;4.54E-03,,,,
FOXO3,MS00380;4.66E-03,MS00378;9.73E-01,,,
ZBTB12,UP00019;4.98E-03,,,,
NR6A1,M00526;5.18E-03,,,,
HNF1B,M00646;5.43E-03,M01425;7.97E-02,MS00478;1.00E+00,,
GTF2I,M00706;5.65E-03,,,,
Mlx,MS00270;5.74E-03,,,,
BHLHE41,MS00251;5.85E-03,,,,
SMAD2/3,MC00223;6.02E-03,,,,
Foxg1,MS00392;6.61E-03,MS00393;9.99E-01,,,
Myb,MC00408;7.09E-03,,,,
NFYA,MC00364;7.13E-03,,,,
Hnf4a,MC00344;7.17E-03,,,,
Gsc,UP00112;7.34E-03,,,,
Zfp423,MA0116;7.66E-03,,,,
Foxk1,MS00398;7.71E-03,MS00399;9.93E-01,,,
IRF9,MS00073;8.51E-03,,,,
NFIB,MS00114;8.73E-03,,,,
Hdx,UP00148;9.39E-03,,,,
Hmx3,M00433;9.55E-03,,,,
Tbx21,MC00356;9.89E-03,,,,
TBX20,MS00202;1.09E-02,,,,
ZNF423,M00467;1.11E-02,,,,
CUX1,M00105;1.12E-02,MS00601;9.56E-01,MS00612;9.81E-01,,
Bcl6b,UP00043;1.12E-02,,,,
MAF,M00648;1.15E-02,M00983;2.32E-02,,,
HSF4,MS00060;1.25E-02,,,,
Zfp691,UP00095;1.28E-02,,,,
DMBX1,MS00433;1.30E-02,,,,
NRL,MS00338;1.33E-02,,,,
TBX19,MS00194;1.34E-02,,,,
NR2F6,M01728;1.45E-02,MS00658;2.07E-02,,,
Hoxd12,UP00177;1.55E-02,,,,
CEBPA,M00159;1.56E-02,MC00273;2.20E-01,,,
ATF7,MS00294;1.68E-02,,,,
NKX2-3,UP00190;1.77E-02,MS00566;1.01E-01,,,
Spic,MS00041;1.83E-02,,,,
T,MS00218;1.85E-02,,,,
RXRB,MS00692;1.92E-02,,,,
TFEB,MS00289;1.97E-02,,,,
Hoxd9,MS00525;1.99E-02,MS00524;8.79E-01,,,
Lhx8,UP00184;2.01E-02,MS00548;5.08E-01,MS00549;9.54E-01,MS00550;1.00E+00,
Npas4,MC00370;2.18E-02,,,,
IKZF1,M00141;2.23E-02,M00088;2.26E-01,,,
Tal1,MC00388;2.27E-02,,,,
Srebf1,MS00282;2.32E-02,,,,
Rxrg,MC00511;2.38E-02,,,,
NKX2-8,MS00571;2.40E-02,,,,
Barhl1,MS00421;2.57E-02,MS00422;8.65E-01,,,
TBX4,MS00214;2.74E-02,,,,
Creb5,MS00313;2.80E-02,,,,
HMX3,MS00475;2.97E-02,,,,
STAT1,MC00348;3.07E-02,,,,
FOXH1,MC00304;3.13E-02,M00809;1.00E+00,,,
GZF1,M01069;3.17E-02,,,,
BATF3,MS00296;3.26E-02,,,,
E2F7,MS00756;3.38E-02,,,,
Jdp2,MS00325;3.70E-02,MS00324;9.35E-01,,,
ATF2::JUN,M00041;3.91E-02,,,,
ZNF217,M01306;4.00E-02,,,,
MZF1,M01733;4.45E-02,,,,
NEUROD1,M01288;4.71E-02,,,,
Crx,MC00357;4.99E-02,,,,
NR3C1,MC00465;5.15E-02,,,,
Rxra,MC00471;5.33E-02,,,,
DPRX,MS00436;6.26E-02,,,,
SF1,M01132;6.61E-02,,,,
PRDM4,MS00726;7.13E-02,,,,
RFX1,MA0365;7.17E-02,,,,
NR3C2,MS00662;7.56E-02,,,,
Evx2,UP00132;7.78E-02,,,,
NR2F2,M00155;7.81E-02,,,,
TAL1,MC00458;8.08E-02,M00993;9.64E-01,,,
FOS,MC00330;8.10E-02,,,,
ESRRA,MS00829;8.32E-02,,,,
POU3F1,M00133;8.75E-02,MS00138;9.98E-01,MS00139;1.00E+00,,
Zfp410,UP00033;9.03E-02,,,,
FOXG1,MS00361;9.06E-02,MS00360;1.00E+00,,,
ZNF784,MS00479;9.15E-02,,,,
Hsf1,MC00368;9.27E-02,,,,
PRDM1,MS00168;9.55E-02,,,,
ZNF75A,MS00468;9.65E-02,,,,
NR2F1,MA0017;9.69E-02,MS00657;1.41E-01,,,
RHOXF1,MS00609;9.80E-02,,,,
NFIC,MA0161;1.01E-01,,,,
Nr1d1,MC00524;1.06E-01,,,,
SIX1,UP00192;1.09E-01,,,,
Hoxd11,UP00117;1.15E-01,,,,
Esrrb,MC00512;1.19E-01,,,,
MAFF,MS00326;1.19E-01,,,,
AIRE,M00999;1.20E-01,,,,
Nr1d2,MC00186;1.25E-01,,,,
Atf4,MS00295;1.26E-01,,,,
Cebpb,MC00121;1.30E-01,,,,
PITX3,MS00596;1.35E-01,,,,
Obox1,M01450;1.36E-01,,,,
Tead4,MC00157;1.37E-01,,,,
IRF2,MA0051;1.41E-01,,,,
CEBPG,MS00302;1.44E-01,M00622;1.00E+00,,,
Nkx3-1,MS00580;1.45E-01,MC00250;9.97E-01,,,
RFX5,MS00169;1.50E-01,,,,
TEF,M01305;1.55E-01,MS00339;9.41E-01,M00672;1.00E+00,,
FOXB1,MS00343;1.56E-01,MS00348;1.00E+00,,,
NKX2-2,UP00231;1.73E-01,,,,
IRX5,MS00527;1.74E-01,UP00250;1.00E+00,,,
SREBF1,M00220;1.84E-01,M00749;4.07E-01,,,
Ebf1,MC00358;1.91E-01,,,,
Nkx2-9,UP00119;1.92E-01,,,,
VSX1,MS00626;1.93E-01,,,,
ZNF435,MS00730;1.96E-01,,,,
Hoxa11,MS00514;1.98E-01,MS00515;6.56E-01,,,
Stat1,MC00141;2.02E-01,,,,
IRF1,M00062;2.07E-01,,,,
Rela,MC00135;2.10E-01,,,,
Foxj3,MS00394;2.12E-01,MS00397;1.00E+00,,,
SCRT1,MS00179;2.16E-01,,,,
GSC,MS00464;2.21E-01,,,,
GATA5,MS00045;2.25E-01,,,,
SIX2,UP00159;2.28E-01,,,,
NFE2,MS00336;2.46E-01,,,,
HMGA1,M00750;2.55E-01,M01010;3.56E-01,,,
Nr5a2,MC00352;2.55E-01,,,,
Hoxb4,MC00136;2.60E-01,UP00144;1.00E+00,,,
MAFB,UP00045;2.63E-01,,,,
NKX3-2,MS00573;2.87E-01,,,,
Tcf21,MS00291;2.95E-01,,,,
OTX1,MS00582;2.97E-01,,,,
Tp53,MS00717;3.07E-01,MS00718;9.85E-01,,,
FOSL1,MC00351;3.12E-01,,,,
RUNX1,MC00312;3.15E-01,M00082;1.00E+00,,,
EVX2,MS00455;3.16E-01,,,,
PITX1,MS00595;3.21E-01,,,,
FOXO1,MS00376;3.26E-01,MS00375;9.98E-01,,,
CEBPD,M00621;3.28E-01,MS00299;4.27E-01,,,
Rarb,MS00700;3.33E-01,,,,
NANOG,M01123;3.41E-01,M01247;4.49E-01,MC00440;1.00E+00,,
Obox5,M01480;3.48E-01,,,,
CEBPE,MS00300;3.51E-01,,,,
Ascl2,MS00243;3.51E-01,,,,
ZSCAN4,MS00490;3.59E-01,,,,
Bcl6,MC00111;3.59E-01,,,,
MEIS3,MS00084;3.59E-01,MS00085;9.66E-01,,,
NFIL3,MS00337;3.61E-01,,,,
Obox2,M01364;3.65E-01,,,,
Nr2e1,MS00668;3.73E-01,,,,
EN1,MS00449;3.74E-01,MS00446;9.80E-01,,,
STAT5A,MC00453;3.80E-01,,,,
ID4,MS00261;3.81E-01,,,,
NKX3-1,UP00389;3.86E-01,MS00572;6.70E-01,,,
HOXD12,MS00836;3.91E-01,MS00837;9.69E-01,,,
RELA,MC00193;3.96E-01,,,,
IRX2,MS00526;4.00E-01,UP00236;1.00E+00,,,
Runx1,MC00413;4.01E-01,,,,
STAT4,MC00347;4.08E-01,,,,
TBP,MA0108;4.12E-01,MA0386;9.99E-01,,,
GSC2,MS00463;4.19E-01,,,,
BHLHE23,MS00250;4.30E-01,,,,
TBX15,MS00192;4.33E-01,,,,
NR2E1,MS00653;4.33E-01,MS00652;9.94E-01,,,
Gfi1b,MC00293;4.38E-01,,,,
EOMES,MC00276;4.39E-01,,,,
NR4A1,MC00280;4.45E-01,,,,
SCRT2,MS00190;4.49E-01,,,,
OTX2,MS00585;4.55E-01,,,,
NFATC1,MC00211;4.57E-01,,,,
Hoxb3,UP00137;4.63E-01,,,,
Nr3c1,MC00396;4.77E-01,,,,
TCF12,MC00126;4.84E-01,,,,
NKX2-1,M01312;4.90E-01,,,,
SOX4,UP00401;5.00E-01,MS00766;9.82E-01,,,
BSX,MS00419;5.01E-01,,,,
HOXC12,MS00503;5.08E-01,MS00502;9.52E-01,,,
Homez,UP00114;5.09E-01,,,,
Nr2f6,MS00669;5.16E-01,,,,
HMX2,MS00474;5.33E-01,,,,
EVX1,MS00454;5.39E-01,,,,
Hoxd3,MS00521;5.51E-01,,,,
STAT5B,MC00452;5.53E-01,,,,
Esrra,MS00641;5.58E-01,,,,
Otx1,MS00586;5.60E-01,,,,
NR2E3,MA0164;5.72E-01,M01650;6.46E-01,,,
HLF,MS00317;5.87E-01,,,,
Srf,MC00329;5.98E-01,,,,
IRF7,MS00070;6.05E-01,,,,
Meis2,MS00086;6.19E-01,MS00087;9.34E-01,,,
JUND,MC00456;6.23E-01,,,,
ZNF713,MS00731;6.25E-01,,,,
DBP,MS00315;6.27E-01,M00624;9.97E-01,,,
HOXA10,MS00480;6.45E-01,MS00481;9.61E-01,,,
HOXB3,MS00492;6.69E-01,,,,
FIGLA,MS00254;6.78E-01,,,,
MAFA,M01709;6.89E-01,,,,
PITX2,UP00125;6.95E-01,,,,
LHX4,UP00261;6.96E-01,,,,
NFIA,MS00820;7.05E-01,,,,
Bsx,UP00138;7.05E-01,,,,
Jund,MC00154;7.07E-01,,,,
ISL2,MS00528;7.08E-01,,,,
HOXD13,MS00511;7.11E-01,MS00510;9.53E-01,,,
JUNB,MC00371;7.15E-01,,,,
HOXB13,MS00489;7.33E-01,MS00488;9.72E-01,,,
Myod1,MC00369;7.35E-01,,,,
Olig2,MC00341;7.40E-01,,,,
Sox6,MC00305;7.40E-01,,,,
Obox6,M01445;7.48E-01,,,,
Zfp652,MS00501;7.55E-01,,,,
Pknox2,MS00093;7.68E-01,,,,
SNAI2,MS00201;7.73E-01,,,,
POLR2B,MC00505;7.74E-01,,,,
SIX6,UP00388;7.75E-01,,,,
NR1H4,M01268;7.77E-01,,,,
CDC5L,M00478;7.82E-01,,,,
Atoh1,MC00414;7.83E-01,MS00244;9.52E-01,,,
PKNOX2,MS00092;7.91E-01,,,,
TCF7L1,MS00053;7.95E-01,,,,
Yy2,M01694;7.96E-01,,,,
Hmx2,UP00155;7.97E-01,,,,
ZNF628,M01081;7.99E-01,,,,
Myf5,MC00195;8.00E-01,,,,
VENTX,MS00624;8.00E-01,,,,
Tcf3,MC00265;8.05E-01,,,,
HOXC13,MS00505;8.10E-01,MS00504;9.88E-01,,,
RARB,MS00811;8.20E-01,,,,
Nkx2-6,UP00147;8.22E-01,,,,
NKX2-5,UP00249;8.26E-01,M00241;1.00E+00,,,
LMO2,MC00162;8.26E-01,,,,
MEF2A,MC00232;8.26E-01,M00405;9.86E-01,,,
TBX1,MS00197;8.31E-01,,,,
CEBPB,MC00272;8.33E-01,,,,
Stat5b,MC00204;8.33E-01,,,,
Dbp,MS00316;8.42E-01,,,,
RORB,M01722;8.42E-01,,,,
TBX18,M01262;8.53E-01,,,,
BARX1,MS00418;8.53E-01,UP00181;8.91E-01,MS00417;1.00E+00,,
HOXB6,UP00259;8.66E-01,,,,
NFATC2,MA0152;8.68E-01,,,,
ARID5B,M00454;8.71E-01,,,,
ZNF232,MS00728;8.73E-01,,,,
TEAD3,MS00221;8.75E-01,MS00222;9.29E-01,,,
NFATC4,M01734;8.76E-01,,,,
UNCX,MS00616;8.77E-01,MS00617;1.00E+00,,,
Nkx2-4,UP00107;8.82E-01,,,,
Gata1,MC00327;8.82E-01,,,,
HOMEZ,MS00055;8.83E-01,,,,
Stat5a,MC00205;8.84E-01,,,,
Hlf,MS00318;8.86E-01,,,,
MEIS1::HOXA9,M00420;8.87E-01,,,,
TBX22,M01195;8.87E-01,,,,
SPDEF,MS00033;8.91E-01,,,,
Gata5,UP00080;8.92E-01,,,,
HMX1,MS00473;8.93E-01,,,,
DLX2,MS00428;8.94E-01,UP00126;9.78E-01,,,
Mafk,UP00044;8.97E-01,,,,
HOXB5,MS00493;9.05E-01,UP00214;9.97E-01,,,
MSX1,MS00559;9.06E-01,MS00558;1.00E+00,,,
SIX3,UP00195;9.06E-01,,,,
HOXA2,MS00487;9.07E-01,,,,
ATF5,M01295;9.11E-01,,,,
ZNF354C,MA0130;9.17E-01,,,,
DLX3,MS00429;9.17E-01,,,,
HOXA5,UP00189;9.19E-01,,,,
TEAD4,MS00224;9.19E-01,,,,
SOX10,MA0442;9.20E-01,MS00744;9.51E-01,MS00740;9.89E-01,,
Scx,MC00504;9.20E-01,,,,
