,pval,species,factor,factor_type,cell_line,cell_type,tissue,qc
70093|TET2,2.476087466830807e-34,Homo sapiens,TET2,cr,293T,None,None,1
1312|PHF8,3.6405534592217837e-34,Homo sapiens,PHF8,cr,HeLa,Epithelium,Cervix,0
74347|NEUROD1,4.3901526843359544e-33,Homo sapiens,NEUROD1,tf,D-341,None,None,1
52091|TP53,4.44589378946985e-33,Homo sapiens,TP53,predicted transcription factor,IMR90,Fibroblast,Lung,1
52092|TP53,4.755266034374901e-33,Homo sapiens,TP53,predicted transcription factor,IMR90,Fibroblast,Lung,1
42744|RELA,1.377716978455961e-32,Homo sapiens,RELA,tf,LoVo,None,Colon,1
45973|MYC,2.987437268446628e-32,Homo sapiens,MYC,tf,K562,Erythroblast,Bone Marrow,1
69813|NELFE,3.0500679680840166e-32,Homo sapiens,NELFE,not sure,MCF-7,Human Breast Cancer Cell,Breast,1
45849|MAX,4.7908716680469783e-32,Homo sapiens,MAX,tf,None,Endothelial Cell,Umbilical Vein,1
55666|PAF1,6.29290931164906e-32,Homo sapiens,PAF1,not sure,HCT-116,None,Colon,1
33174|MYC,2.0726461224204453e-31,Homo sapiens,MYC,tf,U87,None,Brain,1
45969|IRF1,3.9029081779521597e-31,Homo sapiens,IRF1,tf,K562,Erythroblast,Bone Marrow,1
74686|KLF10,4.11513046330389e-31,Homo sapiens,KLF10,tf,HepG2,Epithelium,Liver,1
70095|TET2,5.002784487596725e-31,Homo sapiens,TET2,cr,293T,None,None,1
69816|NELFE,6.38374662618558e-31,Homo sapiens,NELFE,not sure,MCF-7,Human Breast Cancer Cell,Breast,1
8112|MYC,1.3498653296029094e-30,Homo sapiens,MYC,tf,None,Endothelial Cell,Umbilical Vein,1
45857|MYC,1.3498653296029094e-30,Homo sapiens,MYC,tf,None,Endothelial Cell,Umbilical Vein,1
53076|RBP2,1.4111413592860317e-30,Homo sapiens,RBP2,other,U937,None,Pleura,1
69815|NELFE,1.4751772254751087e-30,Homo sapiens,NELFE,not sure,MCF-7,Human Breast Cancer Cell,Breast,1
59542|MYC,1.797305588578159e-30,Homo sapiens,MYC,tf,IMEC,Epithelium,Breast,1
56427|MYC,1.797305588578159e-30,Homo sapiens,MYC,tf,None,Epithelium,Breast,1
52359|MYC,1.8787141013881364e-30,Homo sapiens,MYC,tf,P493-6,B cell lymphoma,None,1
58506|WDR5,2.3629253756291357e-30,Homo sapiens,WDR5,cr,BE2-C,Neuroblast,Brain,1
70964|MYC,3.473689238692188e-30,Homo sapiens,MYC,tf,Raji,B Lymphocyte,Blood,1
43105|RBPJ,7.305115672602912e-30,Homo sapiens,RBPJ,tf,CUTLL1,T Lymphocyte,Blood,1
63824|ETS1,8.669636500723344e-30,Homo sapiens,ETS1,tf,None,iPSC,None,1
43684|KDM4C,8.914541192132171e-30,Homo sapiens,KDM4C,cr,KYSE-150,Epitheloid Cell,Esophagus,1
48778|MYC,1.2747213781175108e-29,Homo sapiens,MYC,tf,P493-6,B cell lymphoma,None,1
50569|MYB,1.3421913627026123e-29,Homo sapiens,MYB,tf,Jurkat,T Lymphocyte,Blood,1
44028|BRCA1,1.3636555810747492e-29,Homo sapiens,BRCA1,predicted chromatin regulator,MCF-10A,Epithelium,Breast,1
46365|USF1,1.3745150653714623e-29,Homo sapiens,USF1,tf,SK-N-SH_RA,Neuron,Brain,1
38804|E2F8,1.4529720231974202e-29,Homo sapiens,E2F8,tf,LoVo,None,Colon,1
43099|RUNX1,1.655928768523485e-29,Homo sapiens,RUNX1,tf,CUTLL1,T Lymphocyte,Blood,1
1314|PHF8,1.6690958574885176e-29,Homo sapiens,PHF8,cr,HeLa,Epithelium,Cervix,1
5570|POLR2M,2.2015827457316246e-29,Homo sapiens,POLR2M,tf,HeLa,Epithelium,Cervix,1
9216|POLR2B,2.3452287110523861e-29,Homo sapiens,POLR2B,tf,HeLa,Epithelium,Cervix,1
2090|MYC,2.5179696192228787e-29,Homo sapiens,MYC,tf,K562,Erythroblast,Bone Marrow,1
45870|MYC,2.5179696192228787e-29,Homo sapiens,MYC,tf,K562,Erythroblast,Bone Marrow,1
74346|NEUROD1,2.5783098434592405e-29,Homo sapiens,NEUROD1,tf,D-341,None,None,1
63975|GATA4,2.789995026179187e-29,Homo sapiens,GATA4,tf,HepG2,Epithelium,Liver,1
32814|MAX,2.8232013515298385e-29,Homo sapiens,MAX,tf,P493-6,B cell lymphoma,None,1
93|PHF8,2.925191284189021e-29,Homo sapiens,PHF8,cr,HEK293T,Epithelium,Embryonic Kidney,1
69616|MYC,2.948347510222781e-29,Homo sapiens,MYC,tf,Jurkat,T Lymphocyte,Blood,1
68635|KMT2D,3.2280783749575514e-29,Homo sapiens,KMT2D,cr,None,patient derived xenograft cells,None,1
46162|TAF1,4.63581371569818e-29,Homo sapiens,TAF1,tf,GM12892,Lymphoblastoid,Blood,1
69814|NELFE,5.531532340572476e-29,Homo sapiens,NELFE,not sure,MCF-7,Human Breast Cancer Cell,Breast,1
69809|NELFE,5.641092664738475e-29,Homo sapiens,NELFE,not sure,MCF-7,Human Breast Cancer Cell,Breast,1
55466|NELFA,5.663261698919998e-29,Homo sapiens,NELFA,not sure,HeLa,Epithelium,Cervix,0
1938|ETS1,6.420183180346074e-29,Homo sapiens,ETS1,tf,Jurkat E6-1,T Lymphocyte,Blood,1
69807|NELFE,6.862278172225331e-29,Homo sapiens,NELFE,not sure,MCF-7,Human Breast Cancer Cell,Breast,1
69755|BRD4,7.108421923131407e-29,Homo sapiens,BRD4,cr,MV4;11,Leukemia Cell,Blood,1
56961|GTF2B,8.678006221646139e-29,Homo sapiens,GTF2B,tf,HeLa,Epithelium,Cervix,1
9198|TCF12,9.531194297091136e-29,Homo sapiens,TCF12,tf,RPMI-8402,T cell leukemia,Blood,1
63362|C11orf30,9.643531480682873e-29,Homo sapiens,C11orf30,,K562,Erythroblast,Bone Marrow,1
63883|BCL3,9.681268314895984e-29,Homo sapiens,BCL3,tf,A549,Epithelium,Lung,1
56478|KMT2D,1.1450300242266626e-28,Homo sapiens,KMT2D,cr,None,B Lymphocyte,Tonsil,1
32791|MYC,1.172138821620717e-28,Homo sapiens,MYC,tf,P493-6,B cell lymphoma,None,1
43045|BRD2,1.2235022222770787e-28,Homo sapiens,BRD2,predicted chromatin regulator,MM1.S,B Lymphocyte,Blood,1
45965|MYC,1.2282808812234704e-28,Homo sapiens,MYC,tf,K562,Erythroblast,Bone Marrow,1
49877|WDR5,1.3805781382329838e-28,Homo sapiens,WDR5,cr,A673,Polygonal,Muscle,1
45560|MYC,1.4022512545755265e-28,Homo sapiens,MYC,tf,A549,Epithelium,Lung,1
392|NOTCH1,1.4981903438420014e-28,Homo sapiens,NOTCH1,both predicted transcription factor and chromatin regulator,CUTLL1,T Lymphocyte,Blood,1
67828|BRD4,1.53956187165248e-28,Homo sapiens,BRD4,cr,None,None,None,1
55468|NELFA,1.6576563668800918e-28,Homo sapiens,NELFA,not sure,HeLa,Epithelium,Cervix,1
8118|MYC,1.8699195118766101e-28,Homo sapiens,MYC,tf,K562,Erythroblast,Bone Marrow,1
38658|SOX2,1.9667627113176434e-28,Homo sapiens,SOX2,tf,LoVo,None,Colon,1
43451|NELFA,2.2355166066830653e-28,Homo sapiens,NELFA,not sure,HeLa,Epithelium,Cervix,0
73701|KDM2B,2.3059734694393708e-28,Homo sapiens,KDM2B,cr,SEM,B Lymphocyte,None,1
43742|BRD4,2.378632394851639e-28,Homo sapiens,BRD4,cr,KOPT-K1,T Lymphocyte,Blood,1
67829|BRD4,2.463090880719464e-28,Homo sapiens,BRD4,cr,SUM159R,None,None,1
49852|WDR5,2.799014815029446e-28,Homo sapiens,WDR5,cr,SK-N-MC,None,Brain,1
