,pval,species,factor,factor_type,cell_line,cell_type,tissue,qc,TF
55666|PAF1,1.8754777687310163e-32,Homo sapiens,PAF1,not sure,HCT-116,None,Colon,1,PAF1
74347|NEUROD1,1.1295071798740384e-31,Homo sapiens,NEUROD1,tf,D-341,None,None,1,NEUROD1
1312|PHF8,2.221945970644237e-31,Homo sapiens,PHF8,cr,HeLa,Epithelium,Cervix,0,PHF8
45973|MYC,3.2223817230567886e-31,Homo sapiens,MYC,tf,K562,Erythroblast,Bone Marrow,1,MYC
53076|RBP2,3.2487797876058086e-31,Homo sapiens,RBP2,other,U937,None,Pleura,1,RBP2
52091|TP53,5.493073918418662e-31,Homo sapiens,TP53,predicted transcription factor,IMR90,Fibroblast,Lung,1,TP53
70093|TET2,5.6286351360807425e-31,Homo sapiens,TET2,cr,293T,None,None,1,TET2
69813|NELFE,1.8795345750507244e-29,Homo sapiens,NELFE,not sure,MCF-7,Human Breast Cancer Cell,Breast,1,NELFE
49852|WDR5,3.177605095062034e-29,Homo sapiens,WDR5,cr,SK-N-MC,None,Brain,1,WDR5
74686|KLF10,2.831718305655265e-28,Homo sapiens,KLF10,tf,HepG2,Epithelium,Liver,1,KLF10
45849|MAX,3.409596355785331e-28,Homo sapiens,MAX,tf,None,Endothelial Cell,Umbilical Vein,1,MAX
5570|POLR2M,6.54183003537519e-28,Homo sapiens,POLR2M,tf,HeLa,Epithelium,Cervix,1,POLR2M
63975|GATA4,7.483749908320971e-28,Homo sapiens,GATA4,tf,HepG2,Epithelium,Liver,1,GATA4
43046|BRD2,7.599617179874734e-28,Homo sapiens,BRD2,predicted chromatin regulator,MM1.S,B Lymphocyte,Blood,1,BRD2
67828|BRD4,1.4353330020749434e-27,Homo sapiens,BRD4,cr,None,None,None,1,BRD4
38804|E2F8,1.585166499012458e-27,Homo sapiens,E2F8,tf,LoVo,None,Colon,1,E2F8
63362|C11orf30,1.750497019714163e-27,Homo sapiens,C11orf30,,K562,Erythroblast,Bone Marrow,1,C11orf30
9216|POLR2B,2.610965090260357e-27,Homo sapiens,POLR2B,tf,HeLa,Epithelium,Cervix,1,POLR2B
68635|KMT2D,2.650967420447837e-27,Homo sapiens,KMT2D,cr,None,patient derived xenograft cells,None,1,KMT2D
8812|KDM5A,3.484333110431557e-27,Homo sapiens,KDM5A,cr,H1,Embryonic Stem Cell,Embryo,1,KDM5A
51750|FOXP1,6.0993741058096254e-27,Homo sapiens,FOXP1,tf,LNCaP,Epithelium,Prostate,1,FOXP1
45969|IRF1,9.059403313867185e-27,Homo sapiens,IRF1,tf,K562,Erythroblast,Bone Marrow,1,IRF1
49243|ETS1,9.19672888355093e-27,Homo sapiens,ETS1,tf,PANC-1,None,Pancreas,1,ETS1
63883|BCL3,1.2189486674764606e-26,Homo sapiens,BCL3,tf,A549,Epithelium,Lung,1,BCL3
46069|REST,1.374353655520193e-26,Homo sapiens,REST,tf,A549,Epithelium,Lung,1,REST
56353|CDK8,2.453328019082586e-26,Homo sapiens,CDK8,tf,MOLM-14,Myeloid Cell,None,1,CDK8
50894|SPI1,3.5864917096839843e-26,Homo sapiens,SPI1,predicted transcription factor,None,None,None,1,SPI1
76529|MBTD1,4.862385856907346e-26,Homo sapiens,MBTD1,other,K562,Lymphoblast,None,1,MBTD1
55468|NELFA,7.304755938466424e-26,Homo sapiens,NELFA,not sure,HeLa,Epithelium,Cervix,1,NELFA
38585|TAF3,8.160204665986711e-26,Homo sapiens,TAF3,cr,None,Epithelium,Colon,1,TAF3
43684|KDM4C,9.632853033386092e-26,Homo sapiens,KDM4C,cr,KYSE-150,Epitheloid Cell,Esophagus,1,KDM4C
38712|ETS2,9.704090694937296e-26,Homo sapiens,ETS2,tf,LoVo,None,Colon,1,ETS2
42217|STAT3,1.1494617508574904e-25,Homo sapiens,STAT3,tf,SU-DHL2,B Lymphocyte,None,1,STAT3
63104|ATF1,1.2417375967894442e-25,Homo sapiens,ATF1,tf,HepG2,Epithelium,Liver,1,ATF1
42744|RELA,1.5196725347556054e-25,Homo sapiens,RELA,tf,LoVo,None,Colon,1,RELA
39914|ICE1,2.0673515905205383e-25,Homo sapiens,ICE1,other,HCT-116,None,Colon,1,ICE1
4929|TAFII,2.4193213081021477e-25,Homo sapiens,TAFII,not sure,H1,Embryonic Stem Cell,Embryo,1,TAFII
2110|PRAME,3.5482281123382395e-25,Homo sapiens,PRAME,not sure,K562,Erythroblast,Bone Marrow,1,PRAME
44028|BRCA1,4.1040970935255518e-25,Homo sapiens,BRCA1,predicted chromatin regulator,MCF-10A,Epithelium,Breast,1,BRCA1
36362|GTF2B,4.365707481556691e-25,Homo sapiens,GTF2B,tf,IMR90,Fibroblast,Lung,1,GTF2B
9205|HCFC1,6.252267293067499e-25,Homo sapiens,HCFC1,tf,HeLa,Epithelium,Cervix,1,HCFC1
63029|MBD2,6.4360530701180005e-25,Homo sapiens,MBD2,cr,K562,Erythroblast,Bone Marrow,1,MBD2
50163|TBP,8.054084137524312e-25,Homo sapiens,TBP,tf,K562,Erythroblast,Bone Marrow,1,TBP
46334|TAF1,8.200906841054994e-25,Homo sapiens,TAF1,tf,PFSK-1,Neuron,Brain,1,TAF1
64867|SIN3A,8.879067333475072e-25,Homo sapiens,SIN3A,tf,K562,Erythroblast,Bone Marrow,1,SIN3A
45695|MXI1,9.07347187556812e-25,Homo sapiens,MXI1,tf,H1,Embryonic Stem Cell,Embryo,1,MXI1
46142|SIX5,9.40689262827862e-25,Homo sapiens,SIX5,predicted transcription factor,GM12878,B Lymphocyte,Blood,1,SIX5
38785|NIPBL,1.0672324529471637e-24,Homo sapiens,NIPBL,not sure,LoVo,None,Colon,1,NIPBL
3038|CREBBP,1.3829723253530963e-24,Homo sapiens,CREBBP,cr,None,T Lymphocyte,Blood,1,CREBBP
42774|NFYC,1.5459311741535132e-24,Homo sapiens,NFYC,tf,LoVo,None,Colon,1,NFYC
64691|CBFB,2.181121934609702e-24,Homo sapiens,CBFB,predicted transcription factor,GM12878,B Lymphocyte,Blood,1,CBFB
50569|MYB,2.284998674538797e-24,Homo sapiens,MYB,tf,Jurkat,T Lymphocyte,Blood,1,MYB
62486|YY1,2.674295036917428e-24,Homo sapiens,YY1,tf,None,None,Liver,1,YY1
53468|KDM1A,2.7322360846820485e-24,Homo sapiens,KDM1A,cr,SH-SY5Y,None,Bone Marrow,1,KDM1A
9198|TCF12,2.9980222326812514e-24,Homo sapiens,TCF12,tf,RPMI-8402,T cell leukemia,Blood,1,TCF12
64798|CREM,3.3725202364086915e-24,Homo sapiens,CREM,tf,HepG2,Epithelium,Liver,1,CREM
43099|RUNX1,3.660576292928565e-24,Homo sapiens,RUNX1,tf,CUTLL1,T Lymphocyte,Blood,1,RUNX1
55344|SUMO2,3.8340340610070485e-24,Homo sapiens,SUMO2,other,K562,Erythroblast,Bone Marrow,1,SUMO2
46195|TAF7,4.4837620676275e-24,Homo sapiens,TAF7,predicted transcription factor,H1,Embryonic Stem Cell,Embryo,1,TAF7
63155|GABP,6.863429253027677e-24,Homo sapiens,GABP,,HepG2,Epithelium,Liver,1,GABP
56044|GABPA,6.887772432924257e-24,Homo sapiens,GABPA,tf,HepG2,Epithelium,Liver,1,GABPA
38784|RFX1,6.96131616435157e-24,Homo sapiens,RFX1,tf,LoVo,None,Colon,1,RFX1
45390|KDM5B,7.471876384970143e-24,Homo sapiens,KDM5B,cr,K562,Erythroblast,Bone Marrow,1,KDM5B
46365|USF1,9.467803348627599e-24,Homo sapiens,USF1,tf,SK-N-SH_RA,Neuron,Brain,1,USF1
38658|SOX2,1.0450772668508367e-23,Homo sapiens,SOX2,tf,LoVo,None,Colon,1,SOX2
45234|SAP30,1.0864014252648362e-23,Homo sapiens,SAP30,not sure,H1,Embryonic Stem Cell,Embryo,1,SAP30
48277|CEBPA,1.3047288324925372e-23,Homo sapiens,CEBPA,tf,GM12878,B Lymphocyte,Blood,1,CEBPA
63306|CREB1,1.3949019399088607e-23,Homo sapiens,CREB1,tf,HepG2,Epithelium,Liver,1,CREB1
53347|CDK9,1.4096931252624248e-23,Homo sapiens,CDK9,tf,HeLa,Epithelium,Cervix,1,CDK9
33875|MED1,1.5176709039189112e-23,Homo sapiens,MED1,predicted transcription factor,None,Plasma Cell,None,1,MED1
42715|GLI2,1.5774587114531677e-23,Homo sapiens,GLI2,tf,LoVo,None,Colon,1,GLI2
46214|EGR1,1.611047149943711e-23,Homo sapiens,EGR1,tf,HCT-116,None,Colon,1,EGR1
46307|PML,1.7464920411210354e-23,Homo sapiens,PML,tf,MCF-7,Epithelium,Breast,1,PML
45683|GTF2F1,1.97452541303038e-23,Homo sapiens,GTF2F1,tf,H1,Embryonic Stem Cell,Embryo,1,GTF2F1
72406|PARP1,2.0665311892257104e-23,Homo sapiens,PARP1,not sure,MCF-7,Human Breast Cancer Cell,Breast,1,PARP1
43105|RBPJ,2.103037362391689e-23,Homo sapiens,RBPJ,tf,CUTLL1,T Lymphocyte,Blood,1,RBPJ
53323|INTS3,2.1327014187817744e-23,Homo sapiens,INTS3,predicted transcription factor,HeLa,Epithelium,Cervix,1,INTS3
49494|CDK7,2.147688422436036e-23,Homo sapiens,CDK7,predicted transcription factor,Jurkat,T Lymphocyte,Blood,1,CDK7
45661|MAZ,2.239825332627531e-23,Homo sapiens,MAZ,tf,GM12878,B Lymphocyte,Blood,1,MAZ
63097|SMAD5,2.247677762790736e-23,Homo sapiens,SMAD5,tf,GM12878,B Lymphocyte,Blood,1,SMAD5
70731|FOXK1,2.811238441578961e-23,Homo sapiens,FOXK1,tf,HEK293,HEK 293 Cell Line,None,1,FOXK1
1362|STAT1,3.0250489512270585e-23,Homo sapiens,STAT1,tf,HeLa-S3,Epithelium,Cervix,1,STAT1
45874|JUN,4.499284596939281e-23,Homo sapiens,JUN,tf,K562,Erythroblast,Bone Marrow,1,JUN
38719|DLX1,7.335677390824042e-23,Homo sapiens,DLX1,tf,LoVo,None,Colon,1,DLX1
49870|ELF1,7.860828118488957e-23,Homo sapiens,ELF1,tf,SK-N-MC,None,Brain,1,ELF1
46312|SRF,8.36518455812298e-23,Homo sapiens,SRF,tf,MCF-7,Epithelium,Breast,1,SRF
64395|NR2C2,1.064979260152755e-22,Homo sapiens,NR2C2,tf,K562,Erythroblast,Bone Marrow,1,NR2C2
44337|E2F1,1.098512794859634e-22,Homo sapiens,E2F1,tf,LNCaP,Epithelium,Prostate,1,E2F1
49266|SCML2,1.397587561271999e-22,Homo sapiens,SCML2,tf,293T-Rex,None,None,1,SCML2
58807|MAF,1.5176563253939197e-22,Homo sapiens,MAF,tf,None,Th1,None,1,MAF
46200|ZBTB33,2.0801941988689368e-22,Homo sapiens,ZBTB33,tf,HCT-116,None,Colon,1,ZBTB33
8458|GATA1,2.174787104624037e-22,Homo sapiens,GATA1,tf,K562,Erythroblast,Bone Marrow,1,GATA1
65063|ZNF574,2.442784667406603e-22,Homo sapiens,ZNF574,,HEK293,Epithelium,Embryonic Kidney,1,ZNF574
38742|NFATC1,2.4848596950454024e-22,Homo sapiens,NFATC1,tf,None,Endothelial Cell,Umbilical Vein,1,NFATC1
38724|GMEB2,3.253198169537226e-22,Homo sapiens,GMEB2,tf,LoVo,None,Colon,1,GMEB2
63241|FOXK2,3.506199400754783e-22,Homo sapiens,FOXK2,predicted transcription factor,K562,Erythroblast,Bone Marrow,1,FOXK2
46213|JUND,4.358256968050323e-22,Homo sapiens,JUND,tf,HCT-116,None,Colon,1,JUND
49004|ELL2,5.52584713572589e-22,Homo sapiens,ELL2,predicted chromatin regulator,HeLa,Epithelium,Cervix,1,ELL2
4403|KAT8,5.754993170854276e-22,Homo sapiens,KAT8,cr,None,T Lymphocyte,Blood,1,KAT8
74666|NRF1,6.678541781367422e-22,Homo sapiens,NRF1,tf,K562,Erythroblast,Bone Marrow,1,NRF1
50210|DDX21,6.978456193371453e-22,Homo sapiens,DDX21,predicted chromatin regulator,HEK293,Epithelium,Embryonic Kidney,1,DDX21
72856|TRAF7,7.960475595055073e-22,Homo sapiens,TRAF7,other,None,None,meningioma,1,TRAF7
46333|FOXP2,8.80782733852917e-22,Homo sapiens,FOXP2,tf,PFSK-1,Neuron,Brain,1,FOXP2
42800|STAT2,8.837558489478617e-22,Homo sapiens,STAT2,predicted transcription factor,LoVo,None,Colon,1,STAT2
45636|ELK1,8.927348946866004e-22,Homo sapiens,ELK1,tf,GM12878,B Lymphocyte,Blood,1,ELK1
41574|BRD1,9.32698477275577e-22,Homo sapiens,BRD1,cr,RKO,Epithelium,Colon,1,BRD1
48996|AFF4,9.453473263575404e-22,Homo sapiens,AFF4,tf,HeLa,Epithelium,Cervix,1,AFF4
34997|FOXM1,9.810133436883436e-22,Homo sapiens,FOXM1,tf,MDA-MB-231,Epithelium,Breast,1,FOXM1
64038|HBP1,1.0318027900940012e-21,Homo sapiens,HBP1,tf,HepG2,Epithelium,Liver,1,HBP1
74645|USF2,1.0743000173289076e-21,Homo sapiens,USF2,tf,GM12878,B Lymphocyte,Blood,1,USF2
566|VDR,1.3820033487422924e-21,Homo sapiens,VDR,tf,GM10861,Lymphocyte,Blood,1,VDR
73453|T,1.5592215865798152e-21,Homo sapiens,T,tf,None,Th1,None,1,T
74349|OTX2,1.893146907784001e-21,Homo sapiens,OTX2,tf,D-341,None,None,1,OTX2
63302|NKRF,1.9444408657888025e-21,Homo sapiens,NKRF,,K562,Erythroblast,Bone Marrow,1,NKRF
76519|SETD1A,2.274771815518523e-21,Homo sapiens,SETD1A,predicted chromatin regulator,None,Erythroid Cell,None,1,SETD1A
70927|SUPT5H,2.3130245969906342e-21,Homo sapiens,SUPT5H,tf,BJAB,B Lymphocyte,None,1,SUPT5H
46215|SP1,2.8060533368859886e-21,Homo sapiens,SP1,predicted chromatin regulator,HCT-116,None,Colon,1,SP1
67768|NFE2,3.0090919169161352e-21,Homo sapiens,NFE2,tf,F5,Erythroid Progenitor Cell,Fetal Liver,1,NFE2
39777|REPIN1,3.302569773927505e-21,Homo sapiens,REPIN1,predicted transcription factor,Kasumi-1,Myeloblast,Blood,1,REPIN1
47416|ERG,3.784066957660484e-21,Homo sapiens,ERG,other,Jurkat,T Lymphocyte,Blood,1,ERG
64895|ZNF143,4.1247275568577984e-21,Homo sapiens,ZNF143,predicted transcription factor,GM12878,B Lymphocyte,Blood,1,ZNF143
45951|E2F4,5.1657993938618845e-21,Homo sapiens,E2F4,tf,K562,Erythroblast,Bone Marrow,1,E2F4
59004|JMJD1C,5.217279248382291e-21,Homo sapiens,JMJD1C,predicted chromatin regulator,NB4,Promyelocytic cell,Blood,1,JMJD1C
70966|MED12,5.610620846354516e-21,Homo sapiens,MED12,predicted transcription factor,None,Progenitor Cells,None,1,MED12
392|NOTCH1,5.629180456154218e-21,Homo sapiens,NOTCH1,both predicted transcription factor and chromatin regulator,CUTLL1,T Lymphocyte,Blood,1,NOTCH1
2094|NFYA,5.9541443581395685e-21,Homo sapiens,NFYA,tf,K562,Erythroblast,Bone Marrow,1,NFYA
64143|NFRKB,6.530281123351761e-21,Homo sapiens,NFRKB,,K562,Erythroblast,Bone Marrow,1,NFRKB
1219|GATAD1,7.021337808183669e-21,Homo sapiens,GATAD1,predicted chromatin regulator,HeLa,Epithelium,Cervix,1,GATAD1
50372|SUZ12,7.091068956078917e-21,Homo sapiens,SUZ12,cr,None,Proerythroblast,Fetal Liver,1,SUZ12
64318|ETV4,7.328488619373874e-21,Homo sapiens,ETV4,tf,HepG2,Epithelium,Liver,1,ETV4
38773|NFAT5,8.839734545321974e-21,Homo sapiens,NFAT5,tf,LoVo,None,Colon,1,NFAT5
62937|ZBTB40,9.316751916970024e-21,Homo sapiens,ZBTB40,,GM12878,B Lymphocyte,Blood,1,ZBTB40
74670|ZNF639,1.331689352804008e-20,Homo sapiens,ZNF639,tf,K562,Erythroblast,Bone Marrow,1,ZNF639
68223|NR3C1,1.6200672284394344e-20,Homo sapiens,NR3C1,tf,BEAS-2B,Epithelium,Lung,1,NR3C1
76415|PMEL,1.6792665864054792e-20,Homo sapiens,PMEL,other,None,None,None,1,PMEL
45755|ELK4,1.845784758670368e-20,Homo sapiens,ELK4,tf,HeLa-S3,Epithelium,Cervix,1,ELK4
68464|ATF3,2.1231645135909086e-20,Homo sapiens,ATF3,predicted transcription factor,HCT-116,Colon cancer cell,Colon,1,ATF3
45714|TCF7L2,2.8625014183783383e-20,Homo sapiens,TCF7L2,tf,HCT-116,None,Colon,1,TCF7L2
77257|ZNF75A,2.9472425532836234e-20,Homo sapiens,ZNF75A,tf,MCF-7,None,None,1,ZNF75A
74838|JMJD6,3.1242329862451114e-20,Homo sapiens,JMJD6,cr,None,3565 cells,None,1,JMJD6
63451|HDAC1,3.2270588835224493e-20,Homo sapiens,HDAC1,cr,K562,Erythroblast,Bone Marrow,1,HDAC1
74432|TFAP4,3.756943460198712e-20,Homo sapiens,TFAP4,,SNU175,Colorectal cancer cell line,None,1,TFAP4
1226|TRRAP,4.0467251734274636e-20,Homo sapiens,TRRAP,cr,HeLa,Epithelium,Cervix,1,TRRAP
42712|E2F3,5.1538915723737563e-20,Homo sapiens,E2F3,tf,LoVo,None,Colon,1,E2F3
49481|RPE,5.271365196297985e-20,Homo sapiens,RPE,other,None,Retinal pigment cell,None,1,RPE
68309|NR4A1,5.3568912477441776e-20,Homo sapiens,NR4A1,tf,Kasumi-1,Acute myeloid leukemia,None,1,NR4A1
45789|CEBPB,5.639896047303934e-20,Homo sapiens,CEBPB,tf,HepG2,Epithelium,Liver,1,CEBPB
49778|CHD8,7.176219765807276e-20,Homo sapiens,CHD8,cr,None,iPSC,None,1,CHD8
36234|XRN2,8.342754840892244e-20,Homo sapiens,XRN2,not sure,HEK293,Epithelium,Embryonic Kidney,1,XRN2
5194|HMGN1,8.423273010941849e-20,Homo sapiens,HMGN1,both predicted transcription factor and chromatin regulator,None,T Lymphocyte,Blood,1,HMGN1
42775|NPAT,9.124815048481008e-20,Homo sapiens,NPAT,tf,LoVo,None,Colon,1,NPAT
64290|ZBTB11,9.361273629192877e-20,Homo sapiens,ZBTB11,,K562,Erythroblast,Bone Marrow,1,ZBTB11
68490|KAT5,1.0204911372537026e-19,Homo sapiens,KAT5,cr,K562,Lymphoblast,None,1,KAT5
53493|SOX9,1.0469003841565576e-19,Homo sapiens,SOX9,tf,HT29,Epithelium,Colon,1,SOX9
46138|PAX5,1.0982507343165033e-19,Homo sapiens,PAX5,tf,GM12878,B Lymphocyte,Blood,1,PAX5
64689|H2AFZ,1.1194807793973306e-19,Homo sapiens,H2AFZ,,DOHH-2,None,None,1,H2AFZ
34399|MECP2,1.3171000700588766e-19,Homo sapiens,MECP2,cr,HCT-116,None,Colon,1,MECP2
64865|ZFX,1.4352941499241926e-19,Homo sapiens,ZFX,predicted transcription factor,K562,Erythroblast,Bone Marrow,1,ZFX
57806|BRD3,1.458304477788409e-19,Homo sapiens,BRD3,predicted chromatin regulator,LX2,Hepatic Stellate Cell,None,1,BRD3
46240|NFIC,1.6350907613268545e-19,Homo sapiens,NFIC,tf,HepG2,Epithelium,Liver,1,NFIC
42722|HOXA6,1.8564232142726853e-19,Homo sapiens,HOXA6,tf,LoVo,None,Colon,1,HOXA6
43400|XBP1,1.9345402263881908e-19,Homo sapiens,XBP1,tf,T47D,Epithelium,Mammary Gland,1,XBP1
76520|BPTF,1.9654423433402112e-19,Homo sapiens,BPTF,tf,None,Erythroid Cell,None,1,BPTF
72356|TAL1,2.0351539621517143e-19,Homo sapiens,TAL1,tf,Kasumi-1,Acute myeloid leukemia,None,1,TAL1
46230|CEBPD,2.06110463360606e-19,Homo sapiens,CEBPD,tf,HepG2,Epithelium,Liver,1,CEBPD
46037|RFX5,2.273620303312033e-19,Homo sapiens,RFX5,tf,SK-N-SH,Neuroblastoma cell,Brain,1,RFX5
45421|RBBP5,2.309867425346829e-19,Homo sapiens,RBBP5,cr,K562,Erythroblast,Bone Marrow,1,RBBP5
8482|KAT7,2.3318890963137356e-19,Homo sapiens,KAT7,cr,RKO,Epithelium,Colon,1,KAT7
45638|CHD2,2.722374186211528e-19,Homo sapiens,CHD2,cr,GM12878,B Lymphocyte,Blood,1,CHD2
36104|ESR1,2.739615530098698e-19,Homo sapiens,ESR1,tf,None,Epithelium,Mammary Gland,1,ESR1
73708|KMT2A,2.973814472488598e-19,Homo sapiens,KMT2A,not sure,None,Monocyte,Cord blood,1,KMT2A
71069|MBD3,3.108002909656817e-19,Homo sapiens,MBD3,cr,HeLa,Epithelium,Cervix,1,MBD3
62639|RNF2,3.5252422703707146e-19,Homo sapiens,RNF2,predicted transcription factor,K562,Erythroblast,Bone Marrow,1,RNF2
42708|ATF2,4.099461693239221e-19,Homo sapiens,ATF2,predicted transcription factor,LoVo,None,Colon,1,ATF2
38817|HOXA1,4.2302427104112542e-19,Homo sapiens,HOXA1,tf,LoVo,None,Colon,1,HOXA1
42714|ETV5,4.448113496076475e-19,Homo sapiens,ETV5,tf,LoVo,None,Colon,1,ETV5
47577|SMAD3,4.561168253380503e-19,Homo sapiens,SMAD3,tf,NCI-H441,Epithelium,Lung,1,SMAD3
65057|TGIF2,5.715135970919447e-19,Homo sapiens,TGIF2,tf,HepG2,Epithelium,Liver,1,TGIF2
49010|CPSF3L,5.751001992788161e-19,Homo sapiens,CPSF3L,other,HeLa,Epithelium,Cervix,1,CPSF3L
955|NANOG,5.98961027754347e-19,Homo sapiens,NANOG,tf,H1,Embryonic Stem Cell,Embryo,1,NANOG
46209|CBX3,6.915105887397935e-19,Homo sapiens,CBX3,cr,HCT-116,None,Colon,1,CBX3
49949|KLF9,8.389330494963495e-19,Homo sapiens,KLF9,tf,GBM1A,Glioblastoma Stem Cell,None,1,KLF9
36230|TTF2,8.389330494963495e-19,Homo sapiens,TTF2,tf,HEK293,Epithelium,Embryonic Kidney,1,TTF2
46212|FOSL1,8.389330494963495e-19,Homo sapiens,FOSL1,tf,HCT-116,None,Colon,1,FOSL1
7341|HEY1,1.014155651880844e-18,Homo sapiens,HEY1,tf,HepG2,Epithelium,Liver,1,HEY1
70804|TCF7L1,1.0173102758472816e-18,Homo sapiens,TCF7L1,tf,HCT-116,Colon cancer cell,Colon,1,TCF7L1
73854|LMO1,1.1446413676763535e-18,Homo sapiens,LMO1,not sure,Jurkat,T Lymphocyte,Blood,1,LMO1
64107|KDM4B,1.1517624389355422e-18,Homo sapiens,KDM4B,cr,K562,Erythroblast,Bone Marrow,1,KDM4B
77271|L3MBTL4,1.1733891546345263e-18,Homo sapiens,L3MBTL4,tf,HepG2,Epithelium,Liver,1,L3MBTL4
72360|FLI1,1.1733891546345263e-18,Homo sapiens,FLI1,tf,Kasumi-1,Acute myeloid leukemia,None,1,FLI1
36226|DCP1A,1.2330401810103994e-18,Homo sapiens,DCP1A,tf,HEK293,Epithelium,Embryonic Kidney,1,DCP1A
46243|FOSL2,1.3405630897599528e-18,Homo sapiens,FOSL2,tf,HepG2,Epithelium,Liver,1,FOSL2
55543|RAG2,1.3912742024885668e-18,Homo sapiens,RAG2,cr,None,Thymocyte,None,1,RAG2
70759|OGT,1.4663720751050967e-18,Homo sapiens,OGT,other,HEK293,HEK 293 Cell Line,None,1,OGT
36085|CTBP1,1.4800339645321311e-18,Homo sapiens,CTBP1,tf,MCF-7,Epithelium,Breast,1,CTBP1
38824|MNT,1.6038245020028453e-18,Homo sapiens,MNT,tf,LoVo,None,Colon,1,MNT
35517|BCL6,1.6439309903238437e-18,Homo sapiens,BCL6,predicted transcription factor,OCI-Ly1,B cell lymphoma,Bone Marrow,1,BCL6
71067|GATAD2B,1.8144995104137552e-18,Homo sapiens,GATAD2B,,HeLa,Epithelium,Cervix,1,GATAD2B
64761|POLR2AphosphoS5,1.8886815123475548e-18,Homo sapiens,POLR2AphosphoS5,,None,Neuron,None,1,POLR2AphosphoS5
