,pval,species,factor,factor_type,cell_line,cell_type,tissue,qc,TF
70811|SP1,2.2231894971826803e-18,Homo sapiens,SP1,predicted chromatin regulator,HCT-116,Colon cancer cell,Colon,1,SP1
33174|MYC,1.473357819537089e-16,Homo sapiens,MYC,tf,U87,None,Brain,1,MYC
65204|YY1,2.684477410997799e-16,Homo sapiens,YY1,tf,HEK293,Epithelium,Embryonic Kidney,1,YY1
53593|MED1,3.7118135160496858e-16,Homo sapiens,MED1,predicted transcription factor,None,Adipocyte,None,1,MED1
2283|E2F1,3.92447707937684e-16,Homo sapiens,E2F1,tf,MCF-7,Epithelium,Breast,1,E2F1
62637|KLF9,1.1801550729835904e-15,Homo sapiens,KLF9,tf,HEK293,Epithelium,Embryonic Kidney,1,KLF9
67829|BRD4,1.5795615748788527e-15,Homo sapiens,BRD4,cr,SUM159R,None,None,1,BRD4
47601|KLF5,2.007032876921425e-15,Homo sapiens,KLF5,tf,KATO III,None,Stomach,1,KLF5
46000|E2F4,3.4230254363130447e-15,Homo sapiens,E2F4,tf,MCF-10A,Epithelium,Breast,1,E2F4
69456|TP53,6.845478632651202e-15,Homo sapiens,TP53,predicted transcription factor,None,None,Foreskin,1,TP53
37057|FLI1,7.271457008677416e-15,Homo sapiens,FLI1,tf,U937,None,Pleura,1,FLI1
53305|RUNX1,8.11641907473117e-15,Homo sapiens,RUNX1,tf,TSU-1621-MT,None,None,1,RUNX1
73701|KDM2B,8.559246131874884e-15,Homo sapiens,KDM2B,cr,SEM,B Lymphocyte,None,1,KDM2B
69201|TRIM24,9.122095195362544e-15,Homo sapiens,TRIM24,both predicted transcription factor and chromatin regulator,LNCaP,Epithelium,Prostate,1,TRIM24
70759|OGT,1.103825737401572e-14,Homo sapiens,OGT,other,HEK293,HEK 293 Cell Line,None,1,OGT
37349|CREB1,2.5933244268143108e-14,Homo sapiens,CREB1,tf,A549,Epithelium,Lung,1,CREB1
70804|TCF7L1,2.722589171406209e-14,Homo sapiens,TCF7L1,tf,HCT-116,Colon cancer cell,Colon,1,TCF7L1
63001|BCL3,5.0358128608102317e-14,Homo sapiens,BCL3,tf,A549,Epithelium,Lung,1,BCL3
53300|RARA,7.191662259783902e-14,Homo sapiens,RARA,tf,TSU-1621-MT,None,None,1,RARA
45866|MXI1,7.885905475944892e-14,Homo sapiens,MXI1,tf,IMR90,Fibroblast,Lung,1,MXI1
45629|ZNF143,1.4182986071373755e-13,Homo sapiens,ZNF143,predicted transcription factor,GM12878,B Lymphocyte,Blood,1,ZNF143
50414|KLF11,1.4327319616025285e-13,Homo sapiens,KLF11,tf,hMADS-3,Adipocyte,Adipose,1,KLF11
55467|NELFA,1.4473095577698106e-13,Homo sapiens,NELFA,not sure,HeLa,Epithelium,Cervix,1,NELFA
36356|POLR2B,1.527551813974586e-13,Homo sapiens,POLR2B,tf,IMR90,Fibroblast,Lung,1,POLR2B
47273|KDM5B,1.6340201872012852e-13,Homo sapiens,KDM5B,cr,T47D,Epithelium,Mammary Gland,1,KDM5B
75942|KDM1A,1.8945616295148187e-13,Homo sapiens,KDM1A,cr,PC-3M-luc,None,Prostate,1,KDM1A
