Transcription Factor,1st Sample p-value,2nd Sample p-value,3rd Sample p-value,4th Sample p-value,5th Sample p-value
SUZ12,50372;1.28E-23,45233;1.09E-06,8823;1.09E-06,64381;1.97E-05,63520;7.39E-05
ZFX,64866;1.34E-23,64865;1.03E-22,41307;7.28E-10,50077;4.97E-06,41309;7.83E-06
PRAME,2110;1.35E-23,,,,
MAF,58808;1.59E-23,58809;3.73E-23,58807;7.77E-20,50111;2.92E-03,
MBD2,63028;2.21E-23,48825;2.57E-23,48827;2.06E-22,48824;6.74E-22,63029;6.42E-16
ETV4,64317;2.47E-23,64318;9.68E-20,5924;6.84E-04,38770;1.46E-01,
SMAD5,63097;2.48E-23,63098;4.76E-14,42782;1.00E+00,,
HMGN3,45920;2.75E-23,,,,
CD34,73984;3.25E-23,73986;9.96E-17,73987;2.21E-09,73985;2.35E-05,
XRN2,36234;4.10E-23,58841;2.82E-18,58840;8.15E-18,36228;1.31E-17,58843;2.53E-17
TRIM24,69201;5.71E-23,69202;5.52E-12,69203;2.12E-08,64819;6.26E-08,2404;6.57E-08
ETS1,44094;6.28E-23,72625;4.85E-22,44092;8.18E-22,43097;1.34E-21,1938;1.57E-21
CTCFL,55779;6.41E-23,55775;2.04E-18,55771;3.28E-15,46293;1.51E-14,55785;1.35E-13
PMEL,76415;6.69E-23,76413;2.46E-05,76416;1.61E-01,76414;2.61E-01,76009;2.83E-01
NFKB1,68051;7.36E-23,68048;2.34E-17,76401;1.23E-07,76400;4.25E-05,42698;2.56E-01
ERG,72359;8.01E-23,47416;7.40E-21,53296;5.73E-20,2916;1.12E-19,37633;2.75E-19
NFYC,42774;8.55E-23,,,,
TFAP2C,39978;1.06E-22,45770;2.06E-17,9509;7.43E-14,9508;2.90E-12,9510;1.32E-10
TTF2,36230;1.15E-22,36232;2.82E-01,36238;3.49E-01,,
TCF7L1,70804;1.19E-22,46140;1.49E-17,40166;3.31E-14,70802;2.09E-05,70803;1.40E-04
SRF,46148;1.35E-22,46211;3.03E-19,46312;3.04E-17,46114;5.86E-17,46299;9.35E-17
EPC1,76527;1.56E-22,76528;2.02E-10,,,
NOTCH1,36765;2.36E-22,392;8.40E-22,43104;7.72E-21,43101;1.77E-10,52638;2.49E-10
CEBPA,48263;2.55E-22,48279;7.15E-21,48278;1.79E-18,48280;1.92E-18,48277;4.56E-18
SP3,62840;2.74E-22,62841;8.91E-20,38834;2.18E-01,,
REL,77536;3.71E-22,77537;1.16E-17,,,
KAT7,8482;3.85E-22,,,,
ETV1,534;4.22E-22,63176;1.01E-18,39372;3.22E-17,63177;4.74E-16,5931;5.53E-03
SAP30,45419;4.50E-22,8800;4.88E-20,8799;2.02E-14,45234;7.30E-14,8821;7.30E-14
KMT2D,68632;5.30E-22,68638;6.54E-22,68635;1.76E-19,55405;2.56E-19,68627;1.81E-16
SOX2,38658;6.01E-22,67317;2.23E-07,48551;5.57E-07,67318;1.34E-03,44224;1.95E-03
NR3C1,68223;6.12E-22,68229;1.71E-21,68227;1.78E-16,68222;2.49E-16,46052;4.65E-16
LMO1,73854;6.39E-22,36369;2.25E-01,36367;1.00E+00,,
JUND,45880;7.01E-22,38758;1.09E-19,46191;5.16E-15,7488;2.55E-14,46232;1.13E-13
TCF7L2,45714;7.61E-22,36841;1.99E-13,8417;4.97E-09,8418;9.67E-09,46022;1.67E-08
MYB,50571;8.56E-22,50565;1.30E-21,50573;3.75E-21,50398;1.57E-20,50397;7.23E-20
T,73453;9.80E-22,73454;3.45E-21,55895;2.39E-20,69884;1.77E-19,53302;8.63E-11
RAG2,55543;1.00E-21,,,,
BHLHE40,64946;1.06E-21,45632;4.86E-20,64945;1.04E-18,45807;5.34E-16,45916;2.61E-15
HEY1,7341;1.16E-21,7527;2.82E-20,42664;1.00E+00,,
MECP2,34392;1.18E-21,34396;3.06E-20,34400;2.53E-09,34399;5.34E-09,34394;8.35E-07
ELK4,1173;1.19E-21,45724;4.68E-19,1214;7.32E-17,45755;4.35E-16,1215;1.34E-15
RARA,53300;1.68E-21,2811;2.89E-12,2465;3.37E-10,49620;3.43E-06,49614;5.46E-05
ZBTB17,41831;2.00E-21,64073;4.98E-10,64074;1.89E-08,47490;2.11E-08,54514;3.49E-08
KAT5,4631;2.33E-21,68490;2.64E-15,4632;3.61E-13,,
RAD21,42798;2.41E-21,63056;2.60E-20,64857;4.31E-20,64856;5.27E-20,63055;6.34E-20
CREM,64797;2.80E-21,64798;2.02E-18,38717;5.17E-02,,
KLF10,74686;2.82E-21,74639;1.38E-10,75163;1.45E-04,75164;8.21E-04,75165;3.11E-03
CCNT2,45895;2.94E-21,,,,
CDK6,43305;3.02E-21,,,,
E2F6,45898;3.17E-21,46297;7.01E-21,46177;8.59E-18,1978;1.36E-17,46071;9.91E-16
ELK3,50434;3.83E-21,,,,
OTX2,74350;3.91E-21,74351;3.44E-17,74349;1.23E-15,74352;6.22E-15,51522;1.23E-13
NR2C2,64395;5.22E-21,64394;1.04E-15,45800;9.74E-14,1298;6.15E-11,45783;6.59E-11
EGR1,46126;5.68E-21,46214;9.30E-21,46298;7.87E-19,46319;9.86E-18,46132;4.43E-17
GLI2,42715;7.28E-21,38718;3.17E-07,76995;3.78E-01,,
USF2,68455;7.82E-21,74645;1.00E-19,45611;1.85E-14,74655;3.31E-14,45741;1.05E-12
CBX8,48755;7.96E-21,43558;2.52E-01,45398;3.26E-01,8768;3.26E-01,43569;3.26E-01
DCP1A,36226;8.21E-21,36231;1.08E-12,,,
RBBP5,8820;9.28E-21,8795;3.72E-19,45421;5.84E-18,8793;9.06E-13,8794;1.02E-11
STAT3,42217;9.41E-21,42212;2.22E-20,42213;5.15E-16,42218;2.35E-15,42220;2.39E-15
ZBTB33,46200;1.03E-20,46357;3.25E-20,63757;2.15E-15,48317;6.49E-14,63756;1.42E-13
CHD8,49778;1.04E-20,51103;1.85E-17,53396;5.01E-09,51104;1.19E-04,53399;1.03E-02
ZSCAN22,65156;1.13E-20,65153;8.93E-16,65154;8.81E-07,,
POLR2AphosphoS5,63406;1.23E-20,63407;3.25E-20,64760;4.88E-19,64761;6.88E-16,
NEUROD1,74347;1.40E-20,74342;2.88E-19,74346;1.70E-18,74360;3.87E-16,74343;8.27E-16
PML,46143;1.72E-20,46307;2.09E-18,46301;1.20E-15,2809;4.21E-12,2448;2.72E-10
SP4,65110;1.91E-20,65111;1.04E-19,46179;1.80E-15,65112;1.79E-05,
TFAP2A,56821;2.30E-20,56819;7.25E-19,56820;3.93E-18,45753;7.05E-18,36958;9.87E-13
KMT2A,73708;2.60E-20,73716;3.19E-20,73710;1.07E-17,73715;2.28E-15,73707;3.66E-15
KDM4A,8816;2.73E-20,45228;2.73E-20,,,
PBX3,46358;2.75E-20,46121;6.74E-16,46082;1.48E-11,56901;4.04E-01,42859;1.00E+00
ZXDB,63902;3.10E-20,63903;1.47E-19,,,
NKX2-1,74052;3.44E-20,35474;2.02E-14,35475;5.50E-10,74050;4.64E-05,74051;5.57E-04
KLF1,39350;4.05E-20,65188;2.02E-16,64685;2.32E-14,64686;3.66E-13,63870;1.54E-11
AFF1,73713;4.11E-20,72089;5.48E-02,73714;5.80E-02,73709;1.30E-01,34966;2.88E-01
BRCA1,44028;5.09E-20,45736;2.37E-17,45809;1.25E-08,45654;1.21E-06,45698;5.10E-05
ZBTB40,62937;6.71E-20,63278;1.22E-13,63069;1.18E-12,63277;1.46E-12,63068;9.48E-12
RCOR1,45903;8.90E-20,45652;3.19E-14,45777;1.59E-13,45869;2.43E-10,45798;2.03E-07
KDM4C,43684;1.01E-19,58138;2.83E-01,58137;3.05E-01,43685;3.05E-01,
RBPJ,73407;1.05E-19,43105;1.38E-16,73408;8.67E-16,394;2.59E-15,59346;7.05E-15
SOX9,53493;1.15E-19,42747;6.13E-12,72770;1.85E-01,38809;2.47E-01,54616;4.30E-01
ZBTB11,64291;1.26E-19,64751;8.13E-19,63304;3.32E-18,64290;2.36E-16,64750;3.44E-15
BPTF,76520;1.45E-19,,,,
PKNOX1,62762;1.61E-19,62761;1.87E-14,,,
PPARG,50411;1.70E-19,69798;3.13E-11,50408;7.64E-11,55130;4.67E-10,69797;5.53E-10
BRD1,41574;2.04E-19,56279;1.45E-02,56281;1.87E-01,56282;2.48E-01,56280;4.04E-01
HBP1,64038;2.15E-19,64039;6.73E-14,38726;2.44E-02,,
E2F3,42712;2.54E-19,38694;2.25E-02,,,
MBTD1,76529;2.58E-19,,,,
GTF2F1,45737;2.80E-19,45878;1.83E-16,45683;1.26E-13,,
STAT1,41289;2.94E-19,45775;1.20E-18,41287;1.62E-18,1362;4.12E-18,45643;1.09E-16
FOXP1,51750;2.95E-19,1013;3.75E-16,1012;5.82E-14,42760;7.98E-12,54155;3.42E-07
SMAD3,276;3.18E-19,39359;2.87E-17,47576;5.78E-12,39365;8.75E-11,47584;8.04E-10
ATF2,42708;4.03E-19,46112;5.36E-08,46193;3.52E-05,64958;4.18E-05,63008;3.55E-03
TFDP1,38731;4.90E-19,77535;4.40E-17,62551;1.58E-10,62550;2.23E-08,77534;3.82E-04
FOS,1741;4.92E-19,45959;2.66E-17,1992;2.66E-17,1990;1.00E-16,45606;4.57E-13
UBTF,45961;5.15E-19,45882;2.33E-09,64087;1.24E-02,71484;3.43E-02,71485;4.77E-02
KLF15,65197;5.24E-19,65072;2.62E-11,65198;8.99E-05,42729;2.62E-01,
CREBBP,2748;5.33E-19,3038;4.82E-18,1935;3.84E-11,73720;1.20E-08,39654;1.77E-06
GATAD1,1219;5.49E-19,1218;8.33E-11,42761;1.00E+00,,
MYH11,37589;5.94E-19,37623;4.57E-18,37608;5.49E-07,37625;1.52E-02,
GATAD2B,71067;6.58E-19,63454;1.56E-02,63455;1.84E-01,,
ZBTB7A,46295;7.00E-19,46224;4.01E-17,67686;9.24E-16,67685;9.65E-13,67683;1.48E-12
DLX1,38719;7.23E-19,,,,
HOXA6,42722;8.21E-19,,,,
DAXX,54104;9.75E-19,54105;5.81E-17,,,
ZNF574,65063;1.18E-18,,,,
RFX5,45730;1.32E-18,46037;3.13E-17,45823;2.91E-14,45649;4.14E-13,45893;3.74E-11
TCF12,9198;1.47E-18,37602;3.06E-18,46120;3.40E-18,46362;1.43E-15,46085;2.76E-13
NFRKB,64144;1.53E-18,64143;7.50E-16,,,
RNF2,62639;1.55E-18,62638;4.11E-15,59423;4.31E-14,63792;5.41E-09,8549;5.33E-07
NKRF,63302;1.65E-18,63301;3.48E-10,,,
TAF7,46195;1.70E-18,64178;4.11E-15,64177;3.80E-14,46289;1.31E-10,
E2F8,38804;1.84E-18,42758;3.05E-01,,,
SMC3,62504;2.11E-18,38811;6.88E-15,45759;3.75E-13,62505;7.97E-13,45640;9.41E-12
CPSF3L,53330;2.64E-18,49010;1.48E-17,49021;2.28E-14,49009;1.75E-09,49012;1.81E-05
ICE1,39920;2.76E-18,39914;1.45E-16,39919;2.75E-03,,
BCL6,1958;2.79E-18,52774;8.49E-16,35085;2.94E-10,35524;3.69E-10,35517;1.36E-09
ZNF335,63294;3.15E-18,63295;4.00E-17,70555;1.17E-03,70556;1.45E-03,70558;2.83E-01
RUNX1T1,40164;4.01E-18,39784;1.43E-10,39786;1.64E-06,58032;7.82E-06,35300;5.16E-03
MNT,38824;4.57E-18,63127;7.10E-11,63128;2.65E-10,,
JMJD1C,57960;4.76E-18,59001;1.70E-17,59004;8.10E-15,59006;2.12E-04,
ZBTB8A,63685;5.24E-18,63686;3.44E-15,,,
ETV5,42714;5.37E-18,38759;8.45E-03,,,
KLF12,65071;6.64E-18,,,,
SMARCA4,52550;6.71E-18,33440;9.04E-17,33437;2.68E-16,33434;1.80E-15,52555;1.04E-14
TAFII,4929;7.01E-18,4930;1.44E-13,,,
HMGN1,5194;7.91E-18,,,,
SMAD4,74681;7.92E-18,1087;2.50E-04,47582;3.66E-03,74641;9.00E-03,74675;2.27E-02
KDM5A,8812;8.29E-18,69732;5.47E-17,45244;9.98E-17,8813;5.66E-02,
GLIS1,63689;8.81E-18,65214;6.40E-17,63690;8.00E-11,38673;2.15E-01,
ESR1,36104;8.83E-18,73999;5.38E-15,33506;5.59E-13,74401;1.19E-11,35046;7.31E-11
BRPF3,76496;1.02E-17,76494;2.27E-12,76495;2.93E-06,,
NPAT,42775;1.61E-17,38645;1.47E-02,70858;1.58E-01,70855;1.72E-01,
CHD1,45868;1.85E-17,8770;3.51E-16,45646;4.04E-16,45426;6.22E-15,8807;1.52E-12
VDR,39364;2.06E-17,561;1.29E-15,565;1.18E-13,560;1.93E-13,566;4.21E-13
MED12,38653;2.08E-17,70966;1.54E-11,70967;2.31E-05,2240;6.01E-02,2241;1.12E-01
NR2F2,62909;2.25E-17,63319;2.50E-16,36804;1.48E-15,63318;2.61E-14,43165;1.15E-12
HIF1A,49447;2.43E-17,49446;2.72E-15,58172;6.45E-10,44489;6.23E-04,9496;1.67E-03
ATF3,46276;2.46E-17,68464;3.86E-17,68460;2.57E-14,62975;3.10E-12,46133;6.81E-12
HEXIM1,72604;2.92E-17,68828;2.92E-17,68827;6.26E-13,72603;6.26E-13,57092;3.04E-08
CBX3,46209;3.18E-17,46291;2.21E-05,9228;9.08E-04,9230;1.40E-03,9237;5.77E-02
CBX1,64917;3.45E-17,64581;2.28E-14,64582;3.99E-14,64916;4.77E-11,35879;3.45E-01
NR1H3,69799;3.52E-17,69800;8.10E-15,69802;1.81E-12,69801;9.04E-09,41168;4.67E-01
STAT2,45967;4.16E-17,42800;6.84E-17,45960;1.15E-08,74678;6.84E-05,
SIX5,46142;4.51E-17,46054;1.42E-10,46302;3.02E-10,46188;1.48E-07,46273;6.38E-07
CEBPD,46230;4.89E-17,46294;1.55E-13,,,
C11orf30,63362;5.35E-17,63363;1.98E-14,,,
NANOG,955;6.45E-17,51514;3.63E-14,46173;1.82E-11,71756;5.24E-03,51521;6.05E-02
TAL1,72356;7.39E-17,4610;3.25E-14,44433;4.21E-14,44435;8.02E-14,42788;1.26E-13
L3MBTL2,63814;9.02E-17,63813;3.31E-14,2085;2.10E-02,2084;4.24E-02,
IKZF2,64555;1.02E-16,64556;2.92E-16,,,
ZNF639,64649;1.24E-16,64648;1.64E-16,74670;2.00E-11,62650;6.77E-08,74671;5.57E-05
HDAC2,46235;1.46E-16,46181;1.35E-13,8810;2.71E-12,45222;2.71E-12,8660;9.42E-12
KLF8,64091;1.50E-16,64092;1.24E-14,,,
PATZ1,64982;1.78E-16,64981;1.29E-13,65119;2.27E-08,38668;1.10E-01,
ZNF341,62931;2.05E-16,62930;3.99E-14,65129;1.05E-12,,
PAX6,50898;2.13E-16,71776;5.93E-03,71777;8.80E-03,51532;1.20E-01,
BCOR,35087;2.31E-16,64564;1.95E-07,35528;1.54E-05,64563;1.43E-04,
RBP2,53076;2.48E-16,53075;2.26E-07,53077;1.14E-04,53078;1.97E-03,
PRDM10,63034;2.60E-16,63035;8.10E-15,,,
ZFP2,63525;2.78E-16,63524;3.97E-11,,,
TRRAP,1226;3.19E-16,1222;1.27E-05,,,
POLR2H,63477;3.20E-16,63478;2.24E-11,,,
DDX21,50210;3.51E-16,,,,
EGR2,65147;3.86E-16,64861;2.52E-13,65179;3.31E-13,64860;1.71E-11,34567;1.10E-09
EGLN2,49448;3.95E-16,,,,
E2F7,38591;4.37E-16,38698;2.96E-11,38590;3.67E-11,38589;2.19E-09,38586;1.28E-08
ELF3,67615;4.91E-16,67597;1.86E-13,38646;1.21E-01,,
CEBPB,45789;5.29E-16,45762;6.00E-15,46206;1.23E-11,45861;2.78E-11,46233;8.58E-11
MITF,42179;8.09E-16,42176;1.11E-15,50897;2.42E-10,42177;1.87E-08,42178;9.97E-07
KAT8,4403;8.56E-16,62661;5.92E-03,62660;1.48E-02,,
KLF16,64425;8.71E-16,64424;3.29E-11,,,
TCF4,72366;8.95E-16,72367;6.75E-14,47101;1.85E-07,5457;7.23E-03,11;7.56E-03
ZFP64,65123;8.98E-16,65122;1.04E-10,63982;1.32E-01,63981;1.99E-01,65130;2.88E-01
RBBP4,70928;9.81E-16,,,,
ZNF554,65061;1.03E-15,,,,
HDAC6,4126;1.16E-15,45379;6.35E-03,8779;1.88E-02,8778;3.72E-02,45235;5.27E-02
ZNF740,64373;1.25E-15,64374;1.44E-12,63820;1.46E-01,63819;2.04E-01,
MEF2C,46144;1.35E-15,38851;2.61E-01,37087;2.79E-01,37088;3.87E-01,
SREBF1,45793;1.51E-15,45620;4.78E-10,45824;8.32E-04,62957;1.31E-03,62956;5.73E-03
HNF4A,7343;1.58E-15,371;3.89E-15,45790;4.63E-14,1447;1.40E-12,54665;1.94E-11
NFYB,2095;1.59E-15,45936;1.00E-12,45758;1.02E-12,45625;1.45E-12,42773;1.34E-01
NBN,63182;1.66E-15,62659;4.33E-15,62658;9.15E-07,63978;8.79E-04,63979;7.22E-02
KLF6,67600;1.68E-15,42730;1.91E-01,,,
ZNF467,65062;1.75E-15,,,,
GATA4,63975;1.76E-15,47598;2.72E-14,63974;5.64E-11,51466;2.42E-04,72953;4.20E-04
MEF2A,46123;1.90E-15,46283;8.76E-08,46352;2.33E-05,38847;3.60E-01,
SRC,6710;2.07E-15,6709;2.48E-09,39660;8.30E-03,72973;1.30E-01,39652;1.88E-01
SP7,63654;2.07E-15,63653;7.94E-15,,,
DNMT3B,70174;2.22E-15,70178;9.26E-11,62875;4.41E-08,62874;5.94E-08,32823;1.67E-01
RXRG,2813;2.43E-15,2814;1.14E-03,2467;2.13E-03,4515;1.08E-01,4516;1.88E-01
ZNF692,63538;2.71E-15,63537;5.05E-14,,,
EBF1,45656;2.75E-15,46129;1.02E-13,59344;4.97E-13,59345;2.28E-11,48179;1.28E-04
XBP1,43400;2.78E-15,42895;6.88E-15,43401;3.67E-11,43398;7.24E-04,38803;1.42E-02
HSF1,37123;2.93E-15,51864;8.10E-15,35228;9.62E-13,54573;3.51E-12,35220;1.56E-09
RXRA,46242;3.05E-15,46125;1.40E-14,46356;2.35E-13,46192;1.85E-09,38864;2.75E-09
ELL2,49003;3.05E-15,49002;7.79E-14,49001;1.34E-12,49004;1.37E-11,49008;1.87E-07
ETS2,38712;3.28E-15,63993;1.25E-01,63992;2.16E-01,,
ZBTB2,74683;5.16E-15,74659;4.95E-10,42878;5.04E-04,42877;2.55E-03,
FOXA1,36842;5.77E-15,47324;4.83E-11,7322;5.69E-10,47325;8.39E-10,47332;1.57E-09
