,pval,species,factor,factor_type,cell_line,cell_type,tissue,qc,TF
49977|BRD4,1.865846601815698e-38,Homo sapiens,BRD4,cr,90-8TL,Schwann Cell,Brain,1,BRD4
69456|TP53,2.7675817053518437e-38,Homo sapiens,TP53,predicted transcription factor,None,None,Foreskin,1,TP53
49266|SCML2,1.7780576691734163e-36,Homo sapiens,SCML2,tf,293T-Rex,None,None,1,SCML2
45857|MYC,1.7437804835982783e-33,Homo sapiens,MYC,tf,None,Endothelial Cell,Umbilical Vein,1,MYC
53594|MED1,1.8060974913491285e-33,Homo sapiens,MED1,predicted transcription factor,None,Adipocyte,None,1,MED1
45867|MAZ,6.008496719446886e-33,Homo sapiens,MAZ,tf,IMR90,Fibroblast,Lung,1,MAZ
70811|SP1,1.3565896439526033e-32,Homo sapiens,SP1,predicted chromatin regulator,HCT-116,Colon cancer cell,Colon,1,SP1
46000|E2F4,1.958183748992391e-32,Homo sapiens,E2F4,tf,MCF-10A,Epithelium,Breast,1,E2F4
46077|TAF1,3.645970367946718e-32,Homo sapiens,TAF1,tf,A549,Epithelium,Lung,1,TAF1
50414|KLF11,3.9366171893191293e-31,Homo sapiens,KLF11,tf,hMADS-3,Adipocyte,Adipose,1,KLF11
56961|GTF2B,6.713029647855602e-31,Homo sapiens,GTF2B,tf,HeLa,Epithelium,Cervix,1,GTF2B
36356|POLR2B,1.1759562852646083e-30,Homo sapiens,POLR2B,tf,IMR90,Fibroblast,Lung,1,POLR2B
73701|KDM2B,1.4795487632164857e-30,Homo sapiens,KDM2B,cr,SEM,B Lymphocyte,None,1,KDM2B
49877|WDR5,1.6659376611417196e-30,Homo sapiens,WDR5,cr,A673,Polygonal,Muscle,1,WDR5
64914|BCL3,1.8256757934608856e-30,Homo sapiens,BCL3,tf,A549,Epithelium,Lung,1,BCL3
33125|CDK9,2.534562979866681e-30,Homo sapiens,CDK9,tf,MM1.S,B Lymphocyte,Blood,1,CDK9
46342|YY1,2.5686060547934413e-30,Homo sapiens,YY1,tf,SK-N-SH,Neuroblastoma cell,Brain,1,YY1
46333|FOXP2,2.6641429259409487e-30,Homo sapiens,FOXP2,tf,PFSK-1,Neuron,Brain,1,FOXP2
49267|BMI1,5.221501385375432e-30,Homo sapiens,BMI1,cr,293T-Rex,None,None,1,BMI1
55468|NELFA,8.211048761176715e-30,Homo sapiens,NELFA,not sure,HeLa,Epithelium,Cervix,1,NELFA
45866|MXI1,1.3753908091122278e-29,Homo sapiens,MXI1,tf,IMR90,Fibroblast,Lung,1,MXI1
70759|OGT,4.352401712195905e-29,Homo sapiens,OGT,other,HEK293,HEK 293 Cell Line,None,1,OGT
74202|BRD2,7.639326846118907e-29,Homo sapiens,BRD2,predicted chromatin regulator,None,None,Pontine,1,BRD2
33934|CTCF,7.827095704592963e-29,Homo sapiens,CTCF,tf,MM1.S,B Lymphocyte,Blood,1,CTCF
70095|TET2,9.482236461286708e-29,Homo sapiens,TET2,cr,293T,None,None,1,TET2
64559|SP2,1.2980887135900358e-28,Homo sapiens,SP2,predicted chromatin regulator,HEK293,Epithelium,Embryonic Kidney,1,SP2
45629|ZNF143,1.382469547642104e-28,Homo sapiens,ZNF143,predicted transcription factor,GM12878,B Lymphocyte,Blood,1,ZNF143
69813|NELFE,1.6066556266539007e-28,Homo sapiens,NELFE,not sure,MCF-7,Human Breast Cancer Cell,Breast,1,NELFE
38654|NFATC1,2.710167137217716e-28,Homo sapiens,NFATC1,tf,None,Endothelial Cell,Umbilical Vein,1,NFATC1
43050|BRD3,3.972951802480053e-28,Homo sapiens,BRD3,predicted chromatin regulator,MM1.S,B Lymphocyte,Blood,1,BRD3
1314|PHF8,4.161454285482702e-28,Homo sapiens,PHF8,cr,HeLa,Epithelium,Cervix,1,PHF8
38585|TAF3,5.2763842468830995e-28,Homo sapiens,TAF3,cr,None,Epithelium,Colon,1,TAF3
46355|ELF1,5.951232778287624e-28,Homo sapiens,ELF1,tf,SK-N-SH,Neuroblastoma cell,Brain,1,ELF1
47283|KDM5B,7.864773690908487e-28,Homo sapiens,KDM5B,cr,MDA-MB-231,Epithelium,Breast,1,KDM5B
33194|MAX,1.3646569194194723e-27,Homo sapiens,MAX,tf,P493-6,B cell lymphoma,None,1,MAX
69872|AFF4,1.3831918551493972e-27,Homo sapiens,AFF4,tf,None,Th1,None,1,AFF4
2094|NFYA,1.7884285067489154e-27,Homo sapiens,NFYA,tf,K562,Erythroblast,Bone Marrow,1,NFYA
46377|REST,1.9155696271451925e-27,Homo sapiens,REST,tf,U87,None,Brain,1,REST
37057|FLI1,3.3169588941454784e-27,Homo sapiens,FLI1,tf,U937,None,Pleura,1,FLI1
37349|CREB1,4.363385515973956e-27,Homo sapiens,CREB1,tf,A549,Epithelium,Lung,1,CREB1
45791|TBP,7.195739596225092e-27,Homo sapiens,TBP,tf,HepG2,Epithelium,Liver,1,TBP
45890|HCFC1,7.201758445200997e-27,Homo sapiens,HCFC1,tf,K562,Erythroblast,Bone Marrow,1,HCFC1
70731|FOXK1,8.824623796815927e-27,Homo sapiens,FOXK1,tf,HEK293,HEK 293 Cell Line,None,1,FOXK1
57169|CDK8,9.282147320272712e-27,Homo sapiens,CDK8,tf,MOLM-14,Myeloid Cell,None,1,CDK8
49481|RPE,9.30113002285515e-27,Homo sapiens,RPE,other,None,Retinal pigment cell,None,1,RPE
40055|CDK7,9.763157835517298e-27,Homo sapiens,CDK7,predicted transcription factor,None,B Lymphocyte,Blood,1,CDK7
37621|CBFB,1.057377523513907e-26,Homo sapiens,CBFB,predicted transcription factor,U937,None,Pleura,1,CBFB
69874|RELA,1.1168151960047694e-26,Homo sapiens,RELA,tf,None,Th1,None,1,RELA
71069|MBD3,1.2914916769317928e-26,Homo sapiens,MBD3,cr,HeLa,Epithelium,Cervix,1,MBD3
62637|KLF9,2.0593390517448117e-26,Homo sapiens,KLF9,tf,HEK293,Epithelium,Embryonic Kidney,1,KLF9
45949|IRF1,2.636156743074774e-26,Homo sapiens,IRF1,tf,K562,Erythroblast,Bone Marrow,1,IRF1
9320|NIPBL,3.137041568563334e-26,Homo sapiens,NIPBL,not sure,LCL,Lymphoblastoid,Blood,1,NIPBL
63155|GABP,3.630565715131207e-26,Homo sapiens,GABP,,HepG2,Epithelium,Liver,1,GABP
9319|SMC1A,3.671206327183392e-26,Homo sapiens,SMC1A,predicted chromatin regulator,LCL,Lymphoblastoid,Blood,1,SMC1A
55666|PAF1,5.1591978496844227e-26,Homo sapiens,PAF1,not sure,HCT-116,None,Colon,1,PAF1
46365|USF1,5.325606447421714e-26,Homo sapiens,USF1,tf,SK-N-SH_RA,Neuron,Brain,1,USF1
2280|E2F1,5.619937801246362e-26,Homo sapiens,E2F1,tf,MCF-7,Epithelium,Breast,1,E2F1
38724|GMEB2,5.95905992598427e-26,Homo sapiens,GMEB2,tf,LoVo,None,Colon,1,GMEB2
72406|PARP1,6.100084288450904e-26,Homo sapiens,PARP1,not sure,MCF-7,Human Breast Cancer Cell,Breast,1,PARP1
