,pval,species,factor,factor_type,cell_line,cell_type,tissue,qc,TF
49977|BRD4,0.00000000000000000000000000000000000005597539805447093861197150342267248908552397721238189551174292111319761531076644532296727828407753729518790556730117577124112519899216767845131498991730582337490485531115428551534013278237547431532836,Homo sapiens,BRD4,cr,90-8TL,Schwann Cell,Brain,1,BRD4
69456|TP53,0.000000000000000000000000000000000000083027451160555311699099253637498271623736769046130246732241748351958587800536563745899651954153266500048839107526581272573249080039387346891944721998330809786096185232798103574151160983543265350591457,Homo sapiens,TP53,predicted transcription factor,None,None,Foreskin,1,TP53
49266|SCML2,0.0000000000000000000000000000000000053341730075202488303666946027935526046887342626842778083475922057116638487792154700702354156723914776195463959545413678399393029169893524469394912314366383911673457793147989221419537933217497065506774,Homo sapiens,SCML2,tf,293T-Rex,None,None,1,SCML2
45857|MYC,0.0000000000000000000000000000000052313414507948350251751843781514083026691232204727866098320486584236185043009949092279799303677297403594630096236608538024377412423450417390190424703108354972139142614329910400955951767255020954836646,Homo sapiens,MYC,tf,None,Endothelial Cell,Umbilical Vein,1,MYC
53594|MED1,0.0000000000000000000000000000000054182924740473853435847262282467645528903286814772910367314218962485128170900233337352974830102076169861710212917088293363301584965746957527322172137295863497156684342305632730644101084893169067915193,Homo sapiens,MED1,predicted transcription factor,None,Adipocyte,None,1,MED1
45867|MAZ,0.000000000000000000000000000000018025490158340658570103908440601928220417260701631384212118709806564461185513370240176967401419063018110830821049748913727907978235722353220976238638233129669340861089733947649632504937228564265657959,Homo sapiens,MAZ,tf,IMR90,Fibroblast,Lung,1,MAZ
70811|SP1,0.000000000000000000000000000000040697689318577851772138209723782822273638369444117257490162435541215494231682939470042721488411861286376034046588437578793297076432397872711760644313504648404958178054894559720393470923505300714894789,Homo sapiens,SP1,predicted chromatin regulator,HCT-116,Colon cancer cell,Colon,1,SP1
46000|E2F4,0.000000000000000000000000000000058745512469771728350932863984591347197947985740850043529125535549632952869664393558364564120231979220664863101067332912511595714991281574945805401492936028134922092341001959403220098209620609286171489,Homo sapiens,E2F4,tf,MCF-10A,Epithelium,Breast,1,E2F4
46077|TAF1,0.00000000000000000000000000000010937911103840154574119735909970591969088995927755473722380657731017280868517696528361082644288728666652158584249495387282273982070911840241416150279494277319568581549619563371701238482929346816601082,Homo sapiens,TAF1,tf,A549,Epithelium,Lung,1,TAF1
50414|KLF11,0.0000000000000000000000000000011809851567957387816352018833531259379867343592525565881801605461526415445400647594810089410803505842371718472838201156837585398482428477860753929020011188238542709000298826770004441773731077259100735,Homo sapiens,KLF11,tf,hMADS-3,Adipocyte,Adipose,1,KLF11
56961|GTF2B,0.0000000000000000000000000000020139088943566805284943437429820464989370408928645829728764713368870656201794296421603642240879204290246853216647007112875036097509942114027064775774092089167631850168363953804651874188286390564390663,Homo sapiens,GTF2B,tf,HeLa,Epithelium,Cervix,1,GTF2B
36356|POLR2B,0.0000000000000000000000000000035278688557938248418507942158164945632818235340279506908342002178553603649772123962526128012646595931948975813271716121152502416533173458874303281057434085614139749440931606116819962263681348055948475,Homo sapiens,POLR2B,tf,IMR90,Fibroblast,Lung,1,POLR2B
73701|KDM2B,0.000000000000000000000000000004438646289649456267762898577126210495689441493773353884219044792457342389221974936026358675900195028204527798943525960556945511056466541406997163011576824693550568014112439642423018467827899435864688,Homo sapiens,KDM2B,cr,SEM,B Lymphocyte,None,1,KDM2B
49877|WDR5,0.0000000000000000000000000000049978129834251587179845884986570632981014122525765556982039727261444803257066144733973061903173759738571630530327395901018776302748553055144062845925293588271130967293144406257298503276070619181036711,Homo sapiens,WDR5,cr,A673,Polygonal,Muscle,1,WDR5
64914|BCL3,0.0000000000000000000000000000054770273803826566923455337553213700514487650415882678505324230113706394543322304802905542444535371596306968128811615771136892625632372236102460742909003671076936066787443087275477566059269325271483922,Homo sapiens,BCL3,tf,A549,Epithelium,Lung,1,BCL3
33125|CDK9,0.0000000000000000000000000000076036889396000425595915138003260852939989170259541754778957762141431431044880332119908303801980904324633347693649165370080482275661600225314530482574592391914020563647539322267853547231552239049470929,Homo sapiens,CDK9,tf,MM1.S,B Lymphocyte,Blood,1,CDK9
46342|YY1,0.0000000000000000000000000000077058181643803239886958210978719203363910168821008551353215620021432517683539712757218988670424377695410813843970950869330771984868434393418186211962649362549883304076719400574631070547402251022084319,Homo sapiens,YY1,tf,SK-N-SH,Neuroblastoma cell,Brain,1,YY1
