Transcription Factor,1st Sample p-value,2nd Sample p-value,3rd Sample p-value,4th Sample p-value,5th Sample p-value
Zfp423,MA0116;3.93E-05,,,,
TFAP2C,MC00374;4.68E-05,,,,
ZIC1,UP00102;4.73E-05,M00448;6.42E-05,MS00334;3.45E-04,,
Tcfap2a,MS00239;4.76E-05,MS00240;3.14E-04,MS00241;3.38E-03,,
Rfx2,MS00171;5.32E-05,MS00170;6.29E-03,,,
SP8,MS00246;5.41E-05,,,,
ETV3,MC00160;5.59E-05,,,,
ATF2,M00179;5.91E-05,,,,
SIX5,MC00334;5.93E-05,,,,
Etv5,UP00412;6.35E-05,,,,
PAX2,MS00118;6.80E-05,MA0067;2.69E-03,M00486;9.43E-03,,
PPARG,MC00142;7.96E-05,MA0066;1.10E-01,,,
Zfp691,UP00095;9.26E-05,,,,
RREB1,MA0073;9.64E-05,,,,
BRCA1,MC00299;9.94E-05,,,,
GABPA,MC00367;9.99E-05,,,,
Nr1h2,MC00448;1.14E-04,,,,
HES1,M01009;1.17E-04,,,,
MAFF,MS00326;1.18E-04,,,,
UBP1,M00644;1.19E-04,,,,
PLAG1,MA0163;1.22E-04,,,,
Klf7,UP00093;1.24E-04,,,,
DEAF1,M01002;1.25E-04,,,,
ELF4,MS00834;1.30E-04,,,,
ZBTB33,MC00418;1.31E-04,M01119;8.71E-02,,,
ZIC4,MS00357;1.37E-04,,,,
Zic3,UP00006;1.37E-04,MS00523;1.76E-04,,,
KLF14,MS00135;1.44E-04,,,,
SMAD4,M00733;1.48E-04,MC00392;3.13E-02,,,
HMGN1,MC00502;1.59E-04,,,,
Tcfap2b,UP00010;1.60E-04,,,,
ELF1,MC00457;1.65E-04,,,,
Tbx3,MC00221;1.81E-04,,,,
TFAP2B,MS00229;1.86E-04,MS00228;5.19E-04,MS00230;1.67E-02,,
E2F6,MC00254;1.90E-04,M01252;9.52E-02,,,
NR2C2,MC00509;1.92E-04,MS00651;2.66E-03,,,
Tfcp2,MC00518;2.07E-04,,,,
KLF13,MS00124;2.12E-04,,,,
Glis2,UP00024;2.20E-04,,,,
ZNF143,MC00391;2.26E-04,,,,
RFX2,MS00162;2.32E-04,MS00161;3.72E-02,,,
NFKB2,MS00111;2.44E-04,,,,
Gm5454,UP00423;2.46E-04,,,,
Hic1,MS00101;2.47E-04,,,,
MAZ,M00649;2.66E-04,,,,
ATF4,M00514;2.78E-04,MS00293;2.81E-01,,,
AHR,M00139;2.79E-04,,,,
ETV6,MS00021;2.97E-04,,,,
ZNF350,M01105;3.03E-04,,,,
PLAGL1,UP00088;3.16E-04,,,,
Tcfcp2l1,MA0145;3.20E-04,,,,
GABPB1,M00341;3.29E-04,,,,
Tcfap2e,UP00028;3.45E-04,,,,
AR,MC00468;3.60E-04,,,,
ZIC2,UP00057;3.69E-04,M00449;4.90E-03,,,
Stat3,MC00140;3.75E-04,,,,
Zfp161,UP00065;3.88E-04,,,,
ESR2,MC00333;4.06E-04,,,,
CENPB,MS00534;4.07E-04,,,,
GMEB2,MS00182;4.12E-04,MS00721;1.36E-03,MS00183;5.82E-03,,
RORA,MS00685;4.33E-04,MS00686;7.73E-01,,,
Spdef,UP00038;4.36E-04,,,,
RFX4,UP00056;4.49E-04,,,,
SPIC,MS00040;4.50E-04,,,,
Tcfap2c,UP00087;4.57E-04,,,,
ZNF711,MC00477;4.67E-04,,,,
Gmeb1,UP00084;4.75E-04,,,,
Klf12,MS00157;4.95E-04,,,,
XBP1,UP00330;5.38E-04,MS00342;3.17E-03,,,
MAFK,MS00331;5.61E-04,MS00330;2.92E-01,,,
TFCP2L1,M01592;5.70E-04,,,,
GATA4,M00632;5.77E-04,,,,
FOXN1,M00332;6.09E-04,,,,
VDR,M00444;6.10E-04,M00961;1.11E-03,MC00412;2.06E-02,,
ATF3,MC00473;6.59E-04,,,,
HINFP,MA0131;6.83E-04,,,,
Zscan10,M01742;6.98E-04,,,,
STAT6,M00500;7.93E-04,,,,
PGR,MC00170;8.12E-04,,,,
INSM1,MA0155;8.22E-04,,,,
TBX21,MS00207;8.26E-04,MS00208;2.69E-02,,,
SP2,M01783;8.27E-04,,,,
YY1,MC00342;8.62E-04,,,,
RFX3,MC00203;8.70E-04,,,,
HNF4A,UP00066;8.73E-04,MC00432;1.28E-03,,,
RXRG,MS00694;8.90E-04,,,,
E4F1,M00694;9.17E-04,,,,
GCM2,MS00050;9.38E-04,,,,
RARG,MS00684;9.52E-04,MS00682;2.02E-02,MS00680;4.83E-02,,
Foxf1a,M00294;9.98E-04,,,,
E2F2,UP00001;1.02E-03,MS00712;4.70E-01,,,
E2F4,MC00523;1.03E-03,,,,
Esrrb,MC00512;1.04E-03,,,,
Etv6,UP00418;1.20E-03,,,,
STAT1,MC00348;1.21E-03,,,,
Mafb,MS00333;1.24E-03,MS00335;1.34E-02,,,
GLI1,M01037;1.30E-03,,,,
GCM1,MS00048;1.34E-03,MS00047;2.46E-02,,,
MAF,M00648;1.35E-03,M00983;4.27E-03,,,
CREB3,MS00308;1.36E-03,,,,
EHF,MS00778;1.51E-03,,,,
TP63,MC00439;1.52E-03,,,,
GTF2IRD1,M01241;1.53E-03,M01229;4.46E-01,,,
E2F3,UP00003;1.60E-03,MS00734;1.47E-01,,,
ERG,MC00168;1.63E-03,MS00848;1.37E-02,,,
Pparg,MC00130;1.64E-03,,,,
PAX8,M00717;1.71E-03,,,,
NRL,MS00338;1.72E-03,,,,
Zbtb3,UP00031;1.75E-03,,,,
Foxg1,MS00392;1.76E-03,MS00393;8.78E-02,,,
Sox6,MC00305;1.79E-03,,,,
NR3C2,MS00662;1.85E-03,,,,
KLF12,M00468;1.85E-03,,,,
CREB3L1,MS00304;1.88E-03,,,,
CNTN2::CREB1,M00115;1.89E-03,,,,
HES7,MS00256;2.04E-03,,,,
ZNF423,M00467;2.16E-03,,,,
ZNF282,MS00729;2.17E-03,,,,
SREBF1,M00749;2.27E-03,M00220;3.96E-01,,,
Nr2e1,MS00668;2.30E-03,,,,
ZNF263,MC00192;2.38E-03,,,,
BACH2,M00490;2.39E-03,,,,
NR1H3,M00647;2.49E-03,,,,
IRF6,UP00011;2.51E-03,,,,
HIC1,UP00035;2.57E-03,,,,
PBX3,MC00281;2.57E-03,,,,
MNT,MS00267;2.61E-03,,,,
GFI1,M01067;2.62E-03,,,,
TCF4,MS00285;2.64E-03,MC00219;2.37E-01,,,
PAX6,M00979;2.69E-03,MS00125;1.79E-02,UP00224;9.97E-01,,
BHLHB2,MS00247;2.72E-03,,,,
ETV5,MS00019;2.74E-03,,,,
Elf5,MS00022;2.84E-03,,,,
Atoh1,MC00414;2.89E-03,MS00244;1.06E-02,,,
EPAS1,MC00224;2.90E-03,,,,
Ets1,MC00385;2.91E-03,,,,
ZBTB49,MS00727;2.97E-03,,,,
ZNF306,MS00401;3.06E-03,,,,
MAFG,MS00327;3.13E-03,,,,
E2F1::TFDP2,M00737;3.27E-03,,,,
ZFP42,M01744;3.35E-03,,,,
BHLHB3,MS00248;3.35E-03,,,,
CTCF,MC00128;3.38E-03,,,,
ZBTB7C,MS00323;3.43E-03,,,,
Creb1,MC00163;3.47E-03,,,,
MESP1,MS00264;3.49E-03,,,,
STAT5A,MC00453;3.65E-03,,,,
PAX3,M00327;3.67E-03,MS00119;4.56E-01,,,
NEUROD1,M01288;3.72E-03,,,,
ATF6,M00483;3.73E-03,,,,
SF1,M01132;3.93E-03,,,,
Bhlhb2,MS00252;4.05E-03,,,,
ELF2,UP00404;4.16E-03,,,,
SMAD2/3,MC00223;4.34E-03,,,,
SMAD3,MC00503;4.34E-03,UP00000;5.02E-03,MS00080;1.72E-02,,
Snai1,MC00183;4.37E-03,,,,
TFEB,MS00289;4.64E-03,,,,
Yy1,MC00372;4.66E-03,,,,
TAL1,MC00458;4.67E-03,M00993;7.64E-03,,,
SRF,MC00355;4.89E-03,,,,
PAX9,MS00128;4.95E-03,,,,
Rarg,MC00476;5.15E-03,MS00705;9.47E-03,MS00704;4.13E-02,,
IRF4,MS00065;5.39E-03,MC00227;7.77E-01,,,
Mybl1,UP00081;5.89E-03,,,,
NEUROD2,MS00271;5.89E-03,,,,
CEBPD,MS00299;6.08E-03,M00621;5.24E-01,,,
MGA,MS00188;6.16E-03,MS00186;1.99E-02,,,
NR0B1,M01248;6.38E-03,,,,
ELK4,MC00207;6.47E-03,,,,
MZF1,M01733;6.49E-03,,,,
ETV4,MS00018;6.57E-03,,,,
GZF1,M01069;6.62E-03,,,,
NHLH1,MS00274;6.87E-03,,,,
MTF1,MS00725;6.88E-03,M01243;3.30E-02,,,
MAX,MC00124;6.91E-03,,,,
FOXO6,MS00386;6.98E-03,MS00384;6.70E-01,,,
Nr3c1,MC00396;7.04E-03,,,,
Nfic,MC00475;7.12E-03,,,,
STAT5B,MC00452;7.33E-03,,,,
RUNX2,MS00174;7.36E-03,MS00173;8.86E-03,MC00215;2.75E-01,,
Nr1d2,MC00186;7.45E-03,,,,
PRDM4,MS00726;7.48E-03,,,,
TBX15,MS00192;7.48E-03,,,,
RXRA,MC00467;7.53E-03,,,,
PRDM1,MS00168;7.64E-03,,,,
YY2,MS00268;7.74E-03,,,,
MSC,MS00807;7.74E-03,,,,
Irf5,UP00040;7.74E-03,,,,
Creb3l2,MS00311;7.78E-03,,,,
GLI3,M01596;7.93E-03,,,,
TBX19,MS00194;8.14E-03,,,,
NKX3-1,MS00572;8.56E-03,UP00389;1.86E-02,,,
TBX2,MS00211;8.69E-03,MS00213;4.75E-01,,,
Irf4,UP00018;8.80E-03,MC00190;6.64E-01,,,
Ikzf3,MC00337;8.95E-03,,,,
MYBL2,MS00102;9.00E-03,MS00103;1.50E-02,MS00105;2.05E-01,,
Olig2,MC00341;9.03E-03,,,,
Zfp128,UP00094;9.20E-03,,,,
DMBX1,MS00433;9.40E-03,,,,
STAT4,MC00347;9.59E-03,,,,
HEY1,MS00258;9.69E-03,,,,
PAX1,MS00117;9.77E-03,M00326;2.07E-02,M00808;2.16E-01,,
FLI1,MS00027;9.79E-03,MC00398;1.06E-01,,,
Tp53,MS00717;9.79E-03,MS00718;9.77E-01,,,
Hnf4a,MC00344;9.91E-03,,,,
ERF,MS00846;1.01E-02,,,,
SPI1,MC00151;1.02E-02,,,,
FOXB1,MS00343;1.07E-02,MS00348;1.38E-01,,,
NR3C1,MC00465;1.10E-02,,,,
RELA,MC00193;1.11E-02,,,,
HNF1B,M00646;1.12E-02,M01425;3.38E-02,MS00478;8.44E-01,,
SIX4,UP00199;1.13E-02,,,,
NFKB1,MS00110;1.16E-02,,,,
TP73,MC00132;1.18E-02,,,,
Trp53,MC00377;1.22E-02,,,,
TEAD3,MS00221;1.23E-02,MS00222;1.10E-01,,,
TP53,MC00359;1.25E-02,,,,
Meis2,MS00087;1.29E-02,MS00086;1.40E-01,,,
NR4A1,MC00280;1.31E-02,,,,
BPTF,M00456;1.33E-02,,,,
Foxj1,UP00041;1.35E-02,,,,
Trp63,M01656;1.35E-02,,,,
Sfpi1,MC00395;1.43E-02,MC00180;1.43E-02,UP00085;2.03E-02,,
Spi1,MC00506;1.43E-02,,,,
HSF1,MC00289;1.49E-02,MA0319;2.69E-01,,,
ZNF589,M01109;1.50E-02,,,,
MYB,UP00092;1.55E-02,,,,
ATF2::JUN,M00041;1.55E-02,,,,
Hdx,UP00148;1.58E-02,,,,
MYBL1,MS00100;1.59E-02,MS00097;2.59E-01,,,
ELK1,MC00206;1.60E-02,,,,
NFIX,MS00115;1.63E-02,MS00822;7.79E-02,,,
Nkx1-1,M01334;1.69E-02,,,,
Ascl2,MS00243;1.73E-02,,,,
NR1I2,M00964;1.74E-02,,,,
THRA,MS00709;1.77E-02,,,,
NR2F1,MA0017;1.77E-02,MS00657;1.83E-02,,,
NKX2-1,M01312;1.86E-02,,,,
GTF2I,M00706;1.87E-02,,,,
TFE3,MS00288;1.92E-02,,,,
NFIB,MS00114;1.94E-02,,,,
IKZF1,M00141;2.03E-02,M00088;6.66E-02,,,
ZNF524,MS00423;2.10E-02,,,,
RFX5,MS00169;2.11E-02,,,,
FOXJ3,MS00367;2.13E-02,MS00369;4.47E-01,MS00370;9.23E-01,,
HSFY2,MS00062;2.29E-02,MS00061;6.12E-02,,,
Tcf3,MC00265;2.32E-02,,,,
NANOG,M01123;2.51E-02,M01247;3.46E-01,MC00440;9.44E-01,,
NFYA,MC00364;2.59E-02,,,,
ARNT,MC00262;2.67E-02,,,,
Otx1,MS00586;2.68E-02,,,,
REST,MC00174;2.72E-02,,,,
T,MS00218;2.75E-02,,,,
Sox11,UP00030;2.76E-02,MS00795;8.11E-01,,,
Nr5a2,MC00352;2.86E-02,,,,
NKX2-3,UP00190;2.89E-02,MS00566;6.00E-01,,,
TBX5,MS00217;2.91E-02,MS00216;1.72E-01,,,
Jdp2,MS00325;2.92E-02,MS00324;8.90E-01,,,
FOXK1,MS00371;2.99E-02,,,,
Osr1,UP00027;3.06E-02,,,,
Gfi1b,MC00293;3.07E-02,,,,
Hmx3,M00433;3.08E-02,,,,
RBPJ,M01112;3.20E-02,,,,
Lhx8,UP00184;3.22E-02,MS00549;1.48E-01,MS00548;5.19E-01,MS00550;8.60E-01,
CEBPE,MS00300;3.23E-02,,,,
HOXA9,UP00213;3.25E-02,,,,
Nfya,MC00191;3.28E-02,,,,
Nkx3-1,MS00580;3.35E-02,MC00250;6.14E-01,,,
Usf2,MC00169;3.38E-02,,,,
Crx,MC00357;3.51E-02,,,,
Bcl6,MC00111;3.52E-02,,,,
IRF5,MS00067;3.52E-02,,,,
HIF1A,MC00316;3.55E-02,,,,
Rxrg,MC00511;3.56E-02,,,,
ELK3,MS00844;3.56E-02,,,,
Meis3,MS00088;3.57E-02,MS00089;1.52E-01,,,
FOXF2,MA0030;3.59E-02,,,,
ZBTB12,UP00019;3.59E-02,,,,
MLXIPL,MS00265;3.60E-02,,,,
ELF3,MS00812;3.60E-02,,,,
SPIB,MS00039;3.66E-02,MA0081;3.96E-02,,,
HES5,MS00255;3.66E-02,,,,
TFCP2,M00072;3.71E-02,MS00579;1.85E-01,,,
Elk3,MS00023;3.79E-02,,,,
Npas4,MC00370;3.87E-02,,,,
Tcf21,MS00291;3.92E-02,,,,
Gsc,UP00112;3.95E-02,,,,
SMAD1,M00792;4.02E-02,M01590;1.95E-01,,,
REL,MA0101;4.04E-02,,,,
ATF1,UP00020;4.08E-02,,,,
Rarb,MS00700;4.10E-02,,,,
Zfp410,UP00033;4.10E-02,,,,
Max,MC00461;4.11E-02,,,,
BHLHE41,MS00251;4.17E-02,,,,
CEBPG,MS00302;4.19E-02,M00622;8.47E-01,,,
NR2F6,M01728;4.20E-02,MS00658;1.60E-01,,,
E2F8,MS00739;4.21E-02,,,,
CUX1,M00105;4.21E-02,MS00601;3.51E-01,MS00612;6.43E-01,,
ZBTB6,M00085;4.27E-02,,,,
ELF5,MS00838;4.29E-02,,,,
RUNX3,MS00177;4.38E-02,,,,
HIC2,MS00057;4.46E-02,,,,
THRB,MS00710;4.50E-02,MS00713;1.39E-01,MS00711;6.61E-01,,
IRX2,MS00526;4.53E-02,UP00236;9.96E-01,,,
HOXC12,MS00503;4.54E-02,MS00502;4.09E-01,,,
MYOG,M00712;4.58E-02,,,,
MEIS3,MS00085;4.58E-02,MS00084;1.76E-01,,,
TEAD4,MS00224;4.76E-02,,,,
TEAD1,MS00220;4.77E-02,MS00219;2.49E-01,,,
FEV,MS00025;4.77E-02,,,,
SOX4,UP00401;4.90E-02,MS00766;8.98E-02,,,
RXRB,MS00692;4.93E-02,,,,
IRF3,UP00086;5.01E-02,,,,
Nr1d1,MC00524;5.12E-02,,,,
Nkx2-4,UP00107;5.20E-02,,,,
Tal1,MC00388;5.20E-02,,,,
IRF2,MA0051;5.25E-02,,,,
NKX2-5,UP00249;5.37E-02,M00241;9.66E-01,,,
Hoxa11,MS00515;5.38E-02,MS00514;4.14E-01,,,
CEBPA,MC00273;5.38E-02,M00159;2.07E-01,,,
PROX1,MS00160;5.59E-02,,,,
BARHL2,MS00416;5.63E-02,MS00414;2.15E-01,UP00145;9.42E-01,,
Hoxd12,UP00177;5.72E-02,,,,
NFIC,MA0161;5.72E-02,,,,
Foxj3,MS00394;5.80E-02,MS00397;9.89E-01,,,
Arntl,MC00362;5.82E-02,,,,
TCF12,MC00126;5.84E-02,,,,
OTX2,MS00585;5.88E-02,,,,
Obox5,M01480;5.91E-02,,,,
Hoxd9,MS00524;5.96E-02,MS00525;2.66E-01,,,
FOXO4,MS00383;5.99E-02,MS00381;3.52E-01,,,
ZSCAN4,MS00490;6.03E-02,,,,
ALX1,M01453;6.07E-02,M00416;9.97E-01,,,
HMGA1,M01010;6.18E-02,M00750;6.78E-01,,,
NR1H4,M01268;6.28E-02,,,,
Mlx,MS00270;6.37E-02,,,,
Barhl1,MS00422;6.95E-02,MS00421;4.86E-01,,,
TFAP4,MS00287;6.96E-02,,,,
VENTX,MS00624;7.09E-02,,,,
Elf4,UP00413;7.19E-02,,,,
BATF3,MS00296;7.28E-02,,,,
Esr1,MC00295;7.54E-02,,,,
POLR2B,MC00505;7.65E-02,,,,
JDP2,MS00320;7.74E-02,MS00319;8.42E-01,,,
FOXI1,MS00362;7.76E-02,M00289;2.84E-01,,,
HMX3,MS00475;7.77E-02,,,,
GRHL1,MS00556;8.02E-02,,,,
TBP,MA0108;8.02E-02,MA0386;7.96E-01,,,
MYC,MC00394;8.08E-02,,,,
Osr2,UP00052;8.11E-02,,,,
Rxra,MC00471;8.14E-02,,,,
Uncx,MS00619;8.24E-02,MS00618;6.42E-01,,,
EN1,MS00446;8.26E-02,MS00449;8.55E-01,,,
TCF3,M00222;8.32E-02,UP00058;8.99E-01,,,
ESRRG,MS00638;8.32E-02,,,,
Sox18,UP00064;8.39E-02,,,,
HOXC10,MS00495;8.44E-02,MS00494;5.57E-01,MS00496;7.63E-01,,
Mycn,MC00532;8.45E-02,,,,
FOXG1,MS00361;8.47E-02,MS00360;6.35E-01,,,
VAX1,MS00620;8.58E-02,,,,
ESX1,MS00452;8.67E-02,,,,
LBX2,MS00533;8.71E-02,MS00535;1.33E-01,,,
Foxk1,MS00398;8.75E-02,MS00399;1.61E-01,,,
Obox3,M01466;8.84E-02,,,,
NR2E1,MS00653;8.94E-02,MS00652;2.15E-01,,,
ZEB1,MA0103;9.15E-02,,,,
Hoxd11,UP00117;9.16E-02,,,,
HOXB5,MS00493;9.37E-02,UP00214;8.70E-01,,,
Mxi1,MC00373;9.47E-02,,,,
Rhox6,M01435;9.53E-02,,,,
ZNF784,MS00479;9.55E-02,,,,
MAFA,M01709;9.62E-02,,,,
FOSL1,MC00351;9.89E-02,,,,
ETS2,M01207;9.94E-02,,,,
NFE2L2,MC00339;9.98E-02,,,,
FOXL1,MS00372;1.01E-01,MS00373;2.25E-01,,,
Bcl6b,UP00043;1.01E-01,,,,
NFATC1,MC00211;1.03E-01,,,,
FOXO3,MS00380;1.03E-01,MS00378;1.68E-01,,,
ESR1,MC00335;1.06E-01,,,,
ZNF713,MS00731;1.07E-01,,,,
LMX1A,MS00543;1.07E-01,,,,
SIX2,UP00159;1.08E-01,,,,
TEF,M01305;1.09E-01,M00672;3.52E-01,MS00339;5.55E-01,,
IRF9,MS00073;1.10E-01,,,,
ID4,MS00261;1.10E-01,,,,
HEY2,MS00260;1.11E-01,,,,
Batf,MC00508;1.12E-01,,,,
FOXP1,MC00501;1.12E-01,M00987;3.39E-01,,,
Isx,UP00243;1.13E-01,,,,
Obox2,M01364;1.14E-01,,,,
FOXD1,MA0031;1.14E-01,,,,
Srebf1,MS00282;1.14E-01,,,,
ISL2,MS00528;1.16E-01,,,,
Zfp652,MS00501;1.16E-01,,,,
HOXA2,MS00487;1.17E-01,,,,
GSX1,MS00465;1.18E-01,,,,
NKX3-2,MS00573;1.19E-01,,,,
USF1,MC00248;1.25E-01,,,,
OTX1,MS00582;1.26E-01,,,,
Rxrb,MS00708;1.28E-01,,,,
ZNF354C,MA0130;1.30E-01,,,,
Foxq1,MA0040;1.30E-01,,,,
Rhox11,MS00611;1.30E-01,UP00193;2.91E-01,,,
Obox6,M01445;1.33E-01,,,,
BSX,MS00419;1.39E-01,,,,
ZBED1,MS00290;1.39E-01,,,,
ESRRA,MS00829;1.41E-01,,,,
PKNOX2,MS00092;1.43E-01,,,,
CDX1,MS00425;1.43E-01,,,,
IRF8,MS00072;1.45E-01,,,,
JUN,MC00321;1.50E-01,,,,
Alx1,MS00406;1.52E-01,MS00407;7.20E-01,,,
RFX1,MA0365;1.52E-01,,,,
DPRX,MS00436;1.56E-01,,,,
Stat5b,MC00204;1.57E-01,,,,
ZNF628,M01081;1.58E-01,,,,
Sox2,MC00303;1.59E-01,,,,
Tbx21,MC00356;1.61E-01,,,,
OLIG3,MS00280;1.62E-01,,,,
Sox30,UP00023;1.62E-01,,,,
TFEC,MS00808;1.63E-01,,,,
Myod1,MC00369;1.63E-01,,,,
Stat5a,MC00205;1.64E-01,,,,
Hoxd13,MS00519;1.64E-01,MS00520;6.87E-01,,,
ALX4,UP00187;1.65E-01,MS00404;3.43E-01,,,
Sox7,UP00034;1.70E-01,,,,
Sox12,UP00101;1.70E-01,,,,
ISL1,M01127;1.70E-01,,,,
ETV2,MS00016;1.73E-01,,,,
GATA3,MC00119;1.82E-01,,,,
TGIF2,MS00096;1.82E-01,,,,
HOMEZ,MS00055;1.82E-01,,,,
FOS,MC00330;1.82E-01,,,,
IRF7,MS00070;1.87E-01,,,,
MAFB,UP00045;1.88E-01,,,,
ZNF217,M01306;1.88E-01,,,,
FOXO1,MS00376;1.90E-01,MS00375;6.89E-01,,,
HMX2,MS00474;1.90E-01,,,,
Cebpb,MC00121;1.91E-01,,,,
CLOCK,MS00253;1.91E-01,,,,
Hoxd1,UP00140;1.94E-01,,,,
Dmrta2,M01150;1.95E-01,,,,
FOXP3,MS00387;1.99E-01,M00992;5.42E-01,,,
HMBOX1,MS00472;2.00E-01,,,,
Zfp105,UP00037;2.01E-01,,,,
Pknox2,MS00093;2.02E-01,,,,
OLIG1,MS00276;2.03E-01,,,,
Arx,UP00152;2.05E-01,MS00409;6.65E-01,,,
Fli1,MC00129;2.05E-01,,,,
RHOXF1,MS00609;2.12E-01,,,,
Spic,MS00041;2.16E-01,,,,
Homez,UP00114;2.16E-01,,,,
RARA,UP00048;2.17E-01,,,,
Rela,MC00135;2.20E-01,,,,
HOXC9,UP00197;2.22E-01,,,,
VAX2,MS00621;2.23E-01,,,,
LMX1B,UP00169;2.25E-01,,,,
BHLHE23,MS00250;2.26E-01,,,,
HOXA13,MS00484;2.29E-01,MS00485;9.19E-01,,,
TGIF1,MS00094;2.30E-01,,,,
FOXD3,MA0041;2.31E-01,MS00358;4.01E-01,MS00359;5.89E-01,,
MEF2D,MS00076;2.31E-01,,,,
HOXD12,MS00837;2.31E-01,MS00836;3.78E-01,,,
NFATC2,MA0152;2.33E-01,,,,
SNAI2,MS00201;2.35E-01,,,,
BHLHA15,MS00245;2.37E-01,,,,
ARID3A,UP00078;2.37E-01,,,,
MEF2C,MC00231;2.40E-01,,,,
CUX2,MS00634;2.41E-01,,,,
ZNF238,MS00390;2.42E-01,,,,
BHLHE22,MS00249;2.46E-01,,,,
JUNB,MC00371;2.54E-01,,,,
Myf5,MC00195;2.59E-01,,,,
SIX1,UP00192;2.63E-01,,,,
Myb,MC00408;2.63E-01,,,,
Gata4,MC00324;2.65E-01,,,,
HOXB3,MS00492;2.70E-01,,,,
SFPI1,MC00513;2.74E-01,,,,
Gata2,MC00325;2.76E-01,,,,
PITX3,MS00596;2.76E-01,,,,
Lhx4,MS00547;2.78E-01,,,,
NR2F2,M00155;2.79E-01,,,,
GATA5,MS00045;2.79E-01,,,,
LHX4,UP00261;2.80E-01,,,,
IRF1,M00062;2.81E-01,,,,
HOXA10,MS00481;2.82E-01,MS00480;4.28E-01,,,
IRX5,MS00527;2.83E-01,UP00250;9.97E-01,,,
POU5F1,MC00378;2.84E-01,,,,
SOX21,MS00757;2.85E-01,MS00755;5.66E-01,MS00759;7.17E-01,,
RORB,M01722;2.85E-01,,,,
Msx3,MS00564;2.86E-01,,,,
Myc,MC00407;2.88E-01,,,,
SOX10,MS00740;2.89E-01,MS00744;6.01E-01,MA0442;7.50E-01,,
POU3F2,MS00140;2.90E-01,UP00128;7.59E-01,MS00141;8.80E-01,,
SOX5,UP00091;2.90E-01,,,,
MLX,MS00266;2.90E-01,,,,
POU3F1,M00133;2.92E-01,MS00138;8.75E-01,MS00139;9.09E-01,,
FOXD2,MS00356;2.93E-01,MS00355;6.42E-01,,,
TBX18,M01262;2.93E-01,,,,
RUNX1,MC00312;2.94E-01,M00082;8.19E-01,,,
SCRT1,MS00179;2.94E-01,,,,
Hoxc9,MC00402;3.00E-01,,,,
ATF7,MS00294;3.00E-01,,,,
TBX20,MS00202;3.02E-01,,,,
NFIL3,MS00337;3.03E-01,,,,
EVX2,MS00455;3.04E-01,,,,
Hsf1,MC00368;3.10E-01,,,,
EOMES,MC00276;3.11E-01,,,,
GSC2,MS00463;3.15E-01,,,,
ARID5B,M00454;3.20E-01,,,,
DMRT1,M01146;3.26E-01,,,,
Prrx2,MS00604;3.26E-01,,,,
Sox17,UP00014;3.31E-01,MS00797;8.24E-01,,,
