Transcription Factor,1st Sample p-value,2nd Sample p-value,3rd Sample p-value,4th Sample p-value,5th Sample p-value
TBP,45781;1.60E-07,45791;3.34E-07,50163;1.67E-06,45684;5.88E-06,45618;4.06E-05
MYC,72049;1.75E-07,45745;2.12E-07,38115;3.79E-07,45857;6.35E-07,8112;6.35E-07
KLF11,50412;1.75E-07,50415;7.07E-07,50414;8.04E-07,50413;2.69E-06,42728;1.53E-01
FOXA2,37366;1.86E-07,46227;3.80E-05,52682;9.93E-05,52683;1.06E-03,52681;6.69E-03
PARP1,72407;1.94E-07,72405;3.01E-07,72408;1.29E-06,72406;9.97E-06,43680;8.40E-02
PPARG,50411;2.16E-07,50408;5.99E-06,50409;2.06E-04,69797;2.98E-04,69798;8.01E-04
WDR5,52436;2.22E-07,52432;2.63E-07,58506;6.52E-07,49852;2.38E-04,49877;1.75E-03
SPI1,50877;2.45E-07,34929;3.56E-07,50879;8.66E-07,50878;1.15E-06,68825;2.07E-06
AR,56264;2.69E-07,36845;9.70E-06,56265;1.71E-05,56110;4.06E-05,68078;1.85E-04
HES2,63552;2.92E-07,64120;2.19E-06,64216;6.79E-06,64963;7.76E-06,64119;4.84E-05
NELFA,55466;2.99E-07,43451;5.61E-07,55468;3.38E-05,55465;4.11E-05,55467;1.67E-04
CCNT2,45895;3.48E-07,,,,
CEBPB,63153;3.63E-07,64016;2.74E-06,64670;3.67E-06,45861;5.57E-06,64280;7.17E-06
SP2,65084;4.16E-07,64560;6.29E-06,64559;5.85E-05,46287;1.26E-02,46176;4.60E-02
TCF12,46120;4.18E-07,40162;2.11E-05,37602;4.26E-05,46362;1.37E-04,46228;1.73E-04
ELF1,46127;4.41E-07,46266;3.34E-06,74430;7.31E-06,46323;7.87E-06,49870;2.16E-05
JUN,45874;4.49E-07,2078;4.49E-07,45744;1.76E-06,37354;1.91E-06,45892;1.29E-05
TFAP4,62715;4.67E-07,74432;1.58E-05,74431;1.94E-04,62716;2.63E-02,
PBX3,46358;4.81E-07,46121;3.92E-04,46082;6.67E-03,56901;4.11E-01,42859;1.00E+00
ZFX,64866;5.03E-07,64865;1.53E-06,41307;2.67E-02,50077;3.82E-02,41309;2.69E-01
KLF5,47601;5.19E-07,38831;2.95E-03,67599;7.07E-03,42925;9.26E-03,67611;2.07E-02
MYB,50573;5.50E-07,50398;1.70E-06,50565;1.85E-06,50571;5.56E-06,50569;4.54E-05
REST,46172;6.00E-07,46341;7.69E-07,46338;1.37E-06,46286;2.86E-06,46377;3.43E-06
YAP1,55513;6.08E-07,54608;7.93E-05,54609;1.35E-04,54675;5.17E-04,55512;8.57E-04
POLR2M,5570;6.31E-07,5569;2.42E-02,5662;1.01E-01,,
SOX9,53493;6.32E-07,38809;6.03E-02,42747;9.89E-02,54616;1.21E-01,72770;2.13E-01
BHLHE40,64946;6.46E-07,64945;1.97E-05,45632;8.13E-05,45916;8.36E-05,45807;5.96E-04
TERC,32856;6.69E-07,32853;2.68E-06,32850;1.55E-03,32848;4.47E-03,
FOXP2,46333;6.96E-07,46340;5.61E-06,42659;1.00E+00,,
CREM,64798;8.12E-07,64797;1.28E-05,38717;3.93E-02,,
STAT1,41289;8.25E-07,41287;5.98E-06,41290;1.21E-05,45775;2.62E-03,41288;3.03E-03
E2F6,45898;9.21E-07,46297;1.45E-05,1978;3.63E-04,46177;6.98E-02,45776;1.93E-01
RAG2,55543;1.06E-06,,,,
BRD2,74202;1.11E-06,57805;7.25E-04,44594;3.09E-03,74209;9.01E-03,43045;1.03E-02
ERG,2916;1.16E-06,53296;3.32E-06,37633;1.77E-05,8655;2.15E-05,37583;2.31E-05
BPTF,76520;1.27E-06,,,,
SP4,65110;1.28E-06,65111;8.24E-06,46179;2.02E-02,65112;5.87E-02,
FAIRE,52158;1.35E-06,36031;3.37E-06,32874;5.60E-06,52153;2.06E-05,33610;6.04E-05
MECP2,34392;1.44E-06,34396;2.16E-04,34394;2.03E-03,34399;5.64E-03,34400;6.20E-01
ZBTB33,63756;1.50E-06,46357;1.53E-04,63757;2.81E-04,64738;5.97E-04,64739;2.68E-03
SUPT5H,53325;1.65E-06,64773;2.22E-05,70927;4.53E-05,64772;5.82E-04,43450;1.30E-01
NR3C1,46052;1.75E-06,46079;4.13E-06,74155;1.07E-05,74153;1.39E-05,37100;3.78E-05
TAL1,67771;2.30E-06,50382;4.42E-06,72356;1.79E-04,44433;2.83E-04,44435;3.29E-04
598-SKD,49461;2.34E-06,49467;8.03E-05,49468;8.12E-03,49466;1.92E-02,55221;6.23E-02
DCP1A,36226;2.39E-06,36231;3.40E-04,,,
CBX8,48755;2.44E-06,43558;1.14E-01,8768;2.00E-01,45398;2.00E-01,43569;4.82E-01
XRN2,58843;2.72E-06,36234;2.06E-05,36228;2.24E-05,58840;2.35E-05,58842;5.95E-05
ASXL1,76682;2.75E-06,,,,
IKZF1,64919;2.84E-06,64735;1.80E-04,57640;5.18E-04,63463;6.20E-04,64734;1.39E-03
FOXK2,63241;2.85E-06,63744;8.47E-06,63743;1.93E-05,63240;4.03E-05,62913;4.44E-03
DAXX,54104;3.46E-06,54105;2.81E-04,,,
FOXM1,34997;3.52E-06,43194;1.07E-03,39495;2.40E-03,39460;2.44E-03,43195;3.56E-03
MXI1,45810;3.68E-06,46038;6.69E-05,45866;7.79E-05,45633;9.73E-05,45879;7.27E-03
HDAC1,63450;3.78E-06,63451;9.19E-06,72354;5.24E-04,8775;2.49E-03,70763;3.37E-03
FLI1,5443;3.83E-06,37057;5.26E-06,37056;7.48E-06,72360;9.38E-06,35309;3.55E-05
BRD3,43050;4.41E-06,55848;1.59E-04,43052;3.42E-04,43053;4.18E-04,43051;7.31E-04
POLR3D,74909;4.47E-06,74907;2.63E-03,74906;4.85E-03,68068;6.37E-02,68061;9.05E-02
TRIM24,69201;4.48E-06,64948;3.93E-03,69203;1.15E-02,64947;2.89E-02,64819;3.00E-02
ATF3,68460;4.67E-06,46276;8.59E-06,68464;2.36E-05,62975;7.53E-05,63683;1.29E-04
CBFB,64692;4.77E-06,37621;3.44E-05,37640;5.12E-04,37607;6.24E-04,64691;3.36E-03
CTCF,62852;4.99E-06,33934;1.72E-05,46044;3.72E-05,45708;1.53E-04,42568;2.05E-04
SETD1A,59170;5.23E-06,76519;2.43E-05,,,
STAT3,42212;5.24E-06,45997;3.19E-05,42217;6.29E-05,42220;3.15E-04,46002;4.67E-04
AFF4,69872;5.75E-06,69873;1.88E-04,48995;1.38E-03,48994;1.56E-03,48993;5.87E-03
TCF21,52496;5.81E-06,52495;8.00E-06,52498;9.20E-03,52497;4.99E-02,
CDK8,57165;5.83E-06,43642;1.65E-04,57167;2.91E-04,57169;4.71E-04,56353;7.33E-03
FOS,1991;5.85E-06,45772;6.37E-06,1740;1.12E-05,45853;5.32E-05,45959;8.01E-05
HMGN3,45920;6.20E-06,,,,
JMJD6,74838;6.58E-06,74843;6.35E-03,43089;3.17E-02,74836;5.42E-02,74844;7.88E-02
CDK6,43305;8.17E-06,,,,
BCL6,52774;8.34E-06,52303;5.01E-05,35517;2.93E-04,1958;9.55E-04,39572;1.15E-03
NR2F6,64301;8.35E-06,64300;2.67E-04,63771;9.91E-04,63772;4.35E-03,42702;6.29E-02
ZBTB17,41831;8.40E-06,49276;2.93E-04,47489;4.33E-03,49279;4.36E-03,54514;1.28E-02
KLF15,65197;8.47E-06,65072;1.46E-02,65198;1.92E-02,42729;1.63E-01,
PML,46307;8.54E-06,46143;4.00E-05,46301;6.01E-04,2447;6.85E-03,4420;2.14E-02
TTF2,36230;8.62E-06,36232;1.48E-01,36238;1.54E-01,,
ZNF341,65129;8.71E-06,62930;3.81E-05,62931;1.53E-03,,
IRF1,45949;9.69E-06,41301;7.19E-05,42725;9.54E-05,45969;2.93E-04,45971;3.86E-03
FOSL1,63076;9.69E-06,46212;1.96E-04,46296;6.24E-04,63077;7.23E-04,75045;7.51E-02
TCF7L1,46140;9.92E-06,70804;1.09E-05,40166;7.00E-04,70803;3.83E-02,9194;3.91E-02
NR2F2,62909;1.00E-05,63319;1.30E-05,62908;1.53E-05,36804;5.61E-05,46265;6.25E-05
PAX6,50898;1.09E-05,51532;4.75E-02,71777;7.59E-02,71776;8.68E-02,
NR2F1,64997;1.10E-05,56818;2.87E-05,56817;6.84E-05,64996;5.17E-04,35628;4.65E-02
LMO1,73854;1.14E-05,36369;3.57E-01,36367;1.00E+00,,
GATA1,33543;1.21E-05,3273;1.51E-05,8429;1.78E-05,45884;2.20E-05,8411;6.25E-05
EOMES,1006;1.22E-05,38649;1.23E-03,51448;1.50E-01,51445;2.48E-01,
SAP30,45234;1.29E-05,8821;1.29E-05,8800;3.00E-04,45419;1.19E-03,8799;1.29E-01
MYOD1,36075;1.29E-05,36077;3.76E-04,75839;5.06E-02,42734;1.64E-01,
TFAP2A,56819;1.30E-05,2401;9.20E-05,56821;1.08E-04,56820;1.63E-04,45753;7.58E-04
MED12,38653;1.32E-05,70967;9.59E-05,70966;2.98E-03,41516;1.72E-01,2240;3.53E-01
XBP1,43400;1.33E-05,42895;3.90E-05,43398;5.02E-04,43401;1.82E-03,43399;4.91E-02
MYH11,37623;1.40E-05,37589;7.91E-04,37608;2.86E-03,37625;1.55E-01,
BRD1,41574;1.52E-05,56280;5.61E-03,56279;5.67E-02,56282;6.33E-02,56281;9.57E-02
NOTCH1,36765;1.58E-05,392;4.99E-05,43104;8.37E-05,43101;1.06E-02,52638;3.00E-02
SMAD5,63098;1.60E-05,63097;8.32E-05,42782;1.00E+00,,
E2F2,38865;1.63E-05,42757;1.00E+00,,,
TCF4,72366;1.66E-05,72367;3.59E-04,47101;2.76E-03,5457;9.40E-03,5456;3.65E-02
IRF4,40215;1.67E-05,48632;1.21E-02,48628;1.47E-01,42680;1.50E-01,46128;1.70E-01
KDM4C,43684;1.76E-05,58138;1.52E-01,58137;1.80E-01,43685;1.82E-01,
OTX2,74361;1.78E-05,74349;2.68E-05,74350;5.97E-05,74359;1.31E-04,74358;5.24E-04
SUMO2,55339;1.84E-05,55338;3.34E-05,55337;4.18E-04,55726;6.94E-03,55344;7.83E-03
NEUROD1,74342;1.99E-05,74357;1.55E-04,74343;2.51E-04,74348;4.72E-04,74360;1.81E-03
GLIS1,65214;2.12E-05,63689;1.98E-03,63690;7.64E-03,38673;2.58E-01,
NIPBL,38785;2.13E-05,53672;3.19E-05,9320;7.92E-05,53673;6.20E-04,71872;2.68E-03
SP3,62841;2.17E-05,62840;6.83E-05,38834;6.62E-02,,
RAD21,63056;2.24E-05,63055;8.30E-05,64856;1.13E-04,64857;2.05E-04,45757;2.81E-04
TEAD1,54611;2.31E-05,56535;1.12E-04,56542;2.59E-03,48240;1.99E-02,54612;2.55E-02
ZNF750,48799;2.55E-05,,,,
KLF1,39350;2.64E-05,64685;1.30E-04,65188;2.44E-03,63870;6.37E-03,64686;3.72E-02
EGR1,46126;2.65E-05,46132;6.10E-05,46298;8.81E-05,46214;2.33E-04,46169;4.07E-03
PAX5,46160;2.74E-05,46138;3.27E-04,46116;2.59E-03,34466;9.41E-03,55554;1.03E-01
FOSL2,64486;2.80E-05,54241;1.75E-04,46243;1.98E-04,62717;2.18E-04,64484;2.18E-04
EGR2,65147;2.81E-05,65179;2.35E-04,34567;1.50E-02,64860;1.61E-02,64861;2.05E-02
OGT,70759;2.92E-05,39911;9.64E-03,34001;6.40E-02,,
JUNB,7487;2.95E-05,64537;3.05E-03,64538;1.87E-02,42770;2.73E-02,64781;9.16E-02
KDM4B,64107;3.44E-05,64106;1.15E-01,,,
STAT2,45960;3.44E-05,45967;4.50E-03,42800;8.53E-02,74678;3.34E-01,
MEF2A,46123;3.47E-05,46283;1.95E-03,46352;2.92E-03,38847;1.57E-01,
NEUROG2,76817;3.51E-05,76811;9.21E-05,76810;1.53E-04,76814;1.85E-04,76820;5.60E-04
NFYB,2095;3.64E-05,45936;1.08E-04,45758;8.73E-04,45625;1.20E-03,42773;3.09E-02
KLF9,62800;3.81E-05,49949;1.13E-04,49951;6.05E-04,62636;4.58E-03,62799;7.32E-03
ZFP64,65123;3.81E-05,65122;8.74E-04,65130;1.49E-01,63982;1.99E-01,63981;2.80E-01
NFIB,42857;3.89E-05,,,,
HDAC2,46235;3.97E-05,8810;8.71E-04,45222;8.71E-04,46181;5.39E-03,46304;6.54E-03
REL,77536;4.02E-05,77537;3.66E-04,,,
CEBPD,46230;4.04E-05,46294;6.18E-04,,,
RCOR1,45903;4.06E-05,45777;6.42E-05,45798;5.58E-03,48801;9.27E-03,45652;1.37E-02
RARA,53300;4.18E-05,49620;1.09E-02,2465;3.61E-02,2812;5.24E-02,49614;6.24E-02
RFX5,45730;4.26E-05,45649;2.10E-04,46037;4.20E-04,45863;1.41E-03,45823;3.32E-03
CBX1,64582;4.39E-05,64581;7.38E-05,64917;1.94E-03,64916;2.49E-03,35879;1.54E-01
FOXO3,74682;4.89E-05,74680;1.02E-01,39906;1.78E-01,34350;2.42E-01,38806;2.65E-01
MAF,58808;4.91E-05,58809;6.79E-05,58807;4.88E-03,50111;1.28E-01,
ORC2,72426;4.91E-05,72425;1.47E-01,,,
PMEL,76415;5.39E-05,76413;1.17E-01,76414;1.47E-01,76009;1.50E-01,76416;2.08E-01
KAT7,8482;5.50E-05,,,,
HCFC1,45767;5.60E-05,45890;3.59E-02,9205;5.02E-02,39886;2.11E-01,64265;2.22E-01
CDX2,5461;5.94E-05,356;9.42E-04,5460;2.11E-03,36712;2.90E-02,51437;8.60E-02
KMT2A,73707;6.01E-05,73708;8.12E-05,73715;1.22E-04,73710;1.24E-04,73716;1.53E-04
GABPA,46237;6.43E-05,47413;1.38E-04,47411;1.66E-04,46268;2.71E-04,56045;2.86E-04
CPSF3L,49021;6.43E-05,49009;6.26E-04,49010;1.54E-02,53330;2.36E-02,49022;3.75E-02
ETS1,43097;6.54E-05,46278;1.35E-04,44092;2.53E-04,72626;2.57E-04,46117;1.05E-03
FOXP1,51750;6.60E-05,1012;6.79E-05,42760;4.61E-03,1013;5.31E-03,59447;2.76E-02
ZSCAN22,65153;6.88E-05,65156;7.63E-05,65154;1.63E-01,,
NFYA,2094;7.16E-05,45769;1.32E-04,45945;5.00E-04,45626;9.67E-03,42738;1.40E-02
TGIF2,65056;7.37E-05,65057;4.50E-03,,,
SMARCE1,62880;7.57E-05,62879;5.65E-03,75037;1.03E-01,75039;1.82E-01,
VDR,39364;7.83E-05,565;1.52E-03,566;2.08E-03,39367;2.82E-03,5451;2.88E-03
CD74,76925;8.01E-05,76930;8.53E-05,76931;3.71E-03,76926;8.74E-03,76928;3.23E-02
SMAD4,74681;8.28E-05,1087;3.86E-03,74641;2.99E-02,74674;7.77E-02,1086;1.01E-01
GTF2F1,45737;8.34E-05,45878;4.06E-03,45683;1.16E-02,,
RXRA,46242;9.16E-05,46356;3.20E-03,38864;2.35E-02,46192;5.84E-02,5453;6.94E-02
STAT5B,53630;9.24E-05,53632;1.07E-03,53629;1.45E-03,4592;2.83E-03,53631;3.13E-03
NFE2L2,62958;9.73E-05,64298;1.09E-04,64299;1.00E-02,38850;1.25E-02,62959;1.35E-02
DRAP1,74650;1.07E-04,42822;1.49E-01,,,
KDM2B,73701;1.08E-04,58062;9.15E-04,58086;1.10E-03,58074;1.43E-03,58081;2.36E-03
PAF1,55682;1.15E-04,55664;5.12E-04,55665;7.96E-04,55667;1.39E-03,55666;2.23E-03
PR,53979;1.25E-04,39767;2.21E-04,53983;3.27E-04,33571;4.51E-04,54020;5.46E-04
SMC1A,56558;1.37E-04,9319;5.88E-04,9317;6.60E-04,38778;2.68E-03,2896;2.22E-02
ZBTB7A,46295;1.43E-04,46102;4.01E-04,46224;6.48E-04,67683;1.05E-03,67686;2.53E-03
STAG1,42551;1.44E-04,42368;1.73E-04,42461;1.87E-04,42295;2.09E-04,42293;2.95E-04
FOXK1,70731;1.57E-04,9506;1.46E-01,42657;1.49E-01,9505;5.48E-01,
C11orf30,63363;1.59E-04,63362;1.35E-03,,,
ZFP2,63525;1.60E-04,63524;1.02E-01,,,
MEF2D,64128;1.63E-04,64127;1.54E-02,38802;1.55E-01,,
CEBPA,8444;1.64E-04,1375;4.97E-04,1374;5.21E-04,8456;2.29E-03,3006;3.14E-03
DNMT3B,70174;1.82E-04,70178;1.31E-02,62875;2.71E-02,73893;1.19E-01,73892;1.36E-01
ZNF639,64649;1.86E-04,64648;1.50E-03,74670;1.24E-02,42807;4.05E-02,74671;8.27E-02
HIRA,50174;1.88E-04,50172;3.03E-03,36026;2.04E-02,71032;1.32E-01,50176;2.57E-01
MYNN,64369;1.89E-04,64370;2.11E-03,65124;2.41E-02,64295;6.56E-02,64294;1.86E-01
CDK7,40055;1.92E-04,40053;2.17E-04,49494;3.55E-04,69615;3.88E-03,49493;9.12E-03
TCF7L2,45714;1.93E-04,36841;5.09E-04,36843;1.41E-03,46022;4.34E-03,45825;7.59E-03
NR1H3,69802;1.95E-04,69799;4.28E-04,69801;1.39E-02,69800;1.39E-02,41168;1.26E-01
NANOG,51514;2.00E-04,46173;1.14E-03,51516;1.37E-02,34089;1.67E-02,955;1.87E-02
ZEB2,62508;2.02E-04,62509;5.50E-04,63282;4.76E-03,63536;1.46E-02,63283;2.60E-02
SMAD3,276;2.06E-04,39359;4.29E-04,34017;4.32E-04,34016;9.41E-04,278;1.14E-03
TAF3,38585;2.08E-04,,,,
HSF1,54573;2.10E-04,35228;2.65E-04,37126;2.33E-03,38582;5.16E-03,35230;8.74E-03
HIF1A,58172;2.11E-04,49447;3.55E-04,47084;2.95E-03,47083;4.32E-03,49446;4.47E-03
KDM4A,45228;2.15E-04,8816;2.15E-04,,,
PBX2,64660;2.18E-04,64661;1.35E-03,64082;1.58E-02,63133;1.73E-02,64083;2.88E-02
MAFB,50112;2.21E-04,42691;6.25E-02,,,
GATA3,46361;2.21E-04,67519;2.96E-04,33679;4.09E-04,46371;1.93E-03,67518;2.57E-03
TET2,70095;2.25E-04,70093;4.55E-04,68663;1.88E-02,50981;1.10E-01,70094;1.40E-01
SNAI2,48333;2.27E-04,48343;4.80E-04,48334;1.55E-03,48340;1.58E-03,48339;1.71E-03
SRC,6710;2.33E-04,39652;2.30E-03,6709;8.49E-03,72973;8.27E-02,72972;1.77E-01
GABP,63155;2.33E-04,63156;2.56E-04,,,
IKZF2,64556;2.44E-04,64555;2.81E-04,,,
SMAD1,8416;2.52E-04,8432;1.74E-03,8447;3.16E-02,8414;3.34E-02,51564;4.87E-02
E2F7,38591;2.56E-04,38589;1.47E-03,38586;1.81E-03,38698;1.55E-02,58174;4.75E-02
ELF3,67615;2.56E-04,67597;2.44E-03,38646;6.70E-02,,
TAFII,4929;2.64E-04,4930;1.30E-03,,,
ZNF467,65062;2.68E-04,,,,
TBL1X,8564;2.83E-04,,,,
NFKB1,68048;2.88E-04,68051;1.10E-03,42698;1.10E-01,76401;1.29E-01,76400;1.52E-01
TRIM22,64619;2.92E-04,64620;1.37E-02,,,
MAFK,41625;2.93E-04,45864;4.86E-04,45746;8.23E-04,45687;1.21E-02,45954;2.03E-02
SOX2,67317;2.96E-04,67318;4.30E-04,33707;2.22E-03,38658;2.68E-03,4931;3.81E-03
CLOCK,38772;2.98E-04,59585;2.13E-01,71022;3.97E-01,71021;5.41E-01,68103;6.70E-01
E2F4,45951;3.09E-04,46000;1.11E-03,3225;1.31E-03,45752;6.18E-03,49480;8.40E-03
E2F3,42712;3.14E-04,38694;1.20E-01,,,
POU2F1,1332;3.23E-04,68231;2.64E-02,68216;9.94E-02,68237;1.47E-01,68238;1.51E-01
GATAD1,1219;3.27E-04,1218;6.03E-04,42761;1.00E+00,,
H2AFZ,63730;3.29E-04,62610;5.17E-03,62609;5.95E-03,64688;8.83E-03,64752;1.42E-02
PRDM1,45747;3.58E-04,62701;1.01E-03,65133;5.58E-03,62702;8.82E-03,51433;6.15E-02
SMARCA4,45768;3.58E-04,1344;3.58E-04,45939;4.69E-04,33434;8.44E-04,33440;8.90E-04
PROX1,49669;3.58E-04,74485;8.91E-02,74488;1.88E-01,,
ETV4,64317;3.86E-04,38770;3.16E-03,64318;4.75E-02,5924;2.39E-01,
RAD51,63793;3.88E-04,63794;4.47E-02,73094;1.47E-01,62653;4.47E-01,62652;5.31E-01
5HMC,44876;3.92E-04,44875;1.94E-02,44877;3.05E-02,55290;4.95E-02,44874;1.21E-01
ELL2,49001;4.17E-04,49002;3.56E-03,49007;3.21E-02,49004;3.91E-02,49008;5.28E-02
TEAD4,46210;4.17E-04,56543;5.65E-03,46189;6.17E-03,46107;1.72E-02,46238;4.16E-02
PRDM10,63034;4.33E-04,63035;4.83E-04,,,
TBL1XR1,45876;4.39E-04,45660;2.51E-02,45935;7.42E-02,,
CTCFL,55779;4.70E-04,46293;3.91E-03,55775;1.26E-02,55771;2.10E-02,55785;6.11E-02
ARRB1,50152;4.78E-04,50162;1.88E-03,44055;1.49E-01,44056;1.68E-01,
ZNF335,63294;4.80E-04,63295;5.80E-04,70555;1.41E-01,70558;1.77E-01,70557;1.80E-01
NKX3-1,36252;4.99E-04,5678;9.69E-02,5677;1.16E-01,38667;1.00E+00,
HEXIM1,57092;5.07E-04,72604;8.11E-04,68828;8.11E-04,72608;1.60E-02,72609;6.00E-02
RBPJ,59346;5.09E-04,43102;1.21E-03,73407;3.08E-03,43105;7.05E-03,73408;1.38E-02
ZEB1,46139;5.42E-04,46245;1.97E-02,64829;3.81E-02,67610;9.75E-02,64828;1.88E-01
RUNX1T1,40164;5.56E-04,58032;3.86E-03,39784;2.39E-02,39786;1.27E-01,35300;2.86E-01
GLI2,42715;5.63E-04,76995;1.19E-01,38718;1.24E-01,,
ARNT,62869;6.02E-04,33032;2.57E-03,62868;6.54E-02,38723;1.35E-01,5517;1.97E-01
AFF1,73713;6.05E-04,73714;1.16E-02,72089;4.57E-02,34966;5.58E-02,69559;7.64E-02
GATA6,50979;6.11E-04,361;2.27E-03,47433;3.93E-03,47432;7.26E-03,47595;7.43E-03
CTRL,74411;6.14E-04,77205;1.82E-01,77204;4.84E-01,,
POU2F2,46115;6.18E-04,46157;6.81E-03,,,
KAT5,4631;6.26E-04,68490;4.81E-02,4632;2.46E-01,,
TAF7,46195;6.51E-04,64177;2.00E-03,64178;2.95E-03,46289;1.94E-01,
E2F8,38804;6.57E-04,42758;1.88E-01,,,
NR2C2,51009;6.64E-04,64395;1.14E-03,64394;2.61E-03,45783;4.60E-03,1298;5.46E-03
ING2,41572;6.65E-04,,,,
RBBP5,8820;6.74E-04,45421;1.26E-02,8795;1.48E-02,45232;8.68E-02,8819;1.22E-01
TRAF7,72855;6.96E-04,72857;2.74E-02,72856;5.34E-02,72854;8.71E-02,
NBN,62658;7.04E-04,62659;7.76E-04,63182;1.98E-03,63979;1.93E-01,63978;2.58E-01
PRAME,2110;7.18E-04,,,,
FOXO1,54243;7.25E-04,58301;8.18E-03,58300;4.73E-02,75852;5.01E-02,75853;5.26E-02
HNF4G,46239;7.97E-04,63225;2.70E-03,63224;7.86E-03,1452;3.51E-02,42832;1.00E+00
SRF,46148;7.98E-04,46211;8.59E-04,46092;1.35E-03,46114;3.60E-03,46312;1.10E-02
EGR3,65186;8.10E-04,,,,
