,pval,species,factor,factor_type,cell_line,cell_type,tissue,qc,TF
42179|MITF,7.26096393969941e-07,Homo sapiens,MITF,tf,COLO-829,Fibroblast,Skin,1,MITF
65084|SP2,8.62042454728735e-07,Homo sapiens,SP2,predicted chromatin regulator,HEK293,Epithelium,Embryonic Kidney,1,SP2
65151|SP1,8.819199642879801e-07,Homo sapiens,SP1,predicted chromatin regulator,HEK293,Epithelium,Embryonic Kidney,1,SP1
74909|POLR3D,1.6017280834799568e-06,Homo sapiens,POLR3D,tf,THP-1,Monocyte,None,0,POLR3D
32853|TERC,1.760264303962519e-06,Homo sapiens,TERC,other,HeLa,Epithelium,Cervix,1,TERC
52092|TP53,3.5408790944491617e-06,Homo sapiens,TP53,predicted transcription factor,IMR90,Fibroblast,Lung,1,TP53
53593|MED1,3.579171827466735e-06,Homo sapiens,MED1,predicted transcription factor,None,Adipocyte,None,1,MED1
74361|OTX2,5.9940362671998685e-06,Homo sapiens,OTX2,tf,D283 Med,None,None,1,OTX2
1314|PHF8,7.946122589878447e-06,Homo sapiens,PHF8,cr,HeLa,Epithelium,Cervix,1,PHF8
9509|TFAP2C,9.668493887335544e-06,Homo sapiens,TFAP2C,predicted transcription factor,MDA-MB-453,Epithelium,Mammary Gland,1,TFAP2C
68715|BRD4,1.0230005489499533e-05,Homo sapiens,BRD4,cr,IMR90,fibrobasts,None,1,BRD4
65214|GLIS1,1.082248178246929e-05,Homo sapiens,GLIS1,tf,HEK293,Epithelium,Embryonic Kidney,1,GLIS1
65110|SP4,1.0877933685432124e-05,Homo sapiens,SP4,tf,HEK293,Epithelium,Embryonic Kidney,1,SP4
68841|FOXA1,1.4236446095225879e-05,Homo sapiens,FOXA1,tf,T47D,Embryonic Stem Cell,Breast,1,FOXA1
55895|T,1.4308419984537884e-05,Homo sapiens,T,tf,None,Fibroblast,None,1,T
45234|SAP30,1.4971936279820492e-05,Homo sapiens,SAP30,not sure,H1,Embryonic Stem Cell,Embryo,1,SAP30
38742|NFATC1,2.0708394134801868e-05,Homo sapiens,NFATC1,tf,None,Endothelial Cell,Umbilical Vein,1,NFATC1
50898|PAX6,2.2522128065853565e-05,Homo sapiens,PAX6,tf,6540 cells,Epithelium,None,1,PAX6
74155|NR3C1,2.2857448256826834e-05,Homo sapiens,NR3C1,tf,MCF-7,None,Breast,1,NR3C1
36362|GTF2B,2.400970289255524e-05,Homo sapiens,GTF2B,tf,IMR90,Fibroblast,Lung,1,GTF2B
44333|E2F1,2.7941785623153608e-05,Homo sapiens,E2F1,tf,LNCaP,Epithelium,Prostate,1,E2F1
58937|NRF1,2.9335279672312025e-05,Homo sapiens,NRF1,tf,None,Epithelium,None,1,NRF1
70754|MYC,3.005646413298489e-05,Homo sapiens,MYC,tf,LNCaP,None,LNCaP cells,1,MYC
63664|BCL3,3.9936919130478506e-05,Homo sapiens,BCL3,tf,A549,Epithelium,Lung,1,BCL3
69810|NELFE,4.0902364661691776e-05,Homo sapiens,NELFE,not sure,MCF-7,Human Breast Cancer Cell,Breast,1,NELFE
36226|DCP1A,5.0880515356891216e-05,Homo sapiens,DCP1A,tf,HEK293,Epithelium,Embryonic Kidney,1,DCP1A
62800|KLF9,5.6162922469243565e-05,Homo sapiens,KLF9,tf,MCF-7,Epithelium,Breast,1,KLF9
65147|EGR2,6.0530412684637255e-05,Homo sapiens,EGR2,tf,HEK293,Epithelium,Embryonic Kidney,1,EGR2
49481|RPE,6.927393492942096e-05,Homo sapiens,RPE,other,None,Retinal pigment cell,None,1,RPE
65123|ZFP64,7.122564086513236e-05,Homo sapiens,ZFP64,,HEK293,Epithelium,Embryonic Kidney,1,ZFP64
64660|PBX2,8.253954569229347e-05,Homo sapiens,PBX2,tf,HepG2,Epithelium,Liver,1,PBX2
55682|PAF1,8.368277720278195e-05,Homo sapiens,PAF1,not sure,MCF-7,Epithelium,Breast,1,PAF1
65197|KLF15,8.484089249685881e-05,Homo sapiens,KLF15,tf,HEK293,Epithelium,Embryonic Kidney,1,KLF15
45772|FOS,8.720249608241311e-05,Homo sapiens,FOS,tf,HeLa-S3,Epithelium,Cervix,1,FOS
65129|ZNF341,9.509525974821534e-05,Homo sapiens,ZNF341,,HEK293,Epithelium,Embryonic Kidney,1,ZNF341
64298|NFE2L2,0.00010698832097552387,Homo sapiens,NFE2L2,tf,HeLa-S3,Epithelium,Cervix,1,NFE2L2
50174|HIRA,0.00010893750516144533,Homo sapiens,HIRA,predicted transcription factor,IMR90,Fibroblast,Lung,1,HIRA
64760|POLR2AphosphoS5,0.00011192389235109047,Homo sapiens,POLR2AphosphoS5,,None,Neuron,None,1,POLR2AphosphoS5
37639|ERG,0.00011447107838588917,Homo sapiens,ERG,other,K562,Erythroblast,Bone Marrow,1,ERG
59170|SETD1A,0.0001160254008102088,Homo sapiens,SETD1A,predicted chromatin regulator,SEM,Pre-B Lymphocyte,None,1,SETD1A
73715|KMT2A,0.00011654789449607363,Homo sapiens,KMT2A,not sure,SEM,B Lymphocyte,None,1,KMT2A
58506|WDR5,0.00011759951276185027,Homo sapiens,WDR5,cr,BE2-C,Neuroblast,Brain,1,WDR5
64555|IKZF2,0.00013210621925989485,Homo sapiens,IKZF2,tf,HEK293,Epithelium,Embryonic Kidney,1,IKZF2
41625|MAFK,0.00013210621925989485,Homo sapiens,MAFK,tf,OCI-Ly7,B cell lymphoma,Blood,1,MAFK
50112|MAFB,0.00013689696342174506,Homo sapiens,MAFB,tf,None,Keratinocyte,Foreskin,1,MAFB
56112|AR,0.00013811983779708374,Homo sapiens,AR,tf,None,None,Prostate,1,AR
276|SMAD3,0.00014438927319757887,Homo sapiens,SMAD3,tf,BG03,Embryonic Stem Cell,Embryo,1,SMAD3
46183|SIN3A,0.00015025876658680663,Homo sapiens,SIN3A,tf,H1,Embryonic Stem Cell,Embryo,1,SIN3A
45871|ATF1,0.00015566296279325632,Homo sapiens,ATF1,tf,K562,Erythroblast,Bone Marrow,1,ATF1
70967|MED12,0.00015566296279325632,Homo sapiens,MED12,predicted transcription factor,None,Progenitor Cells,None,1,MED12
46124|USF1,0.00015635113970224762,Homo sapiens,USF1,tf,GM12878,B Lymphocyte,Blood,1,USF1
7487|JUNB,0.00015843279919237942,Homo sapiens,JUNB,tf,K562,Erythroblast,Bone Marrow,1,JUNB
8792|KDM5B,0.00017527569262091547,Homo sapiens,KDM5B,cr,K562,Erythroblast,Bone Marrow,1,KDM5B
