,pval,species,factor,factor_type,cell_line,cell_type,tissue,qc,TF
9509|TFAP2C,2.353589545478485e-11,Homo sapiens,TFAP2C,predicted transcription factor,MDA-MB-453,Epithelium,Mammary Gland,1,TFAP2C
62535|BCL3,1.9719398336448535e-10,Homo sapiens,BCL3,tf,A549,Epithelium,Lung,1,BCL3
39025|BRD4,4.997680047580388e-10,Homo sapiens,BRD4,cr,U87,None,Brain,1,BRD4
53593|MED1,5.521610946246369e-10,Homo sapiens,MED1,predicted transcription factor,None,Adipocyte,None,1,MED1
49481|RPE,5.561419103017329e-10,Homo sapiens,RPE,other,None,Retinal pigment cell,None,1,RPE
69216|BIRA,1.4999145814265091e-09,Homo sapiens,BIRA,not sure,BJAB,GCB DLBCL cells,None,0,BIRA
38742|NFATC1,1.5385368534737154e-09,Homo sapiens,NFATC1,tf,None,Endothelial Cell,Umbilical Vein,1,NFATC1
42179|MITF,2.2274941890998434e-09,Homo sapiens,MITF,tf,COLO-829,Fibroblast,Skin,1,MITF
1314|PHF8,4.255770402750159e-09,Homo sapiens,PHF8,cr,HeLa,Epithelium,Cervix,1,PHF8
52091|TP53,5.3565383240083975e-09,Homo sapiens,TP53,predicted transcription factor,IMR90,Fibroblast,Lung,1,TP53
40227|CDK9,6.803797358845287e-09,Homo sapiens,CDK9,tf,None,B Lymphocyte,Blood,1,CDK9
46060|SP1,7.59042101394769e-09,Homo sapiens,SP1,predicted chromatin regulator,A549,Epithelium,Lung,1,SP1
46365|USF1,7.922581535257933e-09,Homo sapiens,USF1,tf,SK-N-SH_RA,Neuron,Brain,1,USF1
47273|KDM5B,8.656483141411542e-09,Homo sapiens,KDM5B,cr,T47D,Epithelium,Mammary Gland,1,KDM5B
45867|MAZ,9.463660466391133e-09,Homo sapiens,MAZ,tf,IMR90,Fibroblast,Lung,1,MAZ
45764|CHD2,1.0797492788761076e-08,Homo sapiens,CHD2,cr,HeLa-S3,Epithelium,Cervix,1,CHD2
46232|JUND,1.7190444068226896e-08,Homo sapiens,JUND,tf,HepG2,Epithelium,Liver,1,JUND
56961|GTF2B,1.8917390043338145e-08,Homo sapiens,GTF2B,tf,HeLa,Epithelium,Cervix,1,GTF2B
7341|HEY1,1.893033363398189e-08,Homo sapiens,HEY1,tf,HepG2,Epithelium,Liver,1,HEY1
56051|CREB1,1.9588275723680937e-08,Homo sapiens,CREB1,tf,HepG2,Epithelium,Liver,1,CREB1
58937|NRF1,2.626733647259627e-08,Homo sapiens,NRF1,tf,None,Epithelium,None,1,NRF1
64760|POLR2AphosphoS5,2.6291189669791493e-08,Homo sapiens,POLR2AphosphoS5,,None,Neuron,None,1,POLR2AphosphoS5
33197|MAX,2.7319362161382088e-08,Homo sapiens,MAX,tf,U87,None,Brain,1,MAX
46067|FOXA1,3.040552820632314e-08,Homo sapiens,FOXA1,tf,A549,Epithelium,Lung,1,FOXA1
75942|KDM1A,3.164170830904922e-08,Homo sapiens,KDM1A,cr,PC-3M-luc,None,Prostate,1,KDM1A
55493|RUNX1,3.7041085310107746e-08,Homo sapiens,RUNX1,tf,None,Stem cell,Blood,1,RUNX1
36356|POLR2B,3.840797307974597e-08,Homo sapiens,POLR2B,tf,IMR90,Fibroblast,Lung,1,POLR2B
5388|RELA,4.9496755749611765e-08,Homo sapiens,RELA,tf,A549,Epithelium,Lung,1,RELA
50381|NFE2,5.003577141504678e-08,Homo sapiens,NFE2,tf,None,Proerythroblast,Fetal Liver,1,NFE2
48824|MBD2,5.649095824455941e-08,Homo sapiens,MBD2,cr,MCF-7,Epithelium,Breast,1,MBD2
56054|ATF1,5.976370270888154e-08,Homo sapiens,ATF1,tf,HepG2,Epithelium,Liver,1,ATF1
55895|T,5.986163559290603e-08,Homo sapiens,T,tf,None,Fibroblast,None,1,T
46258|TAF1,5.992254642483985e-08,Homo sapiens,TAF1,tf,HepG2,Epithelium,Liver,1,TAF1
63975|GATA4,6.214810938098836e-08,Homo sapiens,GATA4,tf,HepG2,Epithelium,Liver,1,GATA4
75043|E2F1,6.902214466641965e-08,Homo sapiens,E2F1,tf,MDA-MB-231,None,Breast,1,E2F1
36104|ESR1,8.241255905483413e-08,Homo sapiens,ESR1,tf,None,Epithelium,Mammary Gland,1,ESR1
71040|ZNF143,8.62485736163876e-08,Homo sapiens,ZNF143,predicted transcription factor,MCF-7,MCF 7 Cells,None,1,ZNF143
46360|SIN3A,9.012542451225514e-08,Homo sapiens,SIN3A,tf,SK-N-SH,Neuroblastoma cell,Brain,1,SIN3A
46364|YY1,9.107552162435084e-08,Homo sapiens,YY1,tf,SK-N-SH_RA,Neuron,Brain,1,YY1
74052|NKX2-1,9.858295629827651e-08,Homo sapiens,NKX2-1,tf,A549,Epithelium,Lung,1,NKX2-1
68455|USF2,1.2037535884745765e-07,Homo sapiens,USF2,tf,None,Erythroid Cell,None,0,USF2
53324|NELFE,1.3836684209511674e-07,Homo sapiens,NELFE,not sure,HeLa,Epithelium,Cervix,1,NELFE
45781|TBP,1.595777856522318e-07,Homo sapiens,TBP,tf,HeLa-S3,Epithelium,Cervix,1,TBP
72049|MYC,1.753475915577951e-07,Homo sapiens,MYC,tf,Gen2.2,None,None,1,MYC
50412|KLF11,1.7541510571872365e-07,Homo sapiens,KLF11,tf,hMADS-3,Adipocyte,Adipose,1,KLF11
37366|FOXA2,1.8562936632271487e-07,Homo sapiens,FOXA2,tf,A549,Epithelium,Lung,1,FOXA2
72407|PARP1,1.9421217362092236e-07,Homo sapiens,PARP1,not sure,MCF-7,Human Breast Cancer Cell,Breast,1,PARP1
50411|PPARG,2.1569359348605488e-07,Homo sapiens,PPARG,tf,hMADS-3,Adipocyte,Adipose,1,PPARG
52436|WDR5,2.2225966517241957e-07,Homo sapiens,WDR5,cr,HEK293,Epithelium,Embryonic Kidney,1,WDR5
50877|SPI1,2.449539209248286e-07,Homo sapiens,SPI1,predicted transcription factor,None,None,None,1,SPI1
56264|AR,2.687607784102042e-07,Homo sapiens,AR,tf,CWR22Pc,Epithelium,Prostate,1,AR
63552|HES2,2.917691153125901e-07,Homo sapiens,HES2,tf,A549,Epithelium,Lung,1,HES2
55466|NELFA,2.9917262878154105e-07,Homo sapiens,NELFA,not sure,HeLa,Epithelium,Cervix,0,NELFA
45895|CCNT2,3.475954159504191e-07,Homo sapiens,CCNT2,tf,K562,Erythroblast,Bone Marrow,1,CCNT2
63153|CEBPB,3.627256952021263e-07,Homo sapiens,CEBPB,tf,A549,Epithelium,Lung,1,CEBPB
65084|SP2,4.1559998181783797e-07,Homo sapiens,SP2,predicted chromatin regulator,HEK293,Epithelium,Embryonic Kidney,1,SP2
46120|TCF12,4.1836062603106683e-07,Homo sapiens,TCF12,tf,GM12878,B Lymphocyte,Blood,1,TCF12
46127|ELF1,4.411879040988609e-07,Homo sapiens,ELF1,tf,GM12878,B Lymphocyte,Blood,1,ELF1
45874|JUN,4.489715583755327e-07,Homo sapiens,JUN,tf,K562,Erythroblast,Bone Marrow,1,JUN
62715|TFAP4,4.6723971469653236e-07,Homo sapiens,TFAP4,,HepG2,Epithelium,Liver,1,TFAP4
46358|PBX3,4.812521401942327e-07,Homo sapiens,PBX3,tf,SK-N-SH,Neuroblastoma cell,Brain,1,PBX3
64866|ZFX,5.033489054451223e-07,Homo sapiens,ZFX,predicted transcription factor,K562,Erythroblast,Bone Marrow,1,ZFX
47601|KLF5,5.194607317626776e-07,Homo sapiens,KLF5,tf,KATO III,None,Stomach,1,KLF5
50573|MYB,5.495020994339406e-07,Homo sapiens,MYB,tf,None,None,None,1,MYB
46172|REST,6.0038470550694e-07,Homo sapiens,REST,tf,H1,Embryonic Stem Cell,Embryo,1,REST
55513|YAP1,6.082366914017534e-07,Homo sapiens,YAP1,other,IMR90,Fibroblast,Lung,1,YAP1
5570|POLR2M,6.312143790432323e-07,Homo sapiens,POLR2M,tf,HeLa,Epithelium,Cervix,1,POLR2M
53493|SOX9,6.317516964560177e-07,Homo sapiens,SOX9,tf,HT29,Epithelium,Colon,1,SOX9
64946|BHLHE40,6.458961058775081e-07,Homo sapiens,BHLHE40,predicted transcription factor,IMR90,Fibroblast,Lung,1,BHLHE40
32856|TERC,6.688178386116128e-07,Homo sapiens,TERC,other,HeLa,Epithelium,Cervix,1,TERC
46333|FOXP2,6.963905687107363e-07,Homo sapiens,FOXP2,tf,PFSK-1,Neuron,Brain,1,FOXP2
64798|CREM,8.123473834165118e-07,Homo sapiens,CREM,tf,HepG2,Epithelium,Liver,1,CREM
41289|STAT1,8.245817898488994e-07,Homo sapiens,STAT1,tf,None,Monocyte,Blood,1,STAT1
45898|E2F6,9.210516997426588e-07,Homo sapiens,E2F6,tf,K562,Erythroblast,Bone Marrow,0,E2F6
55543|RAG2,1.063213357410664e-06,Homo sapiens,RAG2,cr,None,Thymocyte,None,1,RAG2
74202|BRD2,1.1116894159668433e-06,Homo sapiens,BRD2,predicted chromatin regulator,None,None,Pontine,1,BRD2
2916|ERG,1.1601606762501326e-06,Homo sapiens,ERG,other,VCaP,Epithelium,Prostate,1,ERG
76520|BPTF,1.2738105004683753e-06,Homo sapiens,BPTF,tf,None,Erythroid Cell,None,1,BPTF
65110|SP4,1.277220791073841e-06,Homo sapiens,SP4,tf,HEK293,Epithelium,Embryonic Kidney,1,SP4
52158|FAIRE,1.3515589681878382e-06,Homo sapiens,FAIRE,other,None,Macrophage,None,1,FAIRE
