,0,TF
42179|MITF,3.1820978414846925e-19,MITF
9509|TFAP2C,8.196270401996136e-19,TFAP2C
53593|MED1,1.4354517862901034e-17,MED1
52092|TP53,3.1892972456064145e-17,TP53
65084|SP2,1.78450528421686e-16,SP2
38742|NFATC1,2.6637986468991557e-16,NFATC1
1314|PHF8,2.7679999596071305e-16,PHF8
49481|RPE,3.952198048456417e-16,RPE
58937|NRF1,1.3085144644391911e-15,NRF1
62535|BCL3,2.833298606033668e-15,BCL3
65151|SP1,4.3803402636454324e-15,SP1
39025|BRD4,8.237783933007745e-15,BRD4
55895|T,8.624626518285314e-15,T
65110|SP4,1.2715886204177622e-14,SP4
64760|POLR2AphosphoS5,2.635075078408103e-13,POLR2AphosphoS5
7341|HEY1,2.85772252678453e-13,HEY1
36362|GTF2B,3.226261325010256e-13,GTF2B
47273|KDM5B,3.4491910576424737e-13,KDM5B
46067|FOXA1,4.2795179495509127e-13,FOXA1
36356|POLR2B,5.529787313902709e-13,POLR2B
53324|NELFE,6.434085799662381e-13,NELFE
40227|CDK9,7.255556371858974e-13,CDK9
36104|ESR1,7.390607507741344e-13,ESR1
45781|TBP,7.695985629560688e-13,TBP
71040|ZNF143,7.72079390251421e-13,ZNF143
46172|REST,9.296720466208862e-13,REST
56054|ATF1,1.3300669855452855e-12,ATF1
72049|MYC,1.3473866013828259e-12,MYC
74052|NKX2-1,1.639398980797235e-12,NKX2-1
45764|CHD2,1.764532220772307e-12,CHD2
65197|KLF15,2.0208039999262597e-12,KLF15
32856|TERC,2.2714221637767566e-12,TERC
74909|POLR3D,2.899444864347034e-12,POLR3D
48824|MBD2,2.941706052350825e-12,MBD2
75942|KDM1A,3.316433635469004e-12,KDM1A
55466|NELFA,3.814693655056414e-12,NELFA
74155|NR3C1,3.908853803793106e-12,NR3C1
46108|TAF1,4.296727319536631e-12,TAF1
50414|KLF11,5.194112554744094e-12,KLF11
46365|USF1,5.515332962657142e-12,USF1
55493|RUNX1,6.4252503394798456e-12,RUNX1
44333|E2F1,6.807457525064957e-12,E2F1
63975|GATA4,6.95532927046306e-12,GATA4
36226|DCP1A,7.2318404271022455e-12,DCP1A
8821|SAP30,8.443946411954208e-12,SAP30
52436|WDR5,9.340277183683055e-12,WDR5
46360|SIN3A,9.61153345374562e-12,SIN3A
