,pval,species,factor,factor_type,cell_line,cell_type,tissue,qc,TF
9509|TFAP2C,7.845286806904047e-12,Homo sapiens,TFAP2C,predicted transcription factor,MDA-MB-453,Epithelium,Mammary Gland,1,TFAP2C
62535|BCL3,6.573141796456523e-11,Homo sapiens,BCL3,tf,A549,Epithelium,Lung,1,BCL3
39025|BRD4,1.665895386376993e-10,Homo sapiens,BRD4,cr,U87,None,Brain,1,BRD4
53593|MED1,1.840648821737056e-10,Homo sapiens,MED1,predicted transcription factor,None,Adipocyte,None,1,MED1
49481|RPE,1.853821565853417e-10,Homo sapiens,RPE,other,None,Retinal pigment cell,None,1,RPE
69216|BIRA,4.999715088401927e-10,Homo sapiens,BIRA,not sure,BJAB,GCB DLBCL cells,None,0,BIRA
38742|NFATC1,5.128683669344047e-10,Homo sapiens,NFATC1,tf,None,Endothelial Cell,Umbilical Vein,1,NFATC1
42179|MITF,7.444691836100643e-10,Homo sapiens,MITF,tf,COLO-829,Fibroblast,Skin,1,MITF
1314|PHF8,1.4189216754730625e-09,Homo sapiens,PHF8,cr,HeLa,Epithelium,Cervix,1,PHF8
52091|TP53,1.7861283704440226e-09,Homo sapiens,TP53,predicted transcription factor,IMR90,Fibroblast,Lung,1,TP53
40227|CDK9,2.2679495052798687e-09,Homo sapiens,CDK9,tf,None,B Lymphocyte,Blood,1,CDK9
46060|SP1,2.530183230768893e-09,Homo sapiens,SP1,predicted chromatin regulator,A549,Epithelium,Lung,1,SP1
46365|USF1,2.640867758550275e-09,Homo sapiens,USF1,tf,SK-N-SH_RA,Neuron,Brain,1,USF1
47273|KDM5B,2.885637887973001e-09,Homo sapiens,KDM5B,cr,T47D,Epithelium,Mammary Gland,1,KDM5B
45867|MAZ,3.154560540060015e-09,Homo sapiens,MAZ,tf,IMR90,Fibroblast,Lung,1,MAZ
45764|CHD2,3.5992178060824907e-09,Homo sapiens,CHD2,cr,HeLa-S3,Epithelium,Cervix,1,CHD2
46232|JUND,5.730165961045055e-09,Homo sapiens,JUND,tf,HepG2,Epithelium,Liver,1,JUND
56961|GTF2B,6.305932399093115e-09,Homo sapiens,GTF2B,tf,HeLa,Epithelium,Cervix,1,GTF2B
7341|HEY1,6.310423559010269e-09,Homo sapiens,HEY1,tf,HepG2,Epithelium,Liver,1,HEY1
56051|CREB1,6.529514832996454e-09,Homo sapiens,CREB1,tf,HepG2,Epithelium,Liver,1,CREB1
64760|POLR2AphosphoS5,8.764606440196234e-09,Homo sapiens,POLR2AphosphoS5,,None,Neuron,None,1,POLR2AphosphoS5
58937|NRF1,8.771760960998061e-09,Homo sapiens,NRF1,tf,None,Epithelium,None,1,NRF1
33197|MAX,9.106556615582818e-09,Homo sapiens,MAX,tf,U87,None,Brain,1,MAX
46067|FOXA1,1.0136294006365138e-08,Homo sapiens,FOXA1,tf,A549,Epithelium,Lung,1,FOXA1
75942|KDM1A,1.0547638342299997e-08,Homo sapiens,KDM1A,cr,PC-3M-luc,None,Prostate,1,KDM1A
55493|RUNX1,1.2347350479163802e-08,Homo sapiens,RUNX1,tf,None,Stem cell,Blood,1,RUNX1
36356|POLR2B,1.2803950333963787e-08,Homo sapiens,POLR2B,tf,IMR90,Fibroblast,Lung,1,POLR2B
5388|RELA,1.64993389580908e-08,Homo sapiens,RELA,tf,A549,Epithelium,Lung,1,RELA
50381|NFE2,1.6678815241191266e-08,Homo sapiens,NFE2,tf,None,Proerythroblast,Fetal Liver,1,NFE2
48824|MBD2,1.883169801662018e-08,Homo sapiens,MBD2,cr,MCF-7,Epithelium,Breast,1,MBD2
56054|ATF1,1.992496673531581e-08,Homo sapiens,ATF1,tf,HepG2,Epithelium,Liver,1,ATF1
46258|TAF1,1.9974825406650856e-08,Homo sapiens,TAF1,tf,HepG2,Epithelium,Liver,1,TAF1
55895|T,1.9992389498179893e-08,Homo sapiens,T,tf,None,Fibroblast,None,1,T
63975|GATA4,2.071722162850817e-08,Homo sapiens,GATA4,tf,HepG2,Epithelium,Liver,1,GATA4
75043|E2F1,2.300882928463524e-08,Homo sapiens,E2F1,tf,MDA-MB-231,None,Breast,1,E2F1
36104|ESR1,2.7483150931794184e-08,Homo sapiens,ESR1,tf,None,Epithelium,Mammary Gland,1,ESR1
71040|ZNF143,2.876079207676143e-08,Homo sapiens,ZNF143,predicted transcription factor,MCF-7,MCF 7 Cells,None,1,ZNF143
46360|SIN3A,3.0044154901998454e-08,Homo sapiens,SIN3A,tf,SK-N-SH,Neuroblastoma cell,Brain,1,SIN3A
46364|YY1,3.0358636938036616e-08,Homo sapiens,YY1,tf,SK-N-SH_RA,Neuron,Brain,1,YY1
74052|NKX2-1,3.2884929490579646e-08,Homo sapiens,NKX2-1,tf,A549,Epithelium,Lung,1,NKX2-1
