,pval,species,factor,factor_type,cell_line,cell_type,tissue,qc,TF
67458|E2F1,7.165460571161098e-13,Homo sapiens,E2F1,tf,None,Mesenchymal Stem Cell,Umbilical Cord,1,E2F1
45752|E2F4,1.2956616609694231e-12,Homo sapiens,E2F4,tf,HeLa-S3,Epithelium,Cervix,1,E2F4
1874|RBL2,1.1960865548695776e-09,Homo sapiens,RBL2,both predicted transcription factor and chromatin regulator,IMR90,Fibroblast,Lung,1,RBL2
58074|KDM2B,1.531401177791084e-09,Homo sapiens,KDM2B,cr,None,Myeloid Cell,None,0,KDM2B
57090|TRIM28,2.00123699470871e-09,Homo sapiens,TRIM28,cr,HCT-116,None,Colon,1,TRIM28
73697|PAF1,3.9183831865003575e-09,Homo sapiens,PAF1,not sure,SEM,B Lymphocyte,None,1,PAF1
59170|SETD1A,6.041603363892199e-09,Homo sapiens,SETD1A,predicted chromatin regulator,SEM,Pre-B Lymphocyte,None,1,SETD1A
56537|YAP1,9.715140089801931e-09,Homo sapiens,YAP1,other,HuCCT1,None,None,0,YAP1
52218|EBNA3A,9.931700462373471e-09,Homo sapiens,EBNA3A,other,HEK293T,Epithelium,Embryonic Kidney,0,EBNA3A
73970|ZNF202,1.4913023121903943e-08,Homo sapiens,ZNF202,,293T,None,None,1,ZNF202
65120|ZBTB26,1.6343653681917654e-08,Homo sapiens,ZBTB26,,HEK293,Epithelium,Embryonic Kidney,1,ZBTB26
69202|TRIM24,1.8293836970816882e-08,Homo sapiens,TRIM24,both predicted transcription factor and chromatin regulator,LNCaP,Epithelium,Prostate,0,TRIM24
37584|TBP,1.9718697382411168e-08,Homo sapiens,TBP,tf,ME-1,Leukemia Cell,None,1,TBP
43684|KDM4C,2.624580774528103e-08,Homo sapiens,KDM4C,cr,KYSE-150,Epitheloid Cell,Esophagus,1,KDM4C
58936|NRF1,2.8260134499114703e-08,Homo sapiens,NRF1,tf,None,Epithelium,None,1,NRF1
55465|NELFA,2.888235493609992e-08,Homo sapiens,NELFA,not sure,HeLa,Epithelium,Cervix,1,NELFA
64981|PATZ1,5.968549758161724e-08,Homo sapiens,PATZ1,tf,HEK293,Epithelium,Embryonic Kidney,1,PATZ1
77535|TFDP1,9.994846294147958e-08,Homo sapiens,TFDP1,tf,MM1.S,B Lymphocyte,Blood,1,TFDP1
52432|WDR5,1.0356377608752353e-07,Homo sapiens,WDR5,cr,HEK293,Epithelium,Embryonic Kidney,1,WDR5
37607|CBFB,1.0657991698962527e-07,Homo sapiens,CBFB,predicted transcription factor,ME-1,Leukemia Cell,None,1,CBFB
34318|MYC,1.1252778667443845e-07,Homo sapiens,MYC,tf,HEK293T,Epithelium,Embryonic Kidney,1,MYC
36356|POLR2B,1.2467356511444564e-07,Homo sapiens,POLR2B,tf,IMR90,Fibroblast,Lung,1,POLR2B
69873|AFF4,1.4674764469844435e-07,Homo sapiens,AFF4,tf,None,Th1,None,1,AFF4
1314|PHF8,1.8970670182331824e-07,Homo sapiens,PHF8,cr,HeLa,Epithelium,Cervix,1,PHF8
46360|SIN3A,1.963716359282161e-07,Homo sapiens,SIN3A,tf,SK-N-SH,Neuroblastoma cell,Brain,1,SIN3A
37608|MYH11,2.2878099171714297e-07,Homo sapiens,MYH11,not sure,ME-1,Leukemia Cell,None,1,MYH11
65084|SP2,2.3906551192256717e-07,Homo sapiens,SP2,predicted chromatin regulator,HEK293,Epithelium,Embryonic Kidney,1,SP2
46214|EGR1,2.445275202284392e-07,Homo sapiens,EGR1,tf,HCT-116,None,Colon,1,EGR1
42720|HOXA4,2.78200412240761e-07,Homo sapiens,HOXA4,tf,LoVo,None,Colon,1,HOXA4
69870|BRD4,2.841601119644801e-07,Homo sapiens,BRD4,cr,None,Th1,None,1,BRD4
63525|ZFP2,3.6845110170418615e-07,Homo sapiens,ZFP2,,HEK293,Epithelium,Embryonic Kidney,1,ZFP2
73716|KMT2A,3.689201585329137e-07,Homo sapiens,KMT2A,not sure,SEM,B Lymphocyte,None,1,KMT2A
73453|T,3.768040769952599e-07,Homo sapiens,T,tf,None,Th1,None,1,T
72352|RUNX1,3.886622692091844e-07,Homo sapiens,RUNX1,tf,Kasumi-1,Acute myeloid leukemia,None,1,RUNX1
73713|AFF1,3.917872241348368e-07,Homo sapiens,AFF1,tf,SEM,B Lymphocyte,None,1,AFF1
45661|MAZ,3.984911070468871e-07,Homo sapiens,MAZ,tf,GM12878,B Lymphocyte,Blood,1,MAZ
37057|FLI1,4.102755271621284e-07,Homo sapiens,FLI1,tf,U937,None,Pleura,1,FLI1
37596|TAL1,4.868436749867979e-07,Homo sapiens,TAL1,tf,ME-1,Leukemia Cell,None,1,TAL1
67711|CREB1,5.431931902903363e-07,Homo sapiens,CREB1,tf,LNCaP,Epithelium,Prostate,1,CREB1
55393|SPI1,5.453649174901693e-07,Homo sapiens,SPI1,predicted transcription factor,786-O,Epithelium,Kidney,0,SPI1
36845|AR,5.533836940770678e-07,Homo sapiens,AR,tf,MDA-MB-453,Epithelium,Mammary Gland,1,AR
67768|NFE2,5.868840332372692e-07,Homo sapiens,NFE2,tf,F5,Erythroid Progenitor Cell,Fetal Liver,1,NFE2
65111|SP4,6.510387017606371e-07,Homo sapiens,SP4,tf,HEK293,Epithelium,Embryonic Kidney,1,SP4
46343|NFIC,6.618217940661637e-07,Homo sapiens,NFIC,tf,SK-N-SH,Neuroblastoma cell,Brain,1,NFIC
48827|MBD2,7.178236265310873e-07,Homo sapiens,MBD2,cr,MCF-7,Epithelium,Breast,1,MBD2
45866|MXI1,7.658243245312549e-07,Homo sapiens,MXI1,tf,IMR90,Fibroblast,Lung,1,MXI1
53256|FOXM1,7.883377385858902e-07,Homo sapiens,FOXM1,tf,HEK293,Epithelium,Embryonic Kidney,1,FOXM1
76682|ASXL1,8.24885227886989e-07,Homo sapiens,ASXL1,tf,HEK293,None,None,1,ASXL1
69874|RELA,8.625288009770222e-07,Homo sapiens,RELA,tf,None,Th1,None,1,RELA
72913|HDAC2,9.857387246644616e-07,Homo sapiens,HDAC2,cr,None,Cardiomyocyte,None,1,HDAC2
42712|E2F3,9.90507334112203e-07,Homo sapiens,E2F3,tf,LoVo,None,Colon,1,E2F3
36141|TP63,1.0297326874537788e-06,Homo sapiens,TP63,predicted transcription factor,None,Keratinocyte,None,0,TP63
45714|TCF7L2,1.1141909723383735e-06,Homo sapiens,TCF7L2,tf,HCT-116,None,Colon,1,TCF7L2
65197|KLF15,1.2294800766050623e-06,Homo sapiens,KLF15,tf,HEK293,Epithelium,Embryonic Kidney,1,KLF15
65146|ZBTB14,1.4043066325580788e-06,Homo sapiens,ZBTB14,,HEK293,Epithelium,Embryonic Kidney,1,ZBTB14
53593|MED1,1.4264495485809756e-06,Homo sapiens,MED1,predicted transcription factor,None,Adipocyte,None,1,MED1
46202|ELF1,1.7248067490240799e-06,Homo sapiens,ELF1,tf,HCT-116,None,Colon,1,ELF1
53347|CDK9,1.7548859440528724e-06,Homo sapiens,CDK9,tf,HeLa,Epithelium,Cervix,1,CDK9
37635|ERG,1.851476312469809e-06,Homo sapiens,ERG,other,K562,Erythroblast,Bone Marrow,0,ERG
34078|CDK8,2.1453758092682783e-06,Homo sapiens,CDK8,tf,None,Epithelium,Colon,1,CDK8
46116|PAX5,2.162757716003361e-06,Homo sapiens,PAX5,tf,GM12878,B Lymphocyte,Blood,1,PAX5
46221|TAF1,2.2222314119937507e-06,Homo sapiens,TAF1,tf,HeLa-S3,Epithelium,Cervix,1,TAF1
45421|RBBP5,2.3030994903829153e-06,Homo sapiens,RBBP5,cr,K562,Erythroblast,Bone Marrow,1,RBBP5
49461|598-SKD,2.380750254486919e-06,Homo sapiens,598-SKD,other,MCF-7,Epithelium,Breast,1,598-SKD
45764|CHD2,3.0437553176702207e-06,Homo sapiens,CHD2,cr,HeLa-S3,Epithelium,Cervix,1,CHD2
2095|NFYB,3.1347697595485814e-06,Homo sapiens,NFYB,tf,K562,Erythroblast,Bone Marrow,1,NFYB
52207|IL1RN,3.2299946674376177e-06,Homo sapiens,IL1RN,other,HEK293T,Epithelium,Embryonic Kidney,0,IL1RN
46364|YY1,3.335419921738652e-06,Homo sapiens,YY1,tf,SK-N-SH_RA,Neuron,Brain,1,YY1
37129|HSF1,3.425923143714518e-06,Homo sapiens,HSF1,tf,None,Epithelium,Mammary Gland,1,HSF1
64092|KLF8,3.6435685714912314e-06,Homo sapiens,KLF8,,HEK293,Epithelium,Embryonic Kidney,1,KLF8
45895|CCNT2,3.659422642860704e-06,Homo sapiens,CCNT2,tf,K562,Erythroblast,Bone Marrow,1,CCNT2
70816|SP1,4.2173694871775385e-06,Homo sapiens,SP1,predicted chromatin regulator,HCT-116,Colon cancer cell,Colon,1,SP1
63825|GLIS2,4.526002579870532e-06,Homo sapiens,GLIS2,tf,HEK293,Epithelium,Embryonic Kidney,1,GLIS2
75287|ZBTB48,4.574185132961387e-06,Homo sapiens,ZBTB48,,HeLa,None,None,1,ZBTB48
50412|KLF11,4.587799553159489e-06,Homo sapiens,KLF11,tf,hMADS-3,Adipocyte,Adipose,1,KLF11
42708|ATF2,4.936559519689345e-06,Homo sapiens,ATF2,predicted transcription factor,LoVo,None,Colon,1,ATF2
58809|MAF,5.437947271378344e-06,Homo sapiens,MAF,tf,None,Th2,None,1,MAF
50565|MYB,5.619058086176146e-06,Homo sapiens,MYB,tf,Jurkat,T Lymphocyte,Blood,1,MYB
36765|NOTCH1,6.033577921809117e-06,Homo sapiens,NOTCH1,both predicted transcription factor and chromatin regulator,HPB-ALL,T Lymphocyte,Blood,1,NOTCH1
45920|HMGN3,6.449975684278936e-06,Homo sapiens,HMGN3,tf,K562,Erythroblast,Bone Marrow,1,HMGN3
68456|USF1,6.621012702090142e-06,Homo sapiens,USF1,tf,None,Erythroid Cell,None,1,USF1
33988|TET3,6.642510255407055e-06,Homo sapiens,TET3,cr,HEK293T,Epithelium,Embryonic Kidney,1,TET3
74906|POLR3D,6.714777233614232e-06,Homo sapiens,POLR3D,tf,THP-1,Macrophage,None,1,POLR3D
64772|SUPT5H,6.895137600888866e-06,Homo sapiens,SUPT5H,tf,K562,Erythroblast,Bone Marrow,1,SUPT5H
32814|MAX,7.075837406059756e-06,Homo sapiens,MAX,tf,P493-6,B cell lymphoma,None,1,MAX
49949|KLF9,7.1500830193350005e-06,Homo sapiens,KLF9,tf,GBM1A,Glioblastoma Stem Cell,None,1,KLF9
49416|RB1,7.251137795503665e-06,Homo sapiens,RB1,tf,IMR90,Fibroblast,Lung,1,RB1
52092|TP53,7.272766877156508e-06,Homo sapiens,TP53,predicted transcription factor,IMR90,Fibroblast,Lung,1,TP53
8658|HDAC1,7.3888262179567745e-06,Homo sapiens,HDAC1,cr,VCaP,Epithelium,Prostate,1,HDAC1
70759|OGT,7.511700151127743e-06,Homo sapiens,OGT,other,HEK293,HEK 293 Cell Line,None,1,OGT
65123|ZFP64,8.064988513671613e-06,Homo sapiens,ZFP64,,HEK293,Epithelium,Embryonic Kidney,1,ZFP64
70731|FOXK1,8.137980683102029e-06,Homo sapiens,FOXK1,tf,HEK293,HEK 293 Cell Line,None,1,FOXK1
64552|HIC1,8.330372633475505e-06,Homo sapiens,HIC1,,HEK293,Epithelium,Embryonic Kidney,1,HIC1
45961|UBTF,8.48814701001021e-06,Homo sapiens,UBTF,tf,K562,Erythroblast,Bone Marrow,1,UBTF
56961|GTF2B,8.491374044063745e-06,Homo sapiens,GTF2B,tf,HeLa,Epithelium,Cervix,1,GTF2B
53630|STAT5B,9.431151103193624e-06,Homo sapiens,STAT5B,tf,None,T Lymphocyte,Blood,1,STAT5B
63035|PRDM10,9.570505353768607e-06,Homo sapiens,PRDM10,,HEK293,Epithelium,Embryonic Kidney,1,PRDM10
35046|ESR1,1.01731317509984e-05,Homo sapiens,ESR1,tf,MCF-7,Epithelium,Breast,1,ESR1
64298|NFE2L2,1.0596247246851724e-05,Homo sapiens,NFE2L2,tf,HeLa-S3,Epithelium,Cervix,1,NFE2L2
77146|ZNF284,1.0627041361154642e-05,Homo sapiens,ZNF284,tf,293T,None,None,1,ZNF284
36234|XRN2,1.1500253305339005e-05,Homo sapiens,XRN2,not sure,HEK293,Epithelium,Embryonic Kidney,1,XRN2
70093|TET2,1.1530964476382615e-05,Homo sapiens,TET2,cr,293T,None,None,1,TET2
42637|CREBBP,1.20201579172109e-05,Homo sapiens,CREBBP,cr,HEK293,Epithelium,Embryonic Kidney,1,CREBBP
63295|ZNF335,1.2058943858602575e-05,Homo sapiens,ZNF335,tf,HEK293,Epithelium,Embryonic Kidney,1,ZNF335
64648|ZNF639,1.2261836311697556e-05,Homo sapiens,ZNF639,tf,K562,Erythroblast,Bone Marrow,1,ZNF639
46052|NR3C1,1.2556748025536718e-05,Homo sapiens,NR3C1,tf,A549,Epithelium,Lung,0,NR3C1
38591|E2F7,1.2593399539180585e-05,Homo sapiens,E2F7,tf,IMR90,Fibroblast,Lung,1,E2F7
47601|KLF5,1.3303077459988694e-05,Homo sapiens,KLF5,tf,KATO III,None,Stomach,1,KLF5
46377|REST,1.3532036381962515e-05,Homo sapiens,REST,tf,U87,None,Brain,1,REST
45762|CEBPB,1.3877227538886664e-05,Homo sapiens,CEBPB,tf,HeLa-S3,Epithelium,Cervix,1,CEBPB
46140|TCF7L1,1.4137918269607705e-05,Homo sapiens,TCF7L1,tf,GM12878,B Lymphocyte,Blood,1,TCF7L1
45776|E2F6,1.4324672199791867e-05,Homo sapiens,E2F6,tf,HeLa-S3,Epithelium,Cervix,1,E2F6
41572|ING2,1.4446190418674686e-05,Homo sapiens,ING2,predicted chromatin regulator,RKO,Epithelium,Colon,1,ING2
63536|ZEB2,1.451990690260227e-05,Homo sapiens,ZEB2,,HEK293,Epithelium,Embryonic Kidney,1,ZEB2
49036|ERCC6,1.4979853352435198e-05,Homo sapiens,ERCC6,predicted chromatin regulator,None,Fibroblast,Skin,1,ERCC6
