,coefficients,cell_line,cell_type,tissue
40872,-2.337626005594247,,T Lymphocyte,Blood
45072,1.936284491336519,,Th1,Blood
45000,-0.9645384743355381,,Fibroblast,Lung
44962,-0.7132992046078402,HepG2,Epithelium,Liver
64049,0.6997211786024549,HAP-1,,
64574,0.534542110586077,K562,Erythroblast,
45028,0.5286407899304428,M059J,Glial Cell,Brain
45024,0.49321910148899606,LHCN-M2,Myoblast,Skeletal Muscle
64337,0.3593142769739299,K562,Erythroblast,
45067,0.23504656796224,SK-N-SH_RA,Neuron,Brain
