,pval,species,factor,factor_type,cell_line,cell_type,tissue,qc
45752|E2F4,1.7740198845185476e-10,Homo sapiens,E2F4,tf,HeLa-S3,Epithelium,Cervix,1
65186|EGR3,7.629905558353505e-10,Homo sapiens,EGR3,,HEK293,Epithelium,Embryonic Kidney,1
45754|E2F1,1.3820244185262135e-09,Homo sapiens,E2F1,tf,HeLa-S3,Epithelium,Cervix,1
33459|ERG,5.029231093361212e-09,Homo sapiens,ERG,other,None,Hematopoietic Cell,None,1
58936|NRF1,5.171959779840899e-09,Homo sapiens,NRF1,tf,None,Epithelium,None,1
58940|NRF1,1.931137208561504e-08,Homo sapiens,NRF1,tf,HCC1954,Epithelium,Mammary Gland,1
44321|E2F1,2.4149599881871438e-08,Homo sapiens,E2F1,tf,LNCaP,Epithelium,Prostate,0
44325|E2F1,3.7926089437713636e-08,Homo sapiens,E2F1,tf,LNCaP,Epithelium,Prostate,1
43684|KDM4C,4.363857268544898e-08,Homo sapiens,KDM4C,cr,KYSE-150,Epitheloid Cell,Esophagus,1
76682|ASXL1,6.62285650481704e-08,Homo sapiens,ASXL1,tf,HEK293,None,None,1
3225|E2F4,7.667044971272456e-08,Homo sapiens,E2F4,tf,None,Adipocyte,Adipose,1
55465|NELFA,9.578160045018464e-08,Homo sapiens,NELFA,not sure,HeLa,Epithelium,Cervix,1
58937|NRF1,1.0698962159104435e-07,Homo sapiens,NRF1,tf,None,Epithelium,None,1
41481|E2F1,1.8646063959823296e-07,Homo sapiens,E2F1,tf,OCI-Ly1,B cell lymphoma,Bone Marrow,1
37604|CBFB,5.530889290253867e-07,Homo sapiens,CBFB,predicted transcription factor,ME-1,Leukemia Cell,None,1
58939|NRF1,6.039716995728413e-07,Homo sapiens,NRF1,tf,HCC1954,Epithelium,Mammary Gland,1
44333|E2F1,6.437752251320084e-07,Homo sapiens,E2F1,tf,LNCaP,Epithelium,Prostate,1
1314|PHF8,6.48924601904328e-07,Homo sapiens,PHF8,cr,HeLa,Epithelium,Cervix,1
65146|ZBTB14,7.427679327564872e-07,Homo sapiens,ZBTB14,,HEK293,Epithelium,Embryonic Kidney,1
37608|MYH11,7.666746780725911e-07,Homo sapiens,MYH11,not sure,ME-1,Leukemia Cell,None,1
2280|E2F1,7.850884188716956e-07,Homo sapiens,E2F1,tf,MCF-7,Epithelium,Breast,1
70860|E2F1,8.297218591300218e-07,Homo sapiens,E2F1,tf,hTERT-RPE1,Epithelium,None,1
67456|E2F1,9.410839554921741e-07,Homo sapiens,E2F1,tf,None,Mesenchymal Stem Cell,Umbilical Cord,1
36299|BRD4,1.002017947039754e-06,Homo sapiens,BRD4,cr,None,Embryonic Stem Cell,Embryo,0
44317|E2F1,1.0178336062016683e-06,Homo sapiens,E2F1,tf,LNCaP,Epithelium,Prostate,1
46000|E2F4,1.0835275213580987e-06,Homo sapiens,E2F4,tf,MCF-10A,Epithelium,Breast,1
70810|MYC,1.0920200673085183e-06,Homo sapiens,MYC,tf,HCT-116,Colon cancer cell,Colon,1
64761|POLR2AphosphoS5,1.3893800480507926e-06,Homo sapiens,POLR2AphosphoS5,,None,Neuron,None,1
44332|E2F1,1.489351544092816e-06,Homo sapiens,E2F1,tf,LNCaP,Epithelium,Prostate,1
70806|MYC,1.5359659357466627e-06,Homo sapiens,MYC,tf,HCT-116,Colon cancer cell,Colon,0
65197|KLF15,1.5359659357466627e-06,Homo sapiens,KLF15,tf,HEK293,Epithelium,Embryonic Kidney,1
70815|SP1,1.5718418521970814e-06,Homo sapiens,SP1,predicted chromatin regulator,HCT-116,Colon cancer cell,Colon,1
76964|CNOT3,1.5962041987469999e-06,Homo sapiens,CNOT3,tf,HCT-116,Colorectal cancer cell line,None,1
64621|NRF1,1.6843565469654702e-06,Homo sapiens,NRF1,tf,K562,Erythroblast,Bone Marrow,1
37583|ERG,1.7368059546024988e-06,Homo sapiens,ERG,other,ME-1,Leukemia Cell,None,1
46298|EGR1,1.7636144391673527e-06,Homo sapiens,EGR1,tf,K562,Erythroblast,Bone Marrow,1
65084|SP2,1.7908194392784066e-06,Homo sapiens,SP2,predicted chromatin regulator,HEK293,Epithelium,Embryonic Kidney,1
