Transcription Factor,1st Sample p-value,2nd Sample p-value,3rd Sample p-value,4th Sample p-value,5th Sample p-value
WT1,M01118;5.07E-08,,,,
Tcfap2c,UP00087;5.69E-08,,,,
ZNF219,M01122;6.30E-08,,,,
Rest,MC00125;6.31E-08,,,,
Ctcf,MC00187;8.35E-08,,,,
TEAD2,M00695;8.64E-08,,,,
Egr2,MC00430;9.37E-08,,,,
SMAD4,M00733;1.22E-07,MC00392;9.21E-04,,,
Tcfap2e,UP00028;1.25E-07,,,,
Egr3,MS00789;1.31E-07,,,,
ZFP42,M01744;1.48E-07,,,,
Zscan10,M01742;1.56E-07,,,,
Tcfcp2l1,MA0145;1.68E-07,,,,
E2F1,MC00182;1.77E-07,MS00815;3.20E-06,,,
TBX2,MS00211;1.82E-07,MS00213;4.60E-01,,,
HIF1A,MC00316;1.83E-07,,,,
HEY1,MS00258;1.86E-07,,,,
Rara,MC00252;1.91E-07,MS00698;7.87E-01,,,
PAX3,M00327;2.11E-07,MS00119;9.94E-01,,,
SREBF2,M01177;2.22E-07,MS00281;6.37E-02,,,
Mycn,MC00532;2.26E-07,,,,
SP2,M01783;2.31E-07,,,,
AHR,M00139;2.42E-07,,,,
CENPB,MS00534;2.55E-07,,,,
E2F6,MC00254;2.68E-07,M01252;2.27E-02,,,
TFCP2L1,M01592;2.73E-07,,,,
ERG,MS00848;2.83E-07,MC00168;4.37E-04,,,
HEY2,MS00260;2.89E-07,,,,
Zfx,MC00328;2.93E-07,,,,
HINFP1,MS00079;3.13E-07,MS00090;3.67E-07,,,
Max,MC00461;3.30E-07,,,,
Tbx3,MC00221;3.52E-07,,,,
Tcfap2a,MS00240;3.66E-07,MS00239;3.28E-06,MS00241;1.26E-04,,
PATZ1,M00491;3.90E-07,,,,
ZNF143,MC00391;3.97E-07,,,,
Trp53,MC00377;4.02E-07,,,,
GLIS1,MS00024;4.09E-07,,,,
Klf4,MC00109;4.40E-07,,,,
Tcfap2b,UP00010;4.41E-07,,,,
FLI1,MS00027;4.52E-07,MC00398;1.96E-01,,,
BRCA1,MC00299;4.70E-07,,,,
Etv6,UP00418;4.81E-07,,,,
VDR,MC00412;4.96E-07,M00961;2.56E-06,M00444;5.46E-05,,
Zfp740,MS00512;5.64E-07,,,,
TCF4,MS00285;5.80E-07,MC00219;9.02E-01,,,
EPAS1,MC00224;6.30E-07,,,,
ZNF740,MS00445;7.97E-07,,,,
CTCF,MC00128;8.29E-07,,,,
NFIX,MS00115;9.12E-07,MS00822;3.44E-05,,,
MYC,MC00394;1.03E-06,,,,
GLI2,MS00843;1.04E-06,,,,
MAZ,M00649;1.05E-06,,,,
SMAD3,UP00000;1.11E-06,MC00503;3.20E-03,MS00080;1.56E-01,,
TFAP2A,MS00227;1.11E-06,MC00530;5.01E-05,,,
KLF15,M01714;1.23E-06,,,,
ARNT,MC00262;1.35E-06,,,,
TFAP2B,MS00229;1.47E-06,MS00228;1.67E-06,MS00230;1.79E-05,,
GMEB2,MS00183;1.86E-06,MS00182;1.52E-02,MS00721;9.76E-02,,
NFKB2,MS00111;1.88E-06,,,,
GLIS3,MS00046;1.99E-06,,,,
Mxi1,MC00373;2.16E-06,,,,
Pax5,MC00257;2.17E-06,,,,
HINFP,MA0131;2.39E-06,,,,
BCL6,MC00386;2.39E-06,M01171;1.06E-01,,,
ELK4,MC00207;3.10E-06,,,,
NR1H3,M00647;3.28E-06,,,,
RFX4,UP00056;3.85E-06,,,,
Klf1,MC00110;3.93E-06,,,,
ETS1,MC00278;4.29E-06,MS00851;2.29E-03,,,
GCM2,MS00050;4.34E-06,,,,
MAFK,MS00331;4.40E-06,MS00330;7.40E-01,,,
KLF12,M00468;5.83E-06,,,,
ZNF423,M00467;6.73E-06,,,,
GABPB1,M00341;7.30E-06,,,,
ZBTB49,MS00727;7.47E-06,,,,
HES5,MS00255;8.10E-06,,,,
Mafb,MS00335;8.68E-06,MS00333;1.58E-04,,,
Nfic,MC00475;9.79E-06,,,,
NHLH1,MS00274;1.03E-05,,,,
GTF2IRD1,M01241;1.04E-05,M01229;6.69E-02,,,
TP53,MC00359;1.11E-05,,,,
Hic1,MS00101;1.13E-05,,,,
ZNF711,MC00477;1.14E-05,,,,
REST,MC00174;1.20E-05,,,,
PAX2,MS00118;1.30E-05,MA0067;2.37E-04,M00486;2.98E-03,,
HNF4A,UP00066;1.32E-05,MC00432;6.86E-02,,,
ELF2,UP00404;1.47E-05,,,,
GABPA,MC00367;1.56E-05,,,,
E2F8,MS00739;1.67E-05,,,,
MYBL1,MS00100;1.74E-05,MS00097;1.11E-03,,,
Elf5,MS00022;1.85E-05,,,,
Klf12,MS00157;1.99E-05,,,,
MESP1,MS00264;2.08E-05,,,,
ZNF263,MC00192;2.16E-05,,,,
UBP1,M00644;2.21E-05,,,,
PAX1,MS00117;2.22E-05,M00326;8.22E-03,M00808;4.50E-01,,
Spdef,UP00038;2.23E-05,,,,
Tfcp2,MC00518;2.44E-05,,,,
LBX2,MS00533;3.01E-05,MS00535;5.33E-01,,,
TP73,MC00132;3.05E-05,,,,
ZNF306,MS00401;3.38E-05,,,,
NFIB,MS00114;3.56E-05,,,,
MAFG,MS00327;3.68E-05,,,,
FOXO4,MS00383;4.04E-05,MS00381;9.69E-01,,,
TP63,MC00439;4.12E-05,,,,
ZBED1,MS00290;4.13E-05,,,,
MZF1,M01733;4.46E-05,,,,
GLI1,M01037;4.48E-05,,,,
ATF4,M00514;4.70E-05,MS00293;8.44E-01,,,
ATF3,MC00473;5.64E-05,,,,
Nfya,MC00191;7.04E-05,,,,
PROX1,MS00160;7.64E-05,,,,
Creb3l2,MS00311;7.97E-05,,,,
Rfx2,MS00171;8.02E-05,MS00170;2.10E-02,,,
Nkx1-1,M01334;8.34E-05,,,,
ESR2,MC00333;8.48E-05,,,,
INSM1,MA0155;9.69E-05,,,,
BHLHB3,MS00248;1.03E-04,,,,
MYB,UP00092;1.11E-04,,,,
KLF13,MS00124;1.12E-04,,,,
THRB,MS00711;1.24E-04,MS00710;5.58E-03,MS00713;2.94E-02,,
PBX3,MC00281;1.32E-04,,,,
ZBTB6,M00085;1.33E-04,,,,
NFIC,MA0161;1.36E-04,,,,
ETV6,MS00021;1.44E-04,,,,
ELF1,MC00457;1.45E-04,,,,
PPARG::RXRA,M00518;1.47E-04,M00515;2.42E-01,,,
ELF4,MS00834;1.51E-04,,,,
Etv5,UP00412;1.72E-04,,,,
ELF5,MS00838;1.73E-04,,,,
Zfp128,UP00094;1.82E-04,,,,
Arntl,MC00362;1.83E-04,,,,
HIC2,MS00057;2.03E-04,,,,
CNTN2::CREB1,M00115;2.03E-04,,,,
BHLHB2,MS00247;2.14E-04,,,,
GFI1,M01067;2.17E-04,,,,
NFKB1,MS00110;2.27E-04,,,,
ETV3,MC00160;2.31E-04,,,,
ELK3,MS00844;2.52E-04,,,,
Mybl1,UP00081;2.71E-04,,,,
Zfp423,MA0116;2.75E-04,,,,
TFCP2,M00072;2.91E-04,MS00579;3.60E-02,,,
RXRG,MS00694;2.94E-04,,,,
Gm5454,UP00423;2.99E-04,,,,
TFE3,MS00288;3.21E-04,,,,
NFYA,MC00364;3.25E-04,,,,
ELK1,MC00206;3.34E-04,,,,
CREB3,MS00308;3.37E-04,,,,
ZNF350,M01105;3.57E-04,,,,
ESRRG,MS00638;3.63E-04,,,,
YY1,MC00342;3.98E-04,,,,
CREB3L1,MS00304;4.07E-04,,,,
PPARG,MC00142;4.49E-04,MA0066;1.29E-01,,,
Stat3,MC00140;5.10E-04,,,,
PAX9,MS00128;5.31E-04,,,,
AR,MC00468;5.44E-04,,,,
FOXO6,MS00386;6.79E-04,MS00384;9.98E-01,,,
RFX2,MS00162;6.94E-04,MS00161;3.76E-02,,,
ZNF589,M01109;7.18E-04,,,,
Yy1,MC00372;8.20E-04,,,,
ETV5,MS00019;8.21E-04,,,,
ETV4,MS00018;8.66E-04,,,,
Irf4,UP00018;1.05E-03,MC00190;3.39E-01,,,
ATF1,UP00020;1.10E-03,,,,
Elf4,UP00413;1.11E-03,,,,
MNT,MS00267;1.15E-03,,,,
IRF6,UP00011;1.15E-03,,,,
SCRT2,MS00190;1.19E-03,,,,
TBX5,MS00217;1.46E-03,MS00216;5.99E-01,,,
TFAP2C,MC00374;1.59E-03,,,,
Pparg,MC00130;1.65E-03,,,,
HSF1,MC00289;1.70E-03,MA0319;9.86E-01,,,
Zfp691,UP00095;1.73E-03,,,,
MGA,MS00188;1.84E-03,MS00186;9.27E-01,,,
HSFY2,MS00061;1.93E-03,MS00062;6.55E-01,,,
STAT6,M00500;2.13E-03,,,,
Bhlhb2,MS00252;2.33E-03,,,,
YY2,MS00268;2.35E-03,,,,
FOXO3,MS00380;2.53E-03,MS00378;8.49E-01,,,
Hmx3,M00433;2.66E-03,,,,
PAX6,MS00125;2.71E-03,M00979;8.28E-01,UP00224;9.54E-01,,
Nr3c1,MC00396;2.95E-03,,,,
RREB1,MA0073;2.97E-03,,,,
ZNF524,MS00423;2.99E-03,,,,
FEV,MS00025;3.10E-03,,,,
SMAD2/3,MC00223;3.20E-03,,,,
ETS2,M01207;3.45E-03,,,,
Lhx8,UP00184;3.45E-03,MS00548;3.34E-01,MS00549;6.31E-01,MS00550;9.91E-01,
BPTF,M00456;3.66E-03,,,,
FOXO1,MS00376;3.84E-03,MS00375;9.60E-01,,,
Ets1,MC00385;4.13E-03,,,,
ATF6,M00483;4.20E-03,,,,
TBX20,MS00202;4.38E-03,,,,
NR3C2,MS00662;4.43E-03,,,,
ATF2,M00179;4.69E-03,,,,
ESR1,MC00335;4.77E-03,,,,
NEUROD1,M01288;4.80E-03,,,,
EHF,MS00778;4.80E-03,,,,
Esr1,MC00295;4.92E-03,,,,
SIX1,UP00192;5.34E-03,,,,
RARG,MS00684;6.09E-03,MS00680;2.94E-01,MS00682;9.75E-01,,
ZNF282,MS00729;6.51E-03,,,,
THRA,MS00709;7.05E-03,,,,
LHX6,MS00539;7.16E-03,MS00540;9.80E-01,,,
IRF8,MS00072;7.49E-03,,,,
PGR,MC00170;7.76E-03,,,,
NR2F2,M00155;7.97E-03,,,,
VSX1,MS00626;8.32E-03,,,,
IRF5,MS00067;8.53E-03,,,,
Rhox11,UP00193;8.86E-03,MS00611;2.17E-01,,,
BATF3,MS00296;9.28E-03,,,,
Myb,MC00408;9.80E-03,,,,
MYBL2,MS00102;9.95E-03,MS00103;4.36E-02,MS00105;1.62E-01,,
NR2E1,MS00653;1.06E-02,MS00652;2.33E-01,,,
NANOG,M01247;1.09E-02,M01123;9.38E-02,MC00440;8.53E-01,,
TCF3,M00222;1.14E-02,UP00058;9.92E-01,,,
NR4A1,MC00280;1.27E-02,,,,
Trp63,M01656;1.32E-02,,,,
HMX3,MS00475;1.43E-02,,,,
BHLHE41,MS00251;1.44E-02,,,,
IRF3,UP00086;1.59E-02,,,,
TBX19,MS00194;1.59E-02,,,,
E2F7,MS00756;1.60E-02,,,,
Ppara,MC00134;1.64E-02,,,,
MAX,MC00124;1.97E-02,,,,
Creb1,MC00163;2.04E-02,,,,
Nr1h2,MC00448;2.07E-02,,,,
Hdx,UP00148;2.15E-02,,,,
DMBX1,MS00433;2.21E-02,,,,
RORA,MS00685;2.22E-02,MS00686;1.19E-01,,,
CUX1,M00105;2.23E-02,MS00601;8.33E-01,MS00612;9.58E-01,,
GLI3,M01596;2.24E-02,,,,
CLOCK,MS00253;2.28E-02,,,,
Myc,MC00407;2.32E-02,,,,
ATF7,MS00294;2.35E-02,,,,
Sfpi1,UP00085;2.48E-02,MC00395;9.61E-02,MC00180;9.61E-02,,
Bcl6,MC00111;2.51E-02,,,,
SCRT1,MS00179;2.65E-02,,,,
RUNX3,MS00177;2.70E-02,,,,
Irf5,UP00040;2.78E-02,,,,
TCF12,MC00126;2.81E-02,,,,
MAF,M00648;2.89E-02,M00983;6.26E-01,,,
DPRX,MS00436;2.97E-02,,,,
AIRE,M00999;2.99E-02,,,,
NRL,MS00338;3.15E-02,,,,
Foxg1,MS00392;3.18E-02,MS00393;6.63E-01,,,
Osr1,UP00027;3.37E-02,,,,
JDP2,MS00320;3.39E-02,MS00319;9.81E-01,,,
IRF4,MS00065;3.40E-02,MC00227;9.11E-01,,,
Ikzf3,MC00337;3.48E-02,,,,
RFX5,MS00169;3.52E-02,,,,
Crx,MC00357;3.58E-02,,,,
NR3C1,MC00465;3.65E-02,,,,
Jdp2,MS00325;3.68E-02,MS00324;8.40E-01,,,
Srebf1,MS00282;3.72E-02,,,,
Usf2,MC00169;3.74E-02,,,,
Rela,MC00135;3.77E-02,,,,
ELF3,MS00812;3.80E-02,,,,
Nr2e1,MS00668;3.94E-02,,,,
SIX4,UP00199;4.28E-02,,,,
Ascl2,MS00243;4.88E-02,,,,
IRF1,M00062;4.89E-02,,,,
BACH2,M00490;4.98E-02,,,,
Rarg,MC00476;5.34E-02,MS00704;8.14E-01,MS00705;8.97E-01,,
MLX,MS00266;5.63E-02,,,,
MAFF,MS00326;5.66E-02,,,,
Elk3,MS00023;5.67E-02,,,,
T,MS00218;5.82E-02,,,,
HNF1B,M00646;6.58E-02,M01425;5.35E-01,MS00478;9.89E-01,,
RHOXF1,MS00609;6.68E-02,,,,
GATA5,MS00045;6.70E-02,,,,
TEF,M01305;6.99E-02,MS00339;8.85E-01,M00672;9.52E-01,,
SIX5,MC00334;7.32E-02,,,,
Hnf4a,MC00344;7.42E-02,,,,
TEAD1,MS00219;7.63E-02,MS00220;9.47E-01,,,
Hsf1,MC00368;7.64E-02,,,,
ZEB1,MA0103;7.87E-02,,,,
ZNF75A,MS00468;8.01E-02,,,,
RFX1,MA0365;8.12E-02,,,,
Isx,UP00243;8.36E-02,,,,
IRF7,MS00070;8.42E-02,,,,
MEIS2,MS00083;9.14E-02,,,,
Esrrb,MC00512;9.28E-02,,,,
USF1,MC00248;9.35E-02,,,,
Spi1,MC00506;9.61E-02,,,,
HSF4,MS00060;9.72E-02,,,,
HOXB2,MS00491;1.02E-01,,,,
GTF2I,M00706;1.03E-01,,,,
TBX4,MS00214;1.04E-01,,,,
GRHL1,MS00556;1.07E-01,,,,
Tbx21,MC00356;1.10E-01,,,,
Osr2,UP00052;1.11E-01,,,,
NFE2L2,MC00339;1.13E-01,,,,
ERF,MS00846;1.14E-01,,,,
NR1I2,M00964;1.15E-01,,,,
Gsc,UP00112;1.19E-01,,,,
IRF2,MA0051;1.19E-01,,,,
ZNF628,M01081;1.23E-01,,,,
Obox3,M01466;1.29E-01,,,,
POU3F1,M00133;1.29E-01,MS00138;8.30E-01,MS00139;9.55E-01,,
RELA,MC00193;1.31E-01,,,,
HOXC13,MS00505;1.33E-01,MS00504;9.65E-01,,,
SRF,MC00355;1.35E-01,,,,
PRDM4,MS00726;1.35E-01,,,,
TEAD4,MS00224;1.37E-01,,,,
Ebf1,MC00358;1.38E-01,,,,
Nkx6-3,UP00238;1.41E-01,,,,
Bcl6b,UP00043;1.48E-01,,,,
Nr2f2,UP00009;1.51E-01,,,,
PRDM1,MS00168;1.51E-01,,,,
TBX18,M01262;1.53E-01,,,,
Foxa1,MC00104;1.54E-01,,,,
CEBPD,MS00299;1.61E-01,M00621;2.83E-01,,,
HBP1,UP00055;1.62E-01,,,,
Zfp410,UP00033;1.64E-01,,,,
HMGA1,M00750;1.64E-01,M01010;6.40E-01,,,
Nr5a2,MC00352;1.65E-01,,,,
ZNF435,MS00730;1.65E-01,,,,
FOXB1,MS00343;1.67E-01,MS00348;9.21E-01,,,
SIX2,UP00159;1.68E-01,,,,
GZF1,M01069;1.73E-01,,,,
NFATC4,M01734;1.77E-01,,,,
TCF7L1,MS00053;1.77E-01,,,,
IKZF1,M00088;1.81E-01,M00141;2.41E-01,,,
MAFA,M01709;1.83E-01,,,,
Runx1,MC00413;1.83E-01,,,,
RARA,UP00048;1.89E-01,,,,
REL,MA0101;1.89E-01,,,,
ESRRA,MS00829;1.91E-01,,,,
MLXIPL,MS00265;1.97E-01,,,,
GATA4,M00632;1.98E-01,,,,
NR6A1,M00526;1.99E-01,,,,
BARX1,MS00418;1.99E-01,UP00181;8.19E-01,MS00417;9.60E-01,,
Mafk,UP00044;2.06E-01,,,,
Nkx1-2,UP00139;2.07E-01,,,,
FOXF2,MA0030;2.09E-01,,,,
TAL1,MC00458;2.13E-01,M00993;2.88E-01,,,
IRX5,MS00527;2.15E-01,UP00250;8.88E-01,,,
Evx2,UP00132;2.16E-01,,,,
Barhl1,MS00421;2.16E-01,MS00422;9.76E-01,,,
TBP,MA0108;2.21E-01,MA0386;9.24E-01,,,
EVX2,MS00455;2.22E-01,,,,
IRF9,MS00073;2.22E-01,,,,
OTX1,MS00582;2.28E-01,,,,
SIX3,UP00195;2.29E-01,,,,
RXRA,MC00467;2.29E-01,,,,
DUXA,MS00438;2.32E-01,,,,
HOXB13,MS00489;2.34E-01,MS00488;9.24E-01,,,
Cebpa,MC00122;2.34E-01,,,,
ETV2,MS00016;2.40E-01,,,,
Otx1,MS00586;2.47E-01,,,,
Mlx,MS00270;2.49E-01,,,,
Gfi1b,MC00293;2.50E-01,,,,
HOXD13,MS00511;2.55E-01,MS00510;8.83E-01,,,
Obox2,M01364;2.65E-01,,,,
TFEC,MS00808;2.67E-01,,,,
Obox6,M01445;2.77E-01,,,,
DMRT1,M01146;2.90E-01,,,,
FOXH1,MC00304;2.97E-01,M00809;6.89E-01,,,
HOXA2,MS00487;2.99E-01,,,,
FOXD3,MS00358;3.05E-01,MS00359;8.36E-01,MA0041;8.43E-01,,
Nr1d2,MC00186;3.15E-01,,,,
RUNX1,MC00312;3.22E-01,M00082;9.36E-01,,,
SATB1,M01723;3.22E-01,,,,
SIX6,UP00388;3.23E-01,,,,
HOXB5,MS00493;3.25E-01,UP00214;9.17E-01,,,
NKX2-5,M00241;3.27E-01,UP00249;9.26E-01,,,
TEAD3,MS00222;3.33E-01,MS00221;7.89E-01,,,
Hoxa2,MS00516;3.34E-01,,,,
Srf,MC00329;3.38E-01,,,,
PITX2,UP00125;3.40E-01,,,,
Stat5b,MC00204;3.40E-01,,,,
Sox1,MS00800;3.41E-01,UP00069;3.56E-01,MS00802;8.99E-01,,
NR2F6,M01728;3.45E-01,MS00658;7.13E-01,,,
EVX1,MS00454;3.45E-01,,,,
IRX2,MS00526;3.47E-01,UP00236;9.07E-01,,,
GATA3,MC00119;3.48E-01,,,,
IKZF2,M01004;3.48E-01,,,,
Pax7,UP00248;3.52E-01,MC00258;9.56E-01,,,
Homez,UP00114;3.54E-01,,,,
Atf4,MS00295;3.58E-01,,,,
ZSCAN4,MS00490;3.58E-01,,,,
HOXC8,UP00242;3.58E-01,,,,
DBP,M00624;3.59E-01,MS00315;9.49E-01,,,
NFATC1,MC00211;3.68E-01,,,,
SF1,M01132;3.70E-01,,,,
ALX1,M00416;3.71E-01,M01453;9.68E-01,,,
HOXD8,MS00513;3.73E-01,,,,
HMGA2,M01300;3.76E-01,,,,
LHX4,UP00261;3.81E-01,,,,
CEBPA,M00159;3.85E-01,MC00273;8.80E-01,,,
Irx3,MS00532;3.87E-01,UP00223;8.95E-01,,,
PHOX2A,UP00221;3.88E-01,MS00591;9.69E-01,,,
Neurod1,MC00354;3.88E-01,,,,
Stat5a,MC00205;3.88E-01,,,,
TFEB,MS00289;3.88E-01,,,,
HOXB3,MS00492;3.93E-01,,,,
Creb5,MS00313;3.94E-01,,,,
ZNF354C,MA0130;3.94E-01,,,,
ZBTB12,UP00019;3.97E-01,,,,
Meox2,MS00563;4.02E-01,,,,
Esrra,MS00641;4.02E-01,,,,
ONECUT3,MS00690;4.02E-01,,,,
FOXA2,MC00217;4.03E-01,,,,
MEIS1,UP00186;4.06E-01,MC00520;8.81E-01,,,
Fli1,MC00129;4.08E-01,,,,
ZNF713,MS00731;4.09E-01,,,,
HOXC4,UP00113;4.10E-01,,,,
STAT1,MC00348;4.14E-01,,,,
BSX,MS00419;4.16E-01,,,,
ATF2::JUN,M00041;4.21E-01,,,,
Sox7,UP00034;4.23E-01,,,,
ZNF333,M01230;4.23E-01,,,,
FOXD2,MS00355;4.27E-01,MS00356;8.19E-01,,,
Rxra,MC00471;4.31E-01,,,,
Rxrg,MC00511;4.32E-01,,,,
Meis2,MS00086;4.33E-01,MS00087;8.91E-01,,,
NKX3-1,MS00572;4.35E-01,UP00389;8.40E-01,,,
FOXC2,MS00354;4.38E-01,MS00352;7.42E-01,,,
E4F1,M00694;4.39E-01,,,,
STAT5A,MC00453;4.40E-01,,,,
PDX1,MS00588;4.46E-01,MS00589;7.68E-01,,,
SREBF1,M00749;4.47E-01,M00220;6.46E-01,,,
BACH1,M00495;4.48E-01,,,,
Bbx,UP00012;4.53E-01,,,,
HMX2,MS00474;4.56E-01,,,,
EN1,MS00446;4.58E-01,MS00449;5.10E-01,,,
Tp53,MS00718;4.72E-01,MS00717;5.63E-01,,,
Sox30,UP00023;4.73E-01,,,,
Sox15,UP00075;4.81E-01,,,,
Tcf7,MS00054;4.85E-01,,,,
Sox2,MC00303;4.86E-01,,,,
STAT5B,MC00452;4.90E-01,,,,
SPIB,MA0081;4.96E-01,MS00039;5.84E-01,,,
JUN,MC00321;5.10E-01,,,,
STAT4,MC00347;5.13E-01,,,,
Atoh1,MC00414;5.14E-01,MS00244;9.80E-01,,,
CUX2,MS00634;5.14E-01,,,,
SRY,MS00788;5.17E-01,MS00787;6.70E-01,MA0084;9.00E-01,,
Hmbox1,UP00161;5.25E-01,,,,
Hoxd10,UP00121;5.34E-01,,,,
SPI1,MC00151;5.36E-01,,,,
DLX1,MS00427;5.40E-01,,,,
Gata3,MC00326;5.42E-01,,,,
SFPI1,MC00513;5.42E-01,,,,
FOXL1,MS00372;5.51E-01,MS00373;8.95E-01,,,
HOMEZ,MS00055;5.54E-01,,,,
LEF1,MS00051;5.54E-01,,,,
NFIA,MS00820;5.60E-01,,,,
RBPJ,M01112;5.64E-01,,,,
Olig2,MC00341;5.66E-01,,,,
Foxf1a,M00294;5.68E-01,,,,
Hoxb4,UP00144;5.69E-01,MC00136;7.55E-01,,,
ETV7,M00678;5.71E-01,,,,
ZNF238,MS00390;5.73E-01,,,,
HOXA1,MS00486;5.79E-01,,,,
NKX2-3,UP00190;5.80E-01,MS00566;9.66E-01,,,
ID4,MS00261;5.89E-01,,,,
MEF2A,MC00232;5.93E-01,M00405;8.51E-01,,,
POU2F3,MS00137;5.98E-01,MS00136;8.42E-01,,,
EMX1,MS00441;5.98E-01,MS00442;9.98E-01,,,
Nr1d1,MC00524;6.01E-01,,,,
Spic,MS00041;6.02E-01,,,,
Tead4,MC00157;6.04E-01,,,,
Dmrta2,M01150;6.05E-01,,,,
ATF5,M01295;6.07E-01,,,,
Meis3,MS00088;6.10E-01,MS00089;7.19E-01,,,
NFIL3,MS00337;6.13E-01,,,,
ALX4,UP00187;6.17E-01,MS00404;9.81E-01,,,
DLX2,MS00428;6.18E-01,UP00126;6.71E-01,,,
FOS,MC00330;6.19E-01,,,,
POU2F1,MC00288;6.21E-01,MS00131;7.98E-01,MS00132;8.45E-01,UP00254;8.95E-01,
HOXA7,UP00164;6.23E-01,M01108;8.86E-01,,,
GSC2,MS00463;6.30E-01,,,,
Cebpb,MC00121;6.31E-01,,,,
Hoxd9,MS00524;6.33E-01,MS00525;7.65E-01,,,
HOXC5,UP00252;6.33E-01,,,,
MEIS3,MS00084;6.34E-01,MS00085;6.41E-01,,,
Nkx3-1,MC00250;6.39E-01,MS00580;7.01E-01,,,
NKX3-2,MS00573;6.42E-01,,,,
FOXI1,MS00362;6.43E-01,M00289;8.93E-01,,,
ZNF784,MS00479;6.43E-01,,,,
Cbfa2t2,MC00514;6.43E-01,,,,
FOXA1,MC00311;6.44E-01,,,,
ALX3,MS00402;6.48E-01,MS00403;9.96E-01,,,
NR4A2,MS00665;6.54E-01,,,,
BARHL1,UP00166;6.55E-01,,,,
Vax1,UP00215;6.56E-01,,,,
Bsx,UP00138;6.58E-01,,,,
Pax3,MC00260;6.59E-01,,,,
POU3F3,MS00143;6.62E-01,MS00144;6.72E-01,MS00142;9.52E-01,,
HSF2,MS00059;6.63E-01,,,,
BARHL2,UP00145;6.67E-01,MS00414;9.34E-01,MS00416;9.64E-01,,
MEOX2,MS00552;6.68E-01,MS00554;9.12E-01,MS00553;9.17E-01,,
Lbx2,UP00120;6.69E-01,,,,
CEBPG,MS00302;6.70E-01,M00622;8.71E-01,,,
Sox6,MC00305;6.74E-01,,,,
HLF,MS00317;6.74E-01,,,,
NFATC2,MA0152;6.79E-01,,,,
Gata1,MC00327;6.80E-01,,,,
Hoxc6,UP00260;6.83E-01,,,,
Dmrtc2,M01151;6.85E-01,,,,
Hoxd11,UP00117;6.87E-01,,,,
