,pval,species,factor,factor_type,cell_line,cell_type,tissue,qc
52091|TP53,4.07469942091979e-06,Homo sapiens,TP53,predicted transcription factor,IMR90,Fibroblast,Lung,1
67502|GATA3,4.8297949862444776e-06,Homo sapiens,GATA3,tf,MDA-MB-231,Epithelium,Mammary Gland,1
52092|TP53,5.078063184798817e-06,Homo sapiens,TP53,predicted transcription factor,IMR90,Fibroblast,Lung,1
67519|GATA3,1.0403373700295428e-05,Homo sapiens,GATA3,tf,MDA-MB-231,Epithelium,Mammary Gland,1
8456|CEBPA,2.105610111573189e-05,Homo sapiens,CEBPA,tf,K562,Erythroblast,Bone Marrow,1
1990|FOS,2.9468272734302197e-05,Homo sapiens,FOS,tf,K562,Erythroblast,Bone Marrow,1
45234|SAP30,3.578813493686966e-05,Homo sapiens,SAP30,not sure,H1,Embryonic Stem Cell,Embryo,1
8821|SAP30,3.578813493686966e-05,Homo sapiens,SAP30,not sure,H1,Embryonic Stem Cell,Embryo,1
3272|GATA1,3.640345612565935e-05,Homo sapiens,GATA1,tf,None,Proerythroblast,Bone Marrow,1
73970|ZNF202,5.454817381139648e-05,Homo sapiens,ZNF202,,293T,None,None,1
70095|TET2,6.263928219028368e-05,Homo sapiens,TET2,cr,293T,None,None,1
1743|GATA2,8.300290938825405e-05,Homo sapiens,GATA2,tf,None,Endothelial Cell,Umbilical Vein,1
7485|GATA2,9.654195812412105e-05,Homo sapiens,GATA2,tf,K562,Erythroblast,Bone Marrow,1
32853|TERC,0.0001378287285886008,Homo sapiens,TERC,other,HeLa,Epithelium,Cervix,1
76496|BRPF3,0.00013928467892567665,Homo sapiens,BRPF3,other,RKO,Epithelium,Colon,1
58506|WDR5,0.00017072269422532672,Homo sapiens,WDR5,cr,BE2-C,Neuroblast,Brain,1
55730|GATA1,0.00017794286020495853,Homo sapiens,GATA1,tf,K562,Erythroblast,Bone Marrow,1
77098|ZNF534,0.00020977627806829802,Homo sapiens,ZNF534,tf,293T,None,None,1
70093|TET2,0.00022877827711413417,Homo sapiens,TET2,cr,293T,None,None,1
2403|TFAP2C,0.00023466561871352643,Homo sapiens,TFAP2C,predicted transcription factor,MCF-7,Epithelium,Breast,1
9507|TFAP2C,0.00023466561871352643,Homo sapiens,TFAP2C,predicted transcription factor,MCF-7,Epithelium,Breast,1
40166|TCF7L1,0.00025575665343128244,Homo sapiens,TCF7L1,tf,Kasumi-1,Myeloblast,Blood,1
32856|TERC,0.00026762530814962313,Homo sapiens,TERC,other,HeLa,Epithelium,Cervix,1
43447|TAL1,0.0002821200612554297,Homo sapiens,TAL1,tf,None,Proerythroblast,Bone Marrow,1
67517|GATA3,0.0003025852182188091,Homo sapiens,GATA3,tf,MDA-MB-231,Epithelium,Mammary Gland,1
41574|BRD1,0.000346009346976082,Homo sapiens,BRD1,cr,RKO,Epithelium,Colon,1
65062|ZNF467,0.00034686557509556315,Homo sapiens,ZNF467,,HEK293,Epithelium,Embryonic Kidney,1
8775|HDAC1,0.00036440914334201187,Homo sapiens,HDAC1,cr,K562,Erythroblast,Bone Marrow,1
52683|FOXA2,0.0003762507309034066,Homo sapiens,FOXA2,tf,CyT49,Embryonic Stem Cell,Embryo,1
67503|GATA3,0.00037903368128119837,Homo sapiens,GATA3,tf,MDA-MB-231,Epithelium,Mammary Gland,1
8482|KAT7,0.00040297930126318164,Homo sapiens,KAT7,cr,RKO,Epithelium,Colon,1
45852|GATA2,0.00041193803599264884,Homo sapiens,GATA2,tf,None,Endothelial Cell,Umbilical Vein,1
73716|KMT2A,0.00048466766986289095,Homo sapiens,KMT2A,not sure,SEM,B Lymphocyte,None,1
49606|TRIM28,0.0005037123360455506,Homo sapiens,TRIM28,cr,None,Embryonic Stem Cell,Embryo,0
3273|GATA1,0.0006333013978695551,Homo sapiens,GATA1,tf,None,Proerythroblast,Bone Marrow,1
77300|TRIM25,0.0006576800522197613,Homo sapiens,TRIM25,,BT-549,None,Breast,1
33137|FOXA1,0.0006639085656991385,Homo sapiens,FOXA1,tf,MCF-7,Epithelium,Breast,1
46025|GATA1,0.0006797187287034358,Homo sapiens,GATA1,tf,PBDE,Erythroblast,Blood,1
46290|GATA2,0.0006861394759605698,Homo sapiens,GATA2,tf,K562,Erythroblast,Bone Marrow,1
76814|NEUROG2,0.0007123858558817297,Homo sapiens,NEUROG2,tf,None,Fibroblast,Fetal Lung,1
49467|598-SKD,0.0008521312897425747,Homo sapiens,598-SKD,other,MCF-7,Epithelium,Breast,1
8458|GATA1,0.0009647255257647798,Homo sapiens,GATA1,tf,K562,Erythroblast,Bone Marrow,1
64559|SP2,0.0011007541435679247,Homo sapiens,SP2,predicted chromatin regulator,HEK293,Epithelium,Embryonic Kidney,1
44433|TAL1,0.0011107546017371265,Homo sapiens,TAL1,tf,None,None,Cord blood,1
55729|GATA1,0.0011646364004493886,Homo sapiens,GATA1,tf,K562,Erythroblast,Bone Marrow,1
63035|PRDM10,0.0012072843787053755,Homo sapiens,PRDM10,,HEK293,Epithelium,Embryonic Kidney,1
42638|CREBBP,0.001343948792131852,Homo sapiens,CREBBP,cr,HEK293,Epithelium,Embryonic Kidney,1
67494|GATA3,0.0013469406471056675,Homo sapiens,GATA3,tf,MDA-MB-231,Epithelium,Mammary Gland,1
63295|ZNF335,0.0013619914185415475,Homo sapiens,ZNF335,tf,HEK293,Epithelium,Embryonic Kidney,1
52682|FOXA2,0.0013894705785893644,Homo sapiens,FOXA2,tf,CyT49,Embryonic Stem Cell,Embryo,1
68714|BRD4,0.0014143206124657207,Homo sapiens,BRD4,cr,IMR90,fibrobasts,None,1
73729|GATA1,0.0014717235812474953,Homo sapiens,GATA1,tf,None,Hematopoietic stem and progenitor cell,Blood,0
33148|GATA3,0.0014880419159985195,Homo sapiens,GATA3,tf,MCF-7,Epithelium,Breast,1
45866|MXI1,0.0015346153664260263,Homo sapiens,MXI1,tf,IMR90,Fibroblast,Lung,1
46295|ZBTB7A,0.0015413761652821511,Homo sapiens,ZBTB7A,predicted transcription factor,K562,Erythroblast,Bone Marrow,1
5573|GATA1,0.0015447667397972217,Homo sapiens,GATA1,tf,None,Erythroblast,Blood,1
68323|ESR1,0.0015964480875512734,Homo sapiens,ESR1,tf,LY2,None,Breast,1
8409|GATA1,0.0016389223748161567,Homo sapiens,GATA1,tf,None,Proerythroblast,Blood,1
73715|KMT2A,0.0016605432905837038,Homo sapiens,KMT2A,not sure,SEM,B Lymphocyte,None,1
53599|RELA,0.0016934620333151507,Homo sapiens,RELA,tf,None,Adipocyte,None,1
46296|FOSL1,0.0017534547507752868,Homo sapiens,FOSL1,tf,K562,Erythroblast,Bone Marrow,1
46279|USF1,0.0018311629766381743,Homo sapiens,USF1,tf,K562,Erythroblast,Bone Marrow,1
33459|ERG,0.001883339054310221,Homo sapiens,ERG,other,None,Hematopoietic Cell,None,1
35851|CTCF,0.001887408033919204,Homo sapiens,CTCF,tf,GM12892,Lymphoblastoid,Blood,1
45770|TFAP2C,0.0019410367192313487,Homo sapiens,TFAP2C,predicted transcription factor,HeLa-S3,Epithelium,Cervix,1
59170|SETD1A,0.001991764809654316,Homo sapiens,SETD1A,predicted chromatin regulator,SEM,Pre-B Lymphocyte,None,1
49466|598-SKD,0.0020175776341746937,Homo sapiens,598-SKD,other,MCF-7,Epithelium,Breast,1
58032|RUNX1T1,0.0020262491579570462,Homo sapiens,RUNX1T1,tf,Kasumi-1,Myeloblast,Blood,1
45753|TFAP2A,0.002092371526761055,Homo sapiens,TFAP2A,predicted transcription factor,HeLa-S3,Epithelium,Cervix,1
63076|FOSL1,0.0021420987877767083,Homo sapiens,FOSL1,tf,K562,Erythroblast,Bone Marrow,1
1314|PHF8,0.0023026507882767428,Homo sapiens,PHF8,cr,HeLa,Epithelium,Cervix,1
2735|FOXA1,0.0023419774776456855,Homo sapiens,FOXA1,tf,T47D,Epithelium,Mammary Gland,1
49738|LMO2,0.0023718704523587727,Homo sapiens,LMO2,not sure,Kasumi-1,Myeloblast,Blood,1
33127|ESR1,0.0024949265868172035,Homo sapiens,ESR1,tf,MCF-7,Epithelium,Breast,1
65084|SP2,0.0025639659367554884,Homo sapiens,SP2,predicted chromatin regulator,HEK293,Epithelium,Embryonic Kidney,1
76817|NEUROG2,0.0026292221850865087,Homo sapiens,NEUROG2,tf,None,Fibroblast,Fetal Lung,1
71748|SOX4,0.00266240970536611,Homo sapiens,SOX4,tf,None,Fibroblast,Fetal Lung,1
64781|JUNB,0.002735617299710278,Homo sapiens,JUNB,tf,GM12878,B Lymphocyte,Blood,1
33518|FOXA1,0.002775784915397629,Homo sapiens,FOXA1,tf,MCF-7,Epithelium,Breast,1
35323|GRHL2,0.0027815663890468885,Homo sapiens,GRHL2,tf,None,Epithelium,Bronchia,1
35704|SUMO2,0.0027989760637915917,Homo sapiens,SUMO2,other,WI-38,Fibroblast,Lung,1
2748|CREBBP,0.0028458835268206193,Homo sapiens,CREBBP,cr,T98G,None,Brain,1
45882|UBTF,0.002984717873802776,Homo sapiens,UBTF,tf,K562,Erythroblast,Bone Marrow,1
33489|FOXA1,0.0031880320532366824,Homo sapiens,FOXA1,tf,MCF-7,Epithelium,Breast,1
44562|EMX1,0.003201143626906763,Homo sapiens,EMX1,tf,293FT,None,Embryonic Kidney,1
65106|ZNF384,0.003247417097864318,Homo sapiens,ZNF384,tf,HEK293,Epithelium,Embryonic Kidney,1
8789|PHF8,0.003254076483332632,Homo sapiens,PHF8,cr,K562,Erythroblast,Bone Marrow,1
74906|POLR3D,0.00328083703085503,Homo sapiens,POLR3D,tf,THP-1,Macrophage,None,1
64735|IKZF1,0.0032875580172516215,Homo sapiens,IKZF1,tf,GM12878,B Lymphocyte,Blood,1
43165|NR2F2,0.003321349030786609,Homo sapiens,NR2F2,tf,None,Stromal Cell,None,1
46038|MXI1,0.003376064540279789,Homo sapiens,MXI1,tf,SK-N-SH,Neuroblastoma cell,Brain,1
67495|GATA3,0.003382960637057333,Homo sapiens,GATA3,tf,MDA-MB-231,Epithelium,Mammary Gland,1
2000|GATA1,0.0034246037243029436,Homo sapiens,GATA1,tf,K562,Erythroblast,Bone Marrow,1
64982|PATZ1,0.0034737690374527694,Homo sapiens,PATZ1,tf,HEK293,Epithelium,Embryonic Kidney,1
38654|NFATC1,0.0034950332802412653,Homo sapiens,NFATC1,tf,None,Endothelial Cell,Umbilical Vein,1
65186|EGR3,0.0035021472964876406,Homo sapiens,EGR3,,HEK293,Epithelium,Embryonic Kidney,1
44435|TAL1,0.0035092743144765166,Homo sapiens,TAL1,tf,None,None,Cord blood,1
