,pval,species,factor,factor_type,cell_line,cell_type,tissue,qc,TF
64559|SP2,2.539207590956505e-09,Homo sapiens,SP2,predicted chromatin regulator,HEK293,Epithelium,Embryonic Kidney,1,SP2
52092|TP53,1.2322256462417974e-08,Homo sapiens,TP53,predicted transcription factor,IMR90,Fibroblast,Lung,1,TP53
46360|SIN3A,1.5075799938704402e-08,Homo sapiens,SIN3A,tf,SK-N-SH,Neuroblastoma cell,Brain,1,SIN3A
73970|ZNF202,2.5891071010753063e-08,Homo sapiens,ZNF202,,293T,None,None,1,ZNF202
32856|TERC,4.473741692418138e-08,Homo sapiens,TERC,other,HeLa,Epithelium,Cervix,1,TERC
67519|GATA3,4.948231083648767e-08,Homo sapiens,GATA3,tf,MDA-MB-231,Epithelium,Mammary Gland,1,GATA3
46038|MXI1,5.615374868356088e-08,Homo sapiens,MXI1,tf,SK-N-SH,Neuroblastoma cell,Brain,1,MXI1
36104|ESR1,6.047633397174008e-08,Homo sapiens,ESR1,tf,None,Epithelium,Mammary Gland,1,ESR1
55493|RUNX1,7.800194375597527e-08,Homo sapiens,RUNX1,tf,None,Stem cell,Blood,1,RUNX1
74352|OTX2,8.998425275906958e-08,Homo sapiens,OTX2,tf,D-341,None,None,1,OTX2
50415|KLF11,1.3367873683066733e-07,Homo sapiens,KLF11,tf,hMADS-3,Adipocyte,Adipose,1,KLF11
49949|KLF9,1.3416175973318667e-07,Homo sapiens,KLF9,tf,GBM1A,Glioblastoma Stem Cell,None,1,KLF9
45907|MAX,1.6644108638272458e-07,Homo sapiens,MAX,tf,K562,Erythroblast,Bone Marrow,1,MAX
74346|NEUROD1,1.8995647312305367e-07,Homo sapiens,NEUROD1,tf,D-341,None,None,1,NEUROD1
46295|ZBTB7A,1.975450491766604e-07,Homo sapiens,ZBTB7A,predicted transcription factor,K562,Erythroblast,Bone Marrow,1,ZBTB7A
1314|PHF8,2.469730369887061e-07,Homo sapiens,PHF8,cr,HeLa,Epithelium,Cervix,1,PHF8
68714|BRD4,2.513702504280928e-07,Homo sapiens,BRD4,cr,IMR90,fibrobasts,None,1,BRD4
53672|NIPBL,2.540447165413573e-07,Homo sapiens,NIPBL,not sure,None,Embryonic Stem Cell,None,1,NIPBL
56961|GTF2B,2.7163125189589943e-07,Homo sapiens,GTF2B,tf,HeLa,Epithelium,Cervix,1,GTF2B
