,pval,species,factor,factor_type,cell_line,cell_type,tissue,qc,TF
52091|TP53,4.07469942091979e-06,Homo sapiens,TP53,predicted transcription factor,IMR90,Fibroblast,Lung,1,TP53
67502|GATA3,4.8297949862444776e-06,Homo sapiens,GATA3,tf,MDA-MB-231,Epithelium,Mammary Gland,1,GATA3
8456|CEBPA,2.105610111573189e-05,Homo sapiens,CEBPA,tf,K562,Erythroblast,Bone Marrow,1,CEBPA
1990|FOS,2.9468272734302197e-05,Homo sapiens,FOS,tf,K562,Erythroblast,Bone Marrow,1,FOS
45234|SAP30,3.578813493686966e-05,Homo sapiens,SAP30,not sure,H1,Embryonic Stem Cell,Embryo,1,SAP30
3272|GATA1,3.640345612565935e-05,Homo sapiens,GATA1,tf,None,Proerythroblast,Bone Marrow,1,GATA1
73970|ZNF202,5.4548173811396476e-05,Homo sapiens,ZNF202,,293T,None,None,1,ZNF202
70095|TET2,6.263928219028368e-05,Homo sapiens,TET2,cr,293T,None,None,1,TET2
1743|GATA2,8.300290938825405e-05,Homo sapiens,GATA2,tf,None,Endothelial Cell,Umbilical Vein,1,GATA2
32853|TERC,0.0001378287285886008,Homo sapiens,TERC,other,HeLa,Epithelium,Cervix,1,TERC
76496|BRPF3,0.00013928467892567663,Homo sapiens,BRPF3,other,RKO,Epithelium,Colon,1,BRPF3
58506|WDR5,0.00017072269422532672,Homo sapiens,WDR5,cr,BE2-C,Neuroblast,Brain,1,WDR5
77098|ZNF534,0.000209776278068298,Homo sapiens,ZNF534,tf,293T,None,None,1,ZNF534
2403|TFAP2C,0.0002346656187135264,Homo sapiens,TFAP2C,predicted transcription factor,MCF-7,Epithelium,Breast,1,TFAP2C
40166|TCF7L1,0.00025575665343128244,Homo sapiens,TCF7L1,tf,Kasumi-1,Myeloblast,Blood,1,TCF7L1
43447|TAL1,0.00028212006125542967,Homo sapiens,TAL1,tf,None,Proerythroblast,Bone Marrow,1,TAL1
41574|BRD1,0.00034600934697608197,Homo sapiens,BRD1,cr,RKO,Epithelium,Colon,1,BRD1
65062|ZNF467,0.0003468655750955632,Homo sapiens,ZNF467,,HEK293,Epithelium,Embryonic Kidney,1,ZNF467
8775|HDAC1,0.0003644091433420119,Homo sapiens,HDAC1,cr,K562,Erythroblast,Bone Marrow,1,HDAC1
52683|FOXA2,0.00037625073090340666,Homo sapiens,FOXA2,tf,CyT49,Embryonic Stem Cell,Embryo,1,FOXA2
8482|KAT7,0.0004029793012631816,Homo sapiens,KAT7,cr,RKO,Epithelium,Colon,1,KAT7
73716|KMT2A,0.0004846676698628909,Homo sapiens,KMT2A,not sure,SEM,B Lymphocyte,None,1,KMT2A
49606|TRIM28,0.0005037123360455506,Homo sapiens,TRIM28,cr,None,Embryonic Stem Cell,Embryo,0,TRIM28
77300|TRIM25,0.0006576800522197612,Homo sapiens,TRIM25,,BT-549,None,Breast,1,TRIM25
33137|FOXA1,0.0006639085656991385,Homo sapiens,FOXA1,tf,MCF-7,Epithelium,Breast,1,FOXA1
76814|NEUROG2,0.0007123858558817298,Homo sapiens,NEUROG2,tf,None,Fibroblast,Fetal Lung,1,NEUROG2
49467|598-SKD,0.0008521312897425747,Homo sapiens,598-SKD,other,MCF-7,Epithelium,Breast,1,598-SKD
64559|SP2,0.0011007541435679247,Homo sapiens,SP2,predicted chromatin regulator,HEK293,Epithelium,Embryonic Kidney,1,SP2
63035|PRDM10,0.0012072843787053755,Homo sapiens,PRDM10,,HEK293,Epithelium,Embryonic Kidney,1,PRDM10
42638|CREBBP,0.001343948792131852,Homo sapiens,CREBBP,cr,HEK293,Epithelium,Embryonic Kidney,1,CREBBP
63295|ZNF335,0.0013619914185415475,Homo sapiens,ZNF335,tf,HEK293,Epithelium,Embryonic Kidney,1,ZNF335
68714|BRD4,0.0014143206124657207,Homo sapiens,BRD4,cr,IMR90,fibrobasts,None,1,BRD4
45866|MXI1,0.0015346153664260265,Homo sapiens,MXI1,tf,IMR90,Fibroblast,Lung,1,MXI1
46295|ZBTB7A,0.0015413761652821511,Homo sapiens,ZBTB7A,predicted transcription factor,K562,Erythroblast,Bone Marrow,1,ZBTB7A
68323|ESR1,0.0015964480875512734,Homo sapiens,ESR1,tf,LY2,None,Breast,1,ESR1
53599|RELA,0.0016934620333151507,Homo sapiens,RELA,tf,None,Adipocyte,None,1,RELA
46296|FOSL1,0.0017534547507752868,Homo sapiens,FOSL1,tf,K562,Erythroblast,Bone Marrow,1,FOSL1
46279|USF1,0.0018311629766381745,Homo sapiens,USF1,tf,K562,Erythroblast,Bone Marrow,1,USF1
33459|ERG,0.0018833390543102212,Homo sapiens,ERG,other,None,Hematopoietic Cell,None,1,ERG
35851|CTCF,0.001887408033919204,Homo sapiens,CTCF,tf,GM12892,Lymphoblastoid,Blood,1,CTCF
59170|SETD1A,0.001991764809654316,Homo sapiens,SETD1A,predicted chromatin regulator,SEM,Pre-B Lymphocyte,None,1,SETD1A
58032|RUNX1T1,0.0020262491579570467,Homo sapiens,RUNX1T1,tf,Kasumi-1,Myeloblast,Blood,1,RUNX1T1
45753|TFAP2A,0.002092371526761055,Homo sapiens,TFAP2A,predicted transcription factor,HeLa-S3,Epithelium,Cervix,1,TFAP2A
1314|PHF8,0.0023026507882767428,Homo sapiens,PHF8,cr,HeLa,Epithelium,Cervix,1,PHF8
49738|LMO2,0.002371870452358773,Homo sapiens,LMO2,not sure,Kasumi-1,Myeloblast,Blood,1,LMO2
71748|SOX4,0.0026624097053661103,Homo sapiens,SOX4,tf,None,Fibroblast,Fetal Lung,1,SOX4
64781|JUNB,0.002735617299710278,Homo sapiens,JUNB,tf,GM12878,B Lymphocyte,Blood,1,JUNB
35323|GRHL2,0.0027815663890468885,Homo sapiens,GRHL2,tf,None,Epithelium,Bronchia,1,GRHL2
