,pval,species,factor,factor_type,cell_line,cell_type,tissue,qc,TF
46126|EGR1,5.136817637918512e-10,Homo sapiens,EGR1,tf,GM12878,B Lymphocyte,Blood,1,EGR1
67768|NFE2,1.06026909474366e-09,Homo sapiens,NFE2,tf,F5,Erythroid Progenitor Cell,Fetal Liver,1,NFE2
36299|BRD4,3.253963154481454e-09,Homo sapiens,BRD4,cr,None,Embryonic Stem Cell,Embryo,0,BRD4
63406|POLR2AphosphoS5,3.3759449125092544e-09,Homo sapiens,POLR2AphosphoS5,,None,iPSC,None,1,POLR2AphosphoS5
56047|CREB1,4.509462636637096e-09,Homo sapiens,CREB1,tf,HepG2,Epithelium,Liver,1,CREB1
63002|BCL3,4.9401897572742826e-09,Homo sapiens,BCL3,tf,A549,Epithelium,Lung,1,BCL3
40055|CDK7,8.58698240291389e-09,Homo sapiens,CDK7,predicted transcription factor,None,B Lymphocyte,Blood,1,CDK7
43097|ETS1,1.0793981874979153e-08,Homo sapiens,ETS1,tf,CUTLL1,T Lymphocyte,Blood,1,ETS1
33123|CDK9,1.2770008162021895e-08,Homo sapiens,CDK9,tf,MM1.S,B Lymphocyte,Blood,1,CDK9
7527|HEY1,1.9125504124861692e-08,Homo sapiens,HEY1,tf,K562,Erythroblast,Bone Marrow,1,HEY1
5389|RELA,2.0644032761030218e-08,Homo sapiens,RELA,tf,A549,Epithelium,Lung,1,RELA
47267|KDM5B,2.5560397021173742e-08,Homo sapiens,KDM5B,cr,MCF-7,Epithelium,Breast,1,KDM5B
53296|ERG,3.5841788759150006e-08,Homo sapiens,ERG,other,TSU-1621-MT,None,None,1,ERG
77486|KMT2A,3.649443908182448e-08,Homo sapiens,KMT2A,not sure,MV4-11,Leukemia Cell,None,1,KMT2A
46060|SP1,3.977487356143783e-08,Homo sapiens,SP1,predicted chromatin regulator,A549,Epithelium,Lung,1,SP1
33175|MAX,4.0174030879747136e-08,Homo sapiens,MAX,tf,P493-6,B cell lymphoma,None,1,MAX
44325|E2F1,4.571575895617741e-08,Homo sapiens,E2F1,tf,LNCaP,Epithelium,Prostate,1,E2F1
46282|TAF1,4.9180596484177386e-08,Homo sapiens,TAF1,tf,K562,Erythroblast,Bone Marrow,1,TAF1
50878|SPI1,5.8428187343917415e-08,Homo sapiens,SPI1,predicted transcription factor,None,None,None,1,SPI1
74571|MAZ,5.92687383615953e-08,Homo sapiens,MAZ,tf,T778,None,None,1,MAZ
37638|RUNX1,6.040394201489718e-08,Homo sapiens,RUNX1,tf,SKNO-1,Myeloblast,Bone Marrow,1,RUNX1
46232|JUND,6.096952159806435e-08,Homo sapiens,JUND,tf,HepG2,Epithelium,Liver,1,JUND
39352|GATA1,6.674689728702887e-08,Homo sapiens,GATA1,tf,None,Erythroid Cell,None,1,GATA1
63207|GABPA,7.784976907565522e-08,Homo sapiens,GABPA,tf,K562,Erythroblast,Bone Marrow,1,GABPA
45684|TBP,8.018376240759295e-08,Homo sapiens,TBP,tf,H1,Embryonic Stem Cell,Embryo,1,TBP
37057|FLI1,8.943263762883902e-08,Homo sapiens,FLI1,tf,U937,None,Pleura,1,FLI1
46236|SIN3A,9.035965853332328e-08,Homo sapiens,SIN3A,tf,HepG2,Epithelium,Liver,1,SIN3A
39350|KLF1,9.305846576657117e-08,Homo sapiens,KLF1,predicted transcription factor,None,Erythroid Cell,None,1,KLF1
69201|TRIM24,1.0784434734123494e-07,Homo sapiens,TRIM24,both predicted transcription factor and chromatin regulator,LNCaP,Epithelium,Prostate,1,TRIM24
58937|NRF1,1.1019334505979472e-07,Homo sapiens,NRF1,tf,None,Epithelium,None,1,NRF1
74681|SMAD4,1.2156322098944017e-07,Homo sapiens,SMAD4,predicted transcription factor,HepG2,Epithelium,Liver,1,SMAD4
36844|MYC,1.250649388495617e-07,Homo sapiens,MYC,tf,MDA-MB-453,Epithelium,Mammary Gland,1,MYC
57165|CDK8,1.345916728068275e-07,Homo sapiens,CDK8,tf,MOLM-14,Myeloid Cell,None,1,CDK8
64556|IKZF2,1.370911964504451e-07,Homo sapiens,IKZF2,tf,HEK293,Epithelium,Embryonic Kidney,1,IKZF2
46148|SRF,1.4514728519099407e-07,Homo sapiens,SRF,tf,GM12878,B Lymphocyte,Blood,1,SRF
45764|CHD2,1.475482210855361e-07,Homo sapiens,CHD2,cr,HeLa-S3,Epithelium,Cervix,1,CHD2
46297|E2F6,1.4905661449571284e-07,Homo sapiens,E2F6,tf,K562,Erythroblast,Bone Marrow,1,E2F6
76682|ASXL1,1.531356233486214e-07,Homo sapiens,ASXL1,tf,HEK293,None,None,1,ASXL1
53325|SUPT5H,1.6162045990419927e-07,Homo sapiens,SUPT5H,tf,HeLa,Epithelium,Cervix,1,SUPT5H
46140|TCF7L1,1.9022703606763613e-07,Homo sapiens,TCF7L1,tf,GM12878,B Lymphocyte,Blood,1,TCF7L1
55667|PAF1,1.9631341519055212e-07,Homo sapiens,PAF1,not sure,HCT-116,None,Colon,1,PAF1
56053|ATF1,2.0170304637634473e-07,Homo sapiens,ATF1,tf,HepG2,Epithelium,Liver,1,ATF1
73713|AFF1,2.0639194464600052e-07,Homo sapiens,AFF1,tf,SEM,B Lymphocyte,None,1,AFF1
64559|SP2,2.1059813298807128e-07,Homo sapiens,SP2,predicted chromatin regulator,HEK293,Epithelium,Embryonic Kidney,1,SP2
68223|NR3C1,2.1443942482823886e-07,Homo sapiens,NR3C1,tf,BEAS-2B,Epithelium,Lung,1,NR3C1
45411|PHF8,2.2025200124842215e-07,Homo sapiens,PHF8,cr,K562,Erythroblast,Bone Marrow,1,PHF8
58840|XRN2,2.328915923444086e-07,Homo sapiens,XRN2,not sure,HEK293,Epithelium,Embryonic Kidney,1,XRN2
40216|MED1,2.4342273902133726e-07,Homo sapiens,MED1,predicted transcription factor,None,B Lymphocyte,Blood,1,MED1
46131|RUNX3,2.6401700731204514e-07,Homo sapiens,RUNX3,tf,GM12878,B Lymphocyte,Blood,1,RUNX3
45951|E2F4,2.9759656544614543e-07,Homo sapiens,E2F4,tf,K562,Erythroblast,Bone Marrow,1,E2F4
70759|OGT,3.0722596544574543e-07,Homo sapiens,OGT,other,HEK293,HEK 293 Cell Line,None,1,OGT
73454|T,3.187046054842213e-07,Homo sapiens,T,tf,None,Th1,None,1,T
45629|ZNF143,3.254343928227321e-07,Homo sapiens,ZNF143,predicted transcription factor,GM12878,B Lymphocyte,Blood,1,ZNF143
58808|MAF,3.2821095585777726e-07,Homo sapiens,MAF,tf,None,Th1,None,1,MAF
45228|KDM4A,3.5775276296945435e-07,Homo sapiens,KDM4A,cr,H1,Embryonic Stem Cell,Embryo,1,KDM4A
68051|NFKB1,3.6244427614740005e-07,Homo sapiens,NFKB1,tf,L1236,Hodgkin Lymphoma Cell,None,1,NFKB1
45961|UBTF,3.788938643944917e-07,Homo sapiens,UBTF,tf,K562,Erythroblast,Bone Marrow,1,UBTF
73701|KDM2B,3.938709599582424e-07,Homo sapiens,KDM2B,cr,SEM,B Lymphocyte,None,1,KDM2B
39978|TFAP2C,4.357054678716388e-07,Homo sapiens,TFAP2C,predicted transcription factor,A375,None,Skin,1,TFAP2C
74117|RUNX2,4.838300375342719e-07,Homo sapiens,RUNX2,tf,MCF-7,None,None,1,RUNX2
52436|WDR5,4.898344413972744e-07,Homo sapiens,WDR5,cr,HEK293,Epithelium,Embryonic Kidney,1,WDR5
41287|STAT1,6.359129200439462e-07,Homo sapiens,STAT1,tf,None,Monocyte,Blood,1,STAT1
36765|NOTCH1,7.195206999099923e-07,Homo sapiens,NOTCH1,both predicted transcription factor and chromatin regulator,HPB-ALL,T Lymphocyte,Blood,1,NOTCH1
46243|FOSL2,7.238775135420816e-07,Homo sapiens,FOSL2,tf,HepG2,Epithelium,Liver,1,FOSL2
55779|CTCFL,7.508060834715558e-07,Homo sapiens,CTCFL,predicted transcription factor,Ovcar8,None,None,1,CTCFL
46127|ELF1,7.997046322372192e-07,Homo sapiens,ELF1,tf,GM12878,B Lymphocyte,Blood,1,ELF1
53300|RARA,8.658903432046117e-07,Homo sapiens,RARA,tf,TSU-1621-MT,None,None,1,RARA
56821|TFAP2A,9.070292081303499e-07,Homo sapiens,TFAP2A,predicted transcription factor,None,Neural crest cell,Cranial,1,TFAP2A
48576|KDM6B,9.80143002426992e-07,Homo sapiens,KDM6B,cr,CUTLL1,T Lymphocyte,Blood,1,KDM6B
46195|TAF7,1.0046524163143111e-06,Homo sapiens,TAF7,predicted transcription factor,H1,Embryonic Stem Cell,Embryo,1,TAF7
45810|MXI1,1.0171360970145926e-06,Homo sapiens,MXI1,tf,HepG2,Epithelium,Liver,1,MXI1
69873|AFF4,1.0563075798497579e-06,Homo sapiens,AFF4,tf,None,Th1,None,1,AFF4
45874|JUN,1.3850251344149633e-06,Homo sapiens,JUN,tf,K562,Erythroblast,Bone Marrow,1,JUN
35517|BCL6,1.5469451077887442e-06,Homo sapiens,BCL6,predicted transcription factor,OCI-Ly1,B cell lymphoma,Bone Marrow,1,BCL6
55351|SUMO2,1.593440268121693e-06,Homo sapiens,SUMO2,other,VCaP,Epithelium,Prostate,1,SUMO2
64798|CREM,1.7325334686901783e-06,Homo sapiens,CREM,tf,HepG2,Epithelium,Liver,1,CREM
53493|SOX9,2.0534640043923247e-06,Homo sapiens,SOX9,tf,HT29,Epithelium,Colon,1,SOX9
46226|YY1,2.086629569131304e-06,Homo sapiens,YY1,tf,HepG2,Epithelium,Liver,1,YY1
46230|CEBPD,2.113761455313501e-06,Homo sapiens,CEBPD,tf,HepG2,Epithelium,Liver,1,CEBPD
77536|REL,2.46636985212767e-06,Homo sapiens,REL,tf,GM12878,Lymphoblastoid,None,1,REL
65186|EGR3,2.6325113782199594e-06,Homo sapiens,EGR3,,HEK293,Epithelium,Embryonic Kidney,1,EGR3
75042|TP53,2.8366650154931783e-06,Homo sapiens,TP53,predicted transcription factor,MDA-MB-231,None,Breast,1,TP53
8820|RBBP5,2.9573578803621103e-06,Homo sapiens,RBBP5,cr,H1,Embryonic Stem Cell,Embryo,1,RBBP5
46286|REST,3.8438555892139625e-06,Homo sapiens,REST,tf,K562,Erythroblast,Bone Marrow,1,REST
50573|MYB,4.0092772201072435e-06,Homo sapiens,MYB,tf,None,None,None,1,MYB
42588|STAG1,4.334647320802798e-06,Homo sapiens,STAG1,not sure,MS1,Lymphoblastoid,Blood,1,STAG1
65147|EGR2,4.789273607530564e-06,Homo sapiens,EGR2,tf,HEK293,Epithelium,Embryonic Kidney,1,EGR2
47598|GATA4,5.1046283292000005e-06,Homo sapiens,GATA4,tf,AGS,Epithelium,Stomach,1,GATA4
74682|FOXO3,5.477989834024033e-06,Homo sapiens,FOXO3,tf,HepG2,Epithelium,Liver,1,FOXO3
71069|MBD3,5.496439499041994e-06,Homo sapiens,MBD3,cr,HeLa,Epithelium,Cervix,1,MBD3
64317|ETV4,5.776997314133059e-06,Homo sapiens,ETV4,tf,HepG2,Epithelium,Liver,1,ETV4
53323|INTS3,6.516404851997226e-06,Homo sapiens,INTS3,predicted transcription factor,HeLa,Epithelium,Cervix,1,INTS3
276|SMAD3,6.5522916194438174e-06,Homo sapiens,SMAD3,tf,BG03,Embryonic Stem Cell,Embryo,1,SMAD3
51863|HSF1,7.156263249541439e-06,Homo sapiens,HSF1,tf,451Lu,Melanoma Cell,None,1,HSF1
36845|AR,7.541066420091447e-06,Homo sapiens,AR,tf,MDA-MB-453,Epithelium,Mammary Gland,1,AR
36819|ESR1,7.862436071204293e-06,Homo sapiens,ESR1,tf,MCF-7,Epithelium,Breast,1,ESR1
43050|BRD3,8.746474519427672e-06,Homo sapiens,BRD3,predicted chromatin regulator,MM1.S,B Lymphocyte,Blood,1,BRD3
6710|SRC,9.032746211390386e-06,Homo sapiens,SRC,not sure,OCI-Ly2,Epithelium,Mammary Gland,1,SRC
46358|PBX3,9.56479112640407e-06,Homo sapiens,PBX3,tf,SK-N-SH,Neuroblastoma cell,Brain,1,PBX3
74357|NEUROD1,9.880662869388157e-06,Homo sapiens,NEUROD1,tf,D-341,None,None,1,NEUROD1
36804|NR2F2,1.0539634424322486e-05,Homo sapiens,NR2F2,tf,MCF-7,Epithelium,Breast,1,NR2F2
42637|CREBBP,1.0956892168512145e-05,Homo sapiens,CREBBP,cr,HEK293,Epithelium,Embryonic Kidney,1,CREBBP
63321|ELK1,1.1120828440958075e-05,Homo sapiens,ELK1,tf,K562,Erythroblast,Bone Marrow,1,ELK1
64735|IKZF1,1.1378899845759793e-05,Homo sapiens,IKZF1,tf,GM12878,B Lymphocyte,Blood,1,IKZF1
65214|GLIS1,1.1480068341895855e-05,Homo sapiens,GLIS1,tf,HEK293,Epithelium,Embryonic Kidney,1,GLIS1
50413|KLF11,1.1865355475482176e-05,Homo sapiens,KLF11,tf,hMADS-3,Adipocyte,Adipose,1,KLF11
43684|KDM4C,1.2606540299608948e-05,Homo sapiens,KDM4C,cr,KYSE-150,Epitheloid Cell,Esophagus,1,KDM4C
46212|FOSL1,1.2985178462043834e-05,Homo sapiens,FOSL1,tf,HCT-116,None,Colon,1,FOSL1
74431|TFAP4,1.5057684927488602e-05,Homo sapiens,TFAP4,,COLO-320,Colorectal cancer cell line,None,1,TFAP4
35087|BCOR,1.5057989542210937e-05,Homo sapiens,BCOR,both predicted transcription factor and chromatin regulator,None,B Lymphocyte,None,1,BCOR
45714|TCF7L2,1.610521549433308e-05,Homo sapiens,TCF7L2,tf,HCT-116,None,Colon,1,TCF7L2
40164|RUNX1T1,1.636642526547938e-05,Homo sapiens,RUNX1T1,tf,Kasumi-1,Myeloblast,Blood,1,RUNX1T1
55543|RAG2,1.661192492424801e-05,Homo sapiens,RAG2,cr,None,Thymocyte,None,1,RAG2
70763|HDAC1,1.704535261087825e-05,Homo sapiens,HDAC1,cr,MM1.S,B Lymphocyte,Blood,1,HDAC1
75273|ZBTB48,1.7821966580122695e-05,Homo sapiens,ZBTB48,,U2OS,None,None,1,ZBTB48
9198|TCF12,1.7926067445994676e-05,Homo sapiens,TCF12,tf,RPMI-8402,T cell leukemia,Blood,1,TCF12
46295|ZBTB7A,1.8201249800231523e-05,Homo sapiens,ZBTB7A,predicted transcription factor,K562,Erythroblast,Bone Marrow,1,ZBTB7A
45779|SMARCB1,1.8570840910225872e-05,Homo sapiens,SMARCB1,cr,HeLa-S3,Epithelium,Cervix,1,SMARCB1
56558|SMC1A,1.9815178986526405e-05,Homo sapiens,SMC1A,predicted chromatin regulator,HuCCT1,None,None,1,SMC1A
49949|KLF9,2.220908725220072e-05,Homo sapiens,KLF9,tf,GBM1A,Glioblastoma Stem Cell,None,1,KLF9
36842|FOXA1,2.22797270414965e-05,Homo sapiens,FOXA1,tf,MDA-MB-453,Epithelium,Mammary Gland,1,FOXA1
53632|STAT5B,2.3462007902264048e-05,Homo sapiens,STAT5B,tf,None,T Lymphocyte,Blood,1,STAT5B
76965|CNOT3,2.3878379804054273e-05,Homo sapiens,CNOT3,tf,None,None,Snap-frozen tissue,1,CNOT3
74907|POLR3D,2.391511358712517e-05,Homo sapiens,POLR3D,tf,THP-1,Macrophage,None,1,POLR3D
46173|NANOG,2.3961907038738683e-05,Homo sapiens,NANOG,tf,H1,Embryonic Stem Cell,Embryo,1,NANOG
45632|BHLHE40,2.3969157488090698e-05,Homo sapiens,BHLHE40,predicted transcription factor,GM12878,B Lymphocyte,Blood,1,BHLHE40
45777|RCOR1,2.4863051732271213e-05,Homo sapiens,RCOR1,both predicted transcription factor and chromatin regulator,HeLa-S3,Epithelium,Cervix,1,RCOR1
46235|HDAC2,2.5105330520081015e-05,Homo sapiens,HDAC2,cr,HepG2,Epithelium,Liver,1,HDAC2
44562|EMX1,2.7137437976665346e-05,Homo sapiens,EMX1,tf,293FT,None,Embryonic Kidney,1,EMX1
1013|FOXP1,2.8682280840075514e-05,Homo sapiens,FOXP1,tf,H9,Embryonic Stem Cell,Embryo,1,FOXP1
54105|DAXX,2.9769886011610236e-05,Homo sapiens,DAXX,not sure,PC-3,Epithelium,Prostate,1,DAXX
53254|FOXM1,2.985571740876658e-05,Homo sapiens,FOXM1,tf,HEK293,Epithelium,Embryonic Kidney,1,FOXM1
33934|CTCF,3.2114492885648716e-05,Homo sapiens,CTCF,tf,MM1.S,B Lymphocyte,Blood,1,CTCF
45737|GTF2F1,3.784264490797051e-05,Homo sapiens,GTF2F1,tf,HeLa-S3,Epithelium,Cervix,1,GTF2F1
52153|FAIRE,3.894042247953866e-05,Homo sapiens,FAIRE,other,None,Macrophage,None,1,FAIRE
46129|EBF1,3.90533456932074e-05,Homo sapiens,EBF1,tf,GM12878,B Lymphocyte,Blood,1,EBF1
53672|NIPBL,3.9657025358907916e-05,Homo sapiens,NIPBL,not sure,None,Embryonic Stem Cell,None,1,NIPBL
49446|HIF1A,3.985188692612329e-05,Homo sapiens,HIF1A,predicted chromatin regulator,T47D,Epithelium,Mammary Gland,1,HIF1A
46206|CEBPB,4.6376376537704544e-05,Homo sapiens,CEBPB,tf,HCT-116,None,Colon,1,CEBPB
68966|PR,4.776249647647779e-05,Homo sapiens,PR,predicted transcription factor,T47D,None,Breast,1,PR
46242|RXRA,4.867261194901884e-05,Homo sapiens,RXRA,tf,HepG2,Epithelium,Liver,1,RXRA
65197|KLF15,4.999941790073681e-05,Homo sapiens,KLF15,tf,HEK293,Epithelium,Embryonic Kidney,1,KLF15
45925|IRF1,5.089816451264717e-05,Homo sapiens,IRF1,tf,K562,Erythroblast,Bone Marrow,1,IRF1
63686|ZBTB8A,5.3919223268750205e-05,Homo sapiens,ZBTB8A,,HEK293,Epithelium,Embryonic Kidney,1,ZBTB8A
62840|SP3,5.5994313689911035e-05,Homo sapiens,SP3,tf,HEK293,Epithelium,Embryonic Kidney,1,SP3
63155|GABP,5.8326866195446136e-05,Homo sapiens,GABP,,HepG2,Epithelium,Liver,1,GABP
40215|IRF4,5.877591771674684e-05,Homo sapiens,IRF4,predicted transcription factor,None,B Lymphocyte,Blood,1,IRF4
70095|TET2,6.789875755891517e-05,Homo sapiens,TET2,cr,293T,None,None,1,TET2
62608|RAD21,7.129404832451058e-05,Homo sapiens,RAD21,not sure,HepG2,Epithelium,Liver,1,RAD21
64901|MBD2,8.289803822431052e-05,Homo sapiens,MBD2,cr,MCF-7,Epithelium,Breast,1,MBD2
45790|HNF4A,8.832964184168901e-05,Homo sapiens,HNF4A,tf,HepG2,Epithelium,Liver,1,HNF4A
64291|ZBTB11,8.892554257688978e-05,Homo sapiens,ZBTB11,,K562,Erythroblast,Bone Marrow,1,ZBTB11
42720|HOXA4,9.059840819547471e-05,Homo sapiens,HOXA4,tf,LoVo,None,Colon,1,HOXA4
69798|PPARG,9.10724789279782e-05,Homo sapiens,PPARG,tf,HT29,colorectal adenocarcinoma,None,1,PPARG
43400|XBP1,9.20390796378956e-05,Homo sapiens,XBP1,tf,T47D,Epithelium,Mammary Gland,1,XBP1
63411|CBX5,9.41689872308582e-05,Homo sapiens,CBX5,cr,GM12878,B Lymphocyte,Blood,1,CBX5
65111|SP4,9.430731229387312e-05,Homo sapiens,SP4,tf,HEK293,Epithelium,Embryonic Kidney,1,SP4
46209|CBX3,9.623789892682089e-05,Homo sapiens,CBX3,cr,HCT-116,None,Colon,1,CBX3
49467|598-SKD,0.00010582446414802993,Homo sapiens,598-SKD,other,MCF-7,Epithelium,Breast,1,598-SKD
49003|ELL2,0.00011743509662548446,Homo sapiens,ELL2,predicted chromatin regulator,HeLa,Epithelium,Cervix,1,ELL2
33679|GATA3,0.0001191407805427036,Homo sapiens,GATA3,tf,None,Th1,None,1,GATA3
63757|ZBTB33,0.00012740071172218093,Homo sapiens,ZBTB33,tf,None,None,Liver,1,ZBTB33
77300|TRIM25,0.00013229201189607354,Homo sapiens,TRIM25,,BT-549,None,Breast,1,TRIM25
41788|EZH2,0.00015111772407971902,Homo sapiens,EZH2,cr,None,iPSC,None,1,EZH2
46124|USF1,0.00017146557296193743,Homo sapiens,USF1,tf,GM12878,B Lymphocyte,Blood,1,USF1
56818|NR2F1,0.0001809457094461009,Homo sapiens,NR2F1,tf,None,Neural crest cell,Cranial,1,NR2F1
53419|NCOR1,0.00018264963616582142,Homo sapiens,NCOR1,cr,Kasumi-1,Myeloblast,Blood,1,NCOR1
33678|TBX21,0.0001834616650643328,Homo sapiens,TBX21,tf,None,Th1,None,1,TBX21
8564|TBL1X,0.00018451823741694184,Homo sapiens,TBL1X,cr,HEK293T,Epithelium,Embryonic Kidney,1,TBL1X
46217|ATF3,0.0002183872018836075,Homo sapiens,ATF3,predicted transcription factor,HCT-116,None,Colon,1,ATF3
52087|TRIM28,0.00022224781463447973,Homo sapiens,TRIM28,cr,None,Hematopoietic Stem Cell,None,1,TRIM28
65062|ZNF467,0.00022634664319598485,Homo sapiens,ZNF467,,HEK293,Epithelium,Embryonic Kidney,1,ZNF467
63294|ZNF335,0.00022941281196847685,Homo sapiens,ZNF335,tf,HEK293,Epithelium,Embryonic Kidney,1,ZNF335
53330|CPSF3L,0.00024291857408853534,Homo sapiens,CPSF3L,other,HeLa,Epithelium,Cervix,1,CPSF3L
63535|ZEB2,0.0002480485598226334,Homo sapiens,ZEB2,,HEK293,Epithelium,Embryonic Kidney,1,ZEB2
42179|MITF,0.0002651161805197755,Homo sapiens,MITF,tf,COLO-829,Fibroblast,Skin,1,MITF
43451|NELFA,0.000267881510335799,Homo sapiens,NELFA,not sure,HeLa,Epithelium,Cervix,0,NELFA
1082|SMAD2/3,0.00026795711011939893,Homo sapiens,SMAD2/3,tf,H9,Embryonic Stem Cell,Embryo,1,SMAD2/3
50162|ARRB1,0.00027040298038116806,Homo sapiens,ARRB1,tf,C4-2,Epithelium,None,1,ARRB1
46306|THAP1,0.00027345445603954577,Homo sapiens,THAP1,tf,K562,Erythroblast,Bone Marrow,1,THAP1
48625|SPIB,0.0002790406210312901,Homo sapiens,SPIB,tf,OCI-Ly3,B Lymphocyte,Bone Marrow,1,SPIB
46115|POU2F2,0.00031289910728415915,Homo sapiens,POU2F2,tf,GM12878,B Lymphocyte,Blood,1,POU2F2
63537|ZNF692,0.0003364641958207293,Homo sapiens,ZNF692,,HEK293,Epithelium,Embryonic Kidney,1,ZNF692
68310|NR4A1,0.00033923434820015697,Homo sapiens,NR4A1,tf,Kasumi-1,Acute myeloid leukemia,None,1,NR4A1
69802|NR1H3,0.00034965456583557764,Homo sapiens,NR1H3,tf,HT29,colorectal adenocarcinoma,None,1,NR1H3
63177|ETV1,0.0003627331871186579,Homo sapiens,ETV1,tf,K562,Erythroblast,Bone Marrow,1,ETV1
69804|NR1H2,0.0003660238759006229,Homo sapiens,NR1H2,tf,HT29,colorectal adenocarcinoma,None,1,NR1H2
71067|GATAD2B,0.0003683705828244621,Homo sapiens,GATAD2B,,HeLa,Epithelium,Cervix,1,GATAD2B
49265|SCML2,0.0003731042965014475,Homo sapiens,SCML2,tf,293T-Rex,None,None,0,SCML2
59001|JMJD1C,0.00038180998253400933,Homo sapiens,JMJD1C,predicted chromatin regulator,HL-60,Promyeloblast,Blood,1,JMJD1C
45730|RFX5,0.0003986434352243884,Homo sapiens,RFX5,tf,HeLa-S3,Epithelium,Cervix,1,RFX5
62931|ZNF341,0.00040242786377991946,Homo sapiens,ZNF341,,HEK293,Epithelium,Embryonic Kidney,1,ZNF341
64038|HBP1,0.0004026183197222699,Homo sapiens,HBP1,tf,HepG2,Epithelium,Liver,1,HBP1
43234|CHRM2,0.000429425748698975,Homo sapiens,CHRM2,predicted chromatin regulator,HeLa,Epithelium,Cervix,1,CHRM2
72366|TCF4,0.0004447102818429527,Homo sapiens,TCF4,tf,Gen2.2,Plasmacytoid dendritic cell,None,1,TCF4
8821|SAP30,0.00045863132344192703,Homo sapiens,SAP30,not sure,H1,Embryonic Stem Cell,Embryo,1,SAP30
67615|ELF3,0.00046344216276633654,Homo sapiens,ELF3,tf,CFPAC-1,None,Pancreatic ductal,1,ELF3
37604|CBFB,0.00046655078000912287,Homo sapiens,CBFB,predicted transcription factor,ME-1,Leukemia Cell,None,1,CBFB
74349|OTX2,0.0005469350244972637,Homo sapiens,OTX2,tf,D-341,None,None,1,OTX2
62551|TFDP1,0.0005470591544214365,Homo sapiens,TFDP1,tf,K562,Erythroblast,Bone Marrow,1,TFDP1
356|CDX2,0.0005622530567379602,Homo sapiens,CDX2,tf,Caco-2,Epithelium,Colon,1,CDX2
56852|KRAB,0.0005998734169934128,Homo sapiens,KRAB,other,K562,Erythroblast,Bone Marrow,0,KRAB
76415|PMEL,0.000625799642599123,Homo sapiens,PMEL,other,None,None,None,1,PMEL
64091|KLF8,0.0006595720556520912,Homo sapiens,KLF8,,HEK293,Epithelium,Embryonic Kidney,1,KLF8
8412|GATA2,0.0007315467052362301,Homo sapiens,GATA2,tf,None,Haematopoietic Progenitor Cell,Blood,1,GATA2
64008|ZNF589,0.0007781388215679086,Homo sapiens,ZNF589,,K562,Erythroblast,Bone Marrow,1,ZNF589
45726|ZNF263,0.0007901401422668042,Homo sapiens,ZNF263,predicted transcription factor,HEK293T,Epithelium,Embryonic Kidney,1,ZNF263
68627|KMT2D,0.0007918508173330174,Homo sapiens,KMT2D,cr,None,patient derived xenograft cells,None,1,KMT2D
65123|ZFP64,0.0008418999991895437,Homo sapiens,ZFP64,,HEK293,Epithelium,Embryonic Kidney,1,ZFP64
