,pval,species,factor,factor_type,cell_line,cell_type,tissue,qc,TF
46126|EGR1,1.679939260726965e-10,Homo sapiens,EGR1,tf,GM12878,B Lymphocyte,Blood,1,EGR1
67768|NFE2,3.534211207216137e-10,Homo sapiens,NFE2,tf,F5,Erythroid Progenitor Cell,Fetal Liver,1,NFE2
36356|POLR2B,4.594622356163504e-10,Homo sapiens,POLR2B,tf,IMR90,Fibroblast,Lung,1,POLR2B
36299|BRD4,1.0411587127134407e-09,Homo sapiens,BRD4,cr,None,Embryonic Stem Cell,Embryo,0,BRD4
63406|POLR2AphosphoS5,1.0847002196491476e-09,Homo sapiens,POLR2AphosphoS5,,None,iPSC,None,1,POLR2AphosphoS5
56047|CREB1,1.5030529525237727e-09,Homo sapiens,CREB1,tf,HepG2,Epithelium,Liver,1,CREB1
63002|BCL3,1.6466465093451476e-09,Homo sapiens,BCL3,tf,A549,Epithelium,Lung,1,BCL3
40055|CDK7,2.8621348183710765e-09,Homo sapiens,CDK7,predicted transcription factor,None,B Lymphocyte,Blood,1,CDK7
43097|ETS1,3.5977977432391656e-09,Homo sapiens,ETS1,tf,CUTLL1,T Lymphocyte,Blood,1,ETS1
33123|CDK9,4.256644191583881e-09,Homo sapiens,CDK9,tf,MM1.S,B Lymphocyte,Blood,1,CDK9
7527|HEY1,6.002822277975313e-09,Homo sapiens,HEY1,tf,K562,Erythroblast,Bone Marrow,1,HEY1
5389|RELA,6.881259424097266e-09,Homo sapiens,RELA,tf,A549,Epithelium,Lung,1,RELA
50879|SPI1,6.948574665250805e-09,Homo sapiens,SPI1,predicted transcription factor,None,None,None,1,SPI1
47267|KDM5B,8.519386100825855e-09,Homo sapiens,KDM5B,cr,MCF-7,Epithelium,Breast,1,KDM5B
53296|ERG,1.1933810106184509e-08,Homo sapiens,ERG,other,TSU-1621-MT,None,None,1,ERG
77486|KMT2A,1.2164653931394569e-08,Homo sapiens,KMT2A,not sure,MV4-11,Leukemia Cell,None,1,KMT2A
46060|SP1,1.3258199584230832e-08,Homo sapiens,SP1,predicted chromatin regulator,A549,Epithelium,Lung,1,SP1
33175|MAX,1.3385436978085806e-08,Homo sapiens,MAX,tf,P493-6,B cell lymphoma,None,1,MAX
44325|E2F1,1.5151298037306974e-08,Homo sapiens,E2F1,tf,LNCaP,Epithelium,Prostate,1,E2F1
46282|TAF1,1.634818954128293e-08,Homo sapiens,TAF1,tf,K562,Erythroblast,Bone Marrow,1,TAF1
38654|NFATC1,1.8491273759239138e-08,Homo sapiens,NFATC1,tf,None,Endothelial Cell,Umbilical Vein,1,NFATC1
74571|MAZ,1.9755632038648836e-08,Homo sapiens,MAZ,tf,T778,None,None,1,MAZ
37638|RUNX1,2.013201587915024e-08,Homo sapiens,RUNX1,tf,SKNO-1,Myeloblast,Bone Marrow,1,RUNX1
46232|JUND,2.0322806114380123e-08,Homo sapiens,JUND,tf,HepG2,Epithelium,Liver,1,JUND
49481|RPE,2.0515349089911453e-08,Homo sapiens,RPE,other,None,Retinal pigment cell,None,1,RPE
39352|GATA1,2.110365074910593e-08,Homo sapiens,GATA1,tf,None,Erythroid Cell,None,1,GATA1
63207|GABPA,2.5946510021817183e-08,Homo sapiens,GABPA,tf,K562,Erythroblast,Bone Marrow,1,GABPA
45684|TBP,2.6436704363444684e-08,Homo sapiens,TBP,tf,H1,Embryonic Stem Cell,Embryo,1,TBP
