,pval,species,factor,factor_type,cell_line,cell_type,tissue,qc,TF
47414|GABPA,0.0006443233543452727,Homo sapiens,GABPA,tf,Jurkat,T Lymphocyte,Blood,1,GABPA
46341|REST,0.0012910996257012456,Homo sapiens,REST,tf,SK-N-SH,Neuroblastoma cell,Brain,1,REST
45874|JUN,0.001562242325291024,Homo sapiens,JUN,tf,K562,Erythroblast,Bone Marrow,1,JUN
42220|STAT3,0.001604956915218345,Homo sapiens,STAT3,tf,U-2932,B Lymphocyte,None,1,STAT3
36314|RELA,0.001955624667589125,Homo sapiens,RELA,tf,GM19099,Lymphoblastoid,Blood,1,RELA
56953|SPI1,0.00210552329407115,Homo sapiens,SPI1,predicted transcription factor,RS4,B Lymphocyte,None,1,SPI1
46038|MXI1,0.0022073131609138684,Homo sapiens,MXI1,tf,SK-N-SH,Neuroblastoma cell,Brain,1,MXI1
77261|ZNF597,0.002386912520479182,Homo sapiens,ZNF597,tf,GM12878,B Lymphocyte,Blood,1,ZNF597
44433|TAL1,0.0034468395493331906,Homo sapiens,TAL1,tf,None,None,Cord blood,1,TAL1
46135|SP1,0.0036416262785449655,Homo sapiens,SP1,predicted chromatin regulator,GM12878,B Lymphocyte,Blood,1,SP1
72366|TCF4,0.003981744603274993,Homo sapiens,TCF4,tf,Gen2.2,Plasmacytoid dendritic cell,None,1,TCF4
64734|IKZF1,0.004041118153290068,Homo sapiens,IKZF1,tf,GM12878,B Lymphocyte,Blood,1,IKZF1
69615|CDK7,0.0040610847482542905,Homo sapiens,CDK7,predicted transcription factor,Jurkat,T Lymphocyte,Blood,1,CDK7
45871|ATF1,0.004224023080076667,Homo sapiens,ATF1,tf,K562,Erythroblast,Bone Marrow,1,ATF1
33526|ESR1,0.004748481352446773,Homo sapiens,ESR1,tf,MCF-7,Epithelium,Breast,1,ESR1
46183|SIN3A,0.004771542433403698,Homo sapiens,SIN3A,tf,H1,Embryonic Stem Cell,Embryo,1,SIN3A
45903|RCOR1,0.005381480878223702,Homo sapiens,RCOR1,both predicted transcription factor and chromatin regulator,K562,Erythroblast,Bone Marrow,1,RCOR1
46345|TAF1,0.005564247779982164,Homo sapiens,TAF1,tf,SK-N-SH,Neuroblastoma cell,Brain,1,TAF1
45656|EBF1,0.005725271733266229,Homo sapiens,EBF1,tf,GM12878,B Lymphocyte,Blood,1,EBF1
75042|TP53,0.006175065847620227,Homo sapiens,TP53,predicted transcription factor,MDA-MB-231,None,Breast,1,TP53
37169|MYC,0.0065021905315341775,Homo sapiens,MYC,tf,MM1.S,B Lymphocyte,Blood,1,MYC
42481|STAG1,0.0072027365259576485,Homo sapiens,STAG1,not sure,GM19239,Lymphoblastoid,Blood,1,STAG1
43110|MED1,0.007337027158485054,Homo sapiens,MED1,predicted transcription factor,CUTLL1,T Lymphocyte,Blood,1,MED1
53297|ERG,0.007473519940672409,Homo sapiens,ERG,other,TSU-1621-MT,None,None,1,ERG
564|VDR,0.007612244821123971,Homo sapiens,VDR,tf,GM10861,Lymphocyte,Blood,1,VDR
46117|ETS1,0.0077177714753315346,Homo sapiens,ETS1,tf,GM12878,B Lymphocyte,Blood,1,ETS1
69767|BRD4,0.0077177714753315346,Homo sapiens,BRD4,cr,MV4;11,Leukemia Cell,Blood,1,BRD4
45737|GTF2F1,0.007896512120976504,Homo sapiens,GTF2F1,tf,HeLa-S3,Epithelium,Cervix,1,GTF2F1
45849|MAX,0.00819007445492693,Homo sapiens,MAX,tf,None,Endothelial Cell,Umbilical Vein,1,MAX
63321|ELK1,0.00837838196552588,Homo sapiens,ELK1,tf,K562,Erythroblast,Bone Marrow,1,ELK1
77449|NFKB2,0.008416496324534036,Homo sapiens,NFKB2,tf,L1236,Hodgkin Lymphoma Cell,None,1,NFKB2
72352|RUNX1,0.008687584149416493,Homo sapiens,RUNX1,tf,Kasumi-1,Acute myeloid leukemia,None,1,RUNX1
54243|FOXO1,0.008726929500932724,Homo sapiens,FOXO1,tf,None,Stromal Cell,Endometrium,1,FOXO1
69802|NR1H3,0.008885877508965,Homo sapiens,NR1H3,tf,HT29,colorectal adenocarcinoma,None,1,NR1H3
46163|YY1,0.009504746197960738,Homo sapiens,YY1,tf,GM12892,Lymphoblastoid,Blood,1,YY1
46037|RFX5,0.009547312684933886,Homo sapiens,RFX5,tf,SK-N-SH,Neuroblastoma cell,Brain,1,RFX5
46128|IRF4,0.009893885648938032,Homo sapiens,IRF4,predicted transcription factor,GM12878,B Lymphocyte,Blood,1,IRF4
64269|H2AFZ,0.010026654791093088,Homo sapiens,H2AFZ,,MM.1S,B Lymphoblast,Blood,1,H2AFZ
63465|MBD1_isoform1,0.010071255412502268,Homo sapiens,MBD1_isoform1,,HepG2,Epithelium,Liver,1,MBD1_isoform1
50573|MYB,0.010206097633130065,Homo sapiens,MYB,tf,None,None,None,1,MYB
64303|E2F5,0.01025139365085488,Homo sapiens,E2F5,,K562,Erythroblast,Bone Marrow,1,E2F5
57167|CDK8,0.011048687963751386,Homo sapiens,CDK8,tf,MOLM-14,Myeloid Cell,None,1,CDK8
53257|FOXM1,0.011048687963751386,Homo sapiens,FOXM1,tf,HEK293,Epithelium,Embryonic Kidney,1,FOXM1
45638|CHD2,0.011145943778802559,Homo sapiens,CHD2,cr,GM12878,B Lymphocyte,Blood,1,CHD2
67317|SOX2,0.011145943778802559,Homo sapiens,SOX2,tf,None,Neuronal Progenitor cell,None,1,SOX2
46340|FOXP2,0.011293223097997523,Homo sapiens,FOXP2,tf,SK-N-MC,None,Brain,1,FOXP2
55543|RAG2,0.011293223097997523,Homo sapiens,RAG2,cr,None,Thymocyte,None,1,RAG2
46365|USF1,0.01189938177083076,Homo sapiens,USF1,tf,SK-N-SH_RA,Neuron,Brain,1,USF1
72354|HDAC1,0.012318993697516227,Homo sapiens,HDAC1,cr,Kasumi-1,Acute myeloid leukemia,None,1,HDAC1
68310|NR4A1,0.01242587830279674,Homo sapiens,NR4A1,tf,Kasumi-1,Acute myeloid leukemia,None,1,NR4A1
35228|HSF1,0.012587710873779471,Homo sapiens,HSF1,tf,M0-91,Leukemia Cell,None,1,HSF1
41287|STAT1,0.01319680360668182,Homo sapiens,STAT1,tf,None,Monocyte,Blood,1,STAT1
63213|MTA2,0.01319680360668182,Homo sapiens,MTA2,tf,GM12878,B Lymphocyte,Blood,1,MTA2
1935|CREBBP,0.013539646949915277,Homo sapiens,CREBBP,cr,Jurkat E6-1,T Lymphocyte,Blood,1,CREBBP
52147|PDX1,0.014369640962581963,Homo sapiens,PDX1,tf,CyT49,Embryonic Stem Cell,Embryo,1,PDX1
51522|OTX2,0.014491717023598999,Homo sapiens,OTX2,tf,HUES64,Embryonic Stem Cell,Embryo,1,OTX2
43104|NOTCH1,0.0145530891026262,Homo sapiens,NOTCH1,both predicted transcription factor and chromatin regulator,CUTLL1,T Lymphocyte,Blood,1,NOTCH1
45661|MAZ,0.014676504565591096,Homo sapiens,MAZ,tf,GM12878,B Lymphocyte,Blood,1,MAZ
73701|KDM2B,0.014676504565591096,Homo sapiens,KDM2B,cr,SEM,B Lymphocyte,None,1,KDM2B
76402|RELB,0.014800819391682825,Homo sapiens,RELB,tf,GM12878,Lymphoblastoid,None,1,RELB
48638|SPIB,0.014926038744059875,Homo sapiens,SPIB,tf,OCI-Ly3,B Lymphocyte,Bone Marrow,1,SPIB
45627|ESRRA,0.015243078467631668,Homo sapiens,ESRRA,tf,GM12878,B Lymphocyte,Blood,1,ESRRA
46109|BATF,0.015243078467631668,Homo sapiens,BATF,predicted transcription factor,GM12878,B Lymphocyte,Blood,1,BATF
64739|ZBTB33,0.015243078467631668,Homo sapiens,ZBTB33,tf,K562,Erythroblast,Bone Marrow,1,ZBTB33
74052|NKX2-1,0.015371504572703837,Homo sapiens,NKX2-1,tf,A549,Epithelium,Lung,1,NKX2-1
9319|SMC1A,0.01582833829450954,Homo sapiens,SMC1A,predicted chromatin regulator,LCL,Lymphoblastoid,Blood,1,SMC1A
39357|NFE2,0.016986515943290436,Homo sapiens,NFE2,tf,None,Erythroid Cell,None,1,NFE2
46209|CBX3,0.017340650224335924,Homo sapiens,CBX3,cr,HCT-116,None,Colon,1,CBX3
69879|CDK9,0.017340650224335924,Homo sapiens,CDK9,tf,None,Th1,None,1,CDK9
63410|CBX5,0.01741222874396673,Homo sapiens,CBX5,cr,GM12878,B Lymphocyte,Blood,1,CBX5
73407|RBPJ,0.017556142937489073,Homo sapiens,RBPJ,tf,None,Neurosphere,None,1,RBPJ
6958|BCLAF1,0.0176284799886744,Homo sapiens,BCLAF1,predicted transcription factor,GM12878,B Lymphocyte,Blood,1,BCLAF1
46131|RUNX3,0.0176284799886744,Homo sapiens,RUNX3,tf,GM12878,B Lymphocyte,Blood,1,RUNX3
37621|CBFB,0.017920377338613475,Homo sapiens,CBFB,predicted transcription factor,U937,None,Pleura,1,CBFB
67720|CREB1,0.01821638660619331,Homo sapiens,CREB1,tf,LNCaP,Epithelium,Prostate,1,CREB1
46362|TCF12,0.01874443138393541,Homo sapiens,TCF12,tf,SK-N-SH,Neuroblastoma cell,Brain,1,TCF12
33610|FAIRE,0.018974692652655632,Homo sapiens,FAIRE,other,None,Endothelial Cell,Umbilical Vein,1,FAIRE
46059|ELF1,0.019759681155744214,Homo sapiens,ELF1,tf,A549,Epithelium,Lung,1,ELF1
45757|RAD21,0.019759681155744214,Homo sapiens,RAD21,not sure,HeLa-S3,Epithelium,Cervix,1,RAD21
45660|TBL1XR1,0.019839674919936903,Homo sapiens,TBL1XR1,predicted chromatin regulator,GM12878,B Lymphocyte,Blood,1,TBL1XR1
1878|RBL2,0.019839674919936903,Homo sapiens,RBL2,both predicted transcription factor and chromatin regulator,IMR90,Fibroblast,Lung,1,RBL2
33678|TBX21,0.02158410705437892,Homo sapiens,TBX21,tf,None,Th1,None,1,TBX21
68051|NFKB1,0.021930670583770875,Homo sapiens,NFKB1,tf,L1236,Hodgkin Lymphoma Cell,None,1,NFKB1
7527|HEY1,0.022193666398934442,Homo sapiens,HEY1,tf,K562,Erythroblast,Bone Marrow,1,HEY1
46158|PAX5,0.022193666398934442,Homo sapiens,PAX5,tf,GM12891,Lymphoblastoid,Blood,1,PAX5
62937|ZBTB40,0.023272415491633912,Homo sapiens,ZBTB40,,GM12878,B Lymphocyte,Blood,1,ZBTB40
74830|T,0.02392182852246641,Homo sapiens,T,tf,T47D,None,None,1,T
45630|WRNIP1,0.024204774928400674,Homo sapiens,WRNIP1,predicted chromatin regulator,GM12878,B Lymphocyte,Blood,1,WRNIP1
69202|TRIM24,0.024682597036228857,Homo sapiens,TRIM24,both predicted transcription factor and chromatin regulator,LNCaP,Epithelium,Prostate,0,TRIM24
55355|PIAS1,0.02497307077540156,Homo sapiens,PIAS1,other,VCaP,Epithelium,Prostate,1,PIAS1
36845|AR,0.02546356094019574,Homo sapiens,AR,tf,MDA-MB-453,Epithelium,Mammary Gland,1,AR
36807|E2F4,0.02606277379020507,Homo sapiens,E2F4,tf,MCF-7,Epithelium,Breast,1,E2F4
46144|MEF2C,0.02646876558538938,Homo sapiens,MEF2C,predicted transcription factor,GM12878,B Lymphocyte,Blood,1,MEF2C
54104|DAXX,0.02698367390762652,Homo sapiens,DAXX,not sure,PC-3,Epithelium,Prostate,1,DAXX
70759|OGT,0.02708765251622831,Homo sapiens,OGT,other,HEK293,HEK 293 Cell Line,None,1,OGT
48277|CEBPA,0.02740159631014288,Homo sapiens,CEBPA,tf,GM12878,B Lymphocyte,Blood,1,CEBPA
46111|NFIC,0.027718568523883085,Homo sapiens,NFIC,tf,GM12878,B Lymphocyte,Blood,1,NFIC
46148|SRF,0.02814594569444311,Homo sapiens,SRF,tf,GM12878,B Lymphocyte,Blood,1,SRF
59001|JMJD1C,0.0282536430153709,Homo sapiens,JMJD1C,predicted chromatin regulator,HL-60,Promyeloblast,Blood,1,JMJD1C
77259|WDHD1,0.028797287272881195,Homo sapiens,WDHD1,tf,MCF-7,None,None,1,WDHD1
68117|KDM1A,0.029017166654571762,Homo sapiens,KDM1A,cr,Kasumi-1,Myeloblast,Blood,1,KDM1A
5443|FLI1,0.029127628447720443,Homo sapiens,FLI1,tf,None,Endothelial Cell,Umbilical Vein,1,FLI1
51867|SUMO2,0.029238439367860292,Homo sapiens,SUMO2,other,VCaP,Epithelium,Prostate,1,SUMO2
43165|NR2F2,0.029461111768891244,Homo sapiens,NR2F2,tf,None,Stromal Cell,None,1,NR2F2
53306|LMO2,0.02957297484107515,Homo sapiens,LMO2,not sure,TSU-1621-MT,None,None,1,LMO2
42775|NPAT,0.02957297484107515,Homo sapiens,NPAT,tf,LoVo,None,Colon,1,NPAT
64559|SP2,0.029797758711173163,Homo sapiens,SP2,predicted chromatin regulator,HEK293,Epithelium,Embryonic Kidney,1,SP2
33440|SMARCA4,0.029910681103688507,Homo sapiens,SMARCA4,cr,None,Hematopoietic Stem Cell,Blood,1,SMARCA4
37625|MYH11,0.03048062958129117,Homo sapiens,MYH11,not sure,U937,None,Pleura,1,MYH11
39350|KLF1,0.03071111427606552,Homo sapiens,KLF1,predicted transcription factor,None,Erythroid Cell,None,1,KLF1
73710|KMT2A,0.030943040186286144,Homo sapiens,KMT2A,not sure,None,None,Spleen,1,KMT2A
57804|BRD2,0.03176622320129725,Homo sapiens,BRD2,predicted chromatin regulator,LX2,Hepatic Stellate Cell,None,1,BRD2
76849|EBF3,0.03176622320129725,Homo sapiens,EBF3,tf,SK-N-SH,Neuroblastoma cell,Brain,1,EBF3
372|HNF4A,0.03188528449617115,Homo sapiens,HNF4A,tf,Caco-2,Epithelium,Colon,1,HNF4A
43050|BRD3,0.03188528449617115,Homo sapiens,BRD3,predicted chromatin regulator,MM1.S,B Lymphocyte,Blood,1,BRD3
45632|BHLHE40,0.032486132332520165,Homo sapiens,BHLHE40,predicted transcription factor,GM12878,B Lymphocyte,Blood,1,BHLHE40
76999|PITX3,0.03272907251725047,Homo sapiens,PITX3,tf,SH-SY5Y,Neuron,Midbrain,1,PITX3
49949|KLF9,0.03272907251725047,Homo sapiens,KLF9,tf,GBM1A,Glioblastoma Stem Cell,None,1,KLF9
58872|GATA2,0.03321944743439167,Homo sapiens,GATA2,tf,TF-1,Erythroblast,Bone Marrow,1,GATA2
67615|ELF3,0.033715858319775444,Homo sapiens,ELF3,tf,CFPAC-1,None,Pancreatic ductal,1,ELF3
46213|JUND,0.033715858319775444,Homo sapiens,JUND,tf,HCT-116,None,Colon,1,JUND
