,pval,species,factor,factor_type,cell_line,cell_type,tissue,qc,TF
69456|TP53,3.7189640535067596e-12,Homo sapiens,TP53,predicted transcription factor,None,None,Foreskin,1,TP53
41377|PR,5.031863735794662e-10,Homo sapiens,PR,predicted transcription factor,None,Endothelial Cell,Umbilical Vein,0,PR
50393|TAL1,5.031863735794662e-10,Homo sapiens,TAL1,tf,None,Hematopoietic stem and progenitor cell,Cord blood,0,TAL1
49882|FLI1,5.031863735794662e-10,Homo sapiens,FLI1,tf,A673,Polygonal,Muscle,0,FLI1
34565|SPI1,3.14563122760403e-09,Homo sapiens,SPI1,predicted transcription factor,None,Macrophage,None,0,SPI1
56668|HOXB13,1.2363154343659563e-08,Homo sapiens,HOXB13,tf,LHSAR,Epithelium,Prostate,1,HOXB13
68051|NFKB1,1.9278629267057958e-08,Homo sapiens,NFKB1,tf,L1236,Hodgkin Lymphoma Cell,None,1,NFKB1
46052|NR3C1,1.9573821609912532e-08,Homo sapiens,NR3C1,tf,A549,Epithelium,Lung,0,NR3C1
47329|FOXA1,2.901707162956605e-08,Homo sapiens,FOXA1,tf,DU145,Epithelium,Prostate,1,FOXA1
49977|BRD4,3.157734069129045e-08,Homo sapiens,BRD4,cr,90-8TL,Schwann Cell,Brain,1,BRD4
55895|T,3.393335354720426e-08,Homo sapiens,T,tf,None,Fibroblast,None,1,T
2121|RUNX1,3.443563138966465e-08,Homo sapiens,RUNX1,tf,K562,Erythroblast,Bone Marrow,1,RUNX1
68974|ESR1,4.657675551022997e-08,Homo sapiens,ESR1,tf,T47D,None,Breast,1,ESR1
37623|MYH11,4.942130493150543e-08,Homo sapiens,MYH11,not sure,ME-1,Leukemia Cell,None,1,MYH11
64802|BCL3,5.2656679904110567e-08,Homo sapiens,BCL3,tf,A549,Epithelium,Lung,1,BCL3
71748|SOX4,6.394150720698697e-08,Homo sapiens,SOX4,tf,None,Fibroblast,Fetal Lung,1,SOX4
74571|MAZ,1.0000097206339172e-07,Homo sapiens,MAZ,tf,T778,None,None,1,MAZ
45895|CCNT2,1.1680992709736464e-07,Homo sapiens,CCNT2,tf,K562,Erythroblast,Bone Marrow,1,CCNT2
45866|MXI1,1.384436452155949e-07,Homo sapiens,MXI1,tf,IMR90,Fibroblast,Lung,1,MXI1
42637|CREBBP,1.413123694337462e-07,Homo sapiens,CREBBP,cr,HEK293,Epithelium,Embryonic Kidney,1,CREBBP
50163|TBP,1.6216748761057374e-07,Homo sapiens,TBP,tf,K562,Erythroblast,Bone Marrow,1,TBP
1309|PHF8,2.3660814384995946e-07,Homo sapiens,PHF8,cr,HeLa,Epithelium,Cervix,1,PHF8
46355|ELF1,2.618896010985931e-07,Homo sapiens,ELF1,tf,SK-N-SH,Neuroblastoma cell,Brain,1,ELF1
52153|FAIRE,2.963877962110932e-07,Homo sapiens,FAIRE,other,None,Macrophage,None,1,FAIRE
67748|GATA2,3.3743279921207515e-07,Homo sapiens,GATA2,tf,LNCaP,Epithelium,Prostate,1,GATA2
36356|POLR2B,3.407195323833006e-07,Homo sapiens,POLR2B,tf,IMR90,Fibroblast,Lung,1,POLR2B
43305|CDK6,3.684891999543518e-07,Homo sapiens,CDK6,predicted transcription factor,None,None,None,1,CDK6
1741|FOS,3.7695582034129465e-07,Homo sapiens,FOS,tf,None,Endothelial Cell,Umbilical Vein,1,FOS
41288|STAT1,4.0987797001083753e-07,Homo sapiens,STAT1,tf,None,Monocyte,Blood,1,STAT1
74292|MLLT1,4.963741723602139e-07,Homo sapiens,MLLT1,not sure,HeLa,None,None,0,MLLT1
48086|AR,5.373737135433872e-07,Homo sapiens,AR,tf,HEK293,Epithelium,Embryonic Kidney,1,AR
48994|AFF4,6.137919899942726e-07,Homo sapiens,AFF4,tf,HeLa,Epithelium,Cervix,1,AFF4
64866|ZFX,7.068814520517494e-07,Homo sapiens,ZFX,predicted transcription factor,K562,Erythroblast,Bone Marrow,1,ZFX
42217|STAT3,7.435477897702149e-07,Homo sapiens,STAT3,tf,SU-DHL2,B Lymphocyte,None,1,STAT3
37936|ETS1,8.302503811051213e-07,Homo sapiens,ETS1,tf,None,Endothelial Cell,Umbilical Vein,1,ETS1
69268|ERG,8.600031455604327e-07,Homo sapiens,ERG,other,VCaP,Epithelium,Prostate,1,ERG
34997|FOXM1,9.575512101003679e-07,Homo sapiens,FOXM1,tf,MDA-MB-231,Epithelium,Breast,1,FOXM1
46219|GABPA,1.094878150246917e-06,Homo sapiens,GABPA,tf,HeLa-S3,Epithelium,Cervix,1,GABPA
47601|KLF5,1.1200265126774886e-06,Homo sapiens,KLF5,tf,KATO III,None,Stomach,1,KLF5
58805|MYB,1.3068345436542505e-06,Homo sapiens,MYB,tf,None,Th1,None,1,MYB
36140|TP63,1.4847817309130443e-06,Homo sapiens,TP63,predicted transcription factor,None,Keratinocyte,None,1,TP63
64317|ETV4,1.6506009051258855e-06,Homo sapiens,ETV4,tf,HepG2,Epithelium,Liver,1,ETV4
50434|ELK3,1.7269465366848598e-06,Homo sapiens,ELK3,tf,None,Endothelial Cell,Umbilical Vein,1,ELK3
35308|TCF12,1.831369094463086e-06,Homo sapiens,TCF12,tf,Kasumi-1,Myeloblast,Blood,1,TCF12
46129|EBF1,1.8990913765800045e-06,Homo sapiens,EBF1,tf,GM12878,B Lymphocyte,Blood,1,EBF1
46306|THAP1,2.0186452539296853e-06,Homo sapiens,THAP1,tf,K562,Erythroblast,Bone Marrow,1,THAP1
46257|REST,2.059395809505245e-06,Homo sapiens,REST,tf,HepG2,Epithelium,Liver,1,REST
56961|GTF2B,2.118093750245601e-06,Homo sapiens,GTF2B,tf,HeLa,Epithelium,Cervix,1,GTF2B
50112|MAFB,2.2656406317802424e-06,Homo sapiens,MAFB,tf,None,Keratinocyte,Foreskin,1,MAFB
69874|RELA,2.394826432461393e-06,Homo sapiens,RELA,tf,None,Th1,None,1,RELA
49669|PROX1,2.4100400156349886e-06,Homo sapiens,PROX1,tf,SW480,None,Colon,1,PROX1
53594|MED1,2.48052435716e-06,Homo sapiens,MED1,predicted transcription factor,None,Adipocyte,None,1,MED1
46126|EGR1,2.630346366429268e-06,Homo sapiens,EGR1,tf,GM12878,B Lymphocyte,Blood,1,EGR1
46221|TAF1,2.8590679275736028e-06,Homo sapiens,TAF1,tf,HeLa-S3,Epithelium,Cervix,1,TAF1
33150|GATA3,2.8692656240056184e-06,Homo sapiens,GATA3,tf,MCF-7,Epithelium,Breast,1,GATA3
74838|JMJD6,2.924887419838009e-06,Homo sapiens,JMJD6,cr,None,3565 cells,None,1,JMJD6
45861|CEBPB,3.0199977192686862e-06,Homo sapiens,CEBPB,tf,IMR90,Fibroblast,Lung,1,CEBPB
3272|GATA1,3.1135731080922982e-06,Homo sapiens,GATA1,tf,None,Proerythroblast,Bone Marrow,1,GATA1
38654|NFATC1,3.195620696762373e-06,Homo sapiens,NFATC1,tf,None,Endothelial Cell,Umbilical Vein,1,NFATC1
52681|FOXA2,3.2323183511863995e-06,Homo sapiens,FOXA2,tf,CyT49,Embryonic Stem Cell,Embryo,1,FOXA2
32784|ATF3,3.256717627576545e-06,Homo sapiens,ATF3,predicted transcription factor,None,Glioblastoma Multiforme Stem Like,None,1,ATF3
