,0,TF
69456|TP53,1.5676285487920167e-23,TP53
34565|SPI1,2.4705357684829236e-23,SPI1
2121|RUNX1,1.058033488127923e-17,RUNX1
49977|BRD4,1.3049319590939147e-16,BRD4
37623|MYH11,2.459205489450956e-15,MYH11
47329|FOXA1,8.010658549868371e-15,FOXA1
55895|T,1.9975673620211642e-14,T
68051|NFKB1,4.245589148849405e-14,NFKB1
55730|GATA1,1.8024461377176932e-13,GATA1
52681|FOXA2,2.638890207981771e-13,FOXA2
44433|TAL1,3.531394240537667e-13,TAL1
56667|HOXB13,3.8188992481489043e-13,HOXB13
1741|FOS,6.884916331429425e-13,FOS
46052|NR3C1,1.1421223720206032e-12,NR3C1
42637|CREBBP,1.3092919640516065e-12,CREBBP
71748|SOX4,1.8861239759372654e-12,SOX4
67748|GATA2,2.0836280353276688e-12,GATA2
76495|BRPF3,3.9118436323914716e-12,BRPF3
8770|CHD1,3.922073866812418e-12,CHD1
48994|AFF4,4.527504858073885e-12,AFF4
1309|PHF8,4.835983418156735e-12,PHF8
48086|AR,4.994460170680936e-12,AR
43305|CDK6,5.7153305588389765e-12,CDK6
68974|ESR1,6.697595154981374e-12,ESR1
37936|ETS1,1.037611378051125e-11,ETS1
68977|PR,1.4887546454984203e-11,PR
73714|AFF1,1.8227955256365286e-11,AFF1
45895|CCNT2,2.3813449429973575e-11,CCNT2
46129|EBF1,2.8978610256352266e-11,EBF1
49861|ELF1,3.476314491308957e-11,ELF1
49869|GABPA,3.8940978580175854e-11,GABPA
74571|MAZ,5.955561805670935e-11,MAZ
36140|TP63,6.184312821967114e-11,TP63
64866|ZFX,6.381226654903791e-11,ZFX
50112|MAFB,8.136016259012449e-11,MAFB
50434|ELK3,1.0076305184468666e-10,ELK3
34997|FOXM1,1.0196445387253062e-10,FOXM1
64802|BCL3,1.0435711094506643e-10,BCL3
53593|MED1,1.0944891545799122e-10,MED1
48638|SPIB,1.1113789875151474e-10,SPIB
50163|TBP,1.1539170793791883e-10,TBP
69268|ERG,1.5311446100625065e-10,ERG
46257|REST,1.5362120135544406e-10,REST
44026|AGO1,1.7713309907435545e-10,AGO1
41831|ZBTB17,2.660086467401974e-10,ZBTB17
41288|STAT1,3.566731202306788e-10,STAT1
36245|FLI1,4.286368853157372e-10,FLI1
74838|JMJD6,4.4614611232116904e-10,JMJD6
69874|RELA,4.704199815052297e-10,RELA
75282|ZBTB48,5.04496125977125e-10,ZBTB48
70812|SP1,5.383126291116672e-10,SP1
56127|APOBEC3B,5.875592194681596e-10,APOBEC3B
534|ETV1,6.958685071247887e-10,ETV1
8800|SAP30,7.158600549127279e-10,SAP30
70561|MYC,8.691218364639447e-10,MYC
37640|CBFB,8.775955262076014e-10,CBFB
64317|ETV4,9.039327032962374e-10,ETV4
8820|RBBP5,9.330947461866705e-10,RBBP5
58805|MYB,9.498183051867527e-10,MYB
72878|MYF5,1.009330866237365e-09,MYF5
64414|HMBOX1,1.1842168908027028e-09,HMBOX1
46126|EGR1,1.3690119984726207e-09,EGR1
