,pval,species,factor,factor_type,cell_line,cell_type,tissue,qc,TF
69456|TP53,0.00000000000000000083152288490708481397164919103673653681549464981472738618051271519807688331523106172021521473141715735797212828204042625229885193465801910125878493290185258957363004670019571589702558688318698653898324,Homo sapiens,TP53,predicted transcription factor,None,None,Foreskin,1,TP53
49977|BRD4,1.7041923427996153e-14,Homo sapiens,BRD4,cr,90-8TL,Schwann Cell,Brain,1,BRD4
45570|CTCF,1.8707257964933888e-13,Homo sapiens,CTCF,tf,AG10803,Fibroblast,Skin,1,CTCF
49267|BMI1,5.706546346573305e-13,Homo sapiens,BMI1,cr,293T-Rex,None,None,1,BMI1
45867|MAZ,1.5634160632771454e-12,Homo sapiens,MAZ,tf,IMR90,Fibroblast,Lung,1,MAZ
52434|WDR5,2.590538894509109e-12,Homo sapiens,WDR5,cr,HEK293,Epithelium,Embryonic Kidney,0,WDR5
56819|TFAP2A,3.259281733392072e-12,Homo sapiens,TFAP2A,predicted transcription factor,None,Neural crest cell,Cranial,1,TFAP2A
49484|MED1,3.783084956410221e-12,Homo sapiens,MED1,predicted transcription factor,None,Myoblast,None,1,MED1
75043|E2F1,8.940181928096536e-12,Homo sapiens,E2F1,tf,MDA-MB-231,None,Breast,1,E2F1
59542|MYC,1.0185130516759955e-11,Homo sapiens,MYC,tf,IMEC,Epithelium,Breast,1,MYC
2393|STAG1,1.2214229627716122e-11,Homo sapiens,STAG1,not sure,MCF-7,Epithelium,Breast,1,STAG1
50412|KLF11,1.2587986208956181e-11,Homo sapiens,KLF11,tf,hMADS-3,Adipocyte,Adipose,1,KLF11
54126|CEBPB,5.0943416152193777e-11,Homo sapiens,CEBPB,tf,None,Mesenchymal Stem Cell,None,1,CEBPB
52495|TCF21,5.572969863365529e-11,Homo sapiens,TCF21,tf,None,None,Coronary artery smooth muscle,1,TCF21
49266|SCML2,6.896921922461274e-11,Homo sapiens,SCML2,tf,293T-Rex,None,None,1,SCML2
36356|POLR2B,1.0250716941939686e-10,Homo sapiens,POLR2B,tf,IMR90,Fibroblast,Lung,1,POLR2B
50380|EZH2,1.5796042251992048e-10,Homo sapiens,EZH2,cr,None,Proerythroblast,Fetal Liver,1,EZH2
36362|GTF2B,2.822251321532576e-10,Homo sapiens,GTF2B,tf,IMR90,Fibroblast,Lung,1,GTF2B
45853|FOS,3.2339064759412395e-10,Homo sapiens,FOS,tf,None,Endothelial Cell,Umbilical Vein,1,FOS
46366|RAD21,3.39616890165928e-10,Homo sapiens,RAD21,not sure,SK-N-SH_RA,Neuron,Brain,1,RAD21
54104|DAXX,5.468424602028676e-10,Homo sapiens,DAXX,not sure,PC-3,Epithelium,Prostate,1,DAXX
46036|JUND,5.544834036363966e-10,Homo sapiens,JUND,tf,SK-N-SH,Neuroblastoma cell,Brain,1,JUND
64946|BHLHE40,6.034328037252124e-10,Homo sapiens,BHLHE40,predicted transcription factor,IMR90,Fibroblast,Lung,1,BHLHE40
36075|MYOD1,6.105174144011016e-10,Homo sapiens,MYOD1,tf,None,Myoblast,None,1,MYOD1
72625|ETS1,7.575537974702229e-10,Homo sapiens,ETS1,tf,None,Endothelial Cell,Umbilical Vein,1,ETS1
45737|GTF2F1,9.91599635735696e-10,Homo sapiens,GTF2F1,tf,HeLa-S3,Epithelium,Cervix,1,GTF2F1
54241|FOSL2,1.151145179179025e-09,Homo sapiens,FOSL2,tf,None,Stromal Cell,Endometrium,1,FOSL2
9508|TFAP2C,1.5482312099024398e-09,Homo sapiens,TFAP2C,predicted transcription factor,BT-474,Epithelium,Mammary Gland,1,TFAP2C
74668|BATF,1.8679348068317836e-09,Homo sapiens,BATF,predicted transcription factor,GM12878,B Lymphocyte,Blood,1,BATF
74432|TFAP4,2.7801740909438877e-09,Homo sapiens,TFAP4,,SNU175,Colorectal cancer cell line,None,1,TFAP4
46349|MAX,3.516384627921809e-09,Homo sapiens,MAX,tf,SK-N-SH,Neuroblastoma cell,Brain,1,MAX
54030|ESR1,3.763160227876483e-09,Homo sapiens,ESR1,tf,MCF-7,Epithelium,Breast,1,ESR1
46333|FOXP2,4.463186653591578e-09,Homo sapiens,FOXP2,tf,PFSK-1,Neuron,Brain,1,FOXP2
