,pval,species,factor,factor_type,cell_line,cell_type,tissue,qc
69456|TP53,2.952990749562687e-09,Homo sapiens,TP53,predicted transcription factor,None,None,Foreskin,1
69457|TP53,5.707273059945055e-09,Homo sapiens,TP53,predicted transcription factor,None,None,Foreskin,1
54125|CEBPB,2.1151480159184556e-08,Homo sapiens,CEBPB,tf,None,Mesenchymal Stem Cell,None,1
45853|FOS,3.9723148346012197e-08,Homo sapiens,FOS,tf,None,Endothelial Cell,Umbilical Vein,1
49484|MED1,5.6126539812420195e-08,Homo sapiens,MED1,predicted transcription factor,None,Myoblast,None,1
49266|SCML2,7.869701045750301e-08,Homo sapiens,SCML2,tf,293T-Rex,None,None,1
49980|BRD4,6.763028293099662e-07,Homo sapiens,BRD4,cr,90-8TL,Schwann Cell,Brain,1
74668|BATF,1.4791959025997551e-06,Homo sapiens,BATF,predicted transcription factor,GM12878,B Lymphocyte,Blood,1
50412|KLF11,1.722449115925349e-06,Homo sapiens,KLF11,tf,hMADS-3,Adipocyte,Adipose,1
32856|TERC,1.8389563902789077e-06,Homo sapiens,TERC,other,HeLa,Epithelium,Cervix,1
54127|CEBPB,1.9697436895106918e-06,Homo sapiens,CEBPB,tf,None,Mesenchymal Stem Cell,None,1
56427|MYC,2.305237093262064e-06,Homo sapiens,MYC,tf,None,Epithelium,Breast,1
59542|MYC,2.305237093262064e-06,Homo sapiens,MYC,tf,IMEC,Epithelium,Breast,1
1741|FOS,2.6141560040469485e-06,Homo sapiens,FOS,tf,None,Endothelial Cell,Umbilical Vein,1
53592|MED1,2.6588250222780053e-06,Homo sapiens,MED1,predicted transcription factor,None,Adipocyte,None,1
46356|RXRA,2.7318191126105025e-06,Homo sapiens,RXRA,tf,SK-N-SH,Neuroblastoma cell,Brain,1
54241|FOSL2,3.147608857818754e-06,Homo sapiens,FOSL2,tf,None,Stromal Cell,Endometrium,1
36075|MYOD1,3.2661314124671704e-06,Homo sapiens,MYOD1,tf,None,Myoblast,None,1
64946|BHLHE40,3.4002954650011497e-06,Homo sapiens,BHLHE40,predicted transcription factor,IMR90,Fibroblast,Lung,1
53593|MED1,4.018223284024933e-06,Homo sapiens,MED1,predicted transcription factor,None,Adipocyte,None,1
56535|TEAD1,4.195675052766777e-06,Homo sapiens,TEAD1,tf,None,None,None,1
54126|CEBPB,4.5733036419331735e-06,Homo sapiens,CEBPB,tf,None,Mesenchymal Stem Cell,None,1
45848|JUN,5.428215575255324e-06,Homo sapiens,JUN,tf,None,Endothelial Cell,Umbilical Vein,1
65186|EGR3,5.988740224082302e-06,Homo sapiens,EGR3,,HEK293,Epithelium,Embryonic Kidney,1
49977|BRD4,7.79141504631902e-06,Homo sapiens,BRD4,cr,90-8TL,Schwann Cell,Brain,1
47288|JUN,8.151321212788178e-06,Homo sapiens,JUN,tf,BT-549,Epithelium,Mammary Gland,1
56819|TFAP2A,8.749085581611714e-06,Homo sapiens,TFAP2A,predicted transcription factor,None,Neural crest cell,Cranial,1
46373|CTCF,1.0531745122028807e-05,Homo sapiens,CTCF,tf,T47D,Epithelium,Mammary Gland,1
56820|TFAP2A,1.253765203336464e-05,Homo sapiens,TFAP2A,predicted transcription factor,None,Neural crest cell,Cranial,1
51750|FOXP1,1.281760801297695e-05,Homo sapiens,FOXP1,tf,LNCaP,Epithelium,Prostate,1
76811|NEUROG2,1.5619203101067035e-05,Homo sapiens,NEUROG2,tf,None,Fibroblast,Fetal Lung,1
54104|DAXX,1.8022533901870435e-05,Homo sapiens,DAXX,not sure,PC-3,Epithelium,Prostate,1
76810|NEUROG2,1.995869232504912e-05,Homo sapiens,NEUROG2,tf,None,Fibroblast,Fetal Lung,1
45867|MAZ,2.2432558232112138e-05,Homo sapiens,MAZ,tf,IMR90,Fibroblast,Lung,1
67806|BRD4,2.428986499865561e-05,Homo sapiens,BRD4,cr,HCC1395,None,None,1
63753|CTCF,2.5895483922108713e-05,Homo sapiens,CTCF,tf,None,None,Skin,1
1740|FOS,2.6857617187622255e-05,Homo sapiens,FOS,tf,None,Endothelial Cell,Umbilical Vein,1
56817|NR2F1,2.8536842641273017e-05,Homo sapiens,NR2F1,tf,None,Neural crest cell,Cranial,1
3056|CTCF,2.9059694863177892e-05,Homo sapiens,CTCF,tf,None,Stromal Cell,Adipose,1
48334|SNAI2,3.022383220767956e-05,Homo sapiens,SNAI2,tf,None,Keratinocyte,None,0
62586|CTCF,3.1621920537808104e-05,Homo sapiens,CTCF,tf,None,None,Skin,1
55299|JUN,3.2392382020862194e-05,Homo sapiens,JUN,tf,MDA-MB-231,Epithelium,Breast,1
45567|CTCF,3.2587755154662955e-05,Homo sapiens,CTCF,tf,AG09319,Fibroblast,Gingiva,1
45743|JUND,3.318058798222538e-05,Homo sapiens,JUND,tf,HeLa-S3,Epithelium,Cervix,1
45861|CEBPB,3.4500257065006534e-05,Homo sapiens,CEBPB,tf,IMR90,Fibroblast,Lung,1
2448|PML,3.640966465654028e-05,Homo sapiens,PML,tf,MR4,Promyelocytic cell,Bone Marrow,1
47287|FOSL1,3.7513201531504726e-05,Homo sapiens,FOSL1,tf,BT-549,Epithelium,Mammary Gland,1
2397|STAG1,4.4170240890223864e-05,Homo sapiens,STAG1,not sure,MCF-7,Epithelium,Breast,1
76818|NEUROG2,4.430102867551578e-05,Homo sapiens,NEUROG2,tf,None,Fibroblast,Fetal Lung,1
1226|TRRAP,4.8684688201315105e-05,Homo sapiens,TRRAP,cr,HeLa,Epithelium,Cervix,1
33720|MYC,5.087766292393207e-05,Homo sapiens,MYC,tf,BJ,Fibroblast,Skin,1
