,pval,species,factor,factor_type,cell_line,cell_type,tissue,qc,TF
69456|TP53,2.952990749562687e-09,Homo sapiens,TP53,predicted transcription factor,None,None,Foreskin,1,TP53
54125|CEBPB,2.115148015918456e-08,Homo sapiens,CEBPB,tf,None,Mesenchymal Stem Cell,None,1,CEBPB
45853|FOS,3.9723148346012197e-08,Homo sapiens,FOS,tf,None,Endothelial Cell,Umbilical Vein,1,FOS
49484|MED1,5.61265398124202e-08,Homo sapiens,MED1,predicted transcription factor,None,Myoblast,None,1,MED1
49266|SCML2,7.869701045750301e-08,Homo sapiens,SCML2,tf,293T-Rex,None,None,1,SCML2
49980|BRD4,6.763028293099662e-07,Homo sapiens,BRD4,cr,90-8TL,Schwann Cell,Brain,1,BRD4
74668|BATF,1.4791959025997554e-06,Homo sapiens,BATF,predicted transcription factor,GM12878,B Lymphocyte,Blood,1,BATF
50412|KLF11,1.722449115925349e-06,Homo sapiens,KLF11,tf,hMADS-3,Adipocyte,Adipose,1,KLF11
32856|TERC,1.8389563902789081e-06,Homo sapiens,TERC,other,HeLa,Epithelium,Cervix,1,TERC
56427|MYC,2.305237093262064e-06,Homo sapiens,MYC,tf,None,Epithelium,Breast,1,MYC
46356|RXRA,2.7318191126105025e-06,Homo sapiens,RXRA,tf,SK-N-SH,Neuroblastoma cell,Brain,1,RXRA
54241|FOSL2,3.147608857818754e-06,Homo sapiens,FOSL2,tf,None,Stromal Cell,Endometrium,1,FOSL2
36075|MYOD1,3.266131412467171e-06,Homo sapiens,MYOD1,tf,None,Myoblast,None,1,MYOD1
64946|BHLHE40,3.4002954650011493e-06,Homo sapiens,BHLHE40,predicted transcription factor,IMR90,Fibroblast,Lung,1,BHLHE40
56535|TEAD1,4.195675052766777e-06,Homo sapiens,TEAD1,tf,None,None,None,1,TEAD1
45848|JUN,5.428215575255324e-06,Homo sapiens,JUN,tf,None,Endothelial Cell,Umbilical Vein,1,JUN
65186|EGR3,5.988740224082303e-06,Homo sapiens,EGR3,,HEK293,Epithelium,Embryonic Kidney,1,EGR3
56819|TFAP2A,8.749085581611714e-06,Homo sapiens,TFAP2A,predicted transcription factor,None,Neural crest cell,Cranial,1,TFAP2A
46373|CTCF,1.0531745122028807e-05,Homo sapiens,CTCF,tf,T47D,Epithelium,Mammary Gland,1,CTCF
51750|FOXP1,1.281760801297695e-05,Homo sapiens,FOXP1,tf,LNCaP,Epithelium,Prostate,1,FOXP1
76811|NEUROG2,1.5619203101067035e-05,Homo sapiens,NEUROG2,tf,None,Fibroblast,Fetal Lung,1,NEUROG2
