,0,TF
69457|TP53,5.116257911383622e-33,TP53
49484|MED1,4.403242813914637e-23,MED1
45853|FOS,2.9878376258837453e-21,FOS
49980|BRD4,5.498302082684914e-21,BRD4
56427|MYC,5.576026551489545e-21,MYC
49266|SCML2,1.404679127368149e-20,SCML2
50412|KLF11,1.6405887724208864e-19,KLF11
54125|CEBPB,8.522244365707338e-19,CEBPB
52495|TCF21,1.1444817409698975e-18,TCF21
56819|TFAP2A,3.2764320747444625e-18,TFAP2A
45570|CTCF,4.3642854824542814e-18,CTCF
45867|MAZ,7.814443664643479e-18,MAZ
49267|BMI1,1.0597148682481465e-17,BMI1
74668|BATF,2.167485512927887e-17,BATF
64946|BHLHE40,2.5846505763923223e-17,BHLHE40
36075|MYOD1,4.1324357239703083e-17,MYOD1
46356|RXRA,5.218261815554479e-17,RXRA
2393|STAG1,8.080650097475991e-17,STAG1
54241|FOSL2,1.1310555599957218e-16,FOSL2
51750|FOXP1,4.024604388057509e-16,FOXP1
75043|E2F1,4.2777522685895077e-16,E2F1
72625|ETS1,7.003515337249407e-16,ETS1
76811|NEUROG2,2.7755225805197565e-15,NEUROG2
54104|DAXX,2.885865427630993e-15,DAXX
36356|POLR2B,3.5238184703639087e-15,POLR2B
46036|JUND,7.38296149983756e-15,JUND
36362|GTF2B,1.3718617854178498e-14,GTF2B
56535|TEAD1,1.4404502655144344e-14,TEAD1
43165|NR2F2,1.4975670588029323e-14,NR2F2
9508|TFAP2C,1.6209159137739085e-14,TFAP2C
74432|TFAP4,1.6703299604171383e-14,TFAP4
56056|RAD21,1.671155836226958e-14,RAD21
56817|NR2F1,1.82774466996364e-14,NR2F1
65186|EGR3,1.9546647816077374e-14,EGR3
45737|GTF2F1,4.573054764981159e-14,GTF2F1
2448|PML,5.156883715268736e-14,PML
47287|FOSL1,1.2179408203226458e-13,FOSL1
2748|CREBBP,1.5337172235713698e-13,CREBBP
55299|JUN,2.0510969968956975e-13,JUN
46333|FOXP2,3.1658309524419436e-13,FOXP2
53298|SPI1,6.630582547678918e-13,SPI1
68230|NR3C1,6.86771562208734e-13,NR3C1
1226|TRRAP,7.27212223092817e-13,TRRAP
46349|MAX,1.027916041284903e-12,MAX
62505|SMC3,1.1270508726870564e-12,SMC3
52434|WDR5,1.2504831095329562e-12,WDR5
46365|USF1,2.4433365150190747e-12,USF1
63822|GTF2E2,5.097863156449692e-12,GTF2E2
64633|SMARCA4,5.7877703941510575e-12,SMARCA4
39359|SMAD3,6.149641180344728e-12,SMAD3
58172|HIF1A,7.588596650396962e-12,HIF1A
76415|PMEL,9.304010096981877e-12,PMEL
2404|TRIM24,9.958664829472019e-12,TRIM24
45730|RFX5,1.0988891172012572e-11,RFX5
46345|TAF1,1.4597935003345267e-11,TAF1
50380|EZH2,1.4733165678836903e-11,EZH2
50411|PPARG,1.5051508402709996e-11,PPARG
55543|RAG2,1.532907701966657e-11,RAG2
58937|NRF1,2.3450681616939444e-11,NRF1
46006|STAT3,3.254594476847744e-11,STAT3
1214|ELK4,4.330980453934778e-11,ELK4
74659|ZBTB2,4.4147830029243554e-11,ZBTB2
32856|TERC,5.207574879987309e-11,TERC
71040|ZNF143,5.248440405739883e-11,ZNF143
34568|RUNX1,6.256688998612917e-11,RUNX1
59375|ESR1,6.99222696903041e-11,ESR1
46362|TCF12,7.439018335462204e-11,TCF12
49949|KLF9,8.402679657040019e-11,KLF9
59423|RNF2,8.444965962121376e-11,RNF2
48334|SNAI2,8.639166608596431e-11,SNAI2
36031|FAIRE,9.332620415140845e-11,FAIRE
45742|KAT2B,9.90783643666468e-11,KAT2B
47283|KDM5B,1.0570555651607361e-10,KDM5B
64298|NFE2L2,1.161488826268302e-10,NFE2L2
77258|ZNF701,1.3286905216081066e-10,ZNF701
46348|TEAD4,1.4556246367902372e-10,TEAD4
68464|ATF3,1.736435328419154e-10,ATF3
63406|POLR2AphosphoS5,1.9760386483765562e-10,POLR2AphosphoS5
35268|SNAPC1,2.1188945540447018e-10,SNAPC1
46360|SIN3A,2.2195674594706961e-10,SIN3A
280|BRD7,2.5242036070940156e-10,BRD7
49021|CPSF3L,2.5640513660231046e-10,CPSF3L
42177|MITF,2.9088129463268147e-10,MITF
45781|TBP,3.015534004040072e-10,TBP
45866|MXI1,3.499008985927263e-10,MXI1
46204|YY1,3.646028975359587e-10,YY1
55785|CTCFL,3.675728340236265e-10,CTCFL
73701|KDM2B,3.7128569738588726e-10,KDM2B
71807|FOXA1,4.082113121268874e-10,FOXA1
74909|POLR3D,6.539205564368251e-10,POLR3D
54675|YAP1,6.821821700156519e-10,YAP1
39364|VDR,6.873477107547556e-10,VDR
45714|TCF7L2,7.10701494621506e-10,TCF7L2
62932|BCL3,8.055579789630222e-10,BCL3
37349|CREB1,1.0270841520711366e-09,CREB1
54673|HNF4A,1.0435409120225522e-09,HNF4A
55895|T,1.105963927500688e-09,T
1223|C17orf49,1.2378185386927691e-09,C17orf49
