,pval,species,factor,factor_type,cell_line,cell_type,tissue,qc,TF
69456|TP53,2.7717429499799225e-19,Homo sapiens,TP53,predicted transcription factor,None,None,Foreskin,1,TP53
49977|BRD4,5.636426533660514e-15,Homo sapiens,BRD4,cr,90-8TL,Schwann Cell,Brain,1,BRD4
45570|CTCF,6.234307816959577e-14,Homo sapiens,CTCF,tf,AG10803,Fibroblast,Skin,1,CTCF
49267|BMI1,1.901706107452716e-13,Homo sapiens,BMI1,cr,293T-Rex,None,None,1,BMI1
45867|MAZ,5.211044707200407e-13,Homo sapiens,MAZ,tf,IMR90,Fibroblast,Lung,1,MAZ
52434|WDR5,8.634561503849471e-13,Homo sapiens,WDR5,cr,HEK293,Epithelium,Embryonic Kidney,0,WDR5
56819|TFAP2A,1.086385522670164e-12,Homo sapiens,TFAP2A,predicted transcription factor,None,Neural crest cell,Cranial,1,TFAP2A
49484|MED1,1.26102800088391e-12,Homo sapiens,MED1,predicted transcription factor,None,Myoblast,None,1,MED1
75043|E2F1,2.9799826242264127e-12,Homo sapiens,E2F1,tf,MDA-MB-231,None,Breast,1,E2F1
59542|MYC,3.395078367854604e-12,Homo sapiens,MYC,tf,IMEC,Epithelium,Breast,1,MYC
2393|STAG1,4.071419004372822e-12,Homo sapiens,STAG1,not sure,MCF-7,Epithelium,Breast,1,STAG1
50412|KLF11,4.195979867933638e-12,Homo sapiens,KLF11,tf,hMADS-3,Adipocyte,Adipose,1,KLF11
54126|CEBPB,1.6981212101951362e-11,Homo sapiens,CEBPB,tf,None,Mesenchymal Stem Cell,None,1,CEBPB
52495|TCF21,1.8577176195673048e-11,Homo sapiens,TCF21,tf,None,None,Coronary artery smooth muscle,1,TCF21
49266|SCML2,2.2996569224430106e-11,Homo sapiens,SCML2,tf,293T-Rex,None,None,1,SCML2
36356|POLR2B,3.416906297330643e-11,Homo sapiens,POLR2B,tf,IMR90,Fibroblast,Lung,1,POLR2B
50380|EZH2,5.2653446608506854e-11,Homo sapiens,EZH2,cr,None,Proerythroblast,Fetal Liver,1,EZH2
36362|GTF2B,9.407513046687676e-11,Homo sapiens,GTF2B,tf,IMR90,Fibroblast,Lung,1,GTF2B
