,pval,species,factor,factor_type,cell_line,cell_type,tissue,qc,TF
67749|GATA2,5.5408455287443085e-06,Homo sapiens,GATA2,tf,LNCaP,Epithelium,Prostate,1,GATA2
39365|SMAD3,6.203594845563528e-06,Homo sapiens,SMAD3,tf,LX2,Hepatic Stellate Cell,None,1,SMAD3
6571|FOXA1,8.150580433114493e-06,Homo sapiens,FOXA1,tf,MCF-7,Epithelium,Breast,1,FOXA1
45853|FOS,8.79738398794896e-06,Homo sapiens,FOS,tf,None,Endothelial Cell,Umbilical Vein,1,FOS
62718|FOSL2,2.0758692522019825e-05,Homo sapiens,FOSL2,tf,A549,Epithelium,Lung,1,FOSL2
64863|NR3C1,3.764460007437043e-05,Homo sapiens,NR3C1,tf,A549,Epithelium,Lung,1,NR3C1
71243|CEBPB,4.9706022287783084e-05,Homo sapiens,CEBPB,tf,None,Osteoblast,None,1,CEBPB
33144|GATA3,8.60885121133761e-05,Homo sapiens,GATA3,tf,MCF-7,Epithelium,Breast,1,GATA3
41809|EZH2,0.00010756431494728096,Homo sapiens,EZH2,cr,None,iPSC,None,1,EZH2
53986|ESR1,0.000340867811659575,Homo sapiens,ESR1,tf,MCF-7,Epithelium,Breast,1,ESR1
41824|JARID2,0.00036663400159715076,Homo sapiens,JARID2,cr,None,iPSC,None,1,JARID2
52301|TP63,0.000537842421034962,Homo sapiens,TP63,predicted transcription factor,None,Keratinocyte,None,1,TP63
6543|TP73,0.0007228685329543772,Homo sapiens,TP73,predicted transcription factor,Saos-2,Osteosarcoma cell,Bone,1,TP73
56542|TEAD1,0.0011888275235779585,Homo sapiens,TEAD1,tf,HuCCT1,None,None,1,TEAD1
56634|JUN,0.0012414412133625395,Homo sapiens,JUN,tf,MDA-MB-231,Epithelium,Breast,1,JUN
47433|GATA6,0.0012414412133625395,Homo sapiens,GATA6,tf,LS174T,Epithelium,Colon,1,GATA6
64120|HES2,0.0013361336472595678,Homo sapiens,HES2,tf,A549,Epithelium,Lung,1,HES2
56668|HOXB13,0.001488729001940233,Homo sapiens,HOXB13,tf,LHSAR,Epithelium,Prostate,1,HOXB13
1336|RELA,0.0015302391546862769,Homo sapiens,RELA,tf,HeLa,Epithelium,Cervix,1,RELA
32784|ATF3,0.001963707438622658,Homo sapiens,ATF3,predicted transcription factor,None,Glioblastoma Multiforme Stem Like,None,1,ATF3
50899|LHX2,0.0021278536875569366,Homo sapiens,LHX2,tf,6540 cells,Epithelium,None,1,LHX2
76815|NEUROG2,0.002383150916294209,Homo sapiens,NEUROG2,tf,None,Fibroblast,Fetal Lung,1,NEUROG2
62690|CEBPG,0.0024643845719033585,Homo sapiens,CEBPG,tf,MCF-7,Epithelium,Breast,1,CEBPG
72110|SMARCC1,0.002529958965532382,Homo sapiens,SMARCC1,cr,TTC-549,Liver cell,Liver,1,SMARCC1
71669|CTCF,0.002909354185808468,Homo sapiens,CTCF,tf,786-O,Epithelium,Kidney,1,CTCF
65146|ZBTB14,0.0032099104375342843,Homo sapiens,ZBTB14,,HEK293,Epithelium,Embryonic Kidney,1,ZBTB14
64946|BHLHE40,0.003277841028366277,Homo sapiens,BHLHE40,predicted transcription factor,IMR90,Fibroblast,Lung,1,BHLHE40
8410|GATA1,0.003378246184664038,Homo sapiens,GATA1,tf,None,Proerythroblast,Blood,1,GATA1
75570|SMC1A,0.003386082977992836,Homo sapiens,SMC1A,predicted chromatin regulator,None,None,None,1,SMC1A
56670|AR,0.0036122534742164592,Homo sapiens,AR,tf,LHSAR,Epithelium,Prostate,1,AR
63809|HLF,0.0036456471693263053,Homo sapiens,HLF,,HepG2,Epithelium,Liver,1,HLF
52501|JUND,0.0038430923317163954,Homo sapiens,JUND,tf,None,None,Coronary artery smooth muscle,1,JUND
70803|TCF7L1,0.004040865754633016,Homo sapiens,TCF7L1,tf,HCT-116,Colon cancer cell,Colon,1,TCF7L1
45757|RAD21,0.004209405537977139,Homo sapiens,RAD21,not sure,HeLa-S3,Epithelium,Cervix,1,RAD21
62958|NFE2L2,0.004689987262335672,Homo sapiens,NFE2L2,tf,IMR90,Fibroblast,Lung,1,NFE2L2
9508|TFAP2C,0.0047960634997070645,Homo sapiens,TFAP2C,predicted transcription factor,BT-474,Epithelium,Mammary Gland,1,TFAP2C
47594|GATA4,0.005323812208625607,Homo sapiens,GATA4,tf,YCC3,Epithelium,None,1,GATA4
75279|ZBTB48,0.005490696319770187,Homo sapiens,ZBTB48,,U2OS,None,None,1,ZBTB48
76279|CALU,0.005551414817163495,Homo sapiens,CALU,other,Calu-3,None,Lung,1,CALU
71756|NANOG,0.0056746439227990785,Homo sapiens,NANOG,tf,LNCaP,Epithelium,Prostate,1,NANOG
33459|ERG,0.0057120832288364756,Homo sapiens,ERG,other,None,Hematopoietic Cell,None,1,ERG
57091|LARP7,0.0057749694903688155,Homo sapiens,LARP7,predicted transcription factor,HCT-116,None,Colon,1,LARP7
65186|EGR3,0.005967330162530187,Homo sapiens,EGR3,,HEK293,Epithelium,Embryonic Kidney,1,EGR3
54333|BRD4,0.006165350466733797,Homo sapiens,BRD4,cr,None,Adipocyte,None,1,BRD4
63593|SOX13,0.006396791459656293,Homo sapiens,SOX13,,HepG2,Epithelium,Liver,1,SOX13
55491|STAT5,0.007016853861520806,Homo sapiens,STAT5,tf,MV4-11,Macrophage,Blood,1,STAT5
63854|BCL3,0.0072298816500417215,Homo sapiens,BCL3,tf,A549,Epithelium,Lung,1,BCL3
53874|MEF2B,0.007512142568341701,Homo sapiens,MEF2B,tf,HEK293A,None,None,1,MEF2B
52495|TCF21,0.00792025895929183,Homo sapiens,TCF21,tf,None,None,Coronary artery smooth muscle,1,TCF21
74485|PROX1,0.008004183151290634,Homo sapiens,PROX1,tf,None,Endothelial Cell,Umbilical Vein,1,PROX1
2749|CREBBP,0.008088888166000598,Homo sapiens,CREBBP,cr,T98G,None,Brain,1,CREBBP
36814|TLE3,0.008157218401674942,Homo sapiens,TLE3,not sure,MCF-7,Epithelium,Breast,1,TLE3
58086|KDM2B,0.008560045165452605,Homo sapiens,KDM2B,cr,None,Myeloid Cell,None,1,KDM2B
70810|MYC,0.009092758930802105,Homo sapiens,MYC,tf,HCT-116,Colon cancer cell,Colon,1,MYC
74688|GRHL3,0.009187482933133016,Homo sapiens,GRHL3,predicted transcription factor,NHEK,Keratinocyte,Skin,1,GRHL3
55390|SPI1,0.00971406281623738,Homo sapiens,SPI1,predicted transcription factor,786-O,Epithelium,Kidney,0,SPI1
45782|TCF7L2,0.009754097478719808,Homo sapiens,TCF7L2,tf,HeLa-S3,Epithelium,Cervix,1,TCF7L2
51051|PIAS1,0.010079596715304569,Homo sapiens,PIAS1,other,VCaP,Epithelium,Prostate,1,PIAS1
33571|PR,0.010693773897887207,Homo sapiens,PR,predicted transcription factor,AB32,Epithelium,Mammary Gland,1,PR
77148|ZNF282,0.01106875600702895,Homo sapiens,ZNF282,tf,293T,None,None,1,ZNF282
5373|RUNX2,0.011294634062906343,Homo sapiens,RUNX2,tf,C4-2B,Epithelium,Prostate,1,RUNX2
2398|STAG1,0.0113402873269078,Homo sapiens,STAG1,not sure,MCF-7,Epithelium,Breast,1,STAG1
48338|SNAI2,0.011594257347360094,Homo sapiens,SNAI2,tf,None,Keratinocyte,None,1,SNAI2
37608|MYH11,0.011948530653395682,Homo sapiens,MYH11,not sure,ME-1,Leukemia Cell,None,1,MYH11
62505|SMC3,0.012660148627024205,Homo sapiens,SMC3,predicted chromatin regulator,IMR90,Fibroblast,Lung,1,SMC3
49446|HIF1A,0.012761125747054966,Homo sapiens,HIF1A,predicted chromatin regulator,T47D,Epithelium,Mammary Gland,1,HIF1A
38163|SUZ12,0.013621100537744048,Homo sapiens,SUZ12,cr,None,None,Bone Marrow,1,SUZ12
76420|MAML3,0.013891381400711538,Homo sapiens,MAML3,tf,SK-N-SH,Neuroblastoma cell,Brain,1,MAML3
5603|RNF2,0.014055759655035605,Homo sapiens,RNF2,predicted transcription factor,OS25,Embryonic Stem Cell,Embryo,0,RNF2
44433|TAL1,0.014249650567788453,Homo sapiens,TAL1,tf,None,None,Cord blood,1,TAL1
74657|ARID3A,0.014903026414681537,Homo sapiens,ARID3A,tf,HepG2,Epithelium,Liver,1,ARID3A
71878|NIPBL,0.0153428813505448,Homo sapiens,NIPBL,not sure,HepG2,hepatocellular carcinoma,None,1,NIPBL
37605|FAIRE,0.01582430200635516,Homo sapiens,FAIRE,other,None,Epithelium,Mammary Gland,1,FAIRE
50896|OTX2,0.01647578121885911,Homo sapiens,OTX2,tf,6540 cells,Epithelium,None,1,OTX2
75045|FOSL1,0.01751261072104008,Homo sapiens,FOSL1,tf,MDA-MB-231,None,Breast,1,FOSL1
50174|HIRA,0.017780356086201744,Homo sapiens,HIRA,predicted transcription factor,IMR90,Fibroblast,Lung,1,HIRA
76964|CNOT3,0.018780399318926173,Homo sapiens,CNOT3,tf,HCT-116,Colorectal cancer cell line,None,1,CNOT3
8455|CEBPA,0.020847344750515855,Homo sapiens,CEBPA,tf,K562,Erythroblast,Bone Marrow,1,CEBPA
1359|STAT1,0.021275212438457227,Homo sapiens,STAT1,tf,HeLa-S3,Epithelium,Cervix,1,STAT1
50699|GTF2I,0.021353799122490268,Homo sapiens,GTF2I,tf,None,Fibroblast,None,1,GTF2I
51595|SRF,0.021991372359796188,Homo sapiens,SRF,tf,HUES64,Embryonic Stem Cell,Embryo,1,SRF
54664|TCF4,0.022397960289986574,Homo sapiens,TCF4,tf,HCT-116,None,Colon,1,TCF4
35717|UBE2I,0.02264494292670004,Homo sapiens,UBE2I,other,WI-38,Fibroblast,Lung,1,UBE2I
49781|CHD7,0.02276929267115559,Homo sapiens,CHD7,cr,None,iPSC,None,1,CHD7
7487|JUNB,0.023613079941561012,Homo sapiens,JUNB,tf,K562,Erythroblast,Bone Marrow,1,JUNB
77098|ZNF534,0.023741888514027896,Homo sapiens,ZNF534,tf,293T,None,None,1,ZNF534
55785|CTCFL,0.024088269268732025,Homo sapiens,CTCFL,predicted transcription factor,MCF-7,Epithelium,Breast,1,CTCFL
42884|ZNF217,0.024527206157212246,Homo sapiens,ZNF217,predicted transcription factor,LoVo,None,Colon,1,ZNF217
5516|EPAS1,0.024704650815277708,Homo sapiens,EPAS1,tf,786-O,Epithelium,Kidney,0,EPAS1
58188|BANF1,0.02744949414371101,Homo sapiens,BANF1,other,None,Keratinocyte,None,1,BANF1
77300|TRIM25,0.027693364106451162,Homo sapiens,TRIM25,,BT-549,None,Breast,1,TRIM25
5888|LIN9,0.02818652252333818,Homo sapiens,LIN9,not sure,HeLa,Epithelium,Cervix,1,LIN9
68962|PRDM14,0.02838582252450461,Homo sapiens,PRDM14,tf,NCCIT,Embryonal carcinoma cell,None,1,PRDM14
52573|CHRM2,0.02945147895177141,Homo sapiens,CHRM2,predicted chromatin regulator,None,Stromal Cell,Endometrium,1,CHRM2
63844|ZBTB33,0.029503042005409225,Homo sapiens,ZBTB33,tf,HEK293,Epithelium,Embryonic Kidney,1,ZBTB33
45869|RCOR1,0.03018020775535607,Homo sapiens,RCOR1,both predicted transcription factor and chromatin regulator,IMR90,Fibroblast,Lung,1,RCOR1
