Transcription Factor,1st Sample p-value,2nd Sample p-value,3rd Sample p-value,4th Sample p-value,5th Sample p-value
JMJD1C,59006;7.29E-04,59004;7.75E-01,59001;7.92E-01,57960;9.16E-01,
TCF7,50136;7.42E-04,63591;2.65E-03,63592;4.27E-03,50139;2.51E-02,50140;8.85E-02
LHX3,38838;7.52E-04,,,,
MAPK1,55211;7.83E-04,55210;4.42E-01,,,
FOXH1,1010;8.35E-04,1011;1.53E-01,,,
NANOG,34089;8.52E-04,51516;1.86E-03,71756;5.74E-03,51520;2.68E-02,71758;2.74E-02
STAT6,4595;8.73E-04,4597;3.57E-01,42801;4.52E-01,4598;6.35E-01,4596;6.35E-01
KDM6B,48443;9.32E-04,48442;1.86E-03,48577;4.57E-01,48576;6.27E-01,
MAFK,45815;9.40E-04,45864;1.40E-03,45817;1.80E-03,45746;2.31E-02,45687;2.93E-02
HNF1B,67613;1.16E-03,51498;3.64E-01,51500;6.01E-01,51499;6.55E-01,42668;8.59E-01
TP53,50361;1.18E-03,44764;1.99E-03,44763;4.96E-03,6548;6.50E-03,33077;1.11E-02
SMC1A,75569;1.22E-03,71876;3.11E-03,71867;4.64E-03,75570;4.80E-03,56558;5.01E-03
RXRA,46356;1.37E-03,5453;2.65E-02,5452;8.04E-02,5883;1.88E-01,46242;3.57E-01
CDK9,33883;1.39E-03,68830;2.07E-01,56566;2.12E-01,57093;4.19E-01,55643;4.55E-01
WWTR1,55294;1.42E-03,55293;8.18E-03,56544;5.62E-01,,
ZBTB48,75280;1.44E-03,75278;1.05E-02,75279;1.31E-02,75277;2.17E-02,75288;5.09E-02
BANF1,58188;1.89E-03,58186;1.47E-01,58187;3.11E-01,,
HIRA,36026;1.94E-03,50174;2.41E-02,50172;1.71E-01,71032;3.80E-01,50176;4.91E-01
STAT1,1359;2.03E-03,1362;1.44E-02,45775;4.24E-02,1356;4.38E-02,4564;1.02E-01
CHD7,49781;2.15E-03,45231;1.36E-01,8808;1.36E-01,8771;3.39E-01,45392;3.39E-01
E2F7,38591;2.22E-03,38586;5.75E-02,38590;9.05E-02,38589;1.06E-01,58173;1.73E-01
ARID3A,74657;2.32E-03,45806;8.98E-02,45897;9.66E-01,,
FAIRE,37580;2.33E-03,37605;4.75E-03,36031;7.76E-02,52158;2.77E-01,52153;4.99E-01
REST,64779;2.41E-03,47848;1.02E-02,46096;1.06E-02,47857;1.35E-02,48298;1.40E-02
GTF2B,71923;2.44E-03,71924;1.56E-01,56962;1.84E-01,56960;2.62E-01,56961;3.15E-01
LARP7,57091;2.57E-03,63201;5.74E-01,73298;8.19E-01,63202;9.37E-01,73297;9.52E-01
BHLHE40,64945;2.57E-03,64946;2.60E-03,7302;3.10E-01,45807;6.05E-01,45557;6.70E-01
SOX2,58175;2.59E-03,48551;7.20E-03,67317;8.35E-03,44227;2.63E-02,58179;6.46E-02
PSMA7,69620;2.70E-03,69626;1.24E-02,,,
SUMO2,35725;2.74E-03,51867;4.11E-03,35704;2.98E-02,55726;3.72E-02,51869;4.69E-02
PGR,54240;2.82E-03,,,,
NR2F1,56817;2.89E-03,35628;6.00E-02,38640;5.34E-01,56818;5.41E-01,64996;9.05E-01
GATA1,8409;2.89E-03,8429;6.78E-03,8410;7.26E-03,8411;3.08E-02,8428;5.13E-02
PDX1,49200;2.97E-03,52147;1.80E-01,38760;3.65E-01,,
BDP1,1796;3.05E-03,1196;4.78E-03,45889;7.97E-02,41627;1.01E-01,45740;3.33E-01
TCF12,46362;3.19E-03,38738;3.09E-02,46066;6.80E-02,35478;1.19E-01,37389;1.65E-01
MED1,71871;3.24E-03,50691;6.00E-03,73542;6.16E-03,71868;1.36E-02,69521;2.62E-02
EOMES,51448;3.44E-03,1006;9.51E-03,38649;4.92E-01,51445;6.29E-01,
HNF4A,38713;3.45E-03,42947;5.92E-03,42920;4.57E-02,372;6.27E-02,54660;1.03E-01
TFAP2C,9507;3.59E-03,2403;3.59E-03,9508;4.20E-03,39978;1.28E-02,45770;1.36E-02
DAXX,54104;3.69E-03,54105;6.65E-02,,,
FOSL1,47287;3.76E-03,75045;1.48E-02,42825;1.30E-01,63076;4.60E-01,46296;5.43E-01
BMI1,42814;4.21E-03,50014;1.25E-02,41493;1.77E-02,41492;4.37E-02,50018;6.21E-02
PAX3,2650;4.25E-03,2654;1.72E-01,2655;4.41E-01,2651;6.00E-01,
CGGBP1,52109;4.25E-03,52110;1.48E-01,,,
SNRNP70,64949;4.49E-03,64562;5.83E-01,64950;5.96E-01,64561;7.83E-01,
SP140,77331;4.62E-03,77332;4.12E-01,,,
TFAP2A,56820;5.06E-03,45753;1.05E-02,56821;1.45E-02,56819;3.50E-02,2401;7.35E-02
GRHL2,35315;5.23E-03,35323;6.04E-03,73183;1.32E-02,68001;1.55E-02,68002;2.90E-02
CDX2,357;5.43E-03,75366;7.15E-03,36712;1.35E-01,36710;1.35E-01,5461;1.41E-01
SMAD1,8447;5.44E-03,51555;4.39E-02,8416;5.70E-02,51564;9.75E-02,51559;1.45E-01
MAF,50111;5.52E-03,58807;9.93E-01,58809;1.00E+00,58808;1.00E+00,
5HMC,70102;5.63E-03,44874;5.64E-02,44875;9.89E-02,55290;9.97E-02,55285;1.21E-01
EHF,50819;5.85E-03,50820;2.89E-01,76283;5.87E-01,38657;9.04E-01,76282;9.60E-01
TCF7L2,45782;6.38E-03,8435;2.76E-02,45979;3.66E-02,45825;4.65E-02,45751;7.40E-02
MYC,46001;6.47E-03,45745;8.87E-03,46008;1.07E-02,70810;2.39E-02,38115;3.00E-02
DNMT3A,70228;6.54E-03,70175;1.58E-01,70226;2.75E-01,72976;4.77E-01,32825;4.92E-01
LYL1,53308;6.67E-03,59007;7.71E-03,59002;2.44E-02,36247;1.88E-01,59005;2.30E-01
PRDM14,68962;6.75E-03,966;4.11E-02,,,
VEZF1,8533;6.76E-03,38706;7.25E-01,8532;9.89E-01,,
DDX5,49196;6.79E-03,1208;8.34E-01,,,
DLX2,38854;7.09E-03,,,,
NKX2-1,74052;7.25E-03,35471;5.82E-02,74050;1.52E-01,36411;1.72E-01,74049;5.17E-01
CHD2,45764;7.25E-03,45701;9.46E-01,45802;9.82E-01,45638;9.99E-01,45905;1.00E+00
BRD7,279;7.47E-03,280;2.19E-01,,,
PRDM1,45747;7.61E-03,51434;3.51E-02,62702;6.17E-02,62701;7.00E-02,51435;2.54E-01
FOXM1,57118;7.61E-03,57119;1.45E-02,57117;2.06E-02,39443;3.84E-02,46093;1.52E-01
TCF4,51609;7.64E-03,5457;2.07E-02,54662;5.20E-02,54664;5.67E-02,54667;8.83E-02
ZBTB14,65146;8.13E-03,,,,
NR1H3,69801;8.32E-03,69802;2.02E-02,41168;4.79E-02,69800;6.50E-02,69799;5.80E-01
ZNF217,42884;8.49E-03,45978;1.09E-01,,,
LMNB1,50122;8.55E-03,34004;2.70E-02,34987;2.84E-01,34974;3.46E-01,34973;3.81E-01
SP1,46060;8.89E-03,70815;8.87E-02,65151;1.63E-01,46215;4.28E-01,5393;4.74E-01
ZNF792,73927;1.00E-02,64201;6.28E-01,64200;7.84E-01,,
POU2F1,68231;1.03E-02,68238;2.83E-02,68233;4.25E-02,68232;7.77E-02,68237;3.17E-01
ZNF486,49604;1.04E-02,49603;4.92E-01,73945;6.85E-01,,
MYOD1,36075;1.07E-02,36077;1.22E-02,75839;1.26E-01,42734;4.07E-01,
ZNF534,77098;1.07E-02,,,,
LIN9,5888;1.08E-02,5889;4.17E-01,38707;5.05E-01,,
KDM1A,48802;1.15E-02,55323;4.77E-02,58584;7.98E-02,50114;7.99E-02,68118;1.15E-01
ESRRA,67367;1.15E-02,38664;3.86E-01,45796;5.38E-01,45627;9.97E-01,
BCL11A,46186;1.22E-02,46178;1.44E-01,43823;4.71E-01,46151;5.13E-01,62560;5.81E-01
EGR3,65186;1.29E-02,,,,
MAZ,74571;1.36E-02,45867;2.97E-02,65115;1.88E-01,38683;3.82E-01,45761;4.64E-01
COIL,49156;1.46E-02,,,,
HHEX,64139;1.49E-02,64140;8.49E-02,42718;6.75E-01,,
MAFF,45801;1.49E-02,45950;3.88E-01,42840;4.92E-01,,
ERG,33459;1.49E-02,47408;2.37E-02,72359;2.92E-02,37583;7.15E-02,2188;1.17E-01
CBFB,74545;1.53E-02,37604;1.35E-01,38665;5.34E-01,37603;6.70E-01,37607;6.73E-01
NCOR2,39653;1.56E-02,39657;4.42E-01,35525;8.91E-01,35093;9.43E-01,
SOX13,63593;1.58E-02,63594;2.25E-01,,,
RB1,36028;1.58E-02,38489;6.18E-01,49422;6.55E-01,49421;7.78E-01,49420;7.78E-01
SMAD2,5365;1.61E-02,5366;7.96E-02,5364;4.66E-01,5363;5.97E-01,43303;7.05E-01
RYBP,8560;1.67E-02,8550;1.15E-01,,,
RUNX1,39775;1.73E-02,72358;5.30E-02,39785;5.36E-02,67763;5.82E-02,39780;6.02E-02
STAT5,55491;1.91E-02,44087;3.78E-01,44085;7.38E-01,44086;7.94E-01,44084;9.72E-01
BCL3,63854;1.95E-02,46051;2.69E-02,64912;4.12E-02,64801;4.38E-02,64183;2.38E-01
MECOM,38858;1.96E-02,,,,
TLE3,36814;1.99E-02,,,,
AFF4,1140;2.01E-02,38227;3.54E-02,48994;2.08E-01,1141;2.55E-01,55639;2.56E-01
EGR2,65179;2.01E-02,65147;6.13E-02,64860;2.56E-01,42823;5.82E-01,64861;6.68E-01
FLI1,5441;2.04E-02,49847;4.68E-02,49879;9.33E-02,49856;1.08E-01,49863;2.09E-01
HAP1,75571;2.04E-02,,,,
GAPDH,2;2.05E-02,,,,
NFIC,46343;2.10E-02,46240;7.52E-01,46101;8.53E-01,46111;9.96E-01,
TSC22D4,74642;2.12E-02,74646;7.71E-02,74679;1.08E-01,64519;3.11E-01,64520;4.05E-01
HOXC9,43893;2.15E-02,43894;1.01E-01,,,
PITX1,38745;2.18E-02,,,,
GRHL3,74688;2.27E-02,33916;4.24E-02,74687;2.55E-01,,
PIAS4,35708;2.35E-02,35715;6.26E-01,,,
ZNF92,49482;2.44E-02,,,,
ZNF750,48799;2.47E-02,,,,
ZFAT,38796;2.52E-02,,,,
PAX6,71776;2.57E-02,71777;1.73E-01,50898;2.00E-01,51532;3.27E-01,
KLF9,49949;2.62E-02,62637;9.08E-01,62636;9.15E-01,62800;9.35E-01,62799;9.62E-01
ERCC6,44357;2.67E-02,49036;2.03E-01,44356;5.34E-01,49030;7.43E-01,49033;8.44E-01
FOXP1,54154;2.78E-02,54156;6.48E-02,56275;2.16E-01,54152;3.76E-01,1012;4.16E-01
STAG1,1493;2.83E-02,2398;3.35E-02,2397;1.17E-01,1492;1.62E-01,8673;2.30E-01
ZNF282,77148;2.89E-02,77149;5.54E-02,,,
KDM5B,47273;2.92E-02,47283;7.43E-02,47276;9.40E-02,47285;1.22E-01,47267;2.77E-01
MYH11,37608;2.93E-02,37623;8.87E-01,37625;9.38E-01,37589;9.65E-01,
RFX5,45730;2.99E-02,45863;2.78E-01,42799;5.06E-01,45893;8.71E-01,45692;9.24E-01
MYBL1,42855;3.09E-02,,,,
PML,4421;3.13E-02,2809;1.62E-01,2460;4.54E-01,2810;5.43E-01,2459;6.00E-01
PAX5,34472;3.20E-02,34467;2.55E-01,34476;2.62E-01,55554;7.92E-01,46138;8.43E-01
NOTCH1,73405;3.25E-02,73404;6.11E-02,73403;5.00E-01,75000;5.05E-01,75003;7.83E-01
HOTAIR,32847;3.44E-02,32854;8.06E-01,32852;8.12E-01,32849;9.57E-01,
CASP8AP2,70859;3.46E-02,70856;8.80E-02,38860;8.45E-01,42754;1.00E+00,
RXRG,2813;3.50E-02,2814;1.10E-01,4515;1.65E-01,2467;3.35E-01,4516;4.11E-01
ZBTB2,74659;3.51E-02,42877;2.54E-01,42878;3.86E-01,74683;9.18E-01,
GFI1B,63598;3.53E-02,63597;2.95E-01,43448;6.00E-01,,
HOXA9,9321;3.64E-02,72702;4.58E-01,42833;4.92E-01,9323;8.52E-01,
ZNF592,62568;3.67E-02,62567;7.50E-01,64278;8.36E-01,64279;8.45E-01,
ZNF419,65103;3.68E-02,73948;3.96E-01,73947;4.58E-01,,
EBF3,76847;3.91E-02,76848;6.96E-02,76846;1.54E-01,76845;5.35E-01,76844;5.44E-01
OSR2,65108;3.93E-02,63285;3.19E-01,63286;7.68E-01,,
ZNF468,77113;3.96E-02,,,,
CBX8,43558;4.04E-02,8768;3.12E-01,45398;3.12E-01,43569;3.23E-01,43578;4.32E-01
SRF,51595;4.07E-02,51590;4.10E-02,51591;5.99E-02,51596;1.20E-01,46223;7.94E-01
KDM4A,45228;4.17E-02,8816;4.17E-02,,,
LMO2,53306;4.35E-02,36248;3.39E-01,40156;3.66E-01,35486;5.81E-01,49739;6.08E-01
NRF1,58936;4.36E-02,58937;4.52E-02,58939;1.04E-01,58940;1.20E-01,64667;7.84E-01
ARNT,5517;4.42E-02,33032;1.03E-01,38723;4.76E-01,62868;5.84E-01,62869;9.36E-01
SOX4,71748;4.42E-02,71747;9.87E-02,71746;1.42E-01,47591;5.16E-01,38749;6.58E-01
ID3,42768;4.46E-02,62513;9.19E-01,62514;9.90E-01,,
MITF,42177;4.49E-02,50897;5.78E-02,42179;2.24E-01,42176;2.95E-01,42178;4.43E-01
CNOT3,76964;4.50E-02,76965;4.66E-01,76966;5.16E-01,,
UBE2I,35717;4.73E-02,35703;1.99E-01,,,
TBP,45781;4.73E-02,45684;6.72E-01,45791;9.31E-01,37584;9.93E-01,45881;9.97E-01
MEIS1,9322;4.75E-02,9324;5.78E-02,4400;2.34E-01,4402;4.73E-01,4401;5.24E-01
LDB1,47774;4.83E-02,,,,
NR2F6,63772;4.85E-02,63771;2.60E-01,42702;2.71E-01,64301;6.24E-01,64300;9.63E-01
TTF2,36232;4.97E-02,36238;5.43E-01,36230;8.25E-01,,
RBBP5,8820;4.98E-02,45232;9.28E-01,8819;9.57E-01,8795;9.97E-01,45421;9.98E-01
TRIM25,77300;5.00E-02,77299;8.90E-02,77298;2.35E-01,62994;5.64E-01,62995;7.88E-01
ZNF366,62732;5.28E-02,62731;5.17E-01,,,
HDAC3,8661;5.34E-02,8662;1.04E-01,70761;5.34E-01,4125;7.96E-01,
RUNX1T1,39784;5.47E-02,39786;8.70E-02,35300;2.61E-01,58032;4.56E-01,40164;7.18E-01
BRF2,36360;5.48E-02,1198;1.98E-01,45739;3.18E-01,45921;6.79E-01,
MEIS3,38792;5.51E-02,,,,
CTNNB1,53653;5.55E-02,52247;2.78E-01,52245;4.19E-01,40223;4.61E-01,52243;5.01E-01
EHMT2,56449;5.56E-02,56456;2.39E-01,56467;3.18E-01,56463;3.23E-01,56448;3.34E-01
CTCFL,55785;5.60E-02,55784;1.36E-01,55775;3.95E-01,55787;5.59E-01,55779;6.25E-01
FEZF1,65116;5.65E-02,64604;9.20E-02,64605;5.73E-01,,
CTRL,74411;5.68E-02,77205;5.34E-01,77204;5.49E-01,,
SNAPC4,35266;5.77E-02,36359;2.04E-01,42868;3.27E-01,,
H3F3A,63916;5.86E-02,64976;3.35E-01,63914;3.59E-01,64975;4.80E-01,64728;5.17E-01
ASCL1,70120;5.89E-02,41850;1.01E-01,49724;1.20E-01,49725;1.66E-01,70119;1.81E-01
POLR3GL,41630;5.91E-02,,,,
PSIP1,69558;6.06E-02,51360;5.03E-01,,,
RAG1,55542;6.27E-02,55541;1.03E-01,55540;3.13E-01,,
MBD2,48127;6.28E-02,48822;6.91E-02,40334;8.38E-02,48128;3.52E-01,48130;3.82E-01
USF2,45741;6.33E-02,45804;3.51E-01,74655;3.65E-01,45694;5.46E-01,45941;8.66E-01
ZNF280D,63618;6.33E-02,42887;9.01E-01,63619;9.99E-01,,
ZNF519,77103;6.37E-02,,,,
ZNF283,77147;6.40E-02,,,,
GLIS1,65214;6.76E-02,63690;7.87E-02,63689;1.17E-01,38673;5.96E-01,
POU5F1,5754;6.79E-02,58486;1.04E-01,58485;1.09E-01,51542;1.39E-01,51141;1.48E-01
HMG20A,77262;6.88E-02,77268;1.03E-01,,,
ZFP69B,63424;6.88E-02,73978;8.51E-01,63423;8.54E-01,,
ELL2,1143;6.91E-02,55647;2.52E-01,49007;3.62E-01,55648;4.67E-01,49006;5.00E-01
TRIM24,69203;7.03E-02,69201;3.48E-01,69202;3.97E-01,2405;4.76E-01,2404;4.89E-01
SSRP1,38078;7.08E-02,63943;1.65E-01,38081;2.22E-01,63942;2.51E-01,38084;4.43E-01
REPIN1,37565;7.20E-02,39776;1.20E-01,35828;3.06E-01,39781;3.19E-01,39779;4.06E-01
JUNB,7487;7.38E-02,56284;4.59E-01,64855;5.05E-01,64780;6.42E-01,64538;7.56E-01
MEF2A,46352;7.59E-02,46283;1.67E-01,38847;5.71E-01,46123;9.78E-01,
ISL1,38807;7.59E-02,,,,
ELF3,38646;7.61E-02,67597;4.84E-01,67615;5.61E-01,,
TERC,32848;7.78E-02,32850;1.67E-01,32853;1.85E-01,32856;2.04E-01,
GTF2I,50699;7.88E-02,50709;4.14E-01,50712;4.91E-01,50694;5.28E-01,50715;5.31E-01
ZNF675,77064;7.91E-02,,,,
GREB1,36811;7.93E-02,36806;1.06E-01,36802;2.62E-01,36822;6.36E-01,36810;7.14E-01
HSF1,54573;7.94E-02,37156;1.48E-01,51864;1.90E-01,51863;2.20E-01,35218;2.42E-01
RARA,67429;8.14E-02,2811;3.11E-01,49616;3.58E-01,67426;3.62E-01,67427;4.48E-01
ZNF266,73963;8.14E-02,42886;3.66E-01,,,
DPF2,63061;8.21E-02,64320;5.56E-01,64319;6.79E-01,63060;8.52E-01,
ERCC2,41412;8.28E-02,,,,
ZBTB33,63844;8.33E-02,46357;4.47E-01,46229;6.75E-01,63757;6.76E-01,63843;7.23E-01
RELB,42745;8.33E-02,68052;6.80E-01,76402;9.13E-01,68053;9.54E-01,76403;9.62E-01
HINFP,70797;8.35E-02,70796;1.84E-01,64046;5.42E-01,38704;8.29E-01,64045;8.55E-01
OTX1,38637;8.35E-02,,,,
ADNP2,42808;8.35E-02,,,,
SOX10,52549;8.37E-02,,,,
ZSCAN5A,74428;8.45E-02,74427;3.22E-01,63376;5.10E-01,63377;9.01E-01,
ZBTB17,47490;8.49E-02,54514;2.05E-01,64074;3.40E-01,47489;4.15E-01,41831;4.68E-01
ZNF184,73973;8.49E-02,65136;1.24E-01,,,
WDR5,52432;8.54E-02,33917;1.08E-01,52436;2.00E-01,58506;3.89E-01,71281;5.10E-01
