,pval,species,factor,factor_type,cell_line,cell_type,tissue,qc,TF
71243|CEBPB,5.684368035018839e-10,Homo sapiens,CEBPB,tf,None,Osteoblast,None,1,CEBPB
39365|SMAD3,1.9487899650655547e-07,Homo sapiens,SMAD3,tf,LX2,Hepatic Stellate Cell,None,1,SMAD3
54675|YAP1,5.740327941880134e-06,Homo sapiens,YAP1,other,NCI-H2052,Epithelium,Lung,1,YAP1
56542|TEAD1,1.2195485157005993e-05,Homo sapiens,TEAD1,tf,HuCCT1,None,None,1,TEAD1
33495|ESR1,8.715226874731835e-05,Homo sapiens,ESR1,tf,TAM_R,Epithelium,Mammary Gland,1,ESR1
46007|FOS,0.00010277784747474257,Homo sapiens,FOS,tf,MCF-10A,Epithelium,Breast,1,FOS
46058|GATA3,0.00010466791361808721,Homo sapiens,GATA3,tf,A549,Epithelium,Lung,1,GATA3
1336|RELA,0.00013601389064182783,Homo sapiens,RELA,tf,HeLa,Epithelium,Cervix,1,RELA
8444|CEBPA,0.00014223706005197018,Homo sapiens,CEBPA,tf,U937,None,Pleura,1,CEBPA
6543|TP73,0.00014437005487510866,Homo sapiens,TP73,predicted transcription factor,Saos-2,Osteosarcoma cell,Bone,1,TP73
5206|TP63,0.00017039747158001327,Homo sapiens,TP63,predicted transcription factor,None,Keratinocyte,Skin,1,TP63
6570|FOXA1,0.0002152685005953732,Homo sapiens,FOXA1,tf,T47D,Epithelium,Mammary Gland,1,FOXA1
43165|NR2F2,0.0002544548711813501,Homo sapiens,NR2F2,tf,None,Stromal Cell,None,1,NR2F2
46081|NR3C1,0.0003027745630858209,Homo sapiens,NR3C1,tf,A549,Epithelium,Lung,1,NR3C1
41391|TEAD4,0.0004019432802877772,Homo sapiens,TEAD4,tf,SNU216,Epithelium,None,1,TEAD4
45869|RCOR1,0.00041096581350299864,Homo sapiens,RCOR1,both predicted transcription factor and chromatin regulator,IMR90,Fibroblast,Lung,1,RCOR1
39364|VDR,0.00042250820172916775,Homo sapiens,VDR,tf,LX2,Hepatic Stellate Cell,None,1,VDR
67805|BRD4,0.0005451986060054802,Homo sapiens,BRD4,cr,HCC1395,None,None,1,BRD4
63808|HLF,0.0006341913324585898,Homo sapiens,HLF,,HepG2,Epithelium,Liver,1,HLF
55397|SPI1,0.0006376047658066984,Homo sapiens,SPI1,predicted transcription factor,786-O,Epithelium,Kidney,0,SPI1
62691|CEBPG,0.000780597502300227,Homo sapiens,CEBPG,tf,MCF-7,Epithelium,Breast,1,CEBPG
67748|GATA2,0.0008163827018100206,Homo sapiens,GATA2,tf,LNCaP,Epithelium,Prostate,1,GATA2
39767|PR,0.0009089869288426117,Homo sapiens,PR,predicted transcription factor,T47D,Epithelium,Mammary Gland,1,PR
48334|SNAI2,0.0009137420627106738,Homo sapiens,SNAI2,tf,None,Keratinocyte,None,0,SNAI2
57091|LARP7,0.001067474679436669,Homo sapiens,LARP7,predicted transcription factor,HCT-116,None,Colon,1,LARP7
56670|AR,0.0010757507627511891,Homo sapiens,AR,tf,LHSAR,Epithelium,Prostate,1,AR
38591|E2F7,0.001141181614571173,Homo sapiens,E2F7,tf,IMR90,Fibroblast,Lung,1,E2F7
