,pval,species,factor,factor_type,cell_line,cell_type,tissue,qc
71243|CEBPB,5.684368035018839e-10,Homo sapiens,CEBPB,tf,None,Osteoblast,None,1
39365|SMAD3,1.9487899650655547e-07,Homo sapiens,SMAD3,tf,LX2,Hepatic Stellate Cell,None,1
54127|CEBPB,4.845671606440011e-07,Homo sapiens,CEBPB,tf,None,Mesenchymal Stem Cell,None,1
71242|CEBPB,6.192998392828498e-07,Homo sapiens,CEBPB,tf,None,Osteoblast,None,1
73534|CEBPB,1.2658018141873809e-06,Homo sapiens,CEBPB,tf,SUM159PT,None,Breast,1
54125|CEBPB,4.092749211713291e-06,Homo sapiens,CEBPB,tf,None,Mesenchymal Stem Cell,None,1
73535|CEBPB,4.98133997823007e-06,Homo sapiens,CEBPB,tf,SUM159PT,None,Breast,1
54675|YAP1,5.740327941880134e-06,Homo sapiens,YAP1,other,NCI-H2052,Epithelium,Lung,1
64281|CEBPB,6.031151440083325e-06,Homo sapiens,CEBPB,tf,A549,Epithelium,Lung,1
64400|CEBPB,1.1546881253550035e-05,Homo sapiens,CEBPB,tf,A549,Epithelium,Lung,1
54676|YAP1,1.1866967578609002e-05,Homo sapiens,YAP1,other,NCI-H2052,Epithelium,Lung,1
56542|TEAD1,1.2195485157005991e-05,Homo sapiens,TEAD1,tf,HuCCT1,None,None,1
62940|CEBPB,2.315654161265258e-05,Homo sapiens,CEBPB,tf,A549,Epithelium,Lung,1
45861|CEBPB,3.0008108625140358e-05,Homo sapiens,CEBPB,tf,IMR90,Fibroblast,Lung,1
45559|CEBPB,3.0106044386268816e-05,Homo sapiens,CEBPB,tf,A549,Epithelium,Lung,1
63606|CEBPB,3.0600279730409373e-05,Homo sapiens,CEBPB,tf,A549,Epithelium,Lung,1
54126|CEBPB,3.4170445622030304e-05,Homo sapiens,CEBPB,tf,None,Mesenchymal Stem Cell,None,1
45762|CEBPB,4.724425203094941e-05,Homo sapiens,CEBPB,tf,HeLa-S3,Epithelium,Cervix,1
63153|CEBPB,5.1958934476719455e-05,Homo sapiens,CEBPB,tf,A549,Epithelium,Lung,1
