,pval,species,factor,factor_type,cell_line,cell_type,tissue,qc,TF
64928|HES2,4.3670805377204416e-13,Homo sapiens,HES2,tf,A549,Epithelium,Lung,1,HES2
71243|CEBPB,1.8291647912658203e-12,Homo sapiens,CEBPB,tf,None,Osteoblast,None,1,CEBPB
64472|NR3C1,2.3765899912655072e-11,Homo sapiens,NR3C1,tf,A549,Epithelium,Lung,1,NR3C1
56670|AR,1.8954226065488645e-10,Homo sapiens,AR,tf,LHSAR,Epithelium,Prostate,1,AR
39365|SMAD3,1.0374171325763443e-09,Homo sapiens,SMAD3,tf,LX2,Hepatic Stellate Cell,None,1,SMAD3
56542|TEAD1,1.2060067362515376e-09,Homo sapiens,TEAD1,tf,HuCCT1,None,None,1,TEAD1
63829|FOSL2,2.1586150427006326e-09,Homo sapiens,FOSL2,tf,A549,Epithelium,Lung,1,FOSL2
3006|CEBPA,5.492113369334899e-09,Homo sapiens,CEBPA,tf,None,Adipocyte,Adipose,1,CEBPA
52574|CHRM2,6.249107647353994e-09,Homo sapiens,CHRM2,predicted chromatin regulator,None,Stromal Cell,Endometrium,1,CHRM2
46005|FOS,6.6359906835499975e-09,Homo sapiens,FOS,tf,MCF-10A,Epithelium,Breast,1,FOS
41824|JARID2,8.809918622203865e-09,Homo sapiens,JARID2,cr,None,iPSC,None,1,JARID2
71213|FOXA1,1.1740651703544104e-08,Homo sapiens,FOXA1,tf,LNCaP,Epithelium,Prostate,1,FOXA1
54676|YAP1,1.3854971070008398e-08,Homo sapiens,YAP1,other,NCI-H2052,Epithelium,Lung,1,YAP1
1743|GATA2,1.9539851136979896e-08,Homo sapiens,GATA2,tf,None,Endothelial Cell,Umbilical Vein,1,GATA2
41809|EZH2,2.0178209628860243e-08,Homo sapiens,EZH2,cr,None,iPSC,None,1,EZH2
68226|RELA,3.6072179762370966e-08,Homo sapiens,RELA,tf,BEAS-2B,Epithelium,Lung,1,RELA
67573|JUN,6.951310876258652e-08,Homo sapiens,JUN,tf,BT-549,None,Breast,1,JUN
58189|TP63,7.707160543145027e-08,Homo sapiens,TP63,predicted transcription factor,None,Keratinocyte,None,1,TP63
38846|CEBPZ,1.1141872205790868e-07,Homo sapiens,CEBPZ,tf,LoVo,None,Colon,0,CEBPZ
76421|MAML3,1.2758026336716552e-07,Homo sapiens,MAML3,tf,SK-N-SH,Neuroblastoma cell,Brain,1,MAML3
50899|LHX2,1.5385170320753988e-07,Homo sapiens,LHX2,tf,6540 cells,Epithelium,None,1,LHX2
72125|SMARCA4,1.5907816079231058e-07,Homo sapiens,SMARCA4,cr,G-401,None,Kidney,1,SMARCA4
33150|GATA3,1.9987336865417516e-07,Homo sapiens,GATA3,tf,MCF-7,Epithelium,Breast,1,GATA3
54243|FOXO1,2.820607770837852e-07,Homo sapiens,FOXO1,tf,None,Stromal Cell,Endometrium,1,FOXO1
76815|NEUROG2,4.321160419531705e-07,Homo sapiens,NEUROG2,tf,None,Fibroblast,Fetal Lung,1,NEUROG2
76279|CALU,4.400833233022585e-07,Homo sapiens,CALU,other,Calu-3,None,Lung,1,CALU
56666|HOXB13,5.283902664560054e-07,Homo sapiens,HOXB13,tf,LHSAR,Epithelium,Prostate,1,HOXB13
39770|PR,5.395581599565528e-07,Homo sapiens,PR,predicted transcription factor,None,Leiomyoma Cell,None,1,PR
44433|TAL1,6.201638220880791e-07,Homo sapiens,TAL1,tf,None,None,Cord blood,1,TAL1
53873|MEF2B,1.1233362939169798e-06,Homo sapiens,MEF2B,tf,HEK293A,None,None,1,MEF2B
47599|GATA6,1.7598759471679463e-06,Homo sapiens,GATA6,tf,AGS,Epithelium,Stomach,1,GATA6
43638|CDK8,1.8737823593099709e-06,Homo sapiens,CDK8,tf,HT29,Epithelium,Colon,0,CDK8
46002|STAT3,1.968874180509175e-06,Homo sapiens,STAT3,tf,MCF-10A,Epithelium,Breast,1,STAT3
48338|SNAI2,2.759112398552313e-06,Homo sapiens,SNAI2,tf,None,Keratinocyte,None,1,SNAI2
5603|RNF2,3.161789506888967e-06,Homo sapiens,RNF2,predicted transcription factor,OS25,Embryonic Stem Cell,Embryo,0,RNF2
6543|TP73,3.2803999228961675e-06,Homo sapiens,TP73,predicted transcription factor,Saos-2,Osteosarcoma cell,Bone,1,TP73
1086|SMAD4,4.3329891318699625e-06,Homo sapiens,SMAD4,predicted transcription factor,H9,Embryonic Stem Cell,Embryo,1,SMAD4
50896|OTX2,4.348982848727719e-06,Homo sapiens,OTX2,tf,6540 cells,Epithelium,None,1,OTX2
397|IGF1R,4.359529965361768e-06,Homo sapiens,IGF1R,not sure,DFB,Melanocyte,Skin,0,IGF1R
50989|CTCF,6.573518748592879e-06,Homo sapiens,CTCF,tf,H1,Embryonic Stem Cell,Embryo,1,CTCF
77240|ZSCAN5B,6.7635516448328285e-06,Homo sapiens,ZSCAN5B,tf,HEK293,HEK 293 Cell Line,None,1,ZSCAN5B
