,pval,species,factor,factor_type,cell_line,cell_type,tissue,qc,TF
64928|HES2,1.3102297025113785e-12,Homo sapiens,HES2,tf,A549,Epithelium,Lung,1,HES2
71243|CEBPB,5.470013331176915e-12,Homo sapiens,CEBPB,tf,None,Osteoblast,None,1,CEBPB
64472|NR3C1,7.129763446300785e-11,Homo sapiens,NR3C1,tf,A549,Epithelium,Lung,1,NR3C1
56670|AR,5.686267012805502e-10,Homo sapiens,AR,tf,LHSAR,Epithelium,Prostate,1,AR
39365|SMAD3,3.095256606577834e-09,Homo sapiens,SMAD3,tf,LX2,Hepatic Stellate Cell,None,1,SMAD3
56542|TEAD1,3.6176588946723598e-09,Homo sapiens,TEAD1,tf,HuCCT1,None,None,1,TEAD1
63829|FOSL2,6.475827429852643e-09,Homo sapiens,FOSL2,tf,A549,Epithelium,Lung,1,FOSL2
3006|CEBPA,1.6475960928907796e-08,Homo sapiens,CEBPA,tf,None,Adipocyte,Adipose,1,CEBPA
52574|CHRM2,1.874731236917171e-08,Homo sapiens,CHRM2,predicted chromatin regulator,None,Stromal Cell,Endometrium,1,CHRM2
46005|FOS,1.990777148686007e-08,Homo sapiens,FOS,tf,MCF-10A,Epithelium,Breast,1,FOS
41824|JARID2,2.642901281157961e-08,Homo sapiens,JARID2,cr,None,iPSC,None,1,JARID2
71213|FOXA1,3.5221378313909923e-08,Homo sapiens,FOXA1,tf,LNCaP,Epithelium,Prostate,1,FOXA1
54676|YAP1,4.15164259082168e-08,Homo sapiens,YAP1,other,NCI-H2052,Epithelium,Lung,1,YAP1
1743|GATA2,5.861916818616919e-08,Homo sapiens,GATA2,tf,None,Endothelial Cell,Umbilical Vein,1,GATA2
41809|EZH2,6.052246509513637e-08,Homo sapiens,EZH2,cr,None,iPSC,None,1,EZH2
68226|RELA,1.0821357931956044e-07,Homo sapiens,RELA,tf,BEAS-2B,Epithelium,Lung,1,RELA
67573|JUN,2.0853857718439173e-07,Homo sapiens,JUN,tf,BT-549,None,Breast,1,JUN
58189|TP63,2.31151364493698e-07,Homo sapiens,TP63,predicted transcription factor,None,Keratinocyte,None,1,TP63
