,pval,species,factor,factor_type,cell_line,cell_type,tissue,qc,TF
67458|E2F1,2.3709664848401257e-26,Homo sapiens,E2F1,tf,None,Mesenchymal Stem Cell,Umbilical Cord,1,E2F1
77534|TFDP1,9.362479624766146e-22,Homo sapiens,TFDP1,tf,U266B1,None,None,1,TFDP1
3225|E2F4,1.3493240340854882e-21,Homo sapiens,E2F4,tf,None,Adipocyte,Adipose,1,E2F4
1874|RBL2,2.202558326788324e-18,Homo sapiens,RBL2,both predicted transcription factor and chromatin regulator,IMR90,Fibroblast,Lung,1,RBL2
2684|PHF8,2.4423019588434662e-17,Homo sapiens,PHF8,cr,SH-SY5Y,None,Bone Marrow,1,PHF8
49416|RB1,3.656940612648832e-15,Homo sapiens,RB1,tf,IMR90,Fibroblast,Lung,1,RB1
38585|TAF3,6.628811035605853e-15,Homo sapiens,TAF3,cr,None,Epithelium,Colon,1,TAF3
52091|TP53,1.0084183507637228e-14,Homo sapiens,TP53,predicted transcription factor,IMR90,Fibroblast,Lung,1,TP53
70095|TET2,2.274462167173047e-14,Homo sapiens,TET2,cr,293T,None,None,1,TET2
56961|GTF2B,5.860015869410293e-14,Homo sapiens,GTF2B,tf,HeLa,Epithelium,Cervix,1,GTF2B
53324|NELFE,8.78196256857289e-14,Homo sapiens,NELFE,not sure,HeLa,Epithelium,Cervix,1,NELFE
53325|SUPT5H,2.0047436143376293e-13,Homo sapiens,SUPT5H,tf,HeLa,Epithelium,Cervix,1,SUPT5H
36356|POLR2B,2.4243064334649376e-13,Homo sapiens,POLR2B,tf,IMR90,Fibroblast,Lung,1,POLR2B
51103|CHD8,2.4243064334649376e-13,Homo sapiens,CHD8,cr,None,Neural Stem Cell,None,1,CHD8
45776|E2F6,2.4952920736694727e-13,Homo sapiens,E2F6,tf,HeLa-S3,Epithelium,Cervix,1,E2F6
53347|CDK9,2.720718703461615e-13,Homo sapiens,CDK9,tf,HeLa,Epithelium,Cervix,1,CDK9
8658|HDAC1,3.1805582433968043e-13,Homo sapiens,HDAC1,cr,VCaP,Epithelium,Prostate,1,HDAC1
36234|XRN2,3.6711138414580123e-13,Homo sapiens,XRN2,not sure,HEK293,Epithelium,Embryonic Kidney,1,XRN2
55468|NELFA,4.466462156530969e-13,Homo sapiens,NELFA,not sure,HeLa,Epithelium,Cervix,1,NELFA
52436|WDR5,6.517707758973187e-13,Homo sapiens,WDR5,cr,HEK293,Epithelium,Embryonic Kidney,1,WDR5
36230|TTF2,6.705049811876256e-13,Homo sapiens,TTF2,tf,HEK293,Epithelium,Embryonic Kidney,1,TTF2
51750|FOXP1,1.052990297774918e-12,Homo sapiens,FOXP1,tf,LNCaP,Epithelium,Prostate,1,FOXP1
34392|MECP2,1.4793512629421568e-12,Homo sapiens,MECP2,cr,IMR90,Fibroblast,Lung,1,MECP2
76520|BPTF,2.3722131662763435e-12,Homo sapiens,BPTF,tf,None,Erythroid Cell,None,1,BPTF
53323|INTS3,2.4195197359136457e-12,Homo sapiens,INTS3,predicted transcription factor,HeLa,Epithelium,Cervix,1,INTS3
35832|CTCF,2.5468872233790502e-12,Homo sapiens,CTCF,tf,GM19240,Lymphoblastoid,Blood,1,CTCF
49481|RPE,3.3280200957043976e-12,Homo sapiens,RPE,other,None,Retinal pigment cell,None,1,RPE
73713|AFF1,3.447592182363439e-12,Homo sapiens,AFF1,tf,SEM,B Lymphocyte,None,1,AFF1
64761|POLR2AphosphoS5,4.079524428736114e-12,Homo sapiens,POLR2AphosphoS5,,None,Neuron,None,1,POLR2AphosphoS5
38115|MYC,4.568416876801371e-12,Homo sapiens,MYC,tf,HeLa,Epithelium,Cervix,1,MYC
58172|HIF1A,5.9740898822983175e-12,Homo sapiens,HIF1A,predicted chromatin regulator,HeLa,Epithelium,Cervix,0,HIF1A
43110|MED1,7.305552301454647e-12,Homo sapiens,MED1,predicted transcription factor,CUTLL1,T Lymphocyte,Blood,1,MED1
74347|NEUROD1,7.447938215445963e-12,Homo sapiens,NEUROD1,tf,D-341,None,None,1,NEUROD1
46160|PAX5,8.265071531519445e-12,Homo sapiens,PAX5,tf,GM12892,Lymphoblastoid,Blood,1,PAX5
32814|MAX,9.419761450369284e-12,Homo sapiens,MAX,tf,P493-6,B cell lymphoma,None,1,MAX
1219|GATAD1,9.63931608856807e-12,Homo sapiens,GATAD1,predicted chromatin regulator,HeLa,Epithelium,Cervix,1,GATAD1
43109|BRD4,1.0093561449807453e-11,Homo sapiens,BRD4,cr,CUTLL1,T Lymphocyte,Blood,1,BRD4
62933|BCL3,1.1065808633751222e-11,Homo sapiens,BCL3,tf,A549,Epithelium,Lung,1,BCL3
48824|MBD2,1.334399519593268e-11,Homo sapiens,MBD2,cr,MCF-7,Epithelium,Breast,1,MBD2
43305|CDK6,1.4021748522714654e-11,Homo sapiens,CDK6,predicted transcription factor,None,None,None,1,CDK6
50892|RELA,1.5130737876944205e-11,Homo sapiens,RELA,tf,None,None,None,1,RELA
5570|POLR2M,1.6638241536382062e-11,Homo sapiens,POLR2M,tf,HeLa,Epithelium,Cervix,1,POLR2M
50879|SPI1,1.7813687410817235e-11,Homo sapiens,SPI1,predicted transcription factor,None,None,None,1,SPI1
56353|CDK8,2.0802727786220954e-11,Homo sapiens,CDK8,tf,MOLM-14,Myeloid Cell,None,1,CDK8
70731|FOXK1,2.168483082755133e-11,Homo sapiens,FOXK1,tf,HEK293,HEK 293 Cell Line,None,1,FOXK1
72407|PARP1,2.277457055620205e-11,Homo sapiens,PARP1,not sure,MCF-7,Human Breast Cancer Cell,Breast,1,PARP1
46106|TAF1,2.446424705154877e-11,Homo sapiens,TAF1,tf,ECC-1,Epithelium,Endometrium,1,TAF1
43684|KDM4C,2.5402196368066607e-11,Homo sapiens,KDM4C,cr,KYSE-150,Epitheloid Cell,Esophagus,1,KDM4C
48999|AFF4,2.598175673306958e-11,Homo sapiens,AFF4,tf,HeLa,Epithelium,Cervix,1,AFF4
