Transcription Factor,1st Sample p-value,2nd Sample p-value,3rd Sample p-value,4th Sample p-value,5th Sample p-value
RELA,50892;3.93E-22,69874;1.09E-19,36320;2.56E-15,4973;6.88E-15,50893;7.44E-15
DCP1A,36226;5.34E-22,36231;2.50E-07,,,
HBP1,64039;1.92E-21,64038;1.84E-19,38726;2.80E-03,,
RPE,49481;2.05E-21,,,,
BRD2,74202;3.19E-21,74209;1.21E-19,35878;4.66E-15,43045;7.49E-15,43046;3.96E-13
MED1,43110;3.81E-21,69868;8.43E-21,40216;2.73E-20,49652;6.01E-20,40016;2.68E-19
KDM4B,64107;4.52E-21,64106;2.80E-03,,,
YY1,5195;6.64E-21,65204;5.10E-20,62486;5.59E-16,46153;6.56E-16,46204;8.56E-16
SAP30,8800;6.67E-21,45419;2.13E-19,8821;4.18E-16,45234;4.18E-16,8799;1.58E-09
STAT3,42212;6.98E-21,42219;1.20E-11,42217;1.04E-10,42220;2.85E-10,42213;3.24E-10
CD34,73984;7.73E-21,73986;2.59E-15,73987;1.68E-10,73985;3.27E-10,
GATAD1,1219;9.58E-21,1218;4.86E-07,42761;1.00E+00,,
PRDM11,52170;1.40E-20,52171;8.61E-05,,,
ASXL1,76682;1.51E-20,,,,
CPSF3L,49021;1.58E-20,49010;1.30E-14,53330;2.73E-08,49009;5.97E-05,49022;1.51E-02
GABPA,46136;2.50E-20,5188;2.37E-17,46344;1.96E-15,46237;5.16E-15,46219;6.66E-15
INTS3,53323;2.54E-20,,,,
CDK7,49494;3.02E-20,49493;8.31E-19,69615;2.66E-17,43592;4.78E-17,40053;8.74E-14
TAF7,46195;5.81E-20,64177;6.20E-10,46289;4.25E-09,64178;1.18E-06,
BPTF,76520;6.47E-20,,,,
CREBBP,3038;6.92E-20,42637;3.16E-18,1935;6.57E-17,42638;1.03E-11,73721;5.27E-09
RBBP5,8794;1.24E-19,8795;1.97E-18,45421;3.45E-18,45232;2.52E-17,8819;4.86E-17
PAF1,55664;1.25E-19,55665;9.34E-17,55667;2.29E-16,73697;2.25E-14,55669;4.16E-13
SETD1A,59170;1.29E-19,76519;5.08E-16,,,
BRD3,43050;1.62E-19,43052;2.36E-13,43051;4.02E-13,43053;2.38E-12,44597;7.60E-12
POLR2M,5570;1.77E-19,5569;2.84E-07,5662;3.44E-03,,
ZMYND8,76673;2.17E-19,76857;3.14E-17,76856;1.37E-15,76851;2.38E-14,76498;2.13E-08
GATA1,3273;2.50E-19,39352;3.23E-14,43446;6.26E-14,33545;6.26E-14,5573;4.81E-11
TRIM24,69203;2.53E-19,69201;8.65E-14,69202;3.99E-09,64819;3.94E-04,64820;3.26E-03
CREB1,56048;2.58E-19,67711;8.37E-18,67718;3.09E-17,67715;3.11E-17,37349;4.77E-17
CBFB,37621;2.63E-19,37640;2.64E-16,37607;5.05E-14,37604;6.63E-12,64692;6.72E-08
TET2,70095;2.67E-19,70093;3.40E-16,33992;3.77E-08,50981;3.90E-08,67858;2.30E-04
SUPT5H,53325;3.03E-19,70927;2.43E-18,64773;3.55E-17,64772;5.77E-15,43450;5.11E-06
THAP1,46306;4.23E-19,9211;1.01E-02,,,
POLR2AphosphoS5,64761;4.91E-19,63407;1.93E-18,63406;6.85E-17,64760;1.09E-16,
MAF,58809;5.09E-19,58807;2.05E-18,58808;2.19E-17,50111;2.75E-03,
BRD1,41574;5.41E-19,56281;1.45E-02,56282;1.67E-02,56280;2.87E-02,56279;4.96E-02
XBP1,43400;7.71E-19,42895;1.97E-14,43401;3.39E-03,38803;1.03E-02,43399;1.05E-02
KDM4C,43684;8.48E-19,58138;1.12E-02,58137;1.48E-02,43685;1.88E-02,
BCL3,63884;9.73E-19,63002;1.49E-18,62933;1.62E-18,62535;4.91E-17,62932;5.86E-17
PML,46307;1.01E-18,46301;2.82E-13,46143;4.16E-11,2448;2.37E-04,4420;5.52E-04
HCFC1,45767;1.30E-18,64266;1.15E-15,45890;2.01E-13,9205;2.03E-13,64265;2.17E-11
TCF7L1,46140;1.47E-18,70804;7.72E-15,40166;3.88E-08,70802;1.63E-04,70803;2.68E-03
E2F3,42712;2.23E-18,38694;7.97E-03,,,
SMAD5,63097;2.73E-18,63098;1.36E-15,42782;1.00E+00,,
PAX5,46160;2.85E-18,46158;1.95E-12,46138;1.33E-10,46116;1.06E-07,34473;4.91E-04
KAT7,8482;3.39E-18,,,,
SUMO2,55344;3.51E-18,55339;3.00E-17,55353;1.40E-15,55718;1.44E-15,55721;3.44E-15
CHD2,45802;4.13E-18,45638;7.77E-17,45764;2.16E-15,45905;1.56E-12,45701;2.03E-07
OGT,70759;4.55E-18,34001;1.45E-09,39911;9.39E-08,,
BRCA1,44028;5.24E-18,45736;2.22E-10,45809;3.19E-08,45654;8.05E-07,45698;1.95E-04
SETDB1,45887;5.57E-18,2124;1.85E-13,2123;1.67E-09,2974;7.70E-06,8772;9.17E-06
TCF7L2,45714;5.59E-18,36841;2.24E-14,36843;5.43E-14,46022;1.89E-12,45751;5.53E-11
TAL1,72356;6.37E-18,4611;6.20E-14,4610;7.34E-12,43447;2.31E-09,51603;1.67E-08
IRF4,48632;7.61E-18,40215;2.32E-09,46128;5.58E-07,48628;4.99E-05,42680;1.05E-02
ELF1,46355;8.20E-18,74429;1.34E-16,46323;3.32E-14,46202;1.97E-13,37578;2.59E-13
RFX1,38784;8.23E-18,62624;1.67E-04,62623;3.30E-02,62593;3.94E-02,62594;9.12E-02
MXI1,45774;8.97E-18,46038;1.87E-17,45633;1.22E-16,45810;1.51E-16,45866;2.66E-16
KDM5B,45390;9.93E-18,47273;5.30E-17,8791;6.32E-16,47276;1.53E-15,47267;3.44E-15
NRF1,58940;1.09E-17,64667;2.65E-17,64621;2.68E-17,74666;1.10E-16,58936;1.41E-16
CHRM2,50107;1.32E-17,50108;5.73E-10,43234;6.75E-05,34677;1.05E-02,43237;1.05E-02
SMAD3,276;1.34E-17,1085;1.75E-12,34017;2.17E-10,47576;6.24E-09,47577;4.66E-07
ZNF202,73970;1.38E-17,62488;1.50E-02,62487;9.43E-02,,
BCL6,52774;1.41E-17,35517;1.06E-14,39572;2.61E-14,52303;7.62E-14,1958;6.79E-13
KMT2A,73716;1.59E-17,59165;3.73E-17,77486;7.49E-15,73707;8.99E-15,73708;2.88E-13
SUZ12,50372;2.05E-17,8823;1.18E-03,45233;1.18E-03,63519;1.58E-03,64381;2.10E-03
USF1,68456;2.14E-17,46365;3.05E-15,46205;1.16E-09,46279;1.56E-09,46347;3.57E-09
MAZ,74571;2.34E-17,45761;6.94E-15,45867;2.44E-14,45924;2.89E-11,45788;9.79E-11
EGR1,46132;2.55E-17,46214;2.40E-14,46126;6.90E-13,46298;4.82E-11,46319;5.20E-09
HMGN3,45920;2.60E-17,,,,
GATA2,8412;2.63E-17,37587;1.34E-06,46032;2.39E-05,54397;3.59E-04,46290;8.74E-04
T,55895;3.24E-17,73454;1.24E-14,73453;2.68E-13,69884;1.02E-11,53302;3.64E-11
CBX1,64917;3.59E-17,64581;5.77E-17,64916;6.27E-12,64582;8.78E-05,35879;9.41E-03
HMGN1,5194;3.66E-17,,,,
TGIF2,65057;4.27E-17,65056;1.63E-14,,,
TFAP2C,9508;4.56E-17,9510;2.16E-16,9509;2.33E-14,39978;2.22E-13,45770;7.96E-13
HEY1,7341;7.09E-17,7527;6.80E-16,42664;1.00E+00,,
TFAP4,74432;7.33E-17,74431;3.61E-15,62715;2.09E-11,62716;1.05E-02,
SP1,70816;8.32E-17,70814;8.25E-16,46060;8.37E-16,70812;2.60E-15,72612;5.00E-15
HIF1A,49447;8.53E-17,49446;3.89E-15,58172;4.90E-12,9496;3.66E-04,67700;3.49E-03
TRAF7,72855;9.37E-17,72856;2.43E-16,72857;3.37E-13,72854;5.81E-12,
ERG,72359;1.12E-16,53296;1.15E-15,33458;4.50E-15,37633;5.62E-14,35298;2.00E-13
NFE2,50381;1.34E-16,67768;1.64E-16,39357;1.38E-15,67769;1.66E-03,67767;3.61E-03
ZFX,64865;1.38E-16,64866;2.18E-15,50077;1.35E-09,41307;1.24E-07,41309;3.62E-05
RNF2,8549;1.68E-16,63791;3.02E-16,62639;4.97E-14,62638;2.72E-11,63792;7.48E-11
ZNF18,74663;1.70E-16,74653;3.52E-06,65018;1.30E-03,73972;3.07E-03,65171;9.86E-03
ZBTB33,46357;2.24E-16,46200;8.63E-16,63757;5.60E-12,48317;2.71E-11,64738;1.64E-09
ATF2,42708;2.42E-16,64958;5.62E-05,46112;8.69E-05,46193;1.89E-04,64957;9.55E-04
HOXA6,42722;2.46E-16,,,,
SMARCB1,45779;2.53E-16,1345;2.53E-16,58468;8.14E-04,33863;1.05E-02,58469;1.21E-02
KDM2B,73701;2.55E-16,70133;9.08E-12,58074;1.51E-11,58079;4.40E-09,58083;6.72E-08
FOXO3,74682;2.63E-16,74680;1.43E-05,38806;9.80E-03,39906;1.36E-02,34350;1.74E-01
NFATC1,38654;3.00E-16,38742;1.62E-14,38701;1.43E-02,46110;1.04E-01,
HSF1,51864;3.08E-16,51863;1.18E-11,35228;3.67E-09,35220;5.50E-09,54574;7.21E-08
KLF9,49949;3.25E-16,62800;5.24E-10,62637;1.17E-09,62636;4.37E-08,62799;8.26E-08
TBL1X,8564;4.48E-16,,,,
TRIM28,52087;4.61E-16,57090;8.24E-12,72552;6.57E-11,49606;2.10E-10,70926;1.25E-08
TRRAP,1226;4.85E-16,1222;5.05E-03,,,
MYH11,37623;5.29E-16,37589;1.81E-14,37625;4.83E-08,37608;8.24E-08,
NPAT,42775;5.52E-16,38645;2.70E-04,70855;2.61E-03,70858;2.95E-03,
REST,46257;5.97E-16,46359;8.03E-16,46328;1.79E-15,46341;4.22E-15,46198;3.23E-14
SREBF1,45793;6.57E-16,45620;8.38E-03,38819;1.71E-02,62957;3.24E-02,45824;6.62E-02
CBX5,63410;7.55E-16,63411;9.72E-10,35875;1.29E-04,48605;1.42E-02,48598;1.01E-01
SOX2,38658;7.58E-16,67317;1.88E-08,48551;7.99E-08,44227;1.07E-03,44224;1.49E-03
CTCF,35832;8.37E-16,35854;1.69E-13,33934;2.09E-13,45984;2.23E-13,5046;5.46E-13
KDM4A,8816;9.13E-16,45228;9.13E-16,,,
JUN,37354;1.05E-15,42727;2.63E-10,45874;3.97E-09,2078;3.97E-09,45888;2.28E-08
RARA,53300;1.45E-15,2465;8.04E-05,49614;4.43E-03,49613;8.72E-03,67428;9.53E-03
FLI1,5443;1.45E-15,35309;6.66E-15,37057;1.17E-13,5439;2.05E-13,72360;3.95E-13
SMAD2/3,1082;1.53E-15,1083;2.31E-07,51567;2.95E-03,1081;6.90E-03,51566;1.45E-02
ZBTB11,64751;1.62E-15,64290;1.50E-11,64291;3.49E-11,64750;3.04E-09,63304;3.17E-09
CCNT2,45895;1.88E-15,,,,
OTX2,74350;2.02E-15,74349;5.93E-14,74351;6.91E-14,74352;3.22E-12,51522;2.53E-09
SMAD4,74681;2.28E-15,1087;2.37E-09,74675;6.54E-04,51573;7.31E-03,38693;1.42E-02
VEZF1,8532;2.41E-15,38706;5.17E-04,8533;1.84E-03,,
SP2,65084;2.77E-15,64560;1.21E-13,64559;3.50E-13,46287;7.74E-08,46246;4.40E-04
ATF1,56054;2.84E-15,56053;9.34E-14,63105;1.45E-12,62671;6.35E-12,63104;1.17E-09
TBP,50163;3.28E-15,45684;4.11E-15,45781;1.19E-14,45791;1.53E-13,45618;8.43E-13
ZNF143,71041;3.66E-15,71040;1.15E-14,71039;2.53E-14,71042;5.05E-14,45629;3.39E-12
SMC1A,9317;3.89E-15,9319;9.10E-11,56558;8.50E-10,56557;5.35E-08,38778;3.04E-07
ZBTB17,41831;4.11E-15,64074;7.99E-08,64073;7.54E-07,47103;2.61E-05,49276;2.04E-03
KLF10,74686;4.11E-15,74639;1.93E-07,75163;8.04E-04,75164;1.25E-03,75165;4.53E-03
GLI2,42715;4.22E-15,76995;1.79E-05,38718;6.13E-04,,
MBD3,71069;5.27E-15,71070;1.24E-02,71068;1.77E-02,40335;2.11E-02,59413;9.37E-02
MYB,58805;5.50E-15,50397;8.05E-15,50569;1.44E-14,50571;4.54E-13,50398;1.35E-12
EPC1,76527;5.61E-15,76528;1.55E-02,,,
ZBTB8A,63685;5.77E-15,63686;1.18E-10,,,
KLF11,50412;5.77E-15,50414;6.22E-15,50413;1.97E-13,50415;5.73E-12,42728;1.34E-02
EMX1,44562;6.22E-15,44563;5.37E-11,44564;1.16E-05,49183;2.35E-03,38788;1.14E-02
SRF,46148;6.55E-15,46114;1.57E-13,46092;2.50E-12,46211;2.18E-11,46312;1.02E-10
NR3C1,46052;6.55E-15,68223;2.99E-08,68230;8.10E-08,46099;1.03E-06,68222;1.66E-06
FOXP2,46340;6.88E-15,46333;2.15E-13,42659;1.00E+00,,
H2AFZ,63730;7.27E-15,62610;1.36E-13,64688;1.92E-13,64689;9.83E-13,64752;1.85E-09
ZNF639,74670;7.72E-15,64649;4.61E-12,64648;7.34E-10,74671;1.06E-06,42807;3.33E-03
STAT5B,53630;7.83E-15,53629;2.05E-11,53632;4.35E-08,4592;5.31E-08,53628;2.91E-06
AR,56265;8.10E-15,36845;8.99E-15,56264;1.47E-14,56267;3.35E-13,76206;3.75E-10
MED12,70966;8.33E-15,38653;9.18E-13,70967;3.55E-03,2240;7.95E-03,2241;1.85E-02
CBX8,48755;8.55E-15,43578;1.87E-02,43569;2.92E-02,45398;3.33E-02,8768;3.33E-02
MBTD1,76529;9.05E-15,,,,
BCOR,35087;9.21E-15,35528;6.02E-09,64563;1.27E-01,64564;3.22E-01,
NFYB,45625;1.03E-14,2095;2.51E-11,45936;1.27E-08,45758;2.00E-08,42773;1.13E-02
SOX9,53493;1.06E-14,42747;3.89E-10,38809;1.04E-02,54616;1.93E-02,72770;2.08E-02
GLIS1,65214;1.13E-14,63689;1.71E-08,38673;5.73E-04,63690;1.35E-03,
NFYC,42774;1.37E-14,,,,
TCF12,37602;1.81E-14,9198;4.92E-14,46120;4.59E-13,35308;8.86E-12,46085;2.99E-11
ZBTB48,75273;1.98E-14,75282;1.30E-12,75275;1.74E-12,75281;3.12E-12,75287;3.30E-12
MYF5,72878;2.45E-14,,,,
ZBTB26,65120;2.59E-14,65121;3.41E-02,,,
STAT1,41290;2.68E-14,41291;7.83E-14,41289;4.60E-12,41287;3.53E-11,41288;6.33E-11
CEBPD,46230;2.88E-14,46294;1.83E-09,,,
NFKB1,68051;3.09E-14,68048;1.01E-10,76400;6.62E-05,76401;1.79E-04,42698;2.78E-02
NFAT5,38773;3.28E-14,42737;3.46E-03,,,
FOXA1,36842;3.31E-14,47329;1.14E-13,47327;7.22E-12,47330;9.54E-12,50039;5.43E-10
E2F7,38591;3.84E-14,38698;8.08E-13,58174;1.29E-08,38590;5.63E-08,5777;3.35E-07
NFYA,2094;3.98E-14,45769;1.50E-08,45945;6.56E-07,38650;2.90E-05,42738;3.69E-05
SIX5,46142;5.92E-14,46054;4.45E-08,46302;7.34E-08,46188;3.46E-05,46273;1.98E-04
TP63,36141;6.06E-14,36140;1.42E-05,71033;2.19E-03,71035;3.62E-03,44759;6.85E-03
CEBPB,45762;6.23E-14,45861;9.08E-12,45789;6.59E-11,46206;1.43E-09,5458;2.25E-08
ZSCAN22,65156;6.78E-14,65154;3.74E-08,65153;4.85E-08,,
RUNX1,43099;7.09E-14,55493;1.80E-13,49536;1.80E-13,72352;2.21E-13,37619;5.49E-13
NIPBL,53673;7.29E-14,9320;9.31E-14,53671;8.74E-13,50516;2.99E-12,53672;3.29E-12
CEBPA,48263;7.30E-14,48279;1.98E-12,48277;3.92E-12,48280;3.90E-10,48278;2.71E-09
TFAP2A,56821;7.66E-14,56819;2.69E-13,56820;9.71E-12,45753;2.17E-11,36958;3.16E-10
DDX21,50210;8.47E-14,,,,
ESR1,36104;9.52E-14,33506;3.02E-11,36819;6.81E-11,74401;1.47E-10,35046;6.86E-09
ETV5,42714;9.59E-14,38759;5.63E-02,,,
IRF1,42725;1.71E-13,45925;2.23E-12,45949;1.55E-11,45969;7.24E-11,41301;1.66E-08
CBX3,9230;1.73E-13,46209;6.14E-13,46291;5.50E-06,9228;7.74E-06,8780;8.16E-04
USF2,68455;1.75E-13,74645;2.52E-08,45611;7.95E-05,74655;3.90E-03,38751;4.30E-03
CHD1,8807;1.97E-13,8770;6.81E-12,8806;3.55E-11,45237;6.47E-10,45426;7.17E-09
DDX5,1208;2.25E-13,49196;5.43E-01,,,
ZNF76,62632;2.45E-13,65206;3.56E-07,62633;2.46E-06,36764;5.49E-04,
ZFP64,65122;2.73E-13,65123;1.37E-12,63982;7.26E-03,65130;1.05E-02,63981;4.09E-02
GTF2F1,45683;2.73E-13,45737;1.55E-12,45878;7.49E-10,,
KLF1,39350;3.21E-13,65188;2.18E-07,63870;3.13E-05,64686;1.78E-04,63869;5.29E-04
TET3,33988;3.36E-13,39719;2.90E-06,43669;1.52E-02,,
NANOG,46173;3.86E-13,955;1.62E-11,51514;3.12E-11,71758;3.37E-03,51521;1.09E-02
GATA4,47598;4.33E-13,63975;3.52E-12,63974;1.42E-06,38741;4.64E-03,47602;5.87E-03
GATA3,33679;4.92E-13,33680;4.45E-07,46310;6.94E-06,46361;7.34E-06,67499;6.86E-05
MNT,38824;5.14E-13,63128;1.74E-05,63127;4.78E-05,,
RAG2,55543;5.31E-13,,,,
FAIRE,52153;5.51E-13,36031;4.01E-09,35740;1.55E-08,52158;1.14E-07,33611;1.21E-06
SMARCA4,64112;6.44E-13,33434;7.31E-11,33437;3.93E-10,52555;1.86E-09,64633;3.05E-09
CTCFL,55779;7.09E-13,55775;1.89E-09,46293;2.00E-08,55784;3.70E-08,55785;4.42E-08
MYCN,75840;7.21E-13,69364;1.52E-02,,,
IRAK1,76859;7.25E-13,,,,
KDM6B,48576;7.75E-13,48443;1.87E-05,48577;4.52E-03,48442;1.41E-02,
E2F5,64302;8.33E-13,64303;9.29E-12,,,
ETV4,64317;9.62E-13,64318;1.26E-05,5924;1.25E-02,38770;1.38E-02,
GABP,63155;1.22E-12,63156;1.66E-10,,,
BRPF3,76496;1.24E-12,76495;1.86E-07,76494;4.63E-05,,
UHRF2,76568;1.44E-12,,,,
L3MBTL2,63814;1.45E-12,63813;1.04E-11,2085;3.64E-04,2084;7.73E-03,
ZEB1,46139;1.51E-12,46245;1.12E-07,67610;6.18E-02,64828;7.73E-02,64829;1.11E-01
ELK3,50434;1.67E-12,,,,
CNOT3,76965;1.81E-12,76964;1.75E-09,76966;1.05E-02,,
EGR3,65186;1.98E-12,,,,
KLF5,47601;2.04E-12,38831;2.84E-07,67599;6.16E-04,47593;2.02E-03,51508;2.03E-03
VDR,566;2.12E-12,561;1.65E-08,565;6.98E-07,560;1.59E-06,564;1.85E-03
TAFII,4929;2.33E-12,4930;7.94E-10,,,
MYBL2,46241;2.61E-12,56251;3.68E-09,5890;4.08E-04,5891;1.53E-03,38735;3.34E-03
POU2F2,46157;3.33E-12,46115;5.62E-12,,,
SLC22A2,69220;3.46E-12,69219;4.02E-04,,,
EZH2,41788;4.18E-12,48763;7.00E-07,48765;2.20E-06,34326;1.00E-03,50379;1.01E-03
SOX4,71747;4.36E-12,71746;8.70E-12,71748;4.32E-11,38749;3.55E-03,47591;1.16E-02
PR,68977;4.62E-12,68966;9.39E-12,68968;2.35E-07,39767;1.22E-06,68967;1.71E-06
PATZ1,64981;4.90E-12,64982;1.27E-11,65119;1.13E-03,38668;1.96E-03,
ZXDB,63903;5.05E-12,63902;1.41E-10,,,
HOXA4,42720;5.71E-12,,,,
ELK1,45636;6.02E-12,63321;1.16E-11,63322;2.10E-11,45729;9.35E-10,63433;5.14E-09
AGO1,44026;6.16E-12,48601;1.42E-03,48594;1.42E-03,48609;1.45E-02,48611;1.00E+00
JUNB,42770;6.29E-12,64781;3.54E-03,64780;1.15E-02,64855;4.78E-02,7487;8.29E-02
IKZF2,64556;6.52E-12,64555;1.11E-10,,,
PHF2,76469;7.00E-12,76468;7.42E-12,,,
STAG1,42367;7.70E-12,42588;1.77E-10,42295;5.94E-10,42352;1.05E-09,42482;3.13E-09
RAD21,75836;7.81E-12,63056;5.67E-10,71322;9.69E-10,42798;2.39E-09,64856;9.70E-09
FOSL2,46243;8.63E-12,46346;1.20E-03,54241;1.87E-03,46072;6.07E-03,71240;1.26E-02
PBX3,46358;9.80E-12,46082;2.51E-11,46121;7.65E-07,56901;2.58E-03,42859;1.00E+00
NR2F2,36804;1.18E-11,46249;8.85E-09,63319;1.08E-04,62909;5.96E-03,38652;9.79E-03
TCF4,72366;1.25E-11,72367;4.98E-10,51608;1.99E-03,11;3.49E-03,54670;3.51E-03
GLIS2,63825;1.31E-11,63826;3.30E-06,38768;7.57E-03,,
POLR3D,74906;1.32E-11,74907;2.02E-11,74909;4.81E-09,68058;9.04E-03,68066;1.10E-02
CTBP1,64094;1.39E-11,36085;3.08E-07,64093;5.82E-06,50250;1.56E-02,50248;1.00E+00
KAT8,4403;1.44E-11,62661;2.48E-02,62660;3.50E-02,,
FOXA2,52683;1.54E-11,52682;2.92E-09,52681;1.07E-07,52684;3.94E-06,37366;5.92E-06
HEXIM1,57092;1.76E-11,68828;7.31E-10,72604;7.31E-10,72608;6.36E-08,72610;8.46E-05
NFRKB,64144;2.07E-11,64143;3.74E-06,,,
ZNF335,63295;2.16E-11,63294;1.95E-09,70556;4.29E-03,70555;1.41E-02,70558;1.47E-02
PRAME,2110;2.24E-11,,,,
CREM,64798;3.44E-11,64797;3.73E-10,38717;3.02E-01,,
JUND,45880;3.67E-11,46232;4.66E-11,46213;5.34E-11,38758;7.59E-11,46191;2.13E-10
SPIB,48634;3.76E-11,48638;2.55E-03,38672;7.11E-03,48625;2.18E-02,48630;5.87E-02
NFATC3,74643;4.56E-11,38863;1.30E-02,,,
HINFP,38704;4.81E-11,70797;3.41E-03,64045;4.29E-03,70796;5.68E-03,64046;5.69E-03
PITX3,76999;5.40E-11,,,,
STAT2,42800;6.21E-11,45967;6.99E-10,45960;8.55E-03,74678;2.31E-02,
PPARG,50411;6.25E-11,69797;1.89E-05,55136;6.04E-04,41166;6.32E-04,69798;1.41E-03
SCML2,49266;8.09E-11,50020;1.08E-09,49257;9.67E-03,50008;1.05E-02,49249;1.05E-02
ZNF35,65180;8.45E-11,,,,
SNAI2,48343;8.78E-11,48344;1.76E-09,48340;1.66E-08,48339;6.56E-08,48337;8.97E-05
RUNX1T1,40164;1.03E-10,35300;1.00E-03,58032;1.43E-02,39784;1.34E-01,39786;2.28E-01
EGR2,65147;1.06E-10,64861;2.35E-09,64860;5.53E-09,65179;2.64E-08,34563;2.00E-04
KLF8,64092;1.08E-10,64091;6.34E-07,,,
RFX5,45823;1.35E-10,46037;4.83E-10,45649;5.05E-08,45730;8.65E-06,45863;8.37E-04
ELK4,45755;1.66E-10,1215;4.28E-07,1214;2.21E-06,1173;9.93E-06,45724;1.44E-04
C11orf30,63362;1.67E-10,63363;3.32E-10,,,
