,coefficients,cell_line,cell_type,tissue
45076,1.0045749775590636,,Th1,Blood
3091,-0.5008216264008342,,T Lymphocyte,Blood
63925,0.41174572989163577,A549,Epithelium,
45067,0.39590721457232436,SK-N-SH_RA,Neuron,Brain
3092,-0.3560516129738092,,T Lymphocyte,Blood
44971,0.33445286383211503,HL-60,Myeloblast,Blood
64337,0.21974150379369484,K562,Erythroblast,
45074,-0.21351655457122395,,Th1,Blood
45018,0.2127433812503925,Jurkat,T Lymphocyte,Blood
40398,-0.187109457290736,,T Lymphocyte,Blood
