,0,TF
MS00557|MNX1,0.09872885949861775,MNX1
UP00168|Hoxd8,0.10116804413666956,Hoxd8
UP00037|Zfp105,0.10141473660920704,Zfp105
UP00119|Nkx2-9,0.10397103548283057,Nkx2-9
MS00667|ONECUT1,0.10760461672835489,ONECUT1
MS00137|POU2F3,0.11067110715315683,POU2F3
UP00044|Mafk,0.11469209500031441,Mafk
MC00413|Runx1,0.11478529527923473,Runx1
MS00492|HOXB3,0.11482607668449074,HOXB3
MS00153|POU5F1P1,0.11772796613133359,POU5F1P1
UP00223|Irx3,0.12007141151731418,Irx3
MS00424|CART1,0.12107931392040351,CART1
UP00023|Sox30,0.1212918168548772,Sox30
MS00729|ZNF282,0.12177589060908117,ZNF282
M01127|ISL1,0.12250457672596199,ISL1
UP00080|Gata5,0.12387235042095343,Gata5
UP00175|Lhx9,0.1259581448952159,Lhx9
MS00390|ZNF238,0.12707002141285528,ZNF238
MS00408|Alx4,0.1275289044983442,Alx4
MS00271|NEUROD2,0.12769932507114,NEUROD2
MS00769|SOX7,0.1295419362901616,SOX7
UP00130|LHX3,0.13077093602759549,LHX3
MS00144|POU3F3,0.1332470492573371,POU3F3
MS00609|RHOXF1,0.13460059444435035,RHOXF1
UP00151|BARX2,0.1348931066678346,BARX2
UP00161|Hmbox1,0.13588215708256102,Hmbox1
UP00014|Sox17,0.13774733600105565,Sox17
MS00616|UNCX,0.1395212574815556,UNCX
MS00497|HOXC11,0.1420168885529996,HOXC11
UP00121|Hoxd10,0.14216685784674943,Hoxd10
M01230|ZNF333,0.14275137068568572,ZNF333
M00289|FOXI1,0.14337408357328724,FOXI1
MS00555|MIXL1,0.1441976278152297,MIXL1
UP00263|Hoxb8,0.14470473944849038,Hoxb8
MS00615|Shox2,0.14737291067132868,Shox2
MC00248|USF1,0.15044254414741676,USF1
UP00206|Hoxb7,0.1509793897096857,Hoxb7
UP00260|Hoxc6,0.15123054779534292,Hoxc6
UP00043|Bcl6b,0.15271668958221613,Bcl6b
MS00437|DRGX,0.15507053565692808,DRGX
M01004|IKZF2,0.15889418033625785,IKZF2
UP00078|ARID3A,0.1615756554704802,ARID3A
MS00261|ID4,0.16287501595805837,ID4
MS00591|PHOX2A,0.16440804936566247,PHOX2A
MC00305|Sox6,0.1648863114263858,Sox6
MC00312|RUNX1,0.16554742696011926,RUNX1
UP00164|HOXA7,0.16684096290583114,HOXA7
UP00129|Pou3f1,0.1698923239449183,Pou3f1
UP00212|LHX5,0.17083135210905687,LHX5
MS00604|Prrx2,0.17200305297964624,Prrx2
MS00732|CPEB1,0.17355081059969257,CPEB1
MS00510|HOXD13,0.1738578656477764,HOXD13
MS00593|PHOX2B,0.17426134883866867,PHOX2B
MS00564|Msx3,0.1744993160969372,Msx3
UP00262|Lhx1,0.1772267720261287,Lhx1
UP00244|TLX2,0.17967105462045976,TLX2
MS00731|ZNF713,0.1797740628416441,ZNF713
MS00613|SHOX2,0.18519848840984493,SHOX2
MS00269|MYF6,0.18540973794441407,MYF6
MS00054|Tcf7,0.19065900836076596,Tcf7
MC00321|JUN,0.1928488717980209,JUN
MA0130|ZNF354C,0.19302432258367874,ZNF354C
M01075|ZBTB16,0.19428628372839796,ZBTB16
MS00762|SOX2,0.19519936263690468,SOX2
MS00428|DLX2,0.1966733789435134,DLX2
MA0040|Foxq1,0.19692369153979827,Foxq1
UP00105|POU3F4,0.1998201031007515,POU3F4
MS00458|En2,0.20283134618019846,En2
MC00368|Hsf1,0.20547755058393966,Hsf1
M00454|ARID5B,0.2165443974291547,ARID5B
MS00430|DLX4,0.21822930739472765,DLX4
M01069|GZF1,0.22315657134854924,GZF1
MS00427|DLX1,0.22348437662291457,DLX1
UP00237|Otp,0.23101681770197754,Otp
M01195|TBX22,0.2330027436929866,TBX22
MS00450|EN2,0.2343486006794067,EN2
MS00605|RAXL1,0.24084582975122898,RAXL1
MS00148|POU4F1,0.24539033094296275,POU4F1
MS00718|Tp53,0.2464051323976921,Tp53
MS00807|MSC,0.2492106829806195,MSC
MC00358|Ebf1,0.24987995708133498,Ebf1
MS00439|Dlx1,0.2504347554238693,Dlx1
MC00389|CDX2,0.2507492315138264,CDX2
MS00708|Rxrb,0.2586150808583172,Rxrb
MS00690|ONECUT3,0.2703558941873323,ONECUT3
MS00151|POU4F3,0.2704203673327588,POU4F3
MS00585|OTX2,0.27137913985031215,OTX2
UP00207|HOXB9,0.2716887036925591,HOXB9
MC00402|Hoxc9,0.27384095679169307,Hoxc9
M01445|Obox6,0.2769093544622412,Obox6
MS00558|MSX1,0.28014650933386515,MSX1
MS00429|DLX3,0.28168270511393956,DLX3
MS00614|SHOX,0.28336575651900864,SHOX
MC00411|BATF,0.2838663446717296,BATF
UP00139|Nkx1-2,0.2845677081908183,Nkx1-2
MC00452|STAT5B,0.285995249082117,STAT5B
MS00575|NKX6-1,0.29047859543766535,NKX6-1
MS00425|CDX1,0.2961711442910016,CDX1
MS00653|NR2E1,0.3108675132024277,NR2E1
M00992|FOXP3,0.3152895290122934,FOXP3
UP00259|HOXB6,0.31835586324901716,HOXB6
MS00692|RXRB,0.319152894436509,RXRB
MC00520|MEIS1,0.32222830873834246,MEIS1
UP00194|IRX4,0.33056427667051647,IRX4
MS00438|DUXA,0.33105853231789184,DUXA
UP00004|Sox14,0.33195667279338126,Sox14
UP00101|Sox12,0.3403216716176692,Sox12
M01723|SATB1,0.3412955339486458,SATB1
MS00431|DLX5,0.34201285705336837,DLX5
MS00358|FOXD3,0.3453909952110501,FOXD3
UP00388|SIX6,0.34742261238477173,SIX6
M01399|Hlx,0.3500175098419487,Hlx
M00495|BACH1,0.352999178418436,BACH1
MC00348|STAT1,0.35345579676282607,STAT1
MC00508|Batf,0.35387072292145233,Batf
MS00149|POU4F2,0.35556978629615915,POU4F2
MS00440|Dlx2,0.36877894827711594,Dlx2
M01479|POU6F1,0.37023103325322704,POU6F1
MC00388|Tal1,0.3779262521044795,Tal1
M00964|NR1I2,0.3862224655079832,NR1I2
UP00242|HOXC8,0.3866178738005898,HOXC8
MS00700|Rarb,0.39147751038069895,Rarb
MC00453|STAT5A,0.3916386043524174,STAT5A
M01151|Dmrtc2,0.3926564419545993,Dmrtc2
MS00539|LHX6,0.4086586576605937,LHX6
MS00356|FOXD2,0.40915936406270326,FOXD2
MS00469|Gbx2,0.409423928706553,Gbx2
MS00051|LEF1,0.40994099225719793,LEF1
MC00205|Stat5a,0.4130725256182124,Stat5a
MS00060|HSF4,0.4156736130059495,HSF4
MS00596|PITX3,0.41832776047186915,PITX3
MS00803|Sox3,0.41872148713686685,Sox3
MS00467|Gbx1,0.42527552515157985,Gbx1
MS00190|SCRT2,0.42844489639538186,SCRT2
M00062|IRF1,0.42947434262078643,IRF1
M01147|DMRT2,0.42967792483485323,DMRT2
MS00728|ZNF232,0.4304405687060082,ZNF232
MC00104|Foxa1,0.4450370805587017,Foxa1
MC00455|Cdx2,0.4577860471241819,Cdx2
MS00628|Vsx1,0.46233041656656226,Vsx1
MS00595|PITX1,0.4673384238249849,PITX1
MS00577|NKX6-2,0.4682814452939431,NKX6-2
MS00380|FOXO3,0.47676359884929376,FOXO3
UP00150|IRX6,0.48283630384290366,IRX6
MS00726|PRDM4,0.48415024955639574,PRDM4
UP00231|NKX2-2,0.4920900841170035,NKX2-2
MS00084|MEIS3,0.4938272152866894,MEIS3
MS00627|VSX2,0.49716073317964493,VSX2
UP00071|Sox21,0.5009336051047061,Sox21
MC00157|Tead4,0.5068887256258225,Tead4
MA0030|FOXF2,0.5070285953214619,FOXF2
MS00219|TEAD1,0.5078555102417315,TEAD1
MS00093|Pknox2,0.5086200980205051,Pknox2
MC00165|Pdx1,0.5170519550008995,Pdx1
MS00581|Nkx6-1,0.5202211999032849,Nkx6-1
MS00373|FOXL1,0.526569020875554,FOXL1
UP00249|NKX2-5,0.527615919154801,NKX2-5
MS00606|RAX,0.5282083976289764,RAX
MA0125|Nobox,0.5360427218471386,Nobox
MS00254|FIGLA,0.5386923665915703,FIGLA
MS00464|GSC,0.542880385778352,GSC
MA0031|FOXD1,0.546242001921914,FOXD1
MC00260|Pax3,0.5471215265119775,Pax3
MS00075|MEF2B,0.5475765682927682,MEF2B
UP00211|Pou3f3,0.5498682073567421,Pou3f3
MS00250|BHLHE23,0.552017564907049,BHLHE23
M01733|MZF1,0.55668964941154,MZF1
MS00369|FOXJ3,0.5664669718141695,FOXJ3
MS00501|Zfp652,0.566503632585278,Zfp652
UP00012|Bbx,0.5695954329631749,Bbx
MS00461|GBX2,0.5735021677605701,GBX2
MS00571|NKX2-8,0.5736894353287596,NKX2-8
MS00641|Esrra,0.5757086160310512,Esrra
MS00573|NKX3-2,0.5776118771608092,NKX3-2
MC00356|Tbx21,0.5879436750198475,Tbx21
MS00287|TFAP4,0.5900480548810976,TFAP4
MS00528|ISL2,0.5905471135745245,ISL2
M00678|ETV7,0.5922264896314076,ETV7
M00088|IKZF1,0.5953941211513463,IKZF1
UP00241|HOXD3,0.6014430909474315,HOXD3
MC00311|FOXA1,0.6037515842415673,FOXA1
MS00222|TEAD3,0.6083738436219648,TEAD3
MS00620|VAX1,0.6090278208165029,VAX1
MS00352|FOXC2,0.6090720895269162,FOXC2
MS00621|VAX2,0.6112524669547419,VAX2
MC00111|Bcl6,0.6151350090096215,Bcl6
UP00185|PBX1,0.624565658459557,PBX1
MS00168|PRDM1,0.6256943052086787,PRDM1
MC00122|Cebpa,0.6264501027261481,Cebpa
MS00588|PDX1,0.6300370417096015,PDX1
UP00107|Nkx2-4,0.638802263345432,Nkx2-4
MS00350|FOXC1,0.6437950397808603,FOXC1
MC00474|BCL11A,0.6513997941687161,BCL11A
M00632|GATA4,0.653894715411009,GATA4
MS00771|SOX8,0.6608975240224111,SOX8
UP00055|HBP1,0.6691489182737201,HBP1
MC00146|Smad2/3,0.672122207907599,Smad2/3
MA0164|NR2E3,0.6758282435645865,NR2E3
MS00095|TGIF2LX,0.6810128726502382,TGIF2LX
MS00191|TBR1,0.6830322988000588,TBR1
MA0017|NR2F1,0.6853506055606953,NR2F1
MS00366|FOXJ2,0.6857489716402524,FOXJ2
MC00513|SFPI1,0.6899398526369713,SFPI1
MS00603|PRRX2,0.6910190215024944,PRRX2
UP00082|Zfp187,0.700020480140486,Zfp187
M00294|Foxf1a,0.7069207984971191,Foxf1a
MS00459|GBX1,0.7098964368887708,GBX1
UP00033|Zfp410,0.7131409772752959,Zfp410
MS00787|SRY,0.7175952594707963,SRY
MC00105|Foxa2,0.7236107066218829,Foxa2
MC00217|FOXA2,0.7342815315491956,FOXA2
MS00634|CUX2,0.7414678803868122,CUX2
MS00086|Meis2,0.7545381566640167,Meis2
MA0152|NFATC2,0.7565561117170561,NFATC2
MS00192|TBX15,0.7607038883172651,TBX15
MC00126|TCF12,0.7659556280948224,TCF12
MS00033|SPDEF,0.7681278659425753,SPDEF
MS00076|MEF2D,0.7696907398782857,MEF2D
MS00280|OLIG3,0.7702389189170425,OLIG3
UP00218|Dbx2,0.7776044545254724,Dbx2
MS00197|TBX1,0.7783181196435356,TBX1
MC00117|GATA6,0.7811441255161764,GATA6
MC00524|Nr1d1,0.7821648317068,Nr1d1
MS00753|SOX18,0.791711021804959,SOX18
MS00470|HESX1,0.7945184668377206,HESX1
MS00561|MSX2,0.8170437076917252,MSX2
MS00155|POU6F2,0.832158709297754,POU6F2
MS00094|TGIF1,0.8447073126528822,TGIF1
MC00504|Scx,0.8491905007631779,Scx
MC00204|Stat5b,0.8534610708983198,Stat5b
M01146|DMRT1,0.855837966678455,DMRT1
MS00412|ZNF410,0.8591403598406154,ZNF410
MS00388|Foxc1,0.8707478295015338,Foxc1
MC00506|Spi1,0.872238678010762,Spi1
MS00794|Sox10,0.881063710544418,Sox10
M01262|TBX18,0.8812887646153598,TBX18
MC00511|Rxrg,0.8817460060851963,Rxrg
MC00347|STAT4,0.8861909590157664,STAT4
MC00233|Pou5f1,0.889404273473271,Pou5f1
MS00092|PKNOX2,0.8970313107950818,PKNOX2
MS00277|OLIG2,0.8987406929648607,OLIG2
MS00224|TEAD4,0.9164834892199032,TEAD4
MC00119|GATA3,0.9216102931608705,GATA3
MS00059|HSF2,0.9230132610133842,HSF2
MC00265|Tcf3,0.9250990803733676,Tcf3
MS00748|SOX14,0.9268219523755674,SOX14
MC00226|Nanog,0.9269815986348784,Nanog
MC00341|Olig2,0.9280571203068972,Olig2
MC00162|LMO2,0.9356932444629262,LMO2
MC00151|SPI1,0.9385742063219296,SPI1
MS00276|OLIG1,0.9398206450205351,OLIG1
MS00083|MEIS2,0.9418245544015792,MEIS2
MS00811|RARB,0.9435229588861173,RARB
MS00665|NR4A2,0.9452892476700144,NR4A2
MC00416|Rbfox2,0.9465310025765155,Rbfox2
MC00309|TCF7L2,0.9475410511191572,TCF7L2
M01694|Yy2,0.9523747092587124,Yy2
MS00249|BHLHE22,0.9542247975086255,BHLHE22
MS00091|PKNOX1,0.9586597577701377,PKNOX1
MC00324|Gata4,0.9588697378752481,Gata4
MS00820|NFIA,0.9622397442773499,NFIA
MC00414|Atoh1,0.96587417228612,Atoh1
MC00351|FOSL1,0.9681283148248772,FOSL1
MC00456|JUND,0.9715863308403816,JUND
MC00369|Myod1,0.9743982348137654,Myod1
M01081|ZNF628,0.9775876156953035,ZNF628
MC00120|GATA1,0.9780310299467808,GATA1
M01709|MAFA,0.9780891664451605,MAFA
MC00378|POU5F1,0.9811038782261671,POU5F1
MC00514|Cbfa2t2,0.981936986434387,Cbfa2t2
MS00245|BHLHA15,0.9828012167443231,BHLHA15
MS00011|BCL6B,0.9841176187523171,BCL6B
MC00507|Meis1,0.9845180327401479,Meis1
M00712|MYOG,0.9860792045468982,MYOG
MC00195|Myf5,0.9880674115651276,Myf5
MS00096|TGIF2,0.9888043901907922,TGIF2
MC00505|POLR2B,0.9906656086758614,POLR2B
M01268|NR1H4,0.9925661120535777,NR1H4
UP00147|Nkx2-6,0.9934569569032129,Nkx2-6
MC00330|FOS,0.99413359000145,FOS
MC00118|GATA2,0.9944593039981612,GATA2
MS00201|SNAI2,0.9949837649237812,SNAI2
M01722|RORB,0.9959807058263382,RORB
MC00349|Jun,0.9962215916161525,Jun
MC00178|Nkx2-5,0.9962572783140103,Nkx2-5
MC00327|Gata1,0.9972479830070257,Gata1
MC00326|Gata3,0.9977282187420103,Gata3
MS00272|NEUROG2,0.9979268622288088,NEUROG2
MC00471|Rxra,0.9982093396099724,Rxra
MC00325|Gata2,0.9986675768554606,Gata2
M01295|ATF5,0.998686080245704,ATF5
MS00669|Nr2f6,0.9987467085372979,Nr2f6
MS00336|NFE2,0.9993398876587591,NFE2
MA0103|ZEB1,0.9995460259150339,ZEB1
MC00354|Neurod1,0.9998240729244608,Neurod1
MC00329|Srf,0.9999126494263173,Srf
MC00186|Nr1d2,0.9999127914143686,Nr1d2
MC00371|JUNB,0.9999781855539392,JUNB
M01282|PPARA,0.9999980258196076,PPARA
