,pval,species,factor,factor_type,cell_line,cell_type,tissue,qc
67458|E2F1,2.370966484840126e-26,Homo sapiens,E2F1,tf,None,Mesenchymal Stem Cell,Umbilical Cord,1
67455|E2F1,5.077679178200826e-23,Homo sapiens,E2F1,tf,None,Mesenchymal Stem Cell,Umbilical Cord,1
67454|E2F1,8.403830544695616e-23,Homo sapiens,E2F1,tf,None,Mesenchymal Stem Cell,Umbilical Cord,1
67457|E2F1,9.754042505379473e-23,Homo sapiens,E2F1,tf,None,Mesenchymal Stem Cell,Umbilical Cord,1
44340|E2F1,1.662802233015487e-22,Homo sapiens,E2F1,tf,LNCaP,Epithelium,Prostate,0
44332|E2F1,2.347565781338006e-22,Homo sapiens,E2F1,tf,LNCaP,Epithelium,Prostate,1
77534|TFDP1,9.362479624766148e-22,Homo sapiens,TFDP1,tf,U266B1,None,None,1
3225|E2F4,1.3493240340854882e-21,Homo sapiens,E2F4,tf,None,Adipocyte,Adipose,1
45752|E2F4,8.125036381326186e-21,Homo sapiens,E2F4,tf,HeLa-S3,Epithelium,Cervix,1
49480|E2F4,9.314620281792462e-21,Homo sapiens,E2F4,tf,None,Retinal pigment cell,None,1
36807|E2F4,2.7580509598838957e-19,Homo sapiens,E2F4,tf,MCF-7,Epithelium,Breast,1
45617|E2F4,6.315908526911914e-19,Homo sapiens,E2F4,tf,GM12878,B Lymphocyte,Blood,1
1874|RBL2,2.2025583267883242e-18,Homo sapiens,RBL2,both predicted transcription factor and chromatin regulator,IMR90,Fibroblast,Lung,1
67456|E2F1,2.9280384885996224e-18,Homo sapiens,E2F1,tf,None,Mesenchymal Stem Cell,Umbilical Cord,1
67459|E2F1,3.8506397932777994e-18,Homo sapiens,E2F1,tf,None,Mesenchymal Stem Cell,Umbilical Cord,1
45754|E2F1,1.1134875567866686e-17,Homo sapiens,E2F1,tf,HeLa-S3,Epithelium,Cervix,1
2684|PHF8,2.4423019588434662e-17,Homo sapiens,PHF8,cr,SH-SY5Y,None,Bone Marrow,1
