Transcription Factor,1st Sample p-value,2nd Sample p-value,3rd Sample p-value,4th Sample p-value,5th Sample p-value
NR0B1,M01248;9.34E-13,,,,
Etv6,UP00418;9.34E-13,,,,
ZBTB7A,MS00301;9.42E-13,MC00376;6.41E-11,M01100;6.24E-05,,
Zic3,UP00006;9.77E-13,MS00523;3.07E-10,,,
ESR2,MC00333;1.00E-12,,,,
ZIC3,MS00346;1.01E-12,,,,
Tbx3,MC00221;1.07E-12,,,,
ETV5,MS00019;1.14E-12,,,,
ZIC2,UP00057;1.16E-12,M00449;2.98E-06,,,
PAX9,MS00128;1.32E-12,,,,
KLF14,MS00135;1.34E-12,,,,
ZNF143,MC00391;1.41E-12,,,,
Egr3,MS00789;1.61E-12,,,,
SP2,M01783;1.78E-12,,,,
RFX3,MC00203;1.84E-12,,,,
ARNT,MC00262;1.92E-12,,,,
BRCA1,MC00299;2.29E-12,,,,
ZIC4,MS00357;2.34E-12,,,,
Klf7,UP00093;2.35E-12,,,,
Zbtb3,UP00031;2.41E-12,,,,
WT1,M01118;2.98E-12,,,,
MTF1,M01243;3.57E-12,MS00725;2.76E-10,,,
GLI2,MS00843;3.61E-12,,,,
IRF6,UP00011;4.28E-12,,,,
TFAP2A,MS00227;4.37E-12,MC00530;2.92E-11,,,
CUX1,M00105;4.65E-12,MS00601;1.31E-01,MS00612;1.57E-01,,
Tcfap2c,UP00087;5.26E-12,,,,
HIF1A,MC00316;5.43E-12,,,,
HES1,M01009;5.45E-12,,,,
MYBL1,MS00097;5.87E-12,MS00100;1.25E-09,,,
ZIC1,UP00102;7.14E-12,M00448;8.53E-09,MS00334;5.88E-08,,
EGR3,MS00567;8.68E-12,,,,
FLI1,MS00027;9.31E-12,MC00398;1.93E-01,,,
SP8,MS00246;1.15E-11,,,,
TFE3,MS00288;1.42E-11,,,,
ATF4,M00514;1.47E-11,MS00293;9.08E-04,,,
EGR1,MC00320;1.59E-11,,,,
ELK1,MC00206;1.65E-11,,,,
ATF2,M00179;1.71E-11,,,,
ELF2,UP00404;2.24E-11,,,,
Mybl1,UP00081;2.88E-11,,,,
Tcfap2e,UP00028;3.34E-11,,,,
GLIS2,MS00035;3.84E-11,,,,
Max,MC00461;4.40E-11,,,,
FOXN1,M00332;5.00E-11,,,,
Tcfcp2l1,MA0145;5.10E-11,,,,
Irf4,UP00018;5.13E-11,MC00190;1.36E-01,,,
GLIS1,MS00024;5.14E-11,,,,
Klf4,MC00109;5.33E-11,,,,
Mycn,MC00532;7.36E-11,,,,
ZBTB49,MS00727;8.87E-11,,,,
Mxi1,MC00373;1.02E-10,,,,
ELK3,MS00844;1.02E-10,,,,
GCM2,MS00050;1.16E-10,,,,
PLAGL1,UP00088;1.35E-10,,,,
ETS1,MC00278;1.41E-10,MS00851;3.97E-09,,,
ZFP42,M01744;1.61E-10,,,,
ERG,MC00168;2.30E-10,MS00848;3.64E-09,,,
ETV4,MS00018;2.95E-10,,,,
Klf1,MC00110;3.01E-10,,,,
KLF12,M00468;3.11E-10,,,,
Egr2,MC00430;3.89E-10,,,,
KLF13,MS00124;4.23E-10,,,,
MAFG,MS00327;4.85E-10,,,,
TFCP2L1,M01592;6.03E-10,,,,
GABPA,MC00367;6.28E-10,,,,
Mafb,MS00333;6.79E-10,MS00335;2.04E-05,,,
Elk3,MS00023;7.44E-10,,,,
PATZ1,M00491;8.39E-10,,,,
Snai1,MC00183;9.80E-10,,,,
CREB3,MS00308;1.00E-09,,,,
MYC,MC00394;1.44E-09,,,,
TBX2,MS00211;1.75E-09,MS00213;5.02E-03,,,
ATF3,MC00473;1.82E-09,,,,
KLF15,M01714;1.86E-09,,,,
Irf5,UP00040;1.91E-09,,,,
BHLHE41,MS00251;1.93E-09,,,,
TBX21,MS00207;2.27E-09,MS00208;2.57E-02,,,
ERF,MS00846;2.85E-09,,,,
ZBTB7C,MS00323;3.00E-09,,,,
MGA,MS00188;3.01E-09,MS00186;2.94E-04,,,
HES7,MS00256;3.53E-09,,,,
CREB3L1,MS00304;3.57E-09,,,,
SMAD1,M00792;3.99E-09,M01590;1.10E-01,,,
Elf4,UP00413;4.11E-09,,,,
HES5,MS00255;4.50E-09,,,,
RFX4,UP00056;4.75E-09,,,,
EPAS1,MC00224;5.48E-09,,,,
GTF2IRD1,M01241;5.64E-09,M01229;1.18E-03,,,
ELF1,MC00457;5.66E-09,,,,
Nfic,MC00475;5.95E-09,,,,
FEV,MS00025;6.96E-09,,,,
GCM1,MS00048;7.10E-09,MS00047;1.11E-06,,,
ZBTB7B,M01175;8.01E-09,MS00312;1.50E-08,,,
ZBTB6,M00085;8.56E-09,,,,
MYB,UP00092;8.80E-09,,,,
ETV6,MS00021;1.03E-08,,,,
KLF16,MS00146;1.03E-08,,,,
MAX,MC00124;1.08E-08,,,,
MAZ,M00649;1.24E-08,,,,
Yy1,MC00372;1.38E-08,,,,
SMAD4,M00733;1.66E-08,MC00392;9.61E-07,,,
TFAP2C,MC00374;1.67E-08,,,,
EGR2,MC00319;1.76E-08,,,,
NHLH1,MS00274;2.23E-08,,,,
IRF3,UP00086;3.61E-08,,,,
ZNF589,M01109;3.90E-08,,,,
CTCF,MC00128;4.94E-08,,,,
Nfya,MC00191;5.08E-08,,,,
MAFK,MS00331;5.15E-08,MS00330;7.07E-02,,,
ELF4,MS00834;5.38E-08,,,,
ATF1,UP00020;5.39E-08,,,,
PPARG,MC00142;5.50E-08,MA0066;1.09E-01,,,
MYBL2,MS00102;5.83E-08,MS00103;1.18E-07,MS00105;4.60E-07,,
TP63,MC00439;5.95E-08,,,,
GLIS3,MS00046;6.08E-08,,,,
BHLHB3,MS00248;6.23E-08,,,,
ZBED1,MS00290;7.30E-08,,,,
NR1H3,M00647;7.61E-08,,,,
E2F8,MS00739;8.11E-08,,,,
Arntl,MC00362;8.27E-08,,,,
PLAG1,MA0163;8.48E-08,,,,
BHLHB2,MS00247;8.86E-08,,,,
Osr2,UP00052;9.89E-08,,,,
Nkx1-1,M01334;1.23E-07,,,,
Trp53,MC00377;1.34E-07,,,,
RXRG,MS00694;1.38E-07,,,,
PAX6,MS00125;1.43E-07,M00979;7.04E-02,UP00224;2.10E-01,,
SMAD3,UP00000;1.48E-07,MC00503;2.18E-07,MS00080;3.35E-01,,
Ctcf,MC00187;1.53E-07,,,,
Osr1,UP00027;1.71E-07,,,,
YY1,MC00342;1.75E-07,,,,
SMAD2/3,MC00223;2.18E-07,,,,
ZNF219,M01122;2.26E-07,,,,
UBP1,M00644;2.52E-07,,,,
TCF4,MS00285;2.61E-07,MC00219;9.88E-01,,,
Bhlhb2,MS00252;2.61E-07,,,,
Klf12,MS00157;2.73E-07,,,,
Stat3,MC00140;2.84E-07,,,,
Elf5,MS00022;4.58E-07,,,,
Creb3l2,MS00311;5.01E-07,,,,
IRF5,MS00067;5.23E-07,,,,
MNT,MS00267;5.40E-07,,,,
STAT6,M00500;5.86E-07,,,,
Tfcp2,MC00518;6.97E-07,,,,
HIC1,UP00035;7.74E-07,,,,
ZNF306,MS00401;7.95E-07,,,,
Ovol2,M01104;8.78E-07,,,,
ESR1,MC00335;9.01E-07,,,,
Rfx2,MS00171;9.60E-07,MS00170;1.59E-04,,,
PPARG::RXRA,M00518;1.08E-06,M00515;4.07E-01,,,
Myb,MC00408;1.54E-06,,,,
ZNF711,MC00477;1.65E-06,,,,
NFKB1,MS00110;2.15E-06,,,,
PROX1,MS00160;2.34E-06,,,,
REST,MC00174;2.72E-06,,,,
Zfp691,UP00095;2.87E-06,,,,
ZNF350,M01105;2.89E-06,,,,
INSM1,MA0155;2.92E-06,,,,
Myc,MC00407;3.28E-06,,,,
Hic1,MS00101;3.53E-06,,,,
LBX2,MS00533;3.82E-06,MS00535;4.11E-02,,,
Glis2,UP00024;3.90E-06,,,,
E2F7,MS00756;4.28E-06,,,,
NFYA,MC00364;4.41E-06,,,,
RUNX3,MS00177;5.94E-06,,,,
HNF4A,UP00066;7.20E-06,MC00432;2.27E-02,,,
ATF6,M00483;8.28E-06,,,,
E4F1,M00694;9.75E-06,,,,
NFKB2,MS00111;1.18E-05,,,,
Zfp281,UP00021;1.20E-05,,,,
TP53,MC00359;1.35E-05,,,,
IRF2,MA0051;1.38E-05,,,,
BPTF,M00456;1.49E-05,,,,
NFIX,MS00115;1.54E-05,MS00822;6.81E-02,,,
BARHL2,MS00414;1.71E-05,MS00416;3.32E-03,UP00145;1.28E-01,,
ETS2,M01207;1.87E-05,,,,
Ascl2,MS00243;1.89E-05,,,,
TBX4,MS00214;2.20E-05,,,,
Homez,UP00114;2.23E-05,,,,
HSFY2,MS00062;2.37E-05,MS00061;2.55E-04,,,
RARG,MS00684;2.56E-05,MS00680;2.60E-01,MS00682;3.21E-01,,
ELF3,MS00812;2.58E-05,,,,
TBX19,MS00194;3.27E-05,,,,
RXRA,MC00467;3.90E-05,,,,
Barhl1,MS00421;4.02E-05,MS00422;1.24E-03,,,
GLI1,M01037;4.32E-05,,,,
GFI1,M01067;4.73E-05,,,,
TP73,MC00132;4.91E-05,,,,
NRL,MS00338;5.49E-05,,,,
Esr1,MC00295;5.74E-05,,,,
PGR,MC00170;6.41E-05,,,,
SPIC,MS00040;6.48E-05,,,,
NR3C1,MC00465;6.61E-05,,,,
Sfpi1,UP00085;7.01E-05,MC00180;7.66E-01,MC00395;7.66E-01,,
Pparg,MC00130;7.01E-05,,,,
ELF5,MS00838;7.20E-05,,,,
Ets1,MC00385;7.63E-05,,,,
Ppara,MC00134;7.86E-05,,,,
RFX2,MS00161;7.92E-05,MS00162;2.60E-04,,,
ZNF423,M00467;8.15E-05,,,,
Creb1,MC00163;8.19E-05,,,,
HOXC12,MS00503;8.50E-05,MS00502;1.46E-01,,,
AR,MC00468;8.86E-05,,,,
NFIC,MA0161;9.19E-05,,,,
EHF,MS00778;1.02E-04,,,,
Hoxd3,MS00521;1.03E-04,,,,
NFE2L2,MC00339;1.05E-04,,,,
SIX5,MC00334;1.10E-04,,,,
FOXO4,MS00383;1.13E-04,MS00381;8.48E-02,,,
BATF3,MS00296;1.19E-04,,,,
IRF4,MS00065;1.22E-04,MC00227;1.96E-01,,,
TFCP2,M00072;1.31E-04,MS00579;7.77E-03,,,
MAFB,UP00045;1.43E-04,,,,
REL,MA0101;1.60E-04,,,,
Zfp423,MA0116;1.61E-04,,,,
Hoxa11,MS00514;1.76E-04,MS00515;1.00E-01,,,
ATF2::JUN,M00041;2.06E-04,,,,
ZNF740,MS00445;2.39E-04,,,,
ZNF217,M01306;2.42E-04,,,,
TCF3,M00222;2.48E-04,UP00058;1.94E-01,,,
Foxg1,MS00392;2.68E-04,MS00393;6.92E-01,,,
ESRRG,MS00638;2.70E-04,,,,
Lhx8,UP00184;2.83E-04,MS00549;4.74E-01,MS00548;5.82E-01,MS00550;6.60E-01,
MESP1,MS00264;2.88E-04,,,,
RREB1,MA0073;3.10E-04,,,,
DBP,MS00315;3.13E-04,M00624;9.47E-01,,,
Ikzf3,MC00337;3.28E-04,,,,
NKX2-3,UP00190;3.29E-04,MS00566;3.81E-02,,,
TFEB,MS00289;3.66E-04,,,,
MAFF,MS00326;3.67E-04,,,,
Hoxd9,MS00525;3.71E-04,MS00524;1.55E-01,,,
HIC2,MS00057;3.76E-04,,,,
Evx2,UP00132;3.91E-04,,,,
ETV2,MS00016;4.26E-04,,,,
SIX2,UP00159;4.32E-04,,,,
Trp63,M01656;4.32E-04,,,,
Dbp,MS00316;4.44E-04,,,,
IRF7,MS00070;4.78E-04,,,,
ZNF524,MS00423;5.05E-04,,,,
POU3F1,M00133;5.66E-04,MS00139;6.91E-01,MS00138;7.16E-01,,
HSF1,MC00289;5.83E-04,MA0319;5.49E-01,,,
TBX5,MS00217;6.08E-04,MS00216;7.12E-03,,,
NFIL3,MS00337;6.28E-04,,,,
Crx,MC00357;6.58E-04,,,,
CNTN2::CREB1,M00115;7.05E-04,,,,
Hlf,MS00318;7.12E-04,,,,
Rhox11,UP00193;7.24E-04,MS00611;4.68E-02,,,
ZSCAN4,MS00490;7.26E-04,,,,
NFATC4,M01734;7.34E-04,,,,
IRF8,MS00072;7.53E-04,,,,
HLF,MS00317;7.68E-04,,,,
Stat1,MC00141;7.93E-04,,,,
IRX5,MS00527;8.05E-04,UP00250;3.15E-01,,,
HOXC4,UP00113;8.52E-04,,,,
NEUROD1,M01288;1.05E-03,,,,
Tcf21,MS00291;1.15E-03,,,,
MLXIPL,MS00265;1.23E-03,,,,
ZNF263,MC00192;1.24E-03,,,,
HOMEZ,MS00055;1.29E-03,,,,
Hoxd12,UP00177;1.36E-03,,,,
JDP2,MS00320;1.40E-03,MS00319;1.00E+00,,,
IRX2,MS00526;1.43E-03,UP00236;4.80E-01,,,
FOXH1,MC00304;1.56E-03,M00809;4.09E-01,,,
BARX1,MS00417;1.60E-03,UP00181;2.90E-01,MS00418;6.06E-01,,
TFEC,MS00808;1.70E-03,,,,
NFIB,MS00114;1.79E-03,,,,
Npas4,MC00370;1.80E-03,,,,
BACH2,M00490;1.87E-03,,,,
Cebpb,MC00121;2.05E-03,,,,
AIRE,M00999;2.16E-03,,,,
Gfi1b,MC00293;2.32E-03,,,,
HOXA10,MS00480;2.33E-03,MS00481;4.94E-01,,,
Sox11,UP00030;2.41E-03,MS00795;3.91E-01,,,
Jdp2,MS00325;2.59E-03,MS00324;9.97E-01,,,
Foxk1,MS00398;2.74E-03,MS00399;2.41E-01,,,
IRF9,MS00073;2.76E-03,,,,
HOXD11,MS00506;2.80E-03,MS00507;8.25E-01,,,
CEBPD,M00621;2.92E-03,MS00299;5.24E-03,,,
Creb5,MS00313;3.02E-03,,,,
RBPJ,M01112;3.15E-03,,,,
ATF7,MS00294;3.29E-03,,,,
SIX4,UP00199;3.34E-03,,,,
GLI3,M01596;3.41E-03,,,,
Hdx,UP00148;3.46E-03,,,,
Sox7,UP00034;3.66E-03,,,,
Nr2f2,UP00009;3.70E-03,,,,
HOXA4,UP00196;3.86E-03,M00640;2.60E-01,,,
HMX3,MS00475;4.12E-03,,,,
HOXD12,MS00836;4.30E-03,MS00837;6.29E-02,,,
PRRX1,MS00602;4.41E-03,MS00599;1.37E-01,,,
Hoxd11,UP00117;4.52E-03,,,,
RFX5,MS00169;4.52E-03,,,,
DMBX1,MS00433;4.55E-03,,,,
HOXB5,MS00493;4.71E-03,UP00214;9.52E-02,,,
Dmrta1,M01149;4.77E-03,,,,
Hoxb3,UP00137;4.84E-03,,,,
TEF,MS00339;5.15E-03,M01305;6.32E-02,M00672;7.80E-01,,
HNF1B,MS00478;5.68E-03,M01425;7.23E-03,M00646;2.56E-02,,
EMX1,MS00441;6.75E-03,MS00442;2.58E-02,,,
HNF1A,MS00476;6.98E-03,,,,
THRB,MS00710;7.04E-03,MS00713;1.44E-02,MS00711;7.76E-01,,
Fli1,MC00129;7.79E-03,,,,
NKX3-1,UP00389;7.86E-03,MS00572;7.58E-01,,,
Esrrb,MC00512;7.95E-03,,,,
SOX13,UP00096;8.08E-03,,,,
PBX3,MC00281;8.18E-03,,,,
RFX1,MA0365;8.46E-03,,,,
Nr1h2,MC00448;8.56E-03,,,,
SIX3,UP00195;8.75E-03,,,,
Mlx,MS00270;8.97E-03,,,,
Atf4,MS00295;9.13E-03,,,,
FOXB1,MS00343;9.68E-03,MS00348;8.55E-01,,,
Rarg,MC00476;9.89E-03,MS00705;3.37E-01,MS00704;4.07E-01,,
Nr5a2,MC00352;1.08E-02,,,,
HOXB2,MS00491;1.11E-02,,,,
Gsc,UP00112;1.12E-02,,,,
NANOG,M01247;1.13E-02,M01123;1.30E-01,MC00440;6.34E-01,,
Nr2e1,MS00668;1.15E-02,,,,
CEBPE,MS00300;1.16E-02,,,,
GRHL1,MS00556;1.16E-02,,,,
GSX1,MS00465;1.18E-02,,,,
NR6A1,M00526;1.20E-02,,,,
Sox1,UP00069;1.20E-02,MS00802;6.87E-01,MS00800;7.34E-01,,
HMGA2,M01300;1.24E-02,,,,
Hoxb4,UP00144;1.25E-02,MC00136;6.33E-01,,,
FOXK1,MS00371;1.28E-02,,,,
SOX15,MS00750;1.29E-02,,,,
Sox15,UP00075;1.30E-02,,,,
HMGA1,M00750;1.32E-02,M01010;4.86E-02,,,
BSX,MS00419;1.36E-02,,,,
TBX20,MS00202;1.38E-02,,,,
GSX2,MS00466;1.38E-02,M01326;1.95E-02,,,
PAX7,MS00126;1.38E-02,,,,
Isx,UP00243;1.39E-02,,,,
Hnf4a,MC00344;1.45E-02,,,,
LHX2,MS00536;1.50E-02,MS00537;1.21E-01,,,
SPIB,MA0081;1.51E-02,MS00039;1.01E-01,,,
TBP,MA0108;1.51E-02,MA0386;9.71E-02,,,
FOXO6,MS00386;1.54E-02,MS00384;3.34E-01,,,
MLX,MS00266;1.58E-02,,,,
VSX1,MS00626;1.60E-02,,,,
HOXC10,MS00496;1.64E-02,MS00495;3.27E-01,MS00494;6.19E-01,,
NR2F6,M01728;1.66E-02,MS00658;6.78E-01,,,
Meis3,MS00088;1.67E-02,MS00089;8.94E-01,,,
Bsx,UP00138;1.76E-02,,,,
SOX5,UP00091;1.77E-02,,,,
POU3F2,UP00128;1.83E-02,MS00140;4.80E-01,MS00141;6.44E-01,,
ALX4,UP00187;1.84E-02,MS00404;9.17E-02,,,
PROP1,MS00597;1.90E-02,,,,
Hmx3,M00433;1.96E-02,,,,
HOXA9,UP00213;1.96E-02,,,,
Nr3c1,MC00396;1.98E-02,,,,
Pax7,UP00248;1.99E-02,MC00258;5.20E-02,,,
HMX2,MS00474;2.03E-02,,,,
CEBPG,MS00302;2.05E-02,M00622;8.90E-01,,,
Hoxc10,MS00517;2.10E-02,MS00518;2.44E-01,,,
SOX10,MS00740;2.15E-02,MA0442;9.34E-01,MS00744;9.99E-01,,
GATA5,MS00045;2.17E-02,,,,
GSC2,MS00463;2.21E-02,,,,
Sox8,UP00051;2.25E-02,,,,
NR2F2,M00155;2.38E-02,,,,
ONECUT2,MS00679;2.48E-02,,,,
Vax1,UP00215;2.49E-02,,,,
MEOX1,MS00551;2.49E-02,,,,
MEIS1::HOXA9,M00420;2.49E-02,,,,
THRA,MS00709;2.50E-02,,,,
EVX1,MS00454;2.54E-02,,,,
GTF2I,M00706;2.60E-02,,,,
Zfp740,MS00512;2.63E-02,,,,
Hmx2,UP00155;2.64E-02,,,,
SRF,MC00355;2.70E-02,,,,
ZNF75A,MS00468;2.70E-02,,,,
CLOCK,MS00253;2.71E-02,,,,
SF1,M01132;2.75E-02,,,,
ZBTB12,UP00019;2.88E-02,,,,
LHX4,UP00261;2.93E-02,,,,
HMBOX1,MS00472;2.95E-02,,,,
MEF2C,MC00231;2.97E-02,,,,
RARA,UP00048;2.97E-02,,,,
FOXG1,MS00361;3.04E-02,MS00360;7.99E-01,,,
HOXA5,UP00189;3.08E-02,,,,
Obox5,M01480;3.11E-02,,,,
Hoxd1,UP00140;3.12E-02,,,,
Spic,MS00041;3.22E-02,,,,
OTX1,MS00582;3.28E-02,,,,
Obox2,M01364;3.34E-02,,,,
EVX2,MS00455;3.37E-02,,,,
EMX2,MS00443;3.37E-02,MS00444;1.55E-01,,,
HOXA2,MS00487;3.40E-02,,,,
ALX3,MS00402;3.54E-02,MS00403;6.18E-02,,,
Alx1,MS00407;3.55E-02,MS00406;1.23E-01,,,
Otx1,MS00586;3.60E-02,,,,
ALX1,M00416;3.64E-02,M01453;9.41E-02,,,
TAL1,MC00458;3.64E-02,M00993;9.73E-01,,,
Usf2,MC00169;3.65E-02,,,,
Meox2,MS00563;3.82E-02,,,,
ZNF784,MS00479;3.95E-02,,,,
ARX,MS00405;3.99E-02,,,,
NR3C2,MS00662;4.18E-02,,,,
Nkx6-3,UP00238;4.27E-02,,,,
DPRX,MS00436;4.35E-02,,,,
POU2F1,UP00254;4.39E-02,MS00132;1.29E-01,MS00131;4.84E-01,MC00288;9.48E-01,
POU2F2,MS00134;4.40E-02,MC00287;9.96E-01,,,
SOX9,MS00052;4.41E-02,MS00780;7.92E-01,MS00785;8.36E-01,,
Rhox6,M01435;4.48E-02,,,,
Foxj1,UP00041;4.51E-02,,,,
ZNF435,MS00730;4.54E-02,,,,
Jund,MC00154;4.70E-02,,,,
Sox2,MC00303;4.72E-02,,,,
Arx,MS00409;4.83E-02,UP00152;7.33E-02,,,
SOX4,UP00401;4.97E-02,MS00766;5.22E-02,,,
MEOX2,MS00553;5.01E-02,MS00552;4.29E-01,MS00554;7.48E-01,,
RORA,MS00685;5.02E-02,MS00686;1.00E+00,,,
SOX21,MS00755;5.07E-02,MS00759;4.17E-01,MS00757;9.65E-01,,
HOXD8,MS00513;5.29E-02,,,,
HMX1,MS00473;5.37E-02,,,,
MEF2A,MC00232;5.39E-02,M00405;6.18E-02,,,
NFAT5,MS00106;5.40E-02,,,,
CEBPA,M00159;5.48E-02,MC00273;5.90E-02,,,
Lhx4,MS00547;5.65E-02,,,,
Lbx2,UP00120;5.67E-02,,,,
EOMES,MC00276;5.67E-02,,,,
ESX1,MS00452;5.84E-02,,,,
Foxj3,MS00394;6.03E-02,MS00397;8.25E-01,,,
TCF7L1,MS00053;6.44E-02,,,,
Sox18,UP00064;6.52E-02,,,,
HOXA1,MS00486;6.70E-02,,,,
LHX9,MS00542;6.93E-02,MS00541;2.28E-01,,,
RELA,MC00193;7.11E-02,,,,
Uncx,MS00618;7.36E-02,MS00619;4.58E-01,,,
Zfp105,UP00037;7.46E-02,,,,
NOTO,MS00578;7.50E-02,,,,
ESRRA,MS00829;7.57E-02,,,,
ISX,MS00531;7.73E-02,,,,
CDC5L,M00478;7.78E-02,,,,
POU1F1,MS00129;7.82E-02,UP00158;1.65E-01,MS00130;9.62E-01,,
Isl2,UP00170;7.84E-02,,,,
DMRT3,M01148;7.85E-02,,,,
Dbx1,M01483;8.04E-02,,,,
HOXC13,MS00504;8.20E-02,MS00505;4.95E-01,,,
SREBF1,M00220;8.26E-02,M00749;7.88E-01,,,
Dmrta2,M01150;8.30E-02,,,,
HOXA3,UP00391;8.57E-02,,,,
Hoxa2,MS00516;8.59E-02,,,,
LMX1A,MS00543;8.67E-02,,,,
HOXC5,UP00252;8.73E-02,,,,
FOXP1,M00987;8.78E-02,MC00501;4.74E-01,,,
PITX2,UP00125;8.79E-02,,,,
HOXA13,MS00484;8.91E-02,MS00485;2.88E-01,,,
HOXB13,MS00489;8.95E-02,MS00488;2.67E-01,,,
Nkx3-1,MC00250;9.15E-02,MS00580;7.89E-01,,,
Srebf1,MS00282;9.30E-02,,,,
Rela,MC00135;9.77E-02,,,,
BARHL1,UP00166;9.79E-02,,,,
NR4A1,MC00280;9.80E-02,,,,
LMX1B,UP00169;9.84E-02,,,,
CART1,MS00424;9.89E-02,,,,
EN1,MS00449;1.00E-01,MS00446;2.24E-01,,,
ISL1,M01127;1.01E-01,,,,
Obox3,M01466;1.02E-01,,,,
HOXC11,MS00497;1.02E-01,MS00498;3.39E-01,,,
Hoxd8,UP00168;1.02E-01,,,,
ONECUT1,MS00667;1.07E-01,,,,
Alx4,MS00408;1.09E-01,,,,
UNCX,MS00616;1.09E-01,MS00617;1.97E-01,,,
CEBPB,MC00272;1.11E-01,,,,
NKX2-1,M01312;1.11E-01,,,,
MAF,M00983;1.11E-01,M00648;2.30E-01,,,
Hoxd13,MS00519;1.13E-01,MS00520;2.64E-01,,,
DLX6,MS00432;1.13E-01,,,,
VENTX,MS00624;1.14E-01,,,,
POU5F1P1,MS00153;1.15E-01,MS00152;9.49E-01,,,
Obox1,M01450;1.18E-01,,,,
FOXO1,MS00376;1.18E-01,MS00375;3.30E-01,,,
SIX1,UP00192;1.19E-01,,,,
HOXB3,MS00492;1.20E-01,,,,
Sox17,UP00014;1.20E-01,MS00797;4.16E-01,,,
ZNF282,MS00729;1.21E-01,,,,
HOXA6,UP00182;1.22E-01,,,,
DRGX,MS00437;1.25E-01,,,,
POU2F3,MS00137;1.25E-01,MS00136;8.88E-01,,,
Nkx2-9,UP00119;1.26E-01,,,,
HOXC9,UP00197;1.29E-01,,,,
SOX7,MS00769;1.32E-01,MS00770;9.21E-01,,,
BARX2,UP00151;1.32E-01,,,,
POU3F3,MS00144;1.32E-01,MS00143;1.80E-01,MS00142;3.93E-01,,
MNX1,MS00557;1.32E-01,,,,
SCRT1,MS00179;1.33E-01,,,,
Gata5,UP00080;1.34E-01,,,,
NFATC1,MC00211;1.35E-01,,,,
T,MS00218;1.35E-01,,,,
Shox2,MS00615;1.38E-01,,,,
Mafk,UP00044;1.41E-01,,,,
PHOX2A,MS00591;1.43E-01,UP00221;3.13E-01,,,
Hmbox1,UP00161;1.43E-01,,,,
