,pval,species,factor,factor_type,cell_line,cell_type,tissue,qc
52092|TP53,7.077099587523189e-14,Homo sapiens,TP53,predicted transcription factor,IMR90,Fibroblast,Lung,1
55393|SPI1,3.715661919066e-12,Homo sapiens,SPI1,predicted transcription factor,786-O,Epithelium,Kidney,0
70810|MYC,4.5906879049001615e-12,Homo sapiens,MYC,tf,HCT-116,Colon cancer cell,Colon,1
45750|E2F1,5.166865839861546e-12,Homo sapiens,E2F1,tf,HeLa-S3,Epithelium,Cervix,1
65147|EGR2,2.3889060566852635e-11,Homo sapiens,EGR2,tf,HEK293,Epithelium,Embryonic Kidney,1
37596|TAL1,2.6383949285434654e-11,Homo sapiens,TAL1,tf,ME-1,Leukemia Cell,None,1
73970|ZNF202,2.7725237297953825e-11,Homo sapiens,ZNF202,,293T,None,None,1
37635|ERG,3.7659622912632516e-11,Homo sapiens,ERG,other,K562,Erythroblast,Bone Marrow,0
33459|ERG,5.493000569861964e-11,Homo sapiens,ERG,other,None,Hematopoietic Cell,None,1
37608|MYH11,1.0166751085244911e-10,Homo sapiens,MYH11,not sure,ME-1,Leukemia Cell,None,1
45754|E2F1,1.2028422804827006e-10,Homo sapiens,E2F1,tf,HeLa-S3,Epithelium,Cervix,1
41831|ZBTB17,1.4495921024627923e-10,Homo sapiens,ZBTB17,tf,MDA-MD-231,Epithelium,Mammary Gland,1
37584|TBP,2.5850298682285915e-10,Homo sapiens,TBP,tf,ME-1,Leukemia Cell,None,1
52091|TP53,3.0329263681015676e-10,Homo sapiens,TP53,predicted transcription factor,IMR90,Fibroblast,Lung,1
57090|TRIM28,3.163636370237745e-10,Homo sapiens,TRIM28,cr,HCT-116,None,Colon,1
49467|598-SKD,3.6916137656812627e-10,Homo sapiens,598-SKD,other,MCF-7,Epithelium,Breast,1
53347|CDK9,1.0084892980958828e-09,Homo sapiens,CDK9,tf,HeLa,Epithelium,Cervix,1
62535|BCL3,1.1930389303230554e-09,Homo sapiens,BCL3,tf,A549,Epithelium,Lung,1
37578|ELF1,1.372645910843789e-09,Homo sapiens,ELF1,tf,ME-1,Leukemia Cell,None,1
37587|GATA2,1.4887435215539338e-09,Homo sapiens,GATA2,tf,ME-1,Leukemia Cell,None,0
37639|ERG,1.636301242822897e-09,Homo sapiens,ERG,other,K562,Erythroblast,Bone Marrow,1
51591|SRF,1.703813288910366e-09,Homo sapiens,SRF,tf,HUES64,Embryonic Stem Cell,Embryo,1
65115|MAZ,1.7346819627013044e-09,Homo sapiens,MAZ,tf,HEK293,Epithelium,Embryonic Kidney,1
71136|BRD4,1.8804611770942024e-09,Homo sapiens,BRD4,cr,MCF-10A,Epithelium,None,1
33571|PR,2.093503248826976e-09,Homo sapiens,PR,predicted transcription factor,AB32,Epithelium,Mammary Gland,1
49036|ERCC6,2.4796981586201644e-09,Homo sapiens,ERCC6,predicted chromatin regulator,None,Fibroblast,Skin,1
37602|TCF12,3.177914993012201e-09,Homo sapiens,TCF12,tf,ME-1,Leukemia Cell,None,1
46052|NR3C1,3.220280916286177e-09,Homo sapiens,NR3C1,tf,A549,Epithelium,Lung,0
37579|FLI1,3.306667091516549e-09,Homo sapiens,FLI1,tf,ME-1,Leukemia Cell,None,0
71138|BRD4,4.556168789628103e-09,Homo sapiens,BRD4,cr,MCF-10A,Epithelium,None,1
65186|EGR3,4.59617338476466e-09,Homo sapiens,EGR3,,HEK293,Epithelium,Embryonic Kidney,1
74838|JMJD6,4.822376941191275e-09,Homo sapiens,JMJD6,cr,None,3565 cells,None,1
53593|MED1,5.193398104964443e-09,Homo sapiens,MED1,predicted transcription factor,None,Adipocyte,None,1
70815|SP1,5.891290776495721e-09,Homo sapiens,SP1,predicted chromatin regulator,HCT-116,Colon cancer cell,Colon,1
35046|ESR1,5.916913565429029e-09,Homo sapiens,ESR1,tf,MCF-7,Epithelium,Breast,1
65084|SP2,6.072939664248762e-09,Homo sapiens,SP2,predicted chromatin regulator,HEK293,Epithelium,Embryonic Kidney,1
65146|ZBTB14,6.508809654429642e-09,Homo sapiens,ZBTB14,,HEK293,Epithelium,Embryonic Kidney,1
33127|ESR1,6.651146189523822e-09,Homo sapiens,ESR1,tf,MCF-7,Epithelium,Breast,1
58940|NRF1,7.251341714958082e-09,Homo sapiens,NRF1,tf,HCC1954,Epithelium,Mammary Gland,1
64913|BCL3,7.377541273028299e-09,Homo sapiens,BCL3,tf,A549,Epithelium,Lung,1
58939|NRF1,8.430612125987791e-09,Homo sapiens,NRF1,tf,HCC1954,Epithelium,Mammary Gland,1
46377|REST,9.30483814124938e-09,Homo sapiens,REST,tf,U87,None,Brain,1
37588|SPI1,9.921753005509662e-09,Homo sapiens,SPI1,predicted transcription factor,ME-1,Leukemia Cell,None,0
36356|POLR2B,1.0945512838734775e-08,Homo sapiens,POLR2B,tf,IMR90,Fibroblast,Lung,1
53346|CDK9,1.1373419775260166e-08,Homo sapiens,CDK9,tf,HeLa,Epithelium,Cervix,1
2280|E2F1,1.1421955494332796e-08,Homo sapiens,E2F1,tf,MCF-7,Epithelium,Breast,1
37607|CBFB,1.6440845166362924e-08,Homo sapiens,CBFB,predicted transcription factor,ME-1,Leukemia Cell,None,1
37056|FLI1,1.672014123597942e-08,Homo sapiens,FLI1,tf,U937,None,Pleura,1
69365|FOXA1,1.788406340866952e-08,Homo sapiens,FOXA1,tf,LNCaP,Epithelium,Prostate,1
36819|ESR1,2.062413437005763e-08,Homo sapiens,ESR1,tf,MCF-7,Epithelium,Breast,1
63664|BCL3,2.0710594118997944e-08,Homo sapiens,BCL3,tf,A549,Epithelium,Lung,1
63885|BCL3,2.114819151954255e-08,Homo sapiens,BCL3,tf,A549,Epithelium,Lung,1
53594|MED1,2.1415039055282266e-08,Homo sapiens,MED1,predicted transcription factor,None,Adipocyte,None,1
43684|KDM4C,2.4779799308374954e-08,Homo sapiens,KDM4C,cr,KYSE-150,Epitheloid Cell,Esophagus,1
73696|LEO1,2.6483588578454028e-08,Homo sapiens,LEO1,predicted chromatin regulator,SEM,B Lymphocyte,None,1
76964|CNOT3,2.7151338487870885e-08,Homo sapiens,CNOT3,tf,HCT-116,Colorectal cancer cell line,None,1
56961|GTF2B,2.7835392396594048e-08,Homo sapiens,GTF2B,tf,HeLa,Epithelium,Cervix,1
55351|SUMO2,2.8183653102419748e-08,Homo sapiens,SUMO2,other,VCaP,Epithelium,Prostate,1
63825|GLIS2,2.8300675528233984e-08,Homo sapiens,GLIS2,tf,HEK293,Epithelium,Embryonic Kidney,1
2401|TFAP2A,2.8892886263224782e-08,Homo sapiens,TFAP2A,predicted transcription factor,MCF-7,Epithelium,Breast,1
35309|FLI1,3.655243308683232e-08,Homo sapiens,FLI1,tf,SKNO-1,Myeloblast,Bone Marrow,1
62533|BCL3,3.761892059573577e-08,Homo sapiens,BCL3,tf,A549,Epithelium,Lung,1
33569|PR,3.8399084271339956e-08,Homo sapiens,PR,predicted transcription factor,AB32,Epithelium,Mammary Gland,1
9316|CTCF,3.951768849450747e-08,Homo sapiens,CTCF,tf,BCBL1,B cell lymphoma,None,1
33506|ESR1,4.0834748572119815e-08,Homo sapiens,ESR1,tf,None,Epithelium,Mammary Gland,1
