,pval,species,factor,factor_type,cell_line,cell_type,tissue,qc,TF
54126|CEBPB,8.14213802378169e-17,Homo sapiens,CEBPB,tf,None,Mesenchymal Stem Cell,None,1,CEBPB
52092|TP53,7.610501194887025e-15,Homo sapiens,TP53,predicted transcription factor,IMR90,Fibroblast,Lung,1,TP53
73970|ZNF202,2.3360534975232067e-14,Homo sapiens,ZNF202,,293T,None,None,1,ZNF202
62934|BCL3,4.279562389308159e-14,Homo sapiens,BCL3,tf,A549,Epithelium,Lung,1,BCL3
45754|E2F1,4.528233278364514e-14,Homo sapiens,E2F1,tf,HeLa-S3,Epithelium,Cervix,1,E2F1
36356|POLR2B,4.7967859683940376e-14,Homo sapiens,POLR2B,tf,IMR90,Fibroblast,Lung,1,POLR2B
53593|MED1,5.780922022528876e-14,Homo sapiens,MED1,predicted transcription factor,None,Adipocyte,None,1,MED1
53347|CDK9,1.6193162668822292e-13,Homo sapiens,CDK9,tf,HeLa,Epithelium,Cervix,1,CDK9
71136|BRD4,2.0638981504595344e-13,Homo sapiens,BRD4,cr,MCF-10A,Epithelium,None,1,BRD4
46052|NR3C1,2.3397246792940096e-13,Homo sapiens,NR3C1,tf,A549,Epithelium,Lung,0,NR3C1
73696|LEO1,2.7640109848043897e-13,Homo sapiens,LEO1,predicted chromatin regulator,SEM,B Lymphocyte,None,1,LEO1
55393|SPI1,3.014266084129657e-13,Homo sapiens,SPI1,predicted transcription factor,786-O,Epithelium,Kidney,0,SPI1
48085|AR,3.86001776428061e-13,Homo sapiens,AR,tf,HEK293,Epithelium,Embryonic Kidney,1,AR
65146|ZBTB14,4.4805876617812847e-13,Homo sapiens,ZBTB14,,HEK293,Epithelium,Embryonic Kidney,1,ZBTB14
46221|TAF1,5.640800418152691e-13,Homo sapiens,TAF1,tf,HeLa-S3,Epithelium,Cervix,1,TAF1
69365|FOXA1,8.679648034629243e-13,Homo sapiens,FOXA1,tf,LNCaP,Epithelium,Prostate,1,FOXA1
37584|TBP,1.9794364361913593e-12,Homo sapiens,TBP,tf,ME-1,Leukemia Cell,None,1,TBP
37579|FLI1,2.2470838912435533e-12,Homo sapiens,FLI1,tf,ME-1,Leukemia Cell,None,0,FLI1
33571|PR,3.0955067706261425e-12,Homo sapiens,PR,predicted transcription factor,AB32,Epithelium,Mammary Gland,1,PR
49036|ERCC6,4.9394267235626604e-12,Homo sapiens,ERCC6,predicted chromatin regulator,None,Fibroblast,Skin,1,ERCC6
70810|MYC,5.002671487953831e-12,Homo sapiens,MYC,tf,HCT-116,Colon cancer cell,Colon,1,MYC
41831|ZBTB17,8.74986722973735e-12,Homo sapiens,ZBTB17,tf,MDA-MD-231,Epithelium,Mammary Gland,1,ZBTB17
74838|JMJD6,9.029559455473213e-12,Homo sapiens,JMJD6,cr,None,3565 cells,None,1,JMJD6
54243|FOXO1,2.0665849030776818e-11,Homo sapiens,FOXO1,tf,None,Stromal Cell,Endometrium,1,FOXO1
65125|PRDM6,3.534755685970467e-11,Homo sapiens,PRDM6,,HEK293,Epithelium,Embryonic Kidney,1,PRDM6
73714|AFF1,3.73904426769904e-11,Homo sapiens,AFF1,tf,SEM,B Lymphocyte,None,1,AFF1
56961|GTF2B,3.770448214651728e-11,Homo sapiens,GTF2B,tf,HeLa,Epithelium,Cervix,1,GTF2B
37587|GATA2,4.7753574098722033e-11,Homo sapiens,GATA2,tf,ME-1,Leukemia Cell,None,0,GATA2
1740|FOS,6.641282373589543e-11,Homo sapiens,FOS,tf,None,Endothelial Cell,Umbilical Vein,1,FOS
55466|NELFA,6.711236121277655e-11,Homo sapiens,NELFA,not sure,HeLa,Epithelium,Cervix,0,NELFA
37596|TAL1,8.028662080945845e-11,Homo sapiens,TAL1,tf,ME-1,Leukemia Cell,None,1,TAL1
73729|GATA1,9.774510920154036e-11,Homo sapiens,GATA1,tf,None,Hematopoietic stem and progenitor cell,Blood,0,GATA1
69203|TRIM24,1.582706341420108e-10,Homo sapiens,TRIM24,both predicted transcription factor and chromatin regulator,LNCaP,Epithelium,Prostate,0,TRIM24
55895|T,1.5875857872654214e-10,Homo sapiens,T,tf,None,Fibroblast,None,1,T
54104|DAXX,2.0720873000271398e-10,Homo sapiens,DAXX,not sure,PC-3,Epithelium,Prostate,1,DAXX
45895|CCNT2,2.379484499992812e-10,Homo sapiens,CCNT2,tf,K562,Erythroblast,Bone Marrow,1,CCNT2
46377|REST,2.416036881839793e-10,Homo sapiens,REST,tf,U87,None,Brain,1,REST
33520|ESR1,2.80156352121264e-10,Homo sapiens,ESR1,tf,MCF-7,Epithelium,Breast,1,ESR1
76857|ZMYND8,3.1639645682626765e-10,Homo sapiens,ZMYND8,cr,HEK293,None,Kidney,1,ZMYND8
53598|RELA,4.6434066440717086e-10,Homo sapiens,RELA,tf,None,Adipocyte,None,1,RELA
50411|PPARG,4.911787645479927e-10,Homo sapiens,PPARG,tf,hMADS-3,Adipocyte,Adipose,1,PPARG
34997|FOXM1,6.636846669562896e-10,Homo sapiens,FOXM1,tf,MDA-MB-231,Epithelium,Breast,1,FOXM1
67516|GATA3,6.989452459219121e-10,Homo sapiens,GATA3,tf,MDA-MB-231,Epithelium,Mammary Gland,1,GATA3
59165|KMT2A,7.514619804225716e-10,Homo sapiens,KMT2A,not sure,SEM,Pre-B Lymphocyte,None,1,KMT2A
37635|ERG,1.0151449379800357e-09,Homo sapiens,ERG,other,K562,Erythroblast,Bone Marrow,0,ERG
53325|SUPT5H,1.048421264312794e-09,Homo sapiens,SUPT5H,tf,HeLa,Epithelium,Cervix,1,SUPT5H
39357|NFE2,1.1496872379132674e-09,Homo sapiens,NFE2,tf,None,Erythroid Cell,None,1,NFE2
63430|YY1,1.2362994120242034e-09,Homo sapiens,YY1,tf,None,None,Liver,1,YY1
64946|BHLHE40,1.2478853701532552e-09,Homo sapiens,BHLHE40,predicted transcription factor,IMR90,Fibroblast,Lung,1,BHLHE40
36141|TP63,1.5648722550402062e-09,Homo sapiens,TP63,predicted transcription factor,None,Keratinocyte,None,0,TP63
46000|E2F4,1.726206465356315e-09,Homo sapiens,E2F4,tf,MCF-10A,Epithelium,Breast,1,E2F4
75284|ZBTB48,1.7316543200498785e-09,Homo sapiens,ZBTB48,,HeLa,None,None,1,ZBTB48
57090|TRIM28,1.877481040763802e-09,Homo sapiens,TRIM28,cr,HCT-116,None,Colon,1,TRIM28
1314|PHF8,2.166932909244622e-09,Homo sapiens,PHF8,cr,HeLa,Epithelium,Cervix,1,PHF8
34392|MECP2,2.325687025674115e-09,Homo sapiens,MECP2,cr,IMR90,Fibroblast,Lung,1,MECP2
65120|ZBTB26,2.3953364488250365e-09,Homo sapiens,ZBTB26,,HEK293,Epithelium,Embryonic Kidney,1,ZBTB26
39978|TFAP2C,2.4296988244339773e-09,Homo sapiens,TFAP2C,predicted transcription factor,A375,None,Skin,1,TFAP2C
56664|HOXB13,2.645898318410953e-09,Homo sapiens,HOXB13,tf,LNCaP,Epithelium,Prostate,1,HOXB13
38654|NFATC1,2.9015497100665797e-09,Homo sapiens,NFATC1,tf,None,Endothelial Cell,Umbilical Vein,1,NFATC1
37349|CREB1,3.2889848470823907e-09,Homo sapiens,CREB1,tf,A549,Epithelium,Lung,1,CREB1
48994|AFF4,3.66516103617934e-09,Homo sapiens,AFF4,tf,HeLa,Epithelium,Cervix,1,AFF4
74346|NEUROD1,4.646874009648832e-09,Homo sapiens,NEUROD1,tf,D-341,None,None,1,NEUROD1
45778|MAX,5.1863935600454714e-09,Homo sapiens,MAX,tf,HeLa-S3,Epithelium,Cervix,1,MAX
43684|KDM4C,5.646778794647371e-09,Homo sapiens,KDM4C,cr,KYSE-150,Epitheloid Cell,Esophagus,1,KDM4C
55669|PAF1,5.862435067166813e-09,Homo sapiens,PAF1,not sure,HCT-116,None,Colon,1,PAF1
77039|ZNF783,6.4931106340243435e-09,Homo sapiens,ZNF783,tf,293T,None,None,1,ZNF783
36841|TCF7L2,6.844979832315968e-09,Homo sapiens,TCF7L2,tf,MDA-MB-453,Epithelium,Mammary Gland,1,TCF7L2
33707|SOX2,7.150486304215608e-09,Homo sapiens,SOX2,tf,BJ,Fibroblast,Skin,1,SOX2
47598|GATA4,7.42991264846293e-09,Homo sapiens,GATA4,tf,AGS,Epithelium,Stomach,1,GATA4
32784|ATF3,7.715180582052905e-09,Homo sapiens,ATF3,predicted transcription factor,None,Glioblastoma Multiforme Stem Like,None,1,ATF3
37602|TCF12,7.724461280182301e-09,Homo sapiens,TCF12,tf,ME-1,Leukemia Cell,None,1,TCF12
44875|5HMC,7.801540627431867e-09,Homo sapiens,5HMC,other,None,Erythroid Cell,None,1,5HMC
55351|SUMO2,7.894725550697363e-09,Homo sapiens,SUMO2,other,VCaP,Epithelium,Prostate,1,SUMO2
74052|NKX2-1,8.034722299425607e-09,Homo sapiens,NKX2-1,tf,A549,Epithelium,Lung,1,NKX2-1
45764|CHD2,1.051986751262656e-08,Homo sapiens,CHD2,cr,HeLa-S3,Epithelium,Cervix,1,CHD2
36234|XRN2,1.0729508586122314e-08,Homo sapiens,XRN2,not sure,HEK293,Epithelium,Embryonic Kidney,1,XRN2
74571|MAZ,1.1370554942818379e-08,Homo sapiens,MAZ,tf,T778,None,None,1,MAZ
37608|MYH11,1.3054635919386334e-08,Homo sapiens,MYH11,not sure,ME-1,Leukemia Cell,None,1,MYH11
63825|GLIS2,1.5345501102676583e-08,Homo sapiens,GLIS2,tf,HEK293,Epithelium,Embryonic Kidney,1,GLIS2
74432|TFAP4,1.5625080474284235e-08,Homo sapiens,TFAP4,,SNU175,Colorectal cancer cell line,None,1,TFAP4
53324|NELFE,1.5635738215659533e-08,Homo sapiens,NELFE,not sure,HeLa,Epithelium,Cervix,1,NELFE
47601|KLF5,2.049135682676651e-08,Homo sapiens,KLF5,tf,KATO III,None,Stomach,1,KLF5
41574|BRD1,2.0718674431239413e-08,Homo sapiens,BRD1,cr,RKO,Epithelium,Colon,1,BRD1
63808|HLF,2.0901816402567925e-08,Homo sapiens,HLF,,HepG2,Epithelium,Liver,1,HLF
43165|NR2F2,2.45958595022378e-08,Homo sapiens,NR2F2,tf,None,Stromal Cell,None,1,NR2F2
55321|FOXA2,2.4909397400149064e-08,Homo sapiens,FOXA2,tf,Caco-2,Epithelium,Colon,1,FOXA2
74202|BRD2,2.630412911674658e-08,Homo sapiens,BRD2,predicted chromatin regulator,None,None,Pontine,1,BRD2
71748|SOX4,2.7047481916546643e-08,Homo sapiens,SOX4,tf,None,Fibroblast,Fetal Lung,1,SOX4
37578|ELF1,2.7963400061768847e-08,Homo sapiens,ELF1,tf,ME-1,Leukemia Cell,None,1,ELF1
534|ETV1,2.8418107912125366e-08,Homo sapiens,ETV1,tf,GIST48,Mesenchymal Stem Cell,Stomach,1,ETV1
73720|CREBBP,2.84494684471071e-08,Homo sapiens,CREBBP,cr,None,B Lymphocyte,Tonsil,1,CREBBP
73984|CD34,3.0387890789433666e-08,Homo sapiens,CD34,other,None,None,Thymus,1,CD34
64865|ZFX,3.2968153464954464e-08,Homo sapiens,ZFX,predicted transcription factor,K562,Erythroblast,Bone Marrow,1,ZFX
64648|ZNF639,3.311338498715478e-08,Homo sapiens,ZNF639,tf,K562,Erythroblast,Bone Marrow,1,ZNF639
35517|BCL6,3.4299731301443203e-08,Homo sapiens,BCL6,predicted transcription factor,OCI-Ly1,B cell lymphoma,Bone Marrow,1,BCL6
37607|CBFB,3.84484503351612e-08,Homo sapiens,CBFB,predicted transcription factor,ME-1,Leukemia Cell,None,1,CBFB
5461|CDX2,4.710499231919072e-08,Homo sapiens,CDX2,tf,LS180,Epithelium,Colon,1,CDX2
72625|ETS1,4.7940634903014024e-08,Homo sapiens,ETS1,tf,None,Endothelial Cell,Umbilical Vein,1,ETS1
