,pval,species,factor,factor_type,cell_line,cell_type,tissue,qc,TF
55393|SPI1,2.5441564646204164e-12,Homo sapiens,SPI1,predicted transcription factor,786-O,Epithelium,Kidney,0,SPI1
33571|PR,1.735894324563487e-11,Homo sapiens,PR,predicted transcription factor,AB32,Epithelium,Mammary Gland,1,PR
73970|ZNF202,8.882926099435652e-11,Homo sapiens,ZNF202,,293T,None,None,1,ZNF202
37635|ERG,9.232620105378392e-11,Homo sapiens,ERG,other,K562,Erythroblast,Bone Marrow,0,ERG
70810|MYC,1.1355417175640709e-10,Homo sapiens,MYC,tf,HCT-116,Colon cancer cell,Colon,1,MYC
37579|FLI1,2.800252926241132e-10,Homo sapiens,FLI1,tf,ME-1,Leukemia Cell,None,0,FLI1
37596|TAL1,3.5562300029370447e-10,Homo sapiens,TAL1,tf,ME-1,Leukemia Cell,None,1,TAL1
45754|E2F1,5.329110130145708e-10,Homo sapiens,E2F1,tf,HeLa-S3,Epithelium,Cervix,1,E2F1
48089|AR,8.402594691210772e-10,Homo sapiens,AR,tf,HEK293,Epithelium,Embryonic Kidney,1,AR
52092|TP53,1.0846024715400043e-09,Homo sapiens,TP53,predicted transcription factor,IMR90,Fibroblast,Lung,1,TP53
37608|MYH11,1.150538947403929e-09,Homo sapiens,MYH11,not sure,ME-1,Leukemia Cell,None,1,MYH11
57090|TRIM28,2.909014035555112e-09,Homo sapiens,TRIM28,cr,HCT-116,None,Colon,1,TRIM28
49036|ERCC6,3.840441296517163e-09,Homo sapiens,ERCC6,predicted chromatin regulator,None,Fibroblast,Skin,1,ERCC6
37587|GATA2,4.065929052477676e-09,Homo sapiens,GATA2,tf,ME-1,Leukemia Cell,None,0,GATA2
6568|FOXA1,8.286945860195079e-09,Homo sapiens,FOXA1,tf,MCF-7,Epithelium,Breast,1,FOXA1
35046|ESR1,8.430612125987791e-09,Homo sapiens,ESR1,tf,MCF-7,Epithelium,Breast,1,ESR1
