,pval,species,factor,factor_type,cell_line,cell_type,tissue,qc,TF
52092|TP53,7.077099587523189e-14,Homo sapiens,TP53,predicted transcription factor,IMR90,Fibroblast,Lung,1,TP53
55393|SPI1,3.7156619190659996e-12,Homo sapiens,SPI1,predicted transcription factor,786-O,Epithelium,Kidney,0,SPI1
70810|MYC,4.590687904900161e-12,Homo sapiens,MYC,tf,HCT-116,Colon cancer cell,Colon,1,MYC
45750|E2F1,5.1668658398615455e-12,Homo sapiens,E2F1,tf,HeLa-S3,Epithelium,Cervix,1,E2F1
65147|EGR2,2.388906056685264e-11,Homo sapiens,EGR2,tf,HEK293,Epithelium,Embryonic Kidney,1,EGR2
37596|TAL1,2.6383949285434647e-11,Homo sapiens,TAL1,tf,ME-1,Leukemia Cell,None,1,TAL1
73970|ZNF202,2.772523729795382e-11,Homo sapiens,ZNF202,,293T,None,None,1,ZNF202
37635|ERG,3.765962291263252e-11,Homo sapiens,ERG,other,K562,Erythroblast,Bone Marrow,0,ERG
37608|MYH11,1.0166751085244913e-10,Homo sapiens,MYH11,not sure,ME-1,Leukemia Cell,None,1,MYH11
41831|ZBTB17,1.4495921024627926e-10,Homo sapiens,ZBTB17,tf,MDA-MD-231,Epithelium,Mammary Gland,1,ZBTB17
37584|TBP,2.5850298682285915e-10,Homo sapiens,TBP,tf,ME-1,Leukemia Cell,None,1,TBP
57090|TRIM28,3.163636370237745e-10,Homo sapiens,TRIM28,cr,HCT-116,None,Colon,1,TRIM28
49467|598-SKD,3.691613765681263e-10,Homo sapiens,598-SKD,other,MCF-7,Epithelium,Breast,1,598-SKD
53347|CDK9,1.0084892980958826e-09,Homo sapiens,CDK9,tf,HeLa,Epithelium,Cervix,1,CDK9
62535|BCL3,1.1930389303230556e-09,Homo sapiens,BCL3,tf,A549,Epithelium,Lung,1,BCL3
37578|ELF1,1.372645910843789e-09,Homo sapiens,ELF1,tf,ME-1,Leukemia Cell,None,1,ELF1
37587|GATA2,1.4887435215539338e-09,Homo sapiens,GATA2,tf,ME-1,Leukemia Cell,None,0,GATA2
51591|SRF,1.7038132889103658e-09,Homo sapiens,SRF,tf,HUES64,Embryonic Stem Cell,Embryo,1,SRF
65115|MAZ,1.7346819627013046e-09,Homo sapiens,MAZ,tf,HEK293,Epithelium,Embryonic Kidney,1,MAZ
71136|BRD4,1.8804611770942024e-09,Homo sapiens,BRD4,cr,MCF-10A,Epithelium,None,1,BRD4
33571|PR,2.093503248826976e-09,Homo sapiens,PR,predicted transcription factor,AB32,Epithelium,Mammary Gland,1,PR
49036|ERCC6,2.4796981586201644e-09,Homo sapiens,ERCC6,predicted chromatin regulator,None,Fibroblast,Skin,1,ERCC6
37602|TCF12,3.177914993012201e-09,Homo sapiens,TCF12,tf,ME-1,Leukemia Cell,None,1,TCF12
46052|NR3C1,3.220280916286177e-09,Homo sapiens,NR3C1,tf,A549,Epithelium,Lung,0,NR3C1
37579|FLI1,3.306667091516549e-09,Homo sapiens,FLI1,tf,ME-1,Leukemia Cell,None,0,FLI1
65186|EGR3,4.59617338476466e-09,Homo sapiens,EGR3,,HEK293,Epithelium,Embryonic Kidney,1,EGR3
74838|JMJD6,4.8223769411912746e-09,Homo sapiens,JMJD6,cr,None,3565 cells,None,1,JMJD6
53593|MED1,5.193398104964444e-09,Homo sapiens,MED1,predicted transcription factor,None,Adipocyte,None,1,MED1
70815|SP1,5.891290776495721e-09,Homo sapiens,SP1,predicted chromatin regulator,HCT-116,Colon cancer cell,Colon,1,SP1
35046|ESR1,5.916913565429029e-09,Homo sapiens,ESR1,tf,MCF-7,Epithelium,Breast,1,ESR1
65084|SP2,6.072939664248762e-09,Homo sapiens,SP2,predicted chromatin regulator,HEK293,Epithelium,Embryonic Kidney,1,SP2
65146|ZBTB14,6.508809654429642e-09,Homo sapiens,ZBTB14,,HEK293,Epithelium,Embryonic Kidney,1,ZBTB14
58940|NRF1,7.251341714958082e-09,Homo sapiens,NRF1,tf,HCC1954,Epithelium,Mammary Gland,1,NRF1
46377|REST,9.304838141249379e-09,Homo sapiens,REST,tf,U87,None,Brain,1,REST
36356|POLR2B,1.0945512838734776e-08,Homo sapiens,POLR2B,tf,IMR90,Fibroblast,Lung,1,POLR2B
37607|CBFB,1.6440845166362924e-08,Homo sapiens,CBFB,predicted transcription factor,ME-1,Leukemia Cell,None,1,CBFB
69365|FOXA1,1.7884063408669518e-08,Homo sapiens,FOXA1,tf,LNCaP,Epithelium,Prostate,1,FOXA1
43684|KDM4C,2.4779799308374957e-08,Homo sapiens,KDM4C,cr,KYSE-150,Epitheloid Cell,Esophagus,1,KDM4C
73696|LEO1,2.6483588578454028e-08,Homo sapiens,LEO1,predicted chromatin regulator,SEM,B Lymphocyte,None,1,LEO1
76964|CNOT3,2.7151338487870885e-08,Homo sapiens,CNOT3,tf,HCT-116,Colorectal cancer cell line,None,1,CNOT3
56961|GTF2B,2.7835392396594048e-08,Homo sapiens,GTF2B,tf,HeLa,Epithelium,Cervix,1,GTF2B
55351|SUMO2,2.8183653102419745e-08,Homo sapiens,SUMO2,other,VCaP,Epithelium,Prostate,1,SUMO2
63825|GLIS2,2.830067552823398e-08,Homo sapiens,GLIS2,tf,HEK293,Epithelium,Embryonic Kidney,1,GLIS2
2401|TFAP2A,2.8892886263224785e-08,Homo sapiens,TFAP2A,predicted transcription factor,MCF-7,Epithelium,Breast,1,TFAP2A
9316|CTCF,3.9517688494507466e-08,Homo sapiens,CTCF,tf,BCBL1,B cell lymphoma,None,1,CTCF
35517|BCL6,4.523031527775568e-08,Homo sapiens,BCL6,predicted transcription factor,OCI-Ly1,B cell lymphoma,Bone Marrow,1,BCL6
37619|RUNX1,4.847737738420673e-08,Homo sapiens,RUNX1,tf,ME-1,Leukemia Cell,None,1,RUNX1
46221|TAF1,6.109537587588504e-08,Homo sapiens,TAF1,tf,HeLa-S3,Epithelium,Cervix,1,TAF1
46295|ZBTB7A,6.159138623916465e-08,Homo sapiens,ZBTB7A,predicted transcription factor,K562,Erythroblast,Bone Marrow,1,ZBTB7A
47601|KLF5,6.310290629853412e-08,Homo sapiens,KLF5,tf,KATO III,None,Stomach,1,KLF5
74906|POLR3D,8.361405888514863e-08,Homo sapiens,POLR3D,tf,THP-1,Macrophage,None,1,POLR3D
48825|MBD2,8.394933697012324e-08,Homo sapiens,MBD2,cr,MCF-7,Epithelium,Breast,1,MBD2
68051|NFKB1,9.388296035684848e-08,Homo sapiens,NFKB1,tf,L1236,Hodgkin Lymphoma Cell,None,1,NFKB1
36141|TP63,1.0370503759936928e-07,Homo sapiens,TP63,predicted transcription factor,None,Keratinocyte,None,0,TP63
74116|RUNX2,1.210388943951829e-07,Homo sapiens,RUNX2,tf,MCF-7,None,None,1,RUNX2
49447|HIF1A,1.3306342444636009e-07,Homo sapiens,HIF1A,predicted chromatin regulator,T47D,Epithelium,Mammary Gland,1,HIF1A
8820|RBBP5,1.378636202385909e-07,Homo sapiens,RBBP5,cr,H1,Embryonic Stem Cell,Embryo,1,RBBP5
74432|TFAP4,1.378636202385909e-07,Homo sapiens,TFAP4,,SNU175,Colorectal cancer cell line,None,1,TFAP4
56051|CREB1,1.4339331717875164e-07,Homo sapiens,CREB1,tf,HepG2,Epithelium,Liver,1,CREB1
77300|TRIM25,1.473909048025639e-07,Homo sapiens,TRIM25,,BT-549,None,Breast,1,TRIM25
74688|GRHL3,1.4913690867759968e-07,Homo sapiens,GRHL3,predicted transcription factor,NHEK,Keratinocyte,Skin,1,GRHL3
65125|PRDM6,1.5268902745806667e-07,Homo sapiens,PRDM6,,HEK293,Epithelium,Embryonic Kidney,1,PRDM6
44562|EMX1,1.5571140115089636e-07,Homo sapiens,EMX1,tf,293FT,None,Embryonic Kidney,1,EMX1
42368|STAG1,1.6320262887764142e-07,Homo sapiens,STAG1,not sure,GM18486,Lymphoblastoid,Blood,1,STAG1
73714|AFF1,1.7373391642731587e-07,Homo sapiens,AFF1,tf,SEM,B Lymphocyte,None,1,AFF1
69203|TRIM24,1.792426105234001e-07,Homo sapiens,TRIM24,both predicted transcription factor and chromatin regulator,LNCaP,Epithelium,Prostate,0,TRIM24
67768|NFE2,1.8491970527704545e-07,Homo sapiens,NFE2,tf,F5,Erythroid Progenitor Cell,Fetal Liver,1,NFE2
71747|SOX4,1.8929100775712701e-07,Homo sapiens,SOX4,tf,None,Fibroblast,Fetal Lung,1,SOX4
46000|E2F4,1.9077014391631735e-07,Homo sapiens,E2F4,tf,MCF-10A,Epithelium,Breast,1,E2F4
64946|BHLHE40,2.0459397245034433e-07,Homo sapiens,BHLHE40,predicted transcription factor,IMR90,Fibroblast,Lung,1,BHLHE40
49949|KLF9,2.2540683209696002e-07,Homo sapiens,KLF9,tf,GBM1A,Glioblastoma Stem Cell,None,1,KLF9
48994|AFF4,2.2892099291962286e-07,Homo sapiens,AFF4,tf,HeLa,Epithelium,Cervix,1,AFF4
65120|ZBTB26,2.2892099291962286e-07,Homo sapiens,ZBTB26,,HEK293,Epithelium,Embryonic Kidney,1,ZBTB26
71166|AR,2.7228007894427505e-07,Homo sapiens,AR,tf,LNCaP,Epithelium,Prostate,1,AR
41574|BRD1,2.7862798978364557e-07,Homo sapiens,BRD1,cr,RKO,Epithelium,Colon,1,BRD1
59170|SETD1A,2.818552163112013e-07,Homo sapiens,SETD1A,predicted chromatin regulator,SEM,Pre-B Lymphocyte,None,1,SETD1A
74347|NEUROD1,2.8841812125447014e-07,Homo sapiens,NEUROD1,tf,D-341,None,None,1,NEUROD1
64865|ZFX,3.0083469282204516e-07,Homo sapiens,ZFX,predicted transcription factor,K562,Erythroblast,Bone Marrow,1,ZFX
36234|XRN2,3.031469352431983e-07,Homo sapiens,XRN2,not sure,HEK293,Epithelium,Embryonic Kidney,1,XRN2
55465|NELFA,3.558536931349872e-07,Homo sapiens,NELFA,not sure,HeLa,Epithelium,Cervix,1,NELFA
75284|ZBTB48,3.654560363005679e-07,Homo sapiens,ZBTB48,,HeLa,None,None,1,ZBTB48
53325|SUPT5H,4.110649078547816e-07,Homo sapiens,SUPT5H,tf,HeLa,Epithelium,Cervix,1,SUPT5H
38585|TAF3,4.51792932999945e-07,Homo sapiens,TAF3,cr,None,Epithelium,Colon,1,TAF3
33197|MAX,5.134624821797981e-07,Homo sapiens,MAX,tf,U87,None,Brain,1,MAX
74202|BRD2,5.29109173280567e-07,Homo sapiens,BRD2,predicted chromatin regulator,None,None,Pontine,1,BRD2
57091|LARP7,5.472602273798779e-07,Homo sapiens,LARP7,predicted transcription factor,HCT-116,None,Colon,1,LARP7
73984|CD34,5.745398585513792e-07,Homo sapiens,CD34,other,None,None,Thymus,1,CD34
46237|GABPA,6.053801599573121e-07,Homo sapiens,GABPA,tf,HepG2,Epithelium,Liver,1,GABPA
37354|JUN,6.744087983538429e-07,Homo sapiens,JUN,tf,A549,Epithelium,Lung,1,JUN
70093|TET2,6.81967112658769e-07,Homo sapiens,TET2,cr,293T,None,None,1,TET2
73716|KMT2A,6.99921309732433e-07,Homo sapiens,KMT2A,not sure,SEM,B Lymphocyte,None,1,KMT2A
54104|DAXX,7.454367138530563e-07,Homo sapiens,DAXX,not sure,PC-3,Epithelium,Prostate,1,DAXX
45770|TFAP2C,7.565526636173701e-07,Homo sapiens,TFAP2C,predicted transcription factor,HeLa-S3,Epithelium,Cervix,1,TFAP2C
43305|CDK6,8.327876538552635e-07,Homo sapiens,CDK6,predicted transcription factor,None,None,None,1,CDK6
64648|ZNF639,8.73622347931434e-07,Homo sapiens,ZNF639,tf,K562,Erythroblast,Bone Marrow,1,ZNF639
34236|STAT3,9.197484638242851e-07,Homo sapiens,STAT3,tf,MCF-10A,Epithelium,Breast,1,STAT3
8789|PHF8,9.231312394629959e-07,Homo sapiens,PHF8,cr,K562,Erythroblast,Bone Marrow,1,PHF8
4973|RELA,9.611396037708391e-07,Homo sapiens,RELA,tf,GM12891,Lymphoblastoid,Blood,1,RELA
67516|GATA3,1.0341308615312927e-06,Homo sapiens,GATA3,tf,MDA-MB-231,Epithelium,Mammary Gland,1,GATA3
77103|ZNF519,1.141156876390808e-06,Homo sapiens,ZNF519,tf,293T,None,None,1,ZNF519
34396|MECP2,1.1834329877141082e-06,Homo sapiens,MECP2,cr,IMR90,Fibroblast,Lung,1,MECP2
58506|WDR5,1.2361507293347049e-06,Homo sapiens,WDR5,cr,BE2-C,Neuroblast,Brain,1,WDR5
57092|HEXIM1,1.2679361860931922e-06,Homo sapiens,HEXIM1,other,HCT-116,None,Colon,1,HEXIM1
8564|TBL1X,1.3533133774169951e-06,Homo sapiens,TBL1X,cr,HEK293T,Epithelium,Embryonic Kidney,1,TBL1X
76857|ZMYND8,1.3680689746571794e-06,Homo sapiens,ZMYND8,cr,HEK293,None,Kidney,1,ZMYND8
41788|EZH2,1.3930053409050788e-06,Homo sapiens,EZH2,cr,None,iPSC,None,1,EZH2
45961|UBTF,1.4546446925979332e-06,Homo sapiens,UBTF,tf,K562,Erythroblast,Bone Marrow,1,UBTF
63294|ZNF335,1.481092766334864e-06,Homo sapiens,ZNF335,tf,HEK293,Epithelium,Embryonic Kidney,1,ZNF335
5458|CEBPB,1.502582785576347e-06,Homo sapiens,CEBPB,tf,LS180,Epithelium,Colon,1,CEBPB
55775|CTCFL,1.5080018487861973e-06,Homo sapiens,CTCFL,predicted transcription factor,Delta47,None,None,1,CTCFL
74682|FOXO3,1.6379416103020687e-06,Homo sapiens,FOXO3,tf,HepG2,Epithelium,Liver,1,FOXO3
49464|552-SKD,1.703819342499696e-06,Homo sapiens,552-SKD,other,MCF-7,Epithelium,Breast,1,552-SKD
7341|HEY1,1.8367079799091018e-06,Homo sapiens,HEY1,tf,HepG2,Epithelium,Liver,1,HEY1
46004|FOS,2.2335028991300987e-06,Homo sapiens,FOS,tf,MCF-10A,Epithelium,Breast,1,FOS
47285|KDM5B,2.371934953327028e-06,Homo sapiens,KDM5B,cr,HCC2157,Epithelium,Mammary Gland,1,KDM5B
8807|CHD1,2.664467942239464e-06,Homo sapiens,CHD1,predicted chromatin regulator,H1,Embryonic Stem Cell,Embryo,1,CHD1
53300|RARA,2.683265066270544e-06,Homo sapiens,RARA,tf,TSU-1621-MT,None,None,1,RARA
45866|MXI1,2.779170911525192e-06,Homo sapiens,MXI1,tf,IMR90,Fibroblast,Lung,1,MXI1
1345|SMARCB1,2.8884557485490298e-06,Homo sapiens,SMARCB1,cr,HeLa,Epithelium,Cervix,1,SMARCB1
75942|KDM1A,2.918967300660902e-06,Homo sapiens,KDM1A,cr,PC-3M-luc,None,Prostate,1,KDM1A
46139|ZEB1,2.918967300660902e-06,Homo sapiens,ZEB1,tf,GM12878,B Lymphocyte,Blood,1,ZEB1
45764|CHD2,3.2190141526426067e-06,Homo sapiens,CHD2,cr,HeLa-S3,Epithelium,Cervix,1,CHD2
45776|E2F6,3.4511663633318215e-06,Homo sapiens,E2F6,tf,HeLa-S3,Epithelium,Cervix,1,E2F6
65110|SP4,3.536139375201538e-06,Homo sapiens,SP4,tf,HEK293,Epithelium,Embryonic Kidney,1,SP4
45895|CCNT2,3.623111239907486e-06,Homo sapiens,CCNT2,tf,K562,Erythroblast,Bone Marrow,1,CCNT2
56664|HOXB13,3.803231003070657e-06,Homo sapiens,HOXB13,tf,LNCaP,Epithelium,Prostate,1,HOXB13
65204|YY1,4.160695777388215e-06,Homo sapiens,YY1,tf,HEK293,Epithelium,Embryonic Kidney,1,YY1
48576|KDM6B,4.27699764044573e-06,Homo sapiens,KDM6B,cr,CUTLL1,T Lymphocyte,Blood,1,KDM6B
48340|SNAI2,4.381304636536405e-06,Homo sapiens,SNAI2,tf,None,Keratinocyte,None,1,SNAI2
58079|KDM2B,4.396402627546135e-06,Homo sapiens,KDM2B,cr,None,Myeloid Cell,None,1,KDM2B
50411|PPARG,4.396402627546135e-06,Homo sapiens,PPARG,tf,hMADS-3,Adipocyte,Adipose,1,PPARG
36230|TTF2,4.48803994931023e-06,Homo sapiens,TTF2,tf,HEK293,Epithelium,Embryonic Kidney,1,TTF2
71040|ZNF143,4.660802376290103e-06,Homo sapiens,ZNF143,predicted transcription factor,MCF-7,MCF 7 Cells,None,1,ZNF143
65214|GLIS1,4.7904191922181415e-06,Homo sapiens,GLIS1,tf,HEK293,Epithelium,Embryonic Kidney,1,GLIS1
46230|CEBPD,4.906652169660862e-06,Homo sapiens,CEBPD,tf,HepG2,Epithelium,Liver,1,CEBPD
46208|SIN3A,5.042788307089404e-06,Homo sapiens,SIN3A,tf,HCT-116,None,Colon,1,SIN3A
65062|ZNF467,5.4918512598702165e-06,Homo sapiens,ZNF467,,HEK293,Epithelium,Embryonic Kidney,1,ZNF467
71322|RAD21,6.060605275431258e-06,Homo sapiens,RAD21,not sure,HCT-116,Colon cancer cell,Colon,1,RAD21
36804|NR2F2,6.081186850038076e-06,Homo sapiens,NR2F2,tf,MCF-7,Epithelium,Breast,1,NR2F2
51864|HSF1,6.290704674632068e-06,Homo sapiens,HSF1,tf,451Lu,Melanoma Cell,None,1,HSF1
68464|ATF3,6.9613817213662994e-06,Homo sapiens,ATF3,predicted transcription factor,HCT-116,Colon cancer cell,Colon,1,ATF3
46232|JUND,7.4959901317195585e-06,Homo sapiens,JUND,tf,HepG2,Epithelium,Liver,1,JUND
55895|T,7.777758496086122e-06,Homo sapiens,T,tf,None,Fibroblast,None,1,T
42179|MITF,7.803868572343878e-06,Homo sapiens,MITF,tf,COLO-829,Fibroblast,Skin,1,MITF
64761|POLR2AphosphoS5,7.962292398103842e-06,Homo sapiens,POLR2AphosphoS5,,None,Neuron,None,1,POLR2AphosphoS5
8482|KAT7,8.178298170020846e-06,Homo sapiens,KAT7,cr,RKO,Epithelium,Colon,1,KAT7
43097|ETS1,8.316125856158408e-06,Homo sapiens,ETS1,tf,CUTLL1,T Lymphocyte,Blood,1,ETS1
35474|NKX2-1,8.889894395333605e-06,Homo sapiens,NKX2-1,tf,NCI-H3122,None,Lung,1,NKX2-1
534|ETV1,8.97914701775237e-06,Homo sapiens,ETV1,tf,GIST48,Mesenchymal Stem Cell,Stomach,1,ETV1
