,pval,species,factor,factor_type,cell_line,cell_type,tissue,qc,TF
70568|MYC,3.861653247868606e-20,Homo sapiens,MYC,tf,U2OS,None,Bone,1,MYC
67456|E2F1,9.112516038761787e-20,Homo sapiens,E2F1,tf,None,Mesenchymal Stem Cell,Umbilical Cord,1,E2F1
45752|E2F4,1.0339474875819418e-18,Homo sapiens,E2F4,tf,HeLa-S3,Epithelium,Cervix,1,E2F4
1312|PHF8,7.752433379735702e-17,Homo sapiens,PHF8,cr,HeLa,Epithelium,Cervix,0,PHF8
43083|CDK9,1.5152911152788588e-15,Homo sapiens,CDK9,tf,HEK293T,Epithelium,Embryonic Kidney,1,CDK9
57175|BRD4,2.84250306405417e-15,Homo sapiens,BRD4,cr,MOLM-14,Myeloid Cell,None,1,BRD4
55465|NELFA,3.3532058159732373e-15,Homo sapiens,NELFA,not sure,HeLa,Epithelium,Cervix,1,NELFA
62550|TFDP1,1.1496794170112731e-14,Homo sapiens,TFDP1,tf,K562,Erythroblast,Bone Marrow,1,TFDP1
50878|SPI1,4.449660956997065e-14,Homo sapiens,SPI1,predicted transcription factor,None,None,None,1,SPI1
53300|RARA,4.6241345009598637e-14,Homo sapiens,RARA,tf,TSU-1621-MT,None,None,1,RARA
56478|KMT2D,5.921229366693468e-14,Homo sapiens,KMT2D,cr,None,B Lymphocyte,Tonsil,1,KMT2D
46237|GABPA,5.946470743669131e-14,Homo sapiens,GABPA,tf,HepG2,Epithelium,Liver,1,GABPA
45849|MAX,7.769126087502035e-14,Homo sapiens,MAX,tf,None,Endothelial Cell,Umbilical Vein,1,MAX
43684|KDM4C,1.0799040570675756e-13,Homo sapiens,KDM4C,cr,KYSE-150,Epitheloid Cell,Esophagus,1,KDM4C
75942|KDM1A,1.5363018123113535e-13,Homo sapiens,KDM1A,cr,PC-3M-luc,None,Prostate,1,KDM1A
49877|WDR5,2.217338258131837e-13,Homo sapiens,WDR5,cr,A673,Polygonal,Muscle,1,WDR5
64866|ZFX,2.490667801656203e-13,Homo sapiens,ZFX,predicted transcription factor,K562,Erythroblast,Bone Marrow,1,ZFX
46221|TAF1,2.5010181068446043e-13,Homo sapiens,TAF1,tf,HeLa-S3,Epithelium,Cervix,1,TAF1
37621|CBFB,2.6724825353688864e-13,Homo sapiens,CBFB,predicted transcription factor,U937,None,Pleura,1,CBFB
46124|USF1,3.2457007030480197e-13,Homo sapiens,USF1,tf,GM12878,B Lymphocyte,Blood,1,USF1
8775|HDAC1,3.553931034937037e-13,Homo sapiens,HDAC1,cr,K562,Erythroblast,Bone Marrow,1,HDAC1
55352|SUMO2,3.718644518987915e-13,Homo sapiens,SUMO2,other,VCaP,Epithelium,Prostate,1,SUMO2
69201|TRIM24,4.0876313067323873e-13,Homo sapiens,TRIM24,both predicted transcription factor and chromatin regulator,LNCaP,Epithelium,Prostate,1,TRIM24
55666|PAF1,7.637756732333125e-13,Homo sapiens,PAF1,not sure,HCT-116,None,Colon,1,PAF1
46377|REST,8.084442348041119e-13,Homo sapiens,REST,tf,U87,None,Brain,1,REST
45633|MXI1,1.2111395353960958e-12,Homo sapiens,MXI1,tf,GM12878,B Lymphocyte,Blood,1,MXI1
56978|GTF2B,1.394166734920009e-12,Homo sapiens,GTF2B,tf,HeLa,Epithelium,Cervix,1,GTF2B
8800|SAP30,1.5106584053087648e-12,Homo sapiens,SAP30,not sure,K562,Erythroblast,Bone Marrow,1,SAP30
53076|RBP2,1.5289360965484378e-12,Homo sapiens,RBP2,other,U937,None,Pleura,1,RBP2
70759|OGT,1.5661444070158607e-12,Homo sapiens,OGT,other,HEK293,HEK 293 Cell Line,None,1,OGT
7527|HEY1,1.6106772542965358e-12,Homo sapiens,HEY1,tf,K562,Erythroblast,Bone Marrow,1,HEY1
4631|KAT5,1.882473335469624e-12,Homo sapiens,KAT5,cr,None,T Lymphocyte,Blood,1,KAT5
46054|SIX5,2.1643534024131606e-12,Homo sapiens,SIX5,predicted transcription factor,A549,Epithelium,Lung,1,SIX5
8791|KDM5B,2.735936668011487e-12,Homo sapiens,KDM5B,cr,K562,Erythroblast,Bone Marrow,1,KDM5B
48994|AFF4,2.8464911382794786e-12,Homo sapiens,AFF4,tf,HeLa,Epithelium,Cervix,1,AFF4
74202|BRD2,3.0566278665891214e-12,Homo sapiens,BRD2,predicted chromatin regulator,None,None,Pontine,1,BRD2
70093|TET2,3.0566278665891214e-12,Homo sapiens,TET2,cr,293T,None,None,1,TET2
46340|FOXP2,3.1924515983411587e-12,Homo sapiens,FOXP2,tf,SK-N-MC,None,Brain,1,FOXP2
38654|NFATC1,3.6078498076131e-12,Homo sapiens,NFATC1,tf,None,Endothelial Cell,Umbilical Vein,1,NFATC1
76527|EPC1,3.738068276377881e-12,Homo sapiens,EPC1,tf,K562,Lymphoblast,None,1,EPC1
43305|CDK6,4.239451726502301e-12,Homo sapiens,CDK6,predicted transcription factor,None,None,None,1,CDK6
46195|TAF7,4.357612840955468e-12,Homo sapiens,TAF7,predicted transcription factor,H1,Embryonic Stem Cell,Embryo,1,TAF7
63885|BCL3,4.514285036154714e-12,Homo sapiens,BCL3,tf,A549,Epithelium,Lung,1,BCL3
33679|GATA3,4.532030069323476e-12,Homo sapiens,GATA3,tf,None,Th1,None,1,GATA3
74838|JMJD6,4.603696142296658e-12,Homo sapiens,JMJD6,cr,None,3565 cells,None,1,JMJD6
46357|ZBTB33,4.658173197134921e-12,Homo sapiens,ZBTB33,tf,SK-N-SH,Neuroblastoma cell,Brain,1,ZBTB33
46158|PAX5,4.769028762673842e-12,Homo sapiens,PAX5,tf,GM12891,Lymphoblastoid,Blood,1,PAX5
43110|MED1,5.0575992095899945e-12,Homo sapiens,MED1,predicted transcription factor,CUTLL1,T Lymphocyte,Blood,1,MED1
8795|RBBP5,5.21842784476424e-12,Homo sapiens,RBBP5,cr,K562,Erythroblast,Bone Marrow,1,RBBP5
43400|XBP1,7.156559650109504e-12,Homo sapiens,XBP1,tf,T47D,Epithelium,Mammary Gland,1,XBP1
76682|ASXL1,7.212400769774463e-12,Homo sapiens,ASXL1,tf,HEK293,None,None,1,ASXL1
36765|NOTCH1,7.440063876901807e-12,Homo sapiens,NOTCH1,both predicted transcription factor and chromatin regulator,HPB-ALL,T Lymphocyte,Blood,1,NOTCH1
73713|AFF1,8.423205069199053e-12,Homo sapiens,AFF1,tf,SEM,B Lymphocyte,None,1,AFF1
35517|BCL6,8.587897501195807e-12,Homo sapiens,BCL6,predicted transcription factor,OCI-Ly1,B cell lymphoma,Bone Marrow,1,BCL6
45228|KDM4A,8.78969416958496e-12,Homo sapiens,KDM4A,cr,H1,Embryonic Stem Cell,Embryo,1,KDM4A
