,pval,species,factor,factor_type,cell_line,cell_type,tissue,qc,TF
67456|E2F1,1.6590392375535062e-35,Homo sapiens,E2F1,tf,None,Mesenchymal Stem Cell,Umbilical Cord,1,E2F1
45752|E2F4,2.407659438549603e-31,Homo sapiens,E2F4,tf,HeLa-S3,Epithelium,Cervix,1,E2F4
1874|RBL2,1.947295132673634e-30,Homo sapiens,RBL2,both predicted transcription factor and chromatin regulator,IMR90,Fibroblast,Lung,1,RBL2
45628|MYC,4.760874829161942e-29,Homo sapiens,MYC,tf,GM12878,B Lymphocyte,Blood,1,MYC
49852|WDR5,4.544082715686478e-28,Homo sapiens,WDR5,cr,SK-N-MC,None,Brain,1,WDR5
46077|TAF1,4.800683921298816e-28,Homo sapiens,TAF1,tf,A549,Epithelium,Lung,1,TAF1
55465|NELFA,2.093880701270648e-27,Homo sapiens,NELFA,not sure,HeLa,Epithelium,Cervix,1,NELFA
38654|NFATC1,2.6472996611711257e-27,Homo sapiens,NFATC1,tf,None,Endothelial Cell,Umbilical Vein,1,NFATC1
1312|PHF8,3.1307444186585766e-27,Homo sapiens,PHF8,cr,HeLa,Epithelium,Cervix,0,PHF8
43066|BRD4,5.409728868575097e-27,Homo sapiens,BRD4,cr,HEK293T,Epithelium,Embryonic Kidney,1,BRD4
77535|TFDP1,7.361103572060547e-27,Homo sapiens,TFDP1,tf,MM1.S,B Lymphocyte,Blood,1,TFDP1
56961|GTF2B,2.643224415101511e-26,Homo sapiens,GTF2B,tf,HeLa,Epithelium,Cervix,1,GTF2B
43081|CDK9,5.828657975273322e-26,Homo sapiens,CDK9,tf,HEK293T,Epithelium,Embryonic Kidney,1,CDK9
43305|CDK6,1.7641353222411444e-24,Homo sapiens,CDK6,predicted transcription factor,None,None,None,1,CDK6
63885|BCL3,5.153480167932443e-24,Homo sapiens,BCL3,tf,A549,Epithelium,Lung,1,BCL3
69816|NELFE,6.191039220831535e-24,Homo sapiens,NELFE,not sure,MCF-7,Human Breast Cancer Cell,Breast,1,NELFE
69872|AFF4,6.5225366524057865e-24,Homo sapiens,AFF4,tf,None,Th1,None,1,AFF4
36234|XRN2,7.310147252022448e-24,Homo sapiens,XRN2,not sure,HEK293,Epithelium,Embryonic Kidney,1,XRN2
52091|TP53,8.128189476416732e-24,Homo sapiens,TP53,predicted transcription factor,IMR90,Fibroblast,Lung,1,TP53
43400|XBP1,9.503544868098947e-24,Homo sapiens,XBP1,tf,T47D,Epithelium,Mammary Gland,1,XBP1
75942|KDM1A,1.183716554374873e-23,Homo sapiens,KDM1A,cr,PC-3M-luc,None,Prostate,1,KDM1A
74209|BRD2,1.775174621854199e-23,Homo sapiens,BRD2,predicted chromatin regulator,SF8628,None,Pontine,1,BRD2
72405|PARP1,3.878990993634853e-23,Homo sapiens,PARP1,not sure,MCF-7,Human Breast Cancer Cell,Breast,1,PARP1
45866|MXI1,5.0290149142975993e-23,Homo sapiens,MXI1,tf,IMR90,Fibroblast,Lung,1,MXI1
36226|DCP1A,6.694005604413973e-23,Homo sapiens,DCP1A,tf,HEK293,Epithelium,Embryonic Kidney,1,DCP1A
