,pval,species,factor,factor_type,cell_line,cell_type,tissue,qc,TF
67456|E2F1,0.00000000000000000000000000000000004977117712660517685132976954181971879568088260299607524911924358749166092156773116167464694006293003221304933283180578386771009448530625946555957771440549268824556643912371761547489806023104112134607,Homo sapiens,E2F1,tf,None,Mesenchymal Stem Cell,Umbilical Cord,1,E2F1
45752|E2F4,0.00000000000000000000000000000072229783156464003988931853354235526402367143788592755639069742070014488948512720485887906074640974269092223253645934891301957424218461190926385378992697478504629633435595169348677919269609185823561621,Homo sapiens,E2F4,tf,HeLa-S3,Epithelium,Cervix,1,E2F4
1874|RBL2,0.000000000000000000000000000005841885398020901670043834916858302048024273248594250218087274003214627667762451156760315221191882185388027073729882369406843952594557292967257758801910109240547641730076759278378456818847338506745732,Homo sapiens,RBL2,both predicted transcription factor and chromatin regulator,IMR90,Fibroblast,Lung,1,RBL2
45628|MYC,0.0000000000000000000000000001428262448748556496190130321708383515668927921473433399311522702871536528824111060227666866260008998722174595149122058371089529505126380706505245118419658755938278471967312097625778511687725729520986,Homo sapiens,MYC,tf,GM12878,B Lymphocyte,Blood,1,MYC
49852|WDR5,0.0000000000000000000000000013632248147059431678117431875873294607456150984899120912397988002180938684525908985666739825043856377093268547268731568687896152625774340044722219483529990025111047991539111327528017585638179193016091,Homo sapiens,WDR5,cr,SK-N-MC,None,Brain,1,WDR5
46077|TAF1,0.00000000000000000000000000144020517638964471659581966621804084613537611847273287213988271603393785058071117387337972340972163762061980053562837234863177087658179413358999712867001733433647764836373876480313322873858548545703,Homo sapiens,TAF1,tf,A549,Epithelium,Lung,1,TAF1
55465|NELFA,0.0000000000000000000000000062816421038067616090879812235089023368073684922680494189676942476952110460573372287259042581308981490191634307527513585794187880843961877291662558086392101594693492601021413026956040182991499314880342,Homo sapiens,NELFA,not sure,HeLa,Epithelium,Cervix,1,NELFA
38654|NFATC1,0.0000000000000000000000000079418989835133705532873706315029186016683872810143565441053511478267147472785880048611405173984555939869413967627406193607240268175538240904764769993542271450607518828613330611190574912464646154746422,Homo sapiens,NFATC1,tf,None,Endothelial Cell,Umbilical Vein,1,NFATC1
1312|PHF8,0.0000000000000000000000000093922332555953417248154587652150759006156664029061723340454681011106687442956726796876043213226345961428424332882190702308853447066877839259225939608669458384868298236469540529796046873083850877763178,Homo sapiens,PHF8,cr,HeLa,Epithelium,Cervix,0,PHF8
43066|BRD4,0.000000000000000000000000016229186605725236071511739089952773604048319172784466086429771154330452952805282349192188201330379487972086766669625203370636737882572642598328584514839168061071936043684391528113299668964456960558712,Homo sapiens,BRD4,cr,HEK293T,Epithelium,Embryonic Kidney,1,BRD4
77535|TFDP1,0.000000000000000000000000022083310716181626517634187523423480774148891169830898939838316953718729128055918270379584497059241734125719546016937187079526484598232775879074357815984596685382312692180716225882324022376279153020624,Homo sapiens,TFDP1,tf,MM1.S,B Lymphocyte,Blood,1,TFDP1
56961|GTF2B,0.000000000000000000000000079296732453045272071339810156675519153233973004242967074628159458936612488091889773266547785169624181912608787836743721573356235470191243864279693945313243235011467169506845408544130165761431277155721,Homo sapiens,GTF2B,tf,HeLa,Epithelium,Cervix,1,GTF2B
