Transcription Factor,1st Sample p-value,2nd Sample p-value,3rd Sample p-value,4th Sample p-value,5th Sample p-value
AHR,M00139;7.25E-12,,,,
Egr2,MC00430;9.28E-12,,,,
TFAP2B,MS00230;1.01E-11,MS00229;1.41E-10,MS00228;5.72E-09,,
VDR,MC00412;1.01E-11,M00961;2.39E-11,M00444;1.98E-07,,
HEY1,MS00258;1.06E-11,,,,
ELK4,MC00207;1.31E-11,,,,
TFE3,MS00288;1.32E-11,,,,
ZFP42,M01744;1.49E-11,,,,
EGR1,MC00320;1.51E-11,,,,
SP2,M01783;1.63E-11,,,,
Etv5,UP00412;1.67E-11,,,,
ESR2,MC00333;1.70E-11,,,,
HIF1A,MC00316;1.73E-11,,,,
Max,MC00461;1.75E-11,,,,
Rfx1,MC00144;1.78E-11,,,,
NR2C2,MC00509;2.09E-11,MS00651;1.61E-05,,,
Zic3,UP00006;2.25E-11,MS00523;1.61E-08,,,
RUNX2,MS00174;2.70E-11,MS00173;6.81E-11,MC00215;2.09E-01,,
PAX2,MS00118;3.91E-11,MA0067;9.61E-09,M00486;3.43E-06,,
PAX8,M00717;3.95E-11,,,,
Arntl,MC00362;5.74E-11,,,,
Pax5,MC00257;5.78E-11,,,,
ZIC1,UP00102;7.00E-11,MS00334;4.02E-10,M00448;6.38E-09,,
Creb3l2,MS00311;8.47E-11,,,,
ATF4,M00514;8.84E-11,MS00293;3.81E-03,,,
Zfx,MC00328;9.12E-11,,,,
MAX,MC00124;1.20E-10,,,,
Tcfap2c,UP00087;1.25E-10,,,,
ZIC4,MS00357;1.32E-10,,,,
GABPB1,M00341;1.37E-10,,,,
Tcfap2b,UP00010;1.83E-10,,,,
Myc,MC00407;1.87E-10,,,,
GABPA,MC00367;2.52E-10,,,,
Tcfap2e,UP00028;2.66E-10,,,,
ARNT,MC00262;2.70E-10,,,,
ZBTB7C,MS00323;2.75E-10,,,,
MNT,MS00267;2.80E-10,,,,
HEY2,MS00260;2.94E-10,,,,
GLIS2,MS00035;3.77E-10,,,,
ATF2,M00179;3.85E-10,,,,
ZNF711,MC00477;4.75E-10,,,,
ERG,MS00848;4.78E-10,MC00168;1.22E-08,,,
BHLHB3,MS00248;5.33E-10,,,,
ZNF219,M01122;5.80E-10,,,,
ELK1,MC00206;7.08E-10,,,,
Glis2,UP00024;7.51E-10,,,,
GLIS3,MS00046;8.06E-10,,,,
ELF2,UP00404;1.02E-09,,,,
ZNF143,MC00391;1.04E-09,,,,
ATF3,MC00473;1.15E-09,,,,
ZBTB7B,MS00312;1.16E-09,M01175;6.30E-09,,,
Gm5454,UP00423;1.20E-09,,,,
Zfp128,UP00094;1.27E-09,,,,
TFCP2,M00072;1.28E-09,MS00579;1.58E-03,,,
Mafb,MS00335;1.28E-09,MS00333;6.16E-05,,,
Ovol2,M01104;1.31E-09,,,,
BHLHB2,MS00247;1.39E-09,,,,
GLIS1,MS00024;1.57E-09,,,,
GMEB2,MS00183;1.82E-09,MS00721;3.14E-07,MS00182;3.96E-05,,
PAX9,MS00128;1.90E-09,,,,
ETV3,MC00160;2.22E-09,,,,
PATZ1,M00491;2.64E-09,,,,
HINFP,MA0131;2.68E-09,,,,
GLI2,MS00843;2.91E-09,,,,
NR0B1,M01248;3.24E-09,,,,
KLF15,M01714;3.31E-09,,,,
KLF12,M00468;3.51E-09,,,,
FLI1,MS00027;3.99E-09,MC00398;1.52E-03,,,
YY2,MS00268;4.02E-09,,,,
HMGN1,MC00502;4.47E-09,,,,
CENPB,MS00534;4.50E-09,,,,
SP8,MS00246;4.84E-09,,,,
YY1,MC00342;5.73E-09,,,,
TBX21,MS00207;5.84E-09,MS00208;8.52E-01,,,
MTF1,M01243;5.87E-09,MS00725;1.02E-06,,,
Tfcp2,MC00518;6.25E-09,,,,
Klf12,MS00157;6.75E-09,,,,
GCM1,MS00048;8.88E-09,MS00047;8.75E-03,,,
KLF13,MS00124;1.02E-08,,,,
EPAS1,MC00224;1.04E-08,,,,
Nfya,MC00191;1.05E-08,,,,
SP3,M00665;1.07E-08,MS00223;7.65E-07,,,
Klf7,UP00093;1.20E-08,,,,
TP63,MC00439;1.54E-08,,,,
TFCP2L1,M01592;1.64E-08,,,,
ZBTB49,MS00727;1.66E-08,,,,
RFX3,MC00203;2.38E-08,,,,
Spdef,UP00038;2.60E-08,,,,
REST,MC00174;2.61E-08,,,,
HES7,MS00256;2.84E-08,,,,
NR1H3,M00647;2.89E-08,,,,
MYBL2,MS00102;2.95E-08,MS00105;7.10E-06,MS00103;1.41E-03,,
ZBED1,MS00290;3.41E-08,,,,
Bhlhb2,MS00252;3.74E-08,,,,
ZNF524,MS00423;4.41E-08,,,,
ETS1,MC00278;4.58E-08,MS00851;7.48E-06,,,
Stat3,MC00140;4.61E-08,,,,
Zbtb3,UP00031;4.62E-08,,,,
ELK3,MS00844;5.23E-08,,,,
ELF1,MC00457;7.61E-08,,,,
Zfp281,UP00021;8.19E-08,,,,
Tcfcp2l1,MA0145;8.38E-08,,,,
CLOCK,MS00253;9.56E-08,,,,
ETV5,MS00019;9.91E-08,,,,
HES5,MS00255;9.93E-08,,,,
BCL6,MC00386;1.05E-07,M01171;7.25E-01,,,
ETV4,MS00018;1.15E-07,,,,
Mybl1,UP00081;1.22E-07,,,,
Elf4,UP00413;1.30E-07,,,,
Etv6,UP00418;1.45E-07,,,,
Yy1,MC00372;1.51E-07,,,,
Klf4,MC00109;1.57E-07,,,,
SP1,MC00113;2.11E-07,MS00212;2.84E-07,,,
Rara,MC00252;2.19E-07,MS00698;6.31E-01,,,
ZNF306,MS00401;2.30E-07,,,,
Elk3,MS00023;2.30E-07,,,,
ELF4,MS00834;2.52E-07,,,,
PAX1,MS00117;2.68E-07,M00326;3.38E-03,M00808;5.75E-02,,
HNF4A,UP00066;2.80E-07,MC00432;2.46E-06,,,
Snai1,MC00183;3.22E-07,,,,
UBP1,M00644;3.27E-07,,,,
Zfp740,MS00512;3.62E-07,,,,
Nfic,MC00475;3.86E-07,,,,
KLF16,MS00146;4.30E-07,,,,
ZBTB6,M00085;4.33E-07,,,,
ZNF589,M01109;4.68E-07,,,,
CREB3L1,MS00304;4.78E-07,,,,
PPARG::RXRA,M00518;5.39E-07,M00515;1.60E-01,,,
SMAD3,UP00000;5.58E-07,MC00503;2.34E-04,MS00080;9.48E-01,,
IRF6,UP00011;5.77E-07,,,,
ETV6,MS00021;5.86E-07,,,,
TP73,MC00132;7.99E-07,,,,
Irf5,UP00040;8.04E-07,,,,
Osr2,UP00052;9.76E-07,,,,
Rfx2,MS00171;1.05E-06,MS00170;2.35E-04,,,
SMAD4,M00733;1.13E-06,MC00392;1.05E-04,,,
PPARG,MC00142;1.25E-06,MA0066;1.79E-04,,,
MYBL1,MS00100;1.26E-06,MS00097;4.52E-05,,,
FOXO4,MS00383;1.34E-06,MS00381;9.91E-01,,,
ETS2,M01207;1.57E-06,,,,
E4F1,M00694;1.60E-06,,,,
Irf4,UP00018;1.66E-06,MC00190;9.80E-01,,,
Ets1,MC00385;1.70E-06,,,,
Zfp691,UP00095;1.93E-06,,,,
RREB1,MA0073;2.00E-06,,,,
INSM1,MA0155;2.13E-06,,,,
MYB,UP00092;2.24E-06,,,,
RFX4,UP00056;2.34E-06,,,,
FEV,MS00025;2.56E-06,,,,
SIX5,MC00334;2.60E-06,,,,
Rest,MC00125;2.72E-06,,,,
NHLH1,MS00274;3.21E-06,,,,
NFKB2,MS00111;3.73E-06,,,,
LBX2,MS00533;4.84E-06,MS00535;9.85E-01,,,
MLXIPL,MS00265;5.17E-06,,,,
IRF5,MS00067;5.33E-06,,,,
IRF3,UP00086;5.57E-06,,,,
Klf1,MC00110;5.99E-06,,,,
NFYA,MC00364;6.61E-06,,,,
Hic1,MS00101;9.26E-06,,,,
TFAP2C,MC00374;9.32E-06,,,,
Elf5,MS00022;1.02E-05,,,,
PGR,MC00170;1.02E-05,,,,
Zfp423,MA0116;1.22E-05,,,,
GCM2,MS00050;1.28E-05,,,,
CREB3,MS00308;1.31E-05,,,,
ATF1,UP00020;1.37E-05,,,,
TBX19,MS00194;1.57E-05,,,,
IRF4,MS00065;1.68E-05,MC00227;9.78E-01,,,
T,MS00218;2.09E-05,,,,
ZBTB12,UP00019;2.17E-05,,,,
Rarg,MC00476;2.43E-05,MS00705;3.62E-02,MS00704;4.92E-02,,
MAZ,M00649;2.43E-05,,,,
PLAG1,MA0163;3.59E-05,,,,
MAFK,MS00331;3.93E-05,MS00330;6.55E-01,,,
Esr1,MC00295;4.02E-05,,,,
NRL,MS00338;4.11E-05,,,,
RXRG,MS00694;4.16E-05,,,,
ERF,MS00846;4.29E-05,,,,
Usf2,MC00169;4.35E-05,,,,
MAF,M00648;4.35E-05,M00983;2.38E-03,,,
ESR1,MC00335;4.40E-05,,,,
BHLHE41,MS00251;4.65E-05,,,,
TBX2,MS00211;5.04E-05,MS00213;1.45E-01,,,
GLI1,M01037;5.17E-05,,,,
Trp53,MC00377;5.22E-05,,,,
IRF8,MS00072;5.32E-05,,,,
TCF4,MS00285;5.74E-05,MC00219;9.98E-01,,,
BACH2,M00490;5.80E-05,,,,
MLX,MS00266;5.85E-05,,,,
GTF2IRD1,M01241;6.18E-05,M01229;3.56E-02,,,
ZNF740,MS00445;6.98E-05,,,,
TP53,MC00359;7.59E-05,,,,
Rhox11,UP00193;7.92E-05,MS00611;9.84E-03,,,
NFKB1,MS00110;8.09E-05,,,,
Osr1,UP00027;8.54E-05,,,,
Nr1h2,MC00448;8.67E-05,,,,
CNTN2::CREB1,M00115;9.27E-05,,,,
Hnf4a,MC00344;9.32E-05,,,,
HIC1,UP00035;9.86E-05,,,,
HSF1,MC00289;1.04E-04,MA0319;6.67E-01,,,
Ikzf3,MC00337;1.12E-04,,,,
TFEB,MS00289;1.15E-04,,,,
THRB,MS00711;1.64E-04,MS00710;1.79E-04,MS00713;4.12E-04,,
Pparg,MC00130;1.83E-04,,,,
GTF2I,M00706;1.91E-04,,,,
HIC2,MS00057;2.13E-04,,,,
TBX20,MS00202;2.14E-04,,,,
SMAD2/3,MC00223;2.34E-04,,,,
ZNF423,M00467;2.41E-04,,,,
ATF7,MS00294;2.79E-04,,,,
E2F8,MS00739;2.80E-04,,,,
FOXO6,MS00386;3.04E-04,MS00384;9.92E-01,,,
RARG,MS00684;3.27E-04,MS00680;1.28E-01,MS00682;1.88E-01,,
Npas4,MC00370;3.31E-04,,,,
USF1,MC00248;3.68E-04,,,,
Myb,MC00408;3.71E-04,,,,
THRA,MS00709;3.72E-04,,,,
Mlx,MS00270;3.93E-04,,,,
ATF6,M00483;4.02E-04,,,,
HSFY2,MS00062;4.37E-04,MS00061;1.03E-02,,,
PAX6,MS00125;4.62E-04,M00979;8.19E-02,UP00224;9.46E-01,,
ZNF350,M01105;4.64E-04,,,,
TFEC,MS00808;4.73E-04,,,,
PROX1,MS00160;5.07E-04,,,,
Nr2f2,UP00009;5.82E-04,,,,
Nkx1-1,M01334;7.11E-04,,,,
TCF3,M00222;7.15E-04,UP00058;9.98E-01,,,
ZNF263,MC00192;7.67E-04,,,,
RFX2,MS00162;7.97E-04,MS00161;9.28E-04,,,
NFIX,MS00822;8.09E-04,MS00115;1.14E-02,,,
TBX5,MS00217;9.69E-04,MS00216;1.29E-03,,,
AR,MC00468;9.74E-04,,,,
NFIC,MA0161;9.88E-04,,,,
ETV2,MS00016;1.02E-03,,,,
EHF,MS00778;1.19E-03,,,,
NR2F2,M00155;1.22E-03,,,,
Creb1,MC00163;1.24E-03,,,,
REL,MA0101;1.36E-03,,,,
IRX5,MS00527;1.46E-03,UP00250;9.64E-01,,,
SIX1,UP00192;1.48E-03,,,,
E2F7,MS00756;1.48E-03,,,,
IRF9,MS00073;1.50E-03,,,,
Atf4,MS00295;1.55E-03,,,,
Lhx8,UP00184;1.63E-03,MS00548;4.14E-01,MS00549;6.10E-01,MS00550;1.00E+00,
MAFG,MS00327;1.64E-03,,,,
ELF3,MS00812;1.77E-03,,,,
ELF5,MS00838;1.89E-03,,,,
NR2F6,M01728;1.92E-03,MS00658;2.08E-02,,,
DMBX1,MS00433;1.93E-03,,,,
BATF3,MS00296;1.97E-03,,,,
ESRRG,MS00638;2.10E-03,,,,
Sfpi1,UP00085;2.23E-03,MC00180;3.29E-01,MC00395;3.29E-01,,
DPRX,MS00436;2.30E-03,,,,
RXRA,MC00467;2.46E-03,,,,
CEBPE,MS00300;2.46E-03,,,,
STAT6,M00500;2.95E-03,,,,
Tal1,MC00388;3.44E-03,,,,
MZF1,M01733;3.55E-03,,,,
MESP1,MS00264;3.69E-03,,,,
Tbx21,MC00356;3.73E-03,,,,
RARA,UP00048;3.94E-03,,,,
GRHL1,MS00556;4.07E-03,,,,
HNF1B,M00646;4.21E-03,M01425;9.22E-02,MS00478;3.79E-01,,
IRF2,MA0051;4.97E-03,,,,
GFI1,M01067;5.15E-03,,,,
GZF1,M01069;5.26E-03,,,,
Sox6,MC00305;5.32E-03,,,,
NKX2-1,M01312;5.71E-03,,,,
PBX3,MC00281;5.85E-03,,,,
POU3F1,M00133;6.09E-03,MS00139;9.81E-01,MS00138;9.98E-01,,
BPTF,M00456;6.63E-03,,,,
Jdp2,MS00325;6.68E-03,MS00324;9.97E-01,,,
Hmx3,M00433;7.27E-03,,,,
NKX2-2,UP00231;7.91E-03,,,,
FOXK1,MS00371;7.94E-03,,,,
TBX4,MS00214;8.04E-03,,,,
FOXO1,MS00376;8.09E-03,MS00375;9.96E-01,,,
Hoxd9,MS00525;8.21E-03,MS00524;3.70E-01,,,
RFX5,MS00169;8.36E-03,,,,
TCF12,MC00126;9.18E-03,,,,
Foxk1,MS00398;9.92E-03,MS00399;9.55E-01,,,
Ppara,MC00134;9.99E-03,,,,
NANOG,M01123;1.03E-02,M01247;1.43E-02,MC00440;9.04E-01,,
Gsc,UP00112;1.05E-02,,,,
JDP2,MS00320;1.08E-02,MS00319;9.84E-01,,,
Rxrb,MS00708;1.09E-02,,,,
MGA,MS00188;1.17E-02,MS00186;3.46E-02,,,
IKZF1,M00088;1.19E-02,M00141;1.20E-02,,,
NEUROD1,M01288;1.19E-02,,,,
SIX4,UP00199;1.21E-02,,,,
NR2F1,MA0017;1.25E-02,MS00657;1.56E-01,,,
Fli1,MC00129;1.30E-02,,,,
NFIB,MS00114;1.34E-02,,,,
CUX1,M00105;1.40E-02,MS00612;2.61E-01,MS00601;7.99E-01,,
RBPJ,M01112;1.44E-02,,,,
PRDM1,MS00168;1.46E-02,,,,
RORA,MS00685;1.47E-02,MS00686;5.99E-01,,,
Hoxd12,UP00177;1.58E-02,,,,
Hoxb4,MC00136;1.64E-02,UP00144;9.30E-01,,,
HMX3,MS00475;1.73E-02,,,,
Zfp410,UP00033;1.82E-02,,,,
SREBF1,M00220;1.84E-02,M00749;3.90E-01,,,
Foxg1,MS00392;1.94E-02,MS00393;9.89E-01,,,
Nr1d2,MC00186;1.99E-02,,,,
CEBPG,MS00302;2.21E-02,M00622;9.99E-01,,,
Ascl2,MS00243;2.51E-02,,,,
SPIC,MS00040;2.53E-02,,,,
Creb5,MS00313;2.54E-02,,,,
HOXD12,MS00836;2.63E-02,MS00837;9.37E-01,,,
NEUROD2,MS00271;2.64E-02,,,,
RXRB,MS00692;2.74E-02,,,,
SIX2,UP00159;2.80E-02,,,,
ZSCAN4,MS00490;2.84E-02,,,,
Trp63,M01656;2.90E-02,,,,
Crx,MC00357;2.90E-02,,,,
Hdx,UP00148;3.05E-02,,,,
GLI3,M01596;3.06E-02,,,,
ETV7,M00678;3.06E-02,,,,
Bsx,UP00138;3.07E-02,,,,
SF1,M01132;3.08E-02,,,,
TBX18,M01262;3.26E-02,,,,
Gfi1b,MC00293;3.70E-02,,,,
IRF7,MS00070;3.92E-02,,,,
IRX2,MS00526;3.96E-02,UP00236;9.67E-01,,,
Esrrb,MC00512;4.11E-02,,,,
PRDM4,MS00726;4.62E-02,,,,
MAFF,MS00326;4.72E-02,,,,
RHOXF1,MS00609;4.81E-02,,,,
ATF2::JUN,M00041;4.87E-02,,,,
FOXB1,MS00343;4.89E-02,MS00348;9.94E-01,,,
NKX2-8,MS00571;5.09E-02,,,,
NR3C1,MC00465;5.17E-02,,,,
ZNF784,MS00479;5.23E-02,,,,
FOXH1,MC00304;5.29E-02,M00809;9.29E-01,,,
Hoxa11,MS00514;5.30E-02,MS00515;5.65E-01,,,
STAT1,MC00348;5.31E-02,,,,
SRF,MC00355;5.35E-02,,,,
ZNF354C,MA0130;5.45E-02,,,,
TBX22,M01195;5.64E-02,,,,
CEBPB,MC00272;5.65E-02,,,,
ZNF75A,MS00468;5.71E-02,,,,
Tcf3,MC00265;5.76E-02,,,,
Rela,MC00135;5.96E-02,,,,
NR3C2,MS00662;6.02E-02,,,,
VSX1,MS00626;6.07E-02,,,,
RUNX3,MS00177;6.28E-02,,,,
Nr2f6,MS00669;6.73E-02,,,,
Evx2,UP00132;6.90E-02,,,,
OTX1,MS00582;7.04E-02,,,,
RELA,MC00193;7.24E-02,,,,
Barhl1,MS00421;7.42E-02,MS00422;9.92E-01,,,
Nr3c1,MC00396;7.48E-02,,,,
FOS,MC00330;7.67E-02,,,,
Ebf1,MC00358;7.70E-02,,,,
Tcf21,MS00291;8.00E-02,,,,
GSC,MS00464;8.31E-02,,,,
Meis3,MS00088;8.40E-02,MS00089;8.55E-01,,,
ZNF282,MS00729;8.42E-02,,,,
SPI1,MC00151;8.56E-02,,,,
ID4,MS00261;8.77E-02,,,,
CEBPD,MS00299;9.27E-02,M00621;1.80E-01,,,
Nr5a2,MC00352;9.51E-02,,,,
SIX6,UP00388;9.86E-02,,,,
SCRT2,MS00190;1.00E-01,,,,
NFE2L2,MC00339;1.01E-01,,,,
Cebpb,MC00121;1.03E-01,,,,
FOXO3,MS00380;1.04E-01,MS00378;9.85E-01,,,
CEBPA,MC00273;1.04E-01,M00159;1.57E-01,,,
SIX3,UP00195;1.04E-01,,,,
MAFA,M01709;1.06E-01,,,,
HOXB5,MS00493;1.07E-01,UP00214;7.79E-01,,,
Hoxd11,UP00117;1.07E-01,,,,
Runx1,MC00413;1.09E-01,,,,
NR6A1,M00526;1.12E-01,,,,
HOXB13,MS00489;1.14E-01,MS00488;9.69E-01,,,
JUN,MC00321;1.17E-01,,,,
NR4A1,MC00280;1.19E-01,,,,
HSF4,MS00060;1.26E-01,,,,
Obox3,M01466;1.30E-01,,,,
Dbp,MS00316;1.35E-01,,,,
HOXA10,MS00480;1.39E-01,MS00481;6.23E-01,,,
NFIL3,MS00337;1.46E-01,,,,
OTX2,MS00585;1.65E-01,,,,
MAFB,UP00045;1.66E-01,,,,
Srebf1,MS00282;1.71E-01,,,,
TAL1,MC00458;1.72E-01,M00993;9.74E-01,,,
Olig2,MC00341;1.84E-01,,,,
ZNF435,MS00730;1.84E-01,,,,
BARHL2,MS00414;1.99E-01,UP00145;6.19E-01,MS00416;9.81E-01,,
AIRE,M00999;2.04E-01,,,,
SOX10,MA0442;2.07E-01,MS00740;9.98E-01,MS00744;9.99E-01,,
RFX1,MA0365;2.08E-01,,,,
NR1I2,M00964;2.23E-01,,,,
EN1,MS00449;2.25E-01,MS00446;9.80E-01,,,
FOSL1,MC00351;2.26E-01,,,,
HLF,MS00317;2.27E-01,,,,
GSC2,MS00463;2.27E-01,,,,
SPIB,MA0081;2.33E-01,MS00039;4.07E-01,,,
PPARA,M01282;2.34E-01,,,,
HBP1,UP00055;2.34E-01,,,,
FIGLA,MS00254;2.36E-01,,,,
ZNF628,M01081;2.36E-01,,,,
Hsf1,MC00368;2.37E-01,,,,
Rxra,MC00471;2.45E-01,,,,
STAT4,MC00347;2.63E-01,,,,
DBP,MS00315;2.63E-01,M00624;1.00E+00,,,
HOXC11,MS00497;2.64E-01,MS00498;6.44E-01,,,
Hmbox1,UP00161;2.64E-01,,,,
HOXD13,MS00511;2.65E-01,MS00510;9.18E-01,,,
NKX2-3,UP00190;2.66E-01,MS00566;3.81E-01,,,
Stat1,MC00141;2.73E-01,,,,
Tp53,MS00718;2.73E-01,MS00717;3.49E-01,,,
ESRRA,MS00829;2.74E-01,,,,
BCL6B,MS00011;2.80E-01,,,,
Foxj3,MS00394;2.91E-01,MS00397;9.96E-01,,,
Otx1,MS00586;2.93E-01,,,,
FOXF2,MA0030;2.95E-01,,,,
HOXC13,MS00505;3.06E-01,MS00504;9.90E-01,,,
BACH1,M00495;3.07E-01,,,,
Obox2,M01364;3.12E-01,,,,
HOXC12,MS00503;3.13E-01,MS00502;8.73E-01,,,
Rxrg,MC00511;3.15E-01,,,,
SCRT1,MS00179;3.26E-01,,,,
Spi1,MC00506;3.29E-01,,,,
FOXG1,MS00361;3.30E-01,MS00360;9.96E-01,,,
Atoh1,MS00244;3.39E-01,MC00414;4.47E-01,,,
OLIG3,MS00280;3.43E-01,,,,
HMBOX1,MS00472;3.49E-01,,,,
Nkx2-4,UP00107;3.60E-01,,,,
SFPI1,MC00513;3.74E-01,,,,
Rarb,MS00700;3.75E-01,,,,
Isx,UP00243;3.76E-01,,,,
Obox6,M01445;3.80E-01,,,,
Obox1,M01450;3.87E-01,,,,
HMGA1,M00750;3.87E-01,M01010;9.71E-01,,,
NFE2,MS00336;3.90E-01,,,,
HNF1A,MS00476;3.94E-01,,,,
Hoxb3,UP00137;4.17E-01,,,,
BARHL1,UP00166;4.25E-01,,,,
HOXA13,MS00485;4.34E-01,MS00484;9.36E-01,,,
OLIG2,MS00277;4.36E-01,,,,
Homez,UP00114;4.36E-01,,,,
HOMEZ,MS00055;4.38E-01,,,,
Sox30,UP00023;4.51E-01,,,,
Meis2,MS00087;4.55E-01,MS00086;9.74E-01,,,
Nr1d1,MC00524;4.57E-01,,,,
Tead4,MC00157;4.69E-01,,,,
Mafk,UP00044;4.79E-01,,,,
ZNF217,M01306;4.89E-01,,,,
ARID5B,M00454;4.90E-01,,,,
RUNX1,MC00312;4.92E-01,M00082;9.99E-01,,,
ZBTB16,M01075;4.96E-01,,,,
EVX1,MS00454;5.14E-01,,,,
HOXA3,UP00391;5.16E-01,,,,
IRF1,M00062;5.17E-01,,,,
TLX2,UP00244;5.24E-01,,,,
HOXA1,MS00486;5.30E-01,,,,
TEF,MS00339;5.30E-01,M01305;6.25E-01,M00672;9.83E-01,,
ZNF713,MS00731;5.34E-01,,,,
NKX3-1,MS00572;5.36E-01,UP00389;7.72E-01,,,
PITX1,MS00595;5.40E-01,,,,
PHOX2A,UP00221;5.41E-01,MS00591;9.98E-01,,,
TBX15,MS00192;5.43E-01,,,,
Hoxd1,UP00140;5.46E-01,,,,
Jund,MC00154;5.48E-01,,,,
HOXB9,UP00207;5.51E-01,,,,
UNCX,MS00617;5.59E-01,MS00616;9.27E-01,,,
ALX4,UP00187;5.60E-01,MS00404;1.00E+00,,,
ATF5,M01295;5.64E-01,,,,
CDC5L,M00478;5.64E-01,,,,
Vax1,UP00215;5.65E-01,,,,
SPDEF,MS00033;5.66E-01,,,,
BARX1,MS00418;5.68E-01,MS00417;8.23E-01,UP00181;9.53E-01,,
Hlf,MS00318;5.73E-01,,,,
NKX2-5,UP00249;5.74E-01,M00241;9.62E-01,,,
NFAT5,MS00106;5.79E-01,,,,
ALX1,M01453;5.83E-01,M00416;9.77E-01,,,
HMX2,MS00474;5.87E-01,,,,
GSX1,MS00465;5.91E-01,,,,
NR1H4,M01268;5.94E-01,,,,
HOXA7,UP00164;5.94E-01,M01108;8.09E-01,,,
HOXC9,UP00197;5.96E-01,,,,
PBX1,UP00185;5.98E-01,,,,
Cebpa,MC00122;6.00E-01,,,,
Hoxd13,MS00520;6.06E-01,MS00519;9.86E-01,,,
LHX4,UP00261;6.07E-01,,,,
GSX2,M01326;6.15E-01,MS00466;7.40E-01,,,
NFATC4,M01734;6.17E-01,,,,
NFATC1,MC00211;6.28E-01,,,,
EOMES,MC00276;6.32E-01,,,,
HOXC5,UP00252;6.42E-01,,,,
HOXC10,MS00496;6.44E-01,MS00495;7.75E-01,MS00494;8.91E-01,,
POU6F1,M01479;6.44E-01,M00465;9.83E-01,,,
NFIA,MS00820;6.62E-01,,,,
NKX3-2,MS00573;6.63E-01,,,,
SNAI2,MS00201;6.67E-01,,,,
ISL1,M01127;6.72E-01,,,,
MYOG,M00712;6.73E-01,,,,
Zfp652,MS00501;6.73E-01,,,,
SOX4,UP00401;6.75E-01,MS00766;9.65E-01,,,
TCF7L1,MS00053;6.82E-01,,,,
PITX2,UP00125;6.88E-01,,,,
Myod1,MC00369;6.90E-01,,,,
BHLHA15,MS00245;6.94E-01,,,,
DMRT2,M01147;6.94E-01,,,,
Pknox2,MS00093;6.94E-01,,,,
RARB,MS00811;6.96E-01,,,,
Hmx2,UP00155;6.96E-01,,,,
Stat5b,MC00204;6.98E-01,,,,
Nkx3-1,MS00580;7.06E-01,MC00250;9.96E-01,,,
PITX3,MS00596;7.07E-01,,,,
HOXA6,UP00182;7.14E-01,,,,
MEF2A,M00405;7.15E-01,MC00232;8.69E-01,,,
POU1F1,MS00129;7.16E-01,UP00158;8.35E-01,MS00130;9.93E-01,,
Nkx1-2,UP00139;7.16E-01,,,,
Hoxb8,UP00263;7.18E-01,,,,
Dmrtc2,M01151;7.20E-01,,,,
Hoxd3,MS00521;7.21E-01,,,,
CDX1,MS00425;7.22E-01,,,,
