,pval,species,factor,factor_type,cell_line,cell_type,tissue,qc,TF
45752|E2F4,2.394480628567564e-18,Homo sapiens,E2F4,tf,HeLa-S3,Epithelium,Cervix,1,E2F4
70568|MYC,6.149492521858792e-18,Homo sapiens,MYC,tf,U2OS,None,Bone,1,MYC
70962|E2F1,1.13482668928285e-17,Homo sapiens,E2F1,tf,Raji,B Lymphocyte,Blood,1,E2F1
43083|CDK9,1.567431487812708e-16,Homo sapiens,CDK9,tf,HEK293T,Epithelium,Embryonic Kidney,1,CDK9
55465|NELFA,1.0441552249807793e-14,Homo sapiens,NELFA,not sure,HeLa,Epithelium,Cervix,1,NELFA
1312|PHF8,2.6926558669854854e-14,Homo sapiens,PHF8,cr,HeLa,Epithelium,Cervix,0,PHF8
62550|TFDP1,3.5006353884213105e-14,Homo sapiens,TFDP1,tf,K562,Erythroblast,Bone Marrow,1,TFDP1
57175|BRD4,3.6698168982495655e-14,Homo sapiens,BRD4,cr,MOLM-14,Myeloid Cell,None,1,BRD4
69201|TRIM24,4.049951199989785e-14,Homo sapiens,TRIM24,both predicted transcription factor and chromatin regulator,LNCaP,Epithelium,Prostate,1,TRIM24
75942|KDM1A,5.036282531554944e-14,Homo sapiens,KDM1A,cr,PC-3M-luc,None,Prostate,1,KDM1A
56478|KMT2D,9.597145988794566e-14,Homo sapiens,KMT2D,cr,None,B Lymphocyte,Tonsil,1,KMT2D
43684|KDM4C,1.2097550672137076e-13,Homo sapiens,KDM4C,cr,KYSE-150,Epitheloid Cell,Esophagus,1,KDM4C
45926|MAX,1.4367792279103347e-13,Homo sapiens,MAX,tf,K562,Erythroblast,Bone Marrow,1,MAX
53300|RARA,1.7270082351164061e-13,Homo sapiens,RARA,tf,TSU-1621-MT,None,None,1,RARA
49877|WDR5,2.6068718165570595e-13,Homo sapiens,WDR5,cr,A673,Polygonal,Muscle,1,WDR5
70804|TCF7L1,3.192549876316766e-13,Homo sapiens,TCF7L1,tf,HCT-116,Colon cancer cell,Colon,1,TCF7L1
8816|KDM4A,3.8589641417666107e-13,Homo sapiens,KDM4A,cr,H1,Embryonic Stem Cell,Embryo,1,KDM4A
46377|REST,4.224215479472079e-13,Homo sapiens,REST,tf,U87,None,Brain,1,REST
50878|SPI1,4.455776337107002e-13,Homo sapiens,SPI1,predicted transcription factor,None,None,None,1,SPI1
46221|TAF1,5.581204256723847e-13,Homo sapiens,TAF1,tf,HeLa-S3,Epithelium,Cervix,1,TAF1
8800|SAP30,6.256938650914076e-13,Homo sapiens,SAP30,not sure,K562,Erythroblast,Bone Marrow,1,SAP30
76682|ASXL1,6.899550234645826e-13,Homo sapiens,ASXL1,tf,HEK293,None,None,1,ASXL1
74202|BRD2,7.156863725741309e-13,Homo sapiens,BRD2,predicted chromatin regulator,None,None,Pontine,1,BRD2
46237|GABPA,7.514642145710237e-13,Homo sapiens,GABPA,tf,HepG2,Epithelium,Liver,1,GABPA
46054|SIX5,7.731389227907296e-13,Homo sapiens,SIX5,predicted transcription factor,A549,Epithelium,Lung,1,SIX5
53259|FOXM1,7.922045151978986e-13,Homo sapiens,FOXM1,tf,HEK293,Epithelium,Embryonic Kidney,1,FOXM1
46340|FOXP2,1.006032659290521e-12,Homo sapiens,FOXP2,tf,SK-N-MC,None,Brain,1,FOXP2
46365|USF1,1.0390751072731451e-12,Homo sapiens,USF1,tf,SK-N-SH_RA,Neuron,Brain,1,USF1
8775|HDAC1,1.0602647621364294e-12,Homo sapiens,HDAC1,cr,K562,Erythroblast,Bone Marrow,1,HDAC1
76527|EPC1,1.1586455933888238e-12,Homo sapiens,EPC1,tf,K562,Lymphoblast,None,1,EPC1
55352|SUMO2,1.350078218727418e-12,Homo sapiens,SUMO2,other,VCaP,Epithelium,Prostate,1,SUMO2
4631|KAT5,1.4339001842614109e-12,Homo sapiens,KAT5,cr,None,T Lymphocyte,Blood,1,KAT5
70759|OGT,1.71032704916884e-12,Homo sapiens,OGT,other,HEK293,HEK 293 Cell Line,None,1,OGT
55666|PAF1,2.2974632083181287e-12,Homo sapiens,PAF1,not sure,HCT-116,None,Colon,1,PAF1
56978|GTF2B,2.400145098468456e-12,Homo sapiens,GTF2B,tf,HeLa,Epithelium,Cervix,1,GTF2B
7527|HEY1,2.746799935969856e-12,Homo sapiens,HEY1,tf,K562,Erythroblast,Bone Marrow,1,HEY1
64866|ZFX,2.903398576340186e-12,Homo sapiens,ZFX,predicted transcription factor,K562,Erythroblast,Bone Marrow,1,ZFX
37621|CBFB,3.679634485814752e-12,Homo sapiens,CBFB,predicted transcription factor,U937,None,Pleura,1,CBFB
43110|MED1,3.679634485814752e-12,Homo sapiens,MED1,predicted transcription factor,CUTLL1,T Lymphocyte,Blood,1,MED1
53076|RBP2,3.782489410207659e-12,Homo sapiens,RBP2,other,U937,None,Pleura,1,RBP2
42176|MITF,3.981033013137242e-12,Homo sapiens,MITF,tf,None,Melanocyte,None,0,MITF
74347|NEUROD1,3.9967217451688534e-12,Homo sapiens,NEUROD1,tf,D-341,None,None,1,NEUROD1
45633|MXI1,4.124431717210701e-12,Homo sapiens,MXI1,tf,GM12878,B Lymphocyte,Blood,1,MXI1
49481|RPE,4.357612840955468e-12,Homo sapiens,RPE,other,None,Retinal pigment cell,None,1,RPE
9508|TFAP2C,4.9595579524885025e-12,Homo sapiens,TFAP2C,predicted transcription factor,BT-474,Epithelium,Mammary Gland,1,TFAP2C
64901|MBD2,5.21842784476424e-12,Homo sapiens,MBD2,cr,MCF-7,Epithelium,Breast,1,MBD2
70814|SP1,5.300710340288368e-12,Homo sapiens,SP1,predicted chromatin regulator,HCT-116,Colon cancer cell,Colon,1,SP1
43400|XBP1,5.731569455547647e-12,Homo sapiens,XBP1,tf,T47D,Epithelium,Mammary Gland,1,XBP1
33458|ERG,6.7510354204265984e-12,Homo sapiens,ERG,other,None,Hematopoietic Cell,None,1,ERG
74432|TFAP4,7.615415341585717e-12,Homo sapiens,TFAP4,,SNU175,Colorectal cancer cell line,None,1,TFAP4
276|SMAD3,7.764627955073616e-12,Homo sapiens,SMAD3,tf,BG03,Embryonic Stem Cell,Embryo,1,SMAD3
70093|TET2,8.040458860355996e-12,Homo sapiens,TET2,cr,293T,None,None,1,TET2
76520|BPTF,8.857985942686358e-12,Homo sapiens,BPTF,tf,None,Erythroid Cell,None,1,BPTF
1874|RBL2,9.065993612880364e-12,Homo sapiens,RBL2,both predicted transcription factor and chromatin regulator,IMR90,Fibroblast,Lung,1,RBL2
46195|TAF7,9.459834550160102e-12,Homo sapiens,TAF7,predicted transcription factor,H1,Embryonic Stem Cell,Embryo,1,TAF7
33679|GATA3,1.2923270203973872e-11,Homo sapiens,GATA3,tf,None,Th1,None,1,GATA3
45807|BHLHE40,1.4115065782026156e-11,Homo sapiens,BHLHE40,predicted transcription factor,HepG2,Epithelium,Liver,1,BHLHE40
4126|HDAC6,1.5414231929179544e-11,Homo sapiens,HDAC6,cr,None,T Lymphocyte,Blood,1,HDAC6
44562|EMX1,1.6014936982707484e-11,Homo sapiens,EMX1,tf,293FT,None,Embryonic Kidney,1,EMX1
49243|ETS1,1.651194295260414e-11,Homo sapiens,ETS1,tf,PANC-1,None,Pancreas,1,ETS1
38804|E2F8,1.6702185553269607e-11,Homo sapiens,E2F8,tf,LoVo,None,Colon,1,E2F8
73729|GATA1,1.7821436351058678e-11,Homo sapiens,GATA1,tf,None,Hematopoietic stem and progenitor cell,Blood,0,GATA1
8791|KDM5B,1.844336260473668e-11,Homo sapiens,KDM5B,cr,K562,Erythroblast,Bone Marrow,1,KDM5B
74838|JMJD6,1.8584425994693796e-11,Homo sapiens,JMJD6,cr,None,3565 cells,None,1,JMJD6
48997|AFF4,1.9751590383880502e-11,Homo sapiens,AFF4,tf,HeLa,Epithelium,Cervix,1,AFF4
64621|NRF1,1.982687320824713e-11,Homo sapiens,NRF1,tf,K562,Erythroblast,Bone Marrow,1,NRF1
63885|BCL3,1.990243677950761e-11,Homo sapiens,BCL3,tf,A549,Epithelium,Lung,1,BCL3
69874|RELA,2.1885825558157232e-11,Homo sapiens,RELA,tf,None,Th1,None,1,RELA
58809|MAF,2.2474998488111645e-11,Homo sapiens,MAF,tf,None,Th2,None,1,MAF
76519|SETD1A,2.379024747739303e-11,Homo sapiens,SETD1A,predicted chromatin regulator,None,Erythroid Cell,None,1,SETD1A
38654|NFATC1,2.4522203059950773e-11,Homo sapiens,NFATC1,tf,None,Endothelial Cell,Umbilical Vein,1,NFATC1
55895|T,2.595446993550332e-11,Homo sapiens,T,tf,None,Fibroblast,None,1,T
51750|FOXP1,2.7364902665446578e-11,Homo sapiens,FOXP1,tf,LNCaP,Epithelium,Prostate,1,FOXP1
56819|TFAP2A,2.917861786542428e-11,Homo sapiens,TFAP2A,predicted transcription factor,None,Neural crest cell,Cranial,1,TFAP2A
8794|RBBP5,2.962217070531305e-11,Homo sapiens,RBBP5,cr,K562,Erythroblast,Bone Marrow,1,RBBP5
46073|ZBTB33,3.018589424105092e-11,Homo sapiens,ZBTB33,tf,A549,Epithelium,Lung,1,ZBTB33
64265|HCFC1,3.2303522575970984e-11,Homo sapiens,HCFC1,tf,MCF-7,Epithelium,Breast,1,HCFC1
41290|STAT1,3.6432584982043095e-11,Homo sapiens,STAT1,tf,None,Monocyte,Blood,1,STAT1
74653|ZNF18,3.6432584982043095e-11,Homo sapiens,ZNF18,,GM12878,B Lymphocyte,Blood,1,ZNF18
65186|EGR3,3.670712757189998e-11,Homo sapiens,EGR3,,HEK293,Epithelium,Embryonic Kidney,1,EGR3
64556|IKZF2,3.8253662788982334e-11,Homo sapiens,IKZF2,tf,HEK293,Epithelium,Embryonic Kidney,1,IKZF2
39350|KLF1,4.169603900903674e-11,Homo sapiens,KLF1,predicted transcription factor,None,Erythroid Cell,None,1,KLF1
49416|RB1,4.377383934820079e-11,Homo sapiens,RB1,tf,IMR90,Fibroblast,Lung,1,RB1
65204|YY1,4.4433288935203505e-11,Homo sapiens,YY1,tf,HEK293,Epithelium,Embryonic Kidney,1,YY1
8482|KAT7,5.2751173713958797e-11,Homo sapiens,KAT7,cr,RKO,Epithelium,Colon,1,KAT7
46266|ELF1,5.985924349069611e-11,Homo sapiens,ELF1,tf,K562,Erythroblast,Bone Marrow,1,ELF1
63743|FOXK2,6.030533336854139e-11,Homo sapiens,FOXK2,predicted transcription factor,K562,Erythroblast,Bone Marrow,1,FOXK2
35309|FLI1,6.098056701419711e-11,Homo sapiens,FLI1,tf,SKNO-1,Myeloblast,Bone Marrow,1,FLI1
36230|TTF2,7.338515224840907e-11,Homo sapiens,TTF2,tf,HEK293,Epithelium,Embryonic Kidney,1,TTF2
37349|CREB1,7.871873146654691e-11,Homo sapiens,CREB1,tf,A549,Epithelium,Lung,1,CREB1
74686|KLF10,7.900970051140125e-11,Homo sapiens,KLF10,tf,HepG2,Epithelium,Liver,1,KLF10
8770|CHD1,7.959479491126264e-11,Homo sapiens,CHD1,predicted chromatin regulator,K562,Erythroblast,Bone Marrow,1,CHD1
46329|SIN3A,8.474206030572245e-11,Homo sapiens,SIN3A,tf,PANC-1,None,Pancreas,1,SIN3A
392|NOTCH1,9.781029736737812e-11,Homo sapiens,NOTCH1,both predicted transcription factor and chromatin regulator,CUTLL1,T Lymphocyte,Blood,1,NOTCH1
43305|CDK6,1.0072464292918493e-10,Homo sapiens,CDK6,predicted transcription factor,None,None,None,1,CDK6
62931|ZNF341,1.0372376159826188e-10,Homo sapiens,ZNF341,,HEK293,Epithelium,Embryonic Kidney,1,ZNF341
49494|CDK7,1.048707750621943e-10,Homo sapiens,CDK7,predicted transcription factor,Jurkat,T Lymphocyte,Blood,1,CDK7
2110|PRAME,1.0759553948298811e-10,Homo sapiens,PRAME,not sure,K562,Erythroblast,Bone Marrow,1,PRAME
46158|PAX5,1.1920303619683472e-10,Homo sapiens,PAX5,tf,GM12891,Lymphoblastoid,Blood,1,PAX5
34392|MECP2,1.2229087528518486e-10,Homo sapiens,MECP2,cr,IMR90,Fibroblast,Lung,1,MECP2
76856|ZMYND8,1.2499966574403864e-10,Homo sapiens,ZMYND8,cr,HEK293,None,Kidney,1,ZMYND8
49949|KLF9,1.2870271098838724e-10,Homo sapiens,KLF9,tf,GBM1A,Glioblastoma Stem Cell,None,1,KLF9
64112|SMARCA4,1.3203060117531058e-10,Homo sapiens,SMARCA4,cr,K562,Erythroblast,Bone Marrow,1,SMARCA4
1978|E2F6,1.3544247985691384e-10,Homo sapiens,E2F6,tf,K562,Erythroblast,Bone Marrow,0,E2F6
35517|BCL6,1.3944726438903374e-10,Homo sapiens,BCL6,predicted transcription factor,OCI-Ly1,B cell lymphoma,Bone Marrow,1,BCL6
36356|POLR2B,1.527219827036192e-10,Homo sapiens,POLR2B,tf,IMR90,Fibroblast,Lung,1,POLR2B
36228|XRN2,1.532778720201169e-10,Homo sapiens,XRN2,not sure,HEK293,Epithelium,Embryonic Kidney,1,XRN2
48277|CEBPA,1.55521253776452e-10,Homo sapiens,CEBPA,tf,GM12878,B Lymphocyte,Blood,1,CEBPA
73713|AFF1,1.5837060366806098e-10,Homo sapiens,AFF1,tf,SEM,B Lymphocyte,None,1,AFF1
69814|NELFE,1.6010461394235196e-10,Homo sapiens,NELFE,not sure,MCF-7,Human Breast Cancer Cell,Breast,1,NELFE
43105|RBPJ,1.8709266154217468e-10,Homo sapiens,RBPJ,tf,CUTLL1,T Lymphocyte,Blood,1,RBPJ
38585|TAF3,1.8777039065364243e-10,Homo sapiens,TAF3,cr,None,Epithelium,Colon,1,TAF3
58805|MYB,1.9397879232980354e-10,Homo sapiens,MYB,tf,None,Th1,None,1,MYB
52091|TP53,2.062571686137417e-10,Homo sapiens,TP53,predicted transcription factor,IMR90,Fibroblast,Lung,1,TP53
65120|ZBTB26,2.20878578168062e-10,Homo sapiens,ZBTB26,,HEK293,Epithelium,Embryonic Kidney,1,ZBTB26
76529|MBTD1,2.3397199922011787e-10,Homo sapiens,MBTD1,other,K562,Lymphoblast,None,1,MBTD1
396|ZNF143,2.5412986757821485e-10,Homo sapiens,ZNF143,predicted transcription factor,CUTLL1,T Lymphocyte,Blood,1,ZNF143
76965|CNOT3,2.5412986757821485e-10,Homo sapiens,CNOT3,tf,None,None,Snap-frozen tissue,1,CNOT3
64753|H2AFZ,2.5780449592950507e-10,Homo sapiens,H2AFZ,,None,Hepatocyte,None,1,H2AFZ
42712|E2F3,2.5780449592950507e-10,Homo sapiens,E2F3,tf,LoVo,None,Colon,1,E2F3
64560|SP2,2.6914224831040844e-10,Homo sapiens,SP2,predicted chromatin regulator,HEK293,Epithelium,Embryonic Kidney,1,SP2
8659|HDAC2,2.7107859145865007e-10,Homo sapiens,HDAC2,cr,VCaP,Epithelium,Prostate,1,HDAC2
63295|ZNF335,2.749921468022511e-10,Homo sapiens,ZNF335,tf,HEK293,Epithelium,Embryonic Kidney,1,ZNF335
41788|EZH2,2.799616842034013e-10,Homo sapiens,EZH2,cr,None,iPSC,None,1,EZH2
56353|CDK8,2.799616842034013e-10,Homo sapiens,CDK8,tf,MOLM-14,Myeloid Cell,None,1,CDK8
65123|ZFP64,2.8400031127651705e-10,Homo sapiens,ZFP64,,HEK293,Epithelium,Embryonic Kidney,1,ZFP64
68455|USF2,2.9120512175226927e-10,Homo sapiens,USF2,tf,None,Erythroid Cell,None,0,USF2
73716|KMT2A,2.964602919866962e-10,Homo sapiens,KMT2A,not sure,SEM,B Lymphocyte,None,1,KMT2A
46120|TCF12,3.0180795683904486e-10,Homo sapiens,TCF12,tf,GM12878,B Lymphocyte,Blood,1,TCF12
45867|MAZ,3.028887281616407e-10,Homo sapiens,MAZ,tf,IMR90,Fibroblast,Lung,1,MAZ
41831|ZBTB17,3.18421899062204e-10,Homo sapiens,ZBTB17,tf,MDA-MD-231,Epithelium,Mammary Gland,1,ZBTB17
4929|TAFII,3.873245795716637e-10,Homo sapiens,TAFII,not sure,H1,Embryonic Stem Cell,Embryo,1,TAFII
46295|ZBTB7A,4.114220951487345e-10,Homo sapiens,ZBTB7A,predicted transcription factor,K562,Erythroblast,Bone Marrow,1,ZBTB7A
5570|POLR2M,4.173011792805708e-10,Homo sapiens,POLR2M,tf,HeLa,Epithelium,Cervix,1,POLR2M
72855|TRAF7,4.2778733783518347e-10,Homo sapiens,TRAF7,other,None,None,meningioma,1,TRAF7
36804|NR2F2,4.6081144404375404e-10,Homo sapiens,NR2F2,tf,MCF-7,Epithelium,Breast,1,NR2F2
36226|DCP1A,4.757139908432812e-10,Homo sapiens,DCP1A,tf,HEK293,Epithelium,Embryonic Kidney,1,DCP1A
43050|BRD3,4.790889415182514e-10,Homo sapiens,BRD3,predicted chromatin regulator,MM1.S,B Lymphocyte,Blood,1,BRD3
39357|NFE2,4.963170266784736e-10,Homo sapiens,NFE2,tf,None,Erythroid Cell,None,1,NFE2
62632|ZNF76,4.998344244547411e-10,Homo sapiens,ZNF76,predicted transcription factor,HEK293,Epithelium,Embryonic Kidney,1,ZNF76
48576|KDM6B,5.401662933954508e-10,Homo sapiens,KDM6B,cr,CUTLL1,T Lymphocyte,Blood,1,KDM6B
73701|KDM2B,5.595317163889748e-10,Homo sapiens,KDM2B,cr,SEM,B Lymphocyte,None,1,KDM2B
70731|FOXK1,5.795734310701802e-10,Homo sapiens,FOXK1,tf,HEK293,HEK 293 Cell Line,None,1,FOXK1
46301|PML,6.045485732545935e-10,Homo sapiens,PML,tf,K562,Erythroblast,Bone Marrow,1,PML
75275|ZBTB48,6.045485732545935e-10,Homo sapiens,ZBTB48,,U2OS,None,None,1,ZBTB48
44028|BRCA1,6.372463301864998e-10,Homo sapiens,BRCA1,predicted chromatin regulator,MCF-10A,Epithelium,Breast,1,BRCA1
37638|RUNX1,6.740236928372881e-10,Homo sapiens,RUNX1,tf,SKNO-1,Myeloblast,Bone Marrow,1,RUNX1
65214|GLIS1,6.88341901530175e-10,Homo sapiens,GLIS1,tf,HEK293,Epithelium,Embryonic Kidney,1,GLIS1
68051|NFKB1,7.004998409397008e-10,Homo sapiens,NFKB1,tf,L1236,Hodgkin Lymphoma Cell,None,1,NFKB1
6710|SRC,7.203891660058981e-10,Homo sapiens,SRC,not sure,OCI-Ly2,Epithelium,Mammary Gland,1,SRC
9320|NIPBL,7.460260088478174e-10,Homo sapiens,NIPBL,not sure,LCL,Lymphoblastoid,Blood,1,NIPBL
1226|TRRAP,7.512590417533821e-10,Homo sapiens,TRRAP,cr,HeLa,Epithelium,Cervix,1,TRRAP
65147|EGR2,7.56527843786659e-10,Homo sapiens,EGR2,tf,HEK293,Epithelium,Embryonic Kidney,1,EGR2
559|VDR,8.312802609179247e-10,Homo sapiens,VDR,tf,GM10855,Lymphocyte,Blood,1,VDR
49447|HIF1A,9.687813687285268e-10,Homo sapiens,HIF1A,predicted chromatin regulator,T47D,Epithelium,Mammary Gland,1,HIF1A
41574|BRD1,9.926081660665592e-10,Homo sapiens,BRD1,cr,RKO,Epithelium,Colon,1,BRD1
63957|ZNF197,1.0383817310385903e-09,Homo sapiens,ZNF197,,K562,Erythroblast,Bone Marrow,1,ZNF197
64751|ZBTB11,1.0937552528324555e-09,Homo sapiens,ZBTB11,,HEK293,Epithelium,Embryonic Kidney,1,ZBTB11
42218|STAT3,1.1361801253969914e-09,Homo sapiens,STAT3,tf,SU-DHL4,B Lymphocyte,Peritoneal Effusion,1,STAT3
49010|CPSF3L,1.1599922064146727e-09,Homo sapiens,CPSF3L,other,HeLa,Epithelium,Cervix,1,CPSF3L
73986|CD34,1.1761362487530133e-09,Homo sapiens,CD34,other,None,None,Thymus,1,CD34
45905|CHD2,1.1802063302788893e-09,Homo sapiens,CHD2,cr,K562,Erythroblast,Bone Marrow,1,CHD2
36085|CTBP1,1.2386484754249893e-09,Homo sapiens,CTBP1,tf,MCF-7,Epithelium,Breast,1,CTBP1
45683|GTF2F1,1.2515336368261864e-09,Homo sapiens,GTF2F1,tf,H1,Embryonic Stem Cell,Embryo,1,GTF2F1
64916|CBX1,1.2909773468143854e-09,Homo sapiens,CBX1,cr,K562,Erythroblast,Bone Marrow,1,CBX1
3038|CREBBP,1.368811766340447e-09,Homo sapiens,CREBBP,cr,None,T Lymphocyte,Blood,1,CREBBP
46298|EGR1,1.501913286543074e-09,Homo sapiens,EGR1,tf,K562,Erythroblast,Bone Marrow,1,EGR1
51103|CHD8,1.5758073707644713e-09,Homo sapiens,CHD8,cr,None,Neural Stem Cell,None,1,CHD8
45881|TBP,1.5975622493488921e-09,Homo sapiens,TBP,tf,K562,Erythroblast,Bone Marrow,1,TBP
46052|NR3C1,1.6307438398301275e-09,Homo sapiens,NR3C1,tf,A549,Epithelium,Lung,0,NR3C1
63322|ELK1,1.6703042095713784e-09,Homo sapiens,ELK1,tf,K562,Erythroblast,Bone Marrow,1,ELK1
68464|ATF3,1.7343652393202029e-09,Homo sapiens,ATF3,predicted transcription factor,HCT-116,Colon cancer cell,Colon,1,ATF3
63407|POLR2AphosphoS5,1.825588730135275e-09,Homo sapiens,POLR2AphosphoS5,,None,iPSC,None,1,POLR2AphosphoS5
38698|E2F7,1.895437464927822e-09,Homo sapiens,E2F7,tf,LoVo,None,Colon,1,E2F7
