,coefficients,cell_line,cell_type,tissue
40872,-1.7376122992441407,,T Lymphocyte,Blood
45076,1.3105822626568415,,Th1,Blood
47606,0.4775632452321482,L591,B Lymphocyte,Blood
44972,0.46702851241011495,HL-60,Myeloblast,Blood
64049,0.38484969094591603,HAP-1,,
63925,0.3155427391974861,A549,Epithelium,
64337,0.25007832093842797,K562,Erythroblast,
45074,-0.21322099619295204,,Th1,Blood
44907,-0.042488583764287095,,B Lymphocyte,Blood
