,pval,species,factor,factor_type,cell_line,cell_type,tissue,qc
49480|E2F4,2.8400061199700273e-19,Homo sapiens,E2F4,tf,None,Retinal pigment cell,None,1
542|E2F4,5.406783647172449e-17,Homo sapiens,E2F4,tf,GM06990,B Lymphocyte,Blood,0
3225|E2F4,8.533073975784723e-17,Homo sapiens,E2F4,tf,None,Adipocyte,Adipose,1
36812|E2F4,9.048633351044327e-17,Homo sapiens,E2F4,tf,MCF-7,Epithelium,Breast,1
44332|E2F1,3.359904812002487e-16,Homo sapiens,E2F1,tf,LNCaP,Epithelium,Prostate,1
62550|TFDP1,2.387544061913254e-15,Homo sapiens,TFDP1,tf,K562,Erythroblast,Bone Marrow,1
1874|RBL2,3.591656929043248e-15,Homo sapiens,RBL2,both predicted transcription factor and chromatin regulator,IMR90,Fibroblast,Lung,1
67454|E2F1,5.463759186492895e-15,Homo sapiens,E2F1,tf,None,Mesenchymal Stem Cell,Umbilical Cord,1
67457|E2F1,7.226777779373792e-15,Homo sapiens,E2F1,tf,None,Mesenchymal Stem Cell,Umbilical Cord,1
36807|E2F4,8.101458716260721e-15,Homo sapiens,E2F4,tf,MCF-7,Epithelium,Breast,1
67459|E2F1,8.250755116314402e-15,Homo sapiens,E2F1,tf,None,Mesenchymal Stem Cell,Umbilical Cord,1
67458|E2F1,2.5102551592510747e-14,Homo sapiens,E2F1,tf,None,Mesenchymal Stem Cell,Umbilical Cord,1
45617|E2F4,4.5022740133648624e-14,Homo sapiens,E2F4,tf,GM12878,B Lymphocyte,Blood,1
43684|KDM4C,5.234450930838675e-14,Homo sapiens,KDM4C,cr,KYSE-150,Epitheloid Cell,Esophagus,1
8657|HDAC1,1.017316140784024e-13,Homo sapiens,HDAC1,cr,VCaP,Epithelium,Prostate,1
1880|RBL2,1.276628540971657e-13,Homo sapiens,RBL2,both predicted transcription factor and chromatin regulator,IMR90,Fibroblast,Lung,1
67455|E2F1,1.3807219167191981e-13,Homo sapiens,E2F1,tf,None,Mesenchymal Stem Cell,Umbilical Cord,1
45234|SAP30,1.442108031960337e-13,Homo sapiens,SAP30,not sure,H1,Embryonic Stem Cell,Embryo,1
8821|SAP30,1.442108031960337e-13,Homo sapiens,SAP30,not sure,H1,Embryonic Stem Cell,Embryo,1
71069|MBD3,3.191499291421194e-13,Homo sapiens,MBD3,cr,HeLa,Epithelium,Cervix,1
8658|HDAC1,5.57960524279515e-13,Homo sapiens,HDAC1,cr,VCaP,Epithelium,Prostate,1
44333|E2F1,7.162282627158479e-13,Homo sapiens,E2F1,tf,LNCaP,Epithelium,Prostate,1
77534|TFDP1,7.892054912785998e-13,Homo sapiens,TFDP1,tf,U266B1,None,None,1
44340|E2F1,8.95442041046726e-13,Homo sapiens,E2F1,tf,LNCaP,Epithelium,Prostate,0
1876|RBL2,2.8564515527701916e-12,Homo sapiens,RBL2,both predicted transcription factor and chromatin regulator,IMR90,Fibroblast,Lung,0
70953|E2F1,3.0756675991243314e-12,Homo sapiens,E2F1,tf,Raji,B Lymphocyte,Blood,1
45428|HDAC1,4.444196323810211e-12,Homo sapiens,HDAC1,cr,K562,Erythroblast,Bone Marrow,1
73719|BRD4,5.041740584309645e-12,Homo sapiens,BRD4,cr,SEM,B Lymphocyte,None,1
