,pval,species,factor,factor_type,cell_line,cell_type,tissue,qc,TF
542|E2F4,1.2614303234779583e-104,Homo sapiens,E2F4,tf,GM06990,B Lymphocyte,Blood,0,E2F4
67455|E2F1,9.374821465384686e-77,Homo sapiens,E2F1,tf,None,Mesenchymal Stem Cell,Umbilical Cord,1,E2F1
1874|RBL2,5.410365068516923e-60,Homo sapiens,RBL2,both predicted transcription factor and chromatin regulator,IMR90,Fibroblast,Lung,1,RBL2
77534|TFDP1,1.4965880054336843e-59,Homo sapiens,TFDP1,tf,U266B1,None,None,1,TFDP1
49417|RB1,1.1018795262544194e-45,Homo sapiens,RB1,tf,IMR90,Fibroblast,Lung,1,RB1
72935|HDAC2,6.349830790935054e-36,Homo sapiens,HDAC2,cr,None,Cardiomyocyte,None,0,HDAC2
8657|HDAC1,4.6309344085977617e-35,Homo sapiens,HDAC1,cr,VCaP,Epithelium,Prostate,1,HDAC1
43572|RNF2,3.902331818625303e-33,Homo sapiens,RNF2,predicted transcription factor,None,Fibroblast,Foreskin,1,RNF2
2684|PHF8,2.6797516674167074e-31,Homo sapiens,PHF8,cr,SH-SY5Y,None,Bone Marrow,1,PHF8
41572|ING2,3.985230908723682e-31,Homo sapiens,ING2,predicted chromatin regulator,RKO,Epithelium,Colon,1,ING2
56961|GTF2B,1.932460638515396e-30,Homo sapiens,GTF2B,tf,HeLa,Epithelium,Cervix,1,GTF2B
51103|CHD8,3.8963208489270036e-29,Homo sapiens,CHD8,cr,None,Neural Stem Cell,None,1,CHD8
39460|FOXM1,5.69679923166904e-29,Homo sapiens,FOXM1,tf,MDA-MB-231,Epithelium,Breast,1,FOXM1
46162|TAF1,1.4677860877490928e-28,Homo sapiens,TAF1,tf,GM12892,Lymphoblastoid,Blood,1,TAF1
73696|LEO1,1.643137068167924e-28,Homo sapiens,LEO1,predicted chromatin regulator,SEM,B Lymphocyte,None,1,LEO1
64039|HBP1,2.100705348713061e-28,Homo sapiens,HBP1,tf,HepG2,Epithelium,Liver,1,HBP1
68635|KMT2D,5.215381765354568e-28,Homo sapiens,KMT2D,cr,None,patient derived xenograft cells,None,1,KMT2D
45639|SIN3A,6.844064335051334e-28,Homo sapiens,SIN3A,tf,GM12878,B Lymphocyte,Blood,1,SIN3A
73719|BRD4,1.0367079555808436e-27,Homo sapiens,BRD4,cr,SEM,B Lymphocyte,None,1,BRD4
53346|CDK9,1.715244454969428e-27,Homo sapiens,CDK9,tf,HeLa,Epithelium,Cervix,1,CDK9
53324|NELFE,4.8561598201121864e-27,Homo sapiens,NELFE,not sure,HeLa,Epithelium,Cervix,1,NELFE
65057|TGIF2,4.902620227186735e-27,Homo sapiens,TGIF2,tf,HepG2,Epithelium,Liver,1,TGIF2
69872|AFF4,6.903764781461889e-27,Homo sapiens,AFF4,tf,None,Th1,None,1,AFF4
38724|GMEB2,1.3635772466952058e-26,Homo sapiens,GMEB2,tf,LoVo,None,Colon,1,GMEB2
49493|CDK7,1.6797683386027658e-26,Homo sapiens,CDK7,predicted transcription factor,Jurkat,T Lymphocyte,Blood,1,CDK7
55468|NELFA,2.9630950164652225e-26,Homo sapiens,NELFA,not sure,HeLa,Epithelium,Cervix,1,NELFA
46136|GABPA,4.4073893867899514e-26,Homo sapiens,GABPA,tf,GM12878,B Lymphocyte,Blood,1,GABPA
53323|INTS3,4.8791331188777114e-26,Homo sapiens,INTS3,predicted transcription factor,HeLa,Epithelium,Cervix,1,INTS3
74209|BRD2,4.962623927358875e-26,Homo sapiens,BRD2,predicted chromatin regulator,SF8628,None,Pontine,1,BRD2
394|RBPJ,8.19684897501776e-26,Homo sapiens,RBPJ,tf,CUTLL1,T Lymphocyte,Blood,1,RBPJ
74838|JMJD6,9.893683679794676e-26,Homo sapiens,JMJD6,cr,None,3565 cells,None,1,JMJD6
69868|MED1,1.873475943132571e-25,Homo sapiens,MED1,predicted transcription factor,MHH-MED-1,Th1,None,1,MED1
36230|TTF2,2.6076084829321458e-25,Homo sapiens,TTF2,tf,HEK293,Epithelium,Embryonic Kidney,1,TTF2
45419|SAP30,2.9387262968583237e-25,Homo sapiens,SAP30,not sure,K562,Erythroblast,Bone Marrow,1,SAP30
49877|WDR5,3.873555435224337e-25,Homo sapiens,WDR5,cr,A673,Polygonal,Muscle,1,WDR5
9216|POLR2B,4.186814646980556e-25,Homo sapiens,POLR2B,tf,HeLa,Epithelium,Cervix,1,POLR2B
45776|E2F6,4.431137995108213e-25,Homo sapiens,E2F6,tf,HeLa-S3,Epithelium,Cervix,1,E2F6
58842|XRN2,4.529848575703449e-25,Homo sapiens,XRN2,not sure,HEK293,Epithelium,Embryonic Kidney,1,XRN2
63028|MBD2,1.0117053299751089e-24,Homo sapiens,MBD2,cr,K562,Erythroblast,Bone Marrow,1,MBD2
73713|AFF1,1.2380077624345638e-24,Homo sapiens,AFF1,tf,SEM,B Lymphocyte,None,1,AFF1
45793|SREBF1,1.5507659930687549e-24,Homo sapiens,SREBF1,tf,HepG2,Epithelium,Liver,1,SREBF1
43104|NOTCH1,1.688039662597476e-24,Homo sapiens,NOTCH1,both predicted transcription factor and chromatin regulator,CUTLL1,T Lymphocyte,Blood,1,NOTCH1
72407|PARP1,3.7490911186800135e-24,Homo sapiens,PARP1,not sure,MCF-7,Human Breast Cancer Cell,Breast,1,PARP1
58808|MAF,4.380259483003355e-24,Homo sapiens,MAF,tf,None,Th1,None,1,MAF
33679|GATA3,7.9890600625108e-24,Homo sapiens,GATA3,tf,None,Th1,None,1,GATA3
43684|KDM4C,1.353284432906497e-23,Homo sapiens,KDM4C,cr,KYSE-150,Epitheloid Cell,Esophagus,1,KDM4C
9320|NIPBL,2.3586600453861516e-23,Homo sapiens,NIPBL,not sure,LCL,Lymphoblastoid,Blood,1,NIPBL
56353|CDK8,2.691640318682952e-23,Homo sapiens,CDK8,tf,MOLM-14,Myeloid Cell,None,1,CDK8
72356|TAL1,2.759747227637004e-23,Homo sapiens,TAL1,tf,Kasumi-1,Acute myeloid leukemia,None,1,TAL1
69874|RELA,6.273254816429217e-23,Homo sapiens,RELA,tf,None,Th1,None,1,RELA
51750|FOXP1,7.862876141481979e-23,Homo sapiens,FOXP1,tf,LNCaP,Epithelium,Prostate,1,FOXP1
53076|RBP2,1.1456189515919884e-22,Homo sapiens,RBP2,other,U937,None,Pleura,1,RBP2
64302|E2F5,1.8089774485435286e-22,Homo sapiens,E2F5,,K562,Erythroblast,Bone Marrow,1,E2F5
46132|EGR1,2.163754907582653e-22,Homo sapiens,EGR1,tf,GM12878,B Lymphocyte,Blood,1,EGR1
43305|CDK6,2.7448048503911313e-22,Homo sapiens,CDK6,predicted transcription factor,None,None,None,1,CDK6
58805|MYB,3.078577320033178e-22,Homo sapiens,MYB,tf,None,Th1,None,1,MYB
50894|SPI1,3.4585386741779836e-22,Homo sapiens,SPI1,predicted transcription factor,None,None,None,1,SPI1
64772|SUPT5H,4.873804309494181e-22,Homo sapiens,SUPT5H,tf,K562,Erythroblast,Bone Marrow,1,SUPT5H
32814|MAX,5.461454391238959e-22,Homo sapiens,MAX,tf,P493-6,B cell lymphoma,None,1,MAX
45802|CHD2,6.392504781582305e-22,Homo sapiens,CHD2,cr,HepG2,Epithelium,Liver,1,CHD2
36226|DCP1A,6.478002111281546e-22,Homo sapiens,DCP1A,tf,HEK293,Epithelium,Embryonic Kidney,1,DCP1A
55344|SUMO2,6.707348639199424e-22,Homo sapiens,SUMO2,other,K562,Erythroblast,Bone Marrow,1,SUMO2
8532|VEZF1,7.212953718982126e-22,Homo sapiens,VEZF1,tf,HeLa-S3,Epithelium,Cervix,1,VEZF1
3273|GATA1,1.0603853167990642e-21,Homo sapiens,GATA1,tf,None,Proerythroblast,Bone Marrow,1,GATA1
34318|MYC,1.3183564993436168e-21,Homo sapiens,MYC,tf,HEK293T,Epithelium,Embryonic Kidney,1,MYC
38585|TAF3,1.912722556772501e-21,Homo sapiens,TAF3,cr,None,Epithelium,Colon,1,TAF3
8795|RBBP5,2.015470412862252e-21,Homo sapiens,RBBP5,cr,K562,Erythroblast,Bone Marrow,1,RBBP5
70816|SP1,2.1757773742188437e-21,Homo sapiens,SP1,predicted chromatin regulator,HCT-116,Colon cancer cell,Colon,1,SP1
34399|MECP2,2.7306497560779268e-21,Homo sapiens,MECP2,cr,HCT-116,None,Colon,1,MECP2
41574|BRD1,4.3772709008405135e-21,Homo sapiens,BRD1,cr,RKO,Epithelium,Colon,1,BRD1
45774|MXI1,4.9020810583198865e-21,Homo sapiens,MXI1,tf,HeLa-S3,Epithelium,Cervix,1,MXI1
47416|ERG,1.4547541657950142e-20,Homo sapiens,ERG,other,Jurkat,T Lymphocyte,Blood,1,ERG
59170|SETD1A,1.483390077509696e-20,Homo sapiens,SETD1A,predicted chromatin regulator,SEM,Pre-B Lymphocyte,None,1,SETD1A
45390|KDM5B,2.1069629207522793e-20,Homo sapiens,KDM5B,cr,K562,Erythroblast,Bone Marrow,1,KDM5B
50372|SUZ12,2.6143497371497796e-20,Homo sapiens,SUZ12,cr,None,Proerythroblast,Fetal Liver,1,SUZ12
38784|RFX1,3.4963470200457475e-20,Homo sapiens,RFX1,tf,LoVo,None,Colon,1,RFX1
42774|NFYC,5.0351215174391084e-20,Homo sapiens,NFYC,tf,LoVo,None,Colon,1,NFYC
63097|SMAD5,5.231389893374698e-20,Homo sapiens,SMAD5,tf,GM12878,B Lymphocyte,Blood,1,SMAD5
42715|GLI2,6.514826924337036e-20,Homo sapiens,GLI2,tf,LoVo,None,Colon,1,GLI2
1219|GATAD1,7.324072715259384e-20,Homo sapiens,GATAD1,predicted chromatin regulator,HeLa,Epithelium,Cervix,1,GATAD1
67715|CREB1,7.78094472396932e-20,Homo sapiens,CREB1,tf,LNCaP,Epithelium,Prostate,1,CREB1
45791|TBP,9.877388715250622e-20,Homo sapiens,TBP,tf,HepG2,Epithelium,Liver,1,TBP
64865|ZFX,9.904622891427015e-20,Homo sapiens,ZFX,predicted transcription factor,K562,Erythroblast,Bone Marrow,1,ZFX
52092|TP53,1.0884876753544227e-19,Homo sapiens,TP53,predicted transcription factor,IMR90,Fibroblast,Lung,1,TP53
42212|STAT3,1.2143960918679158e-19,Homo sapiens,STAT3,tf,OCI-Ly10,B Lymphocyte,Bone Marrow,1,STAT3
46306|THAP1,1.3464886999821143e-19,Homo sapiens,THAP1,tf,K562,Erythroblast,Bone Marrow,1,THAP1
46301|PML,1.6551223807404607e-19,Homo sapiens,PML,tf,K562,Erythroblast,Bone Marrow,1,PML
49481|RPE,1.9100783622430578e-19,Homo sapiens,RPE,other,None,Retinal pigment cell,None,1,RPE
42775|NPAT,1.9416174836708752e-19,Homo sapiens,NPAT,tf,LoVo,None,Colon,1,NPAT
48755|CBX8,2.0669690736897702e-19,Homo sapiens,CBX8,cr,PC-3,Epithelium,Prostate,1,CBX8
70731|FOXK1,2.515840598567401e-19,Homo sapiens,FOXK1,tf,HEK293,HEK 293 Cell Line,None,1,FOXK1
75287|ZBTB48,2.5308869354243327e-19,Homo sapiens,ZBTB48,,HeLa,None,None,1,ZBTB48
46278|ETS1,3.279138606504396e-19,Homo sapiens,ETS1,tf,K562,Erythroblast,Bone Marrow,1,ETS1
50107|CHRM2,3.682738219302929e-19,Homo sapiens,CHRM2,predicted chromatin regulator,U937,None,Pleura,1,CHRM2
70093|TET2,3.9254124229331325e-19,Homo sapiens,TET2,cr,293T,None,None,1,TET2
64688|H2AFZ,4.546033059719252e-19,Homo sapiens,H2AFZ,,DOHH-2,None,None,1,H2AFZ
41831|ZBTB17,4.694599819191116e-19,Homo sapiens,ZBTB17,tf,MDA-MD-231,Epithelium,Mammary Gland,1,ZBTB17
73984|CD34,5.686524448349739e-19,Homo sapiens,CD34,other,None,None,Thymus,1,CD34
1345|SMARCB1,7.015801773048665e-19,Homo sapiens,SMARCB1,cr,HeLa,Epithelium,Cervix,1,SMARCB1
43400|XBP1,7.265635645506082e-19,Homo sapiens,XBP1,tf,T47D,Epithelium,Mammary Gland,1,XBP1
