,pval,species,factor,factor_type,cell_line,cell_type,tissue,qc
51750|FOXP1,3.5245368892352484e-27,Homo sapiens,FOXP1,tf,LNCaP,Epithelium,Prostate,1
52091|TP53,4.331709731228033e-27,Homo sapiens,TP53,predicted transcription factor,IMR90,Fibroblast,Lung,1
53347|CDK9,6.987170973732158e-26,Homo sapiens,CDK9,tf,HeLa,Epithelium,Cervix,1
52092|TP53,2.0959940564315293e-25,Homo sapiens,TP53,predicted transcription factor,IMR90,Fibroblast,Lung,1
45754|E2F1,3.3090372582378597e-25,Homo sapiens,E2F1,tf,HeLa-S3,Epithelium,Cervix,1
55666|PAF1,4.000255002192806e-25,Homo sapiens,PAF1,not sure,HCT-116,None,Colon,1
70964|MYC,6.193586339267954e-25,Homo sapiens,MYC,tf,Raji,B Lymphocyte,Blood,1
45750|E2F1,7.053184729550277e-25,Homo sapiens,E2F1,tf,HeLa-S3,Epithelium,Cervix,1
5968|MYC,9.532706881613353e-25,Homo sapiens,MYC,tf,BL-41,B Lymphocyte,Blood,0
33904|BRD4,1.4285460059005086e-24,Homo sapiens,BRD4,cr,None,Plasma Cell,None,1
71934|MYC,1.5654746348105697e-24,Homo sapiens,MYC,tf,U2OS,None,Bone,1
46008|MYC,2.740483580003187e-24,Homo sapiens,MYC,tf,MCF-10A,Epithelium,Breast,1
55465|NELFA,4.423358754731945e-24,Homo sapiens,NELFA,not sure,HeLa,Epithelium,Cervix,1
58640|MED1,8.289745389435823e-24,Homo sapiens,MED1,predicted transcription factor,LNCaP-abl,Epithelium,Prostate,1
33189|MYC,1.0046306514344136e-23,Homo sapiens,MYC,tf,P493-6,B cell lymphoma,None,1
74838|JMJD6,3.383188261019325e-23,Homo sapiens,JMJD6,cr,None,3565 cells,None,1
69870|BRD4,3.508331107207239e-23,Homo sapiens,BRD4,cr,None,Th1,None,1
41481|E2F1,3.787767210746939e-23,Homo sapiens,E2F1,tf,OCI-Ly1,B cell lymphoma,Bone Marrow,1
8118|MYC,4.3614073794122555e-23,Homo sapiens,MYC,tf,K562,Erythroblast,Bone Marrow,1
74202|BRD2,5.20589417480008e-23,Homo sapiens,BRD2,predicted chromatin regulator,None,None,Pontine,1
2280|E2F1,9.41994281192221e-23,Homo sapiens,E2F1,tf,MCF-7,Epithelium,Breast,1
53346|CDK9,9.843030644160029e-23,Homo sapiens,CDK9,tf,HeLa,Epithelium,Cervix,1
38585|TAF3,1.008167778163911e-22,Homo sapiens,TAF3,cr,None,Epithelium,Colon,1
52358|MYC,1.1363561984527958e-22,Homo sapiens,MYC,tf,P493-6,B cell lymphoma,None,1
36362|GTF2B,1.7813140540315705e-22,Homo sapiens,GTF2B,tf,IMR90,Fibroblast,Lung,1
45752|E2F4,1.8387706507446575e-22,Homo sapiens,E2F4,tf,HeLa-S3,Epithelium,Cervix,1
33162|MAX,2.388350851994357e-22,Homo sapiens,MAX,tf,P493-6,B cell lymphoma,None,1
44312|E2F1,2.4554178784284354e-22,Homo sapiens,E2F1,tf,LNCaP,Epithelium,Prostate,1
56353|CDK8,2.5443917371851506e-22,Homo sapiens,CDK8,tf,MOLM-14,Myeloid Cell,None,1
55665|PAF1,3.0155217698408234e-22,Homo sapiens,PAF1,not sure,HCT-116,None,Colon,1
55466|NELFA,4.0685699837337244e-22,Homo sapiens,NELFA,not sure,HeLa,Epithelium,Cervix,0
56961|GTF2B,4.614129759572236e-22,Homo sapiens,GTF2B,tf,HeLa,Epithelium,Cervix,1
71933|MYC,5.636835650872117e-22,Homo sapiens,MYC,tf,U2OS,None,Bone,1
45991|E2F1,6.465430593123331e-22,Homo sapiens,E2F1,tf,MCF-7,Epithelium,Breast,1
45990|MYC,8.207267111440218e-22,Homo sapiens,MYC,tf,MCF-7,Epithelium,Breast,1
44320|E2F1,9.04861298646593e-22,Homo sapiens,E2F1,tf,LNCaP,Epithelium,Prostate,1
55895|T,1.0371571854491098e-21,Homo sapiens,T,tf,None,Fibroblast,None,1
69868|MED1,1.0741613551410444e-21,Homo sapiens,MED1,predicted transcription factor,MHH-MED-1,Th1,None,1
44316|E2F1,1.1211662317478203e-21,Homo sapiens,E2F1,tf,LNCaP,Epithelium,Prostate,1
32814|MAX,1.125538973502453e-21,Homo sapiens,MAX,tf,P493-6,B cell lymphoma,None,1
71936|MYC,1.1299285857141121e-21,Homo sapiens,MYC,tf,U2OS,None,Bone,1
7060|YY1,1.1931910435419412e-21,Homo sapiens,YY1,tf,GM12878,B Lymphocyte,Blood,1
69809|NELFE,1.2997516938273313e-21,Homo sapiens,NELFE,not sure,MCF-7,Human Breast Cancer Cell,Breast,1
67829|BRD4,1.361789008836923e-21,Homo sapiens,BRD4,cr,SUM159R,None,None,1
70561|MYC,1.4267539192769734e-21,Homo sapiens,MYC,tf,U2OS,None,Bone,1
69815|NELFE,1.725388884210586e-21,Homo sapiens,NELFE,not sure,MCF-7,Human Breast Cancer Cell,Breast,1
52359|MYC,1.759137094444154e-21,Homo sapiens,MYC,tf,P493-6,B cell lymphoma,None,1
70807|MYC,1.8861261496956774e-21,Homo sapiens,MYC,tf,HCT-116,Colon cancer cell,Colon,0
40216|MED1,2.1932059595959817e-21,Homo sapiens,MED1,predicted transcription factor,None,B Lymphocyte,Blood,1
58805|MYB,2.424890451801545e-21,Homo sapiens,MYB,tf,None,Th1,None,1
46163|YY1,2.4436835607107387e-21,Homo sapiens,YY1,tf,GM12892,Lymphoblastoid,Blood,1
53192|MYC,2.472143648270931e-21,Homo sapiens,MYC,tf,MCF-10A,Epithelium,Breast,1
69814|NELFE,2.9292428565557975e-21,Homo sapiens,NELFE,not sure,MCF-7,Human Breast Cancer Cell,Breast,1
63885|BCL3,3.0209069038759485e-21,Homo sapiens,BCL3,tf,A549,Epithelium,Lung,1
70809|MYC,3.3005421081429865e-21,Homo sapiens,MYC,tf,HCT-116,Colon cancer cell,Colon,1
2283|E2F1,3.496551014888727e-21,Homo sapiens,E2F1,tf,MCF-7,Epithelium,Breast,1
73508|BRD4,3.6335746943893456e-21,Homo sapiens,BRD4,cr,SUM159PT,mammary carcinoma cell line,Breast,1
51627|MYC,4.453438351609931e-21,Homo sapiens,MYC,tf,HUES64,Embryonic Stem Cell,Embryo,0
49949|KLF9,4.4877220124521676e-21,Homo sapiens,KLF9,tf,GBM1A,Glioblastoma Stem Cell,None,1
44313|E2F1,4.8825062638885576e-21,Homo sapiens,E2F1,tf,LNCaP,Epithelium,Prostate,0
72049|MYC,4.957888371617602e-21,Homo sapiens,MYC,tf,Gen2.2,None,None,1
64103|BCL3,5.0344212085721824e-21,Homo sapiens,BCL3,tf,A549,Epithelium,Lung,1
58333|MED1,5.230902314867869e-21,Homo sapiens,MED1,predicted transcription factor,LNCaP-abl,Epithelium,Prostate,1
46195|TAF7,5.476710089903424e-21,Homo sapiens,TAF7,predicted transcription factor,H1,Embryonic Stem Cell,Embryo,1
46221|TAF1,5.646892562048492e-21,Homo sapiens,TAF1,tf,HeLa-S3,Epithelium,Cervix,1
70955|MYC,5.8000850881045295e-21,Homo sapiens,MYC,tf,Raji,B Lymphocyte,Blood,1
45421|RBBP5,5.844604274643748e-21,Homo sapiens,RBBP5,cr,K562,Erythroblast,Bone Marrow,1
69816|NELFE,6.095567757480527e-21,Homo sapiens,NELFE,not sure,MCF-7,Human Breast Cancer Cell,Breast,1
39460|FOXM1,6.142328958623149e-21,Homo sapiens,FOXM1,tf,MDA-MB-231,Epithelium,Breast,1
44324|E2F1,6.783489430620374e-21,Homo sapiens,E2F1,tf,LNCaP,Epithelium,Prostate,1
45714|TCF7L2,6.861601177720379e-21,Homo sapiens,TCF7L2,tf,HCT-116,None,Colon,1
45849|MAX,7.462248452313199e-21,Homo sapiens,MAX,tf,None,Endothelial Cell,Umbilical Vein,1
2684|PHF8,7.490752497026308e-21,Homo sapiens,PHF8,cr,SH-SY5Y,None,Bone Marrow,1
43305|CDK6,7.519364196647128e-21,Homo sapiens,CDK6,predicted transcription factor,None,None,None,1
32790|BRD4,8.176887642453651e-21,Homo sapiens,BRD4,cr,P493-6,B cell lymphoma,None,1
43684|KDM4C,8.657476234152322e-21,Homo sapiens,KDM4C,cr,KYSE-150,Epitheloid Cell,Esophagus,1
33174|MYC,8.925102651798708e-21,Homo sapiens,MYC,tf,U87,None,Brain,1
45411|PHF8,8.993277428916573e-21,Homo sapiens,PHF8,cr,K562,Erythroblast,Bone Marrow,1
67456|E2F1,9.521267394519903e-21,Homo sapiens,E2F1,tf,None,Mesenchymal Stem Cell,Umbilical Cord,1
44337|E2F1,9.521267394519903e-21,Homo sapiens,E2F1,tf,LNCaP,Epithelium,Prostate,1
33195|MYC,9.521267394519903e-21,Homo sapiens,MYC,tf,P493-6,B cell lymphoma,None,1
37056|FLI1,9.66716686456464e-21,Homo sapiens,FLI1,tf,U937,None,Pleura,1
45745|MYC,9.890170394276606e-21,Homo sapiens,MYC,tf,HeLa-S3,Epithelium,Cervix,1
69456|TP53,1.091676912542213e-20,Homo sapiens,TP53,predicted transcription factor,None,None,Foreskin,1
46011|MYC,1.1732940243101898e-20,Homo sapiens,MYC,tf,NB4,Promyelocytic cell,Blood,1
44336|E2F1,1.3397427547942785e-20,Homo sapiens,E2F1,tf,LNCaP,Epithelium,Prostate,1
69813|NELFE,1.5237262181377538e-20,Homo sapiens,NELFE,not sure,MCF-7,Human Breast Cancer Cell,Breast,1
45989|MYC,1.5411116141746053e-20,Homo sapiens,MYC,tf,MCF-7,Epithelium,Breast,1
2282|E2F1,1.5764728338719786e-20,Homo sapiens,E2F1,tf,MCF-7,Epithelium,Breast,1
75942|KDM1A,1.6126359786714817e-20,Homo sapiens,KDM1A,cr,PC-3M-luc,None,Prostate,1
76519|SETD1A,1.896935253275051e-20,Homo sapiens,SETD1A,predicted chromatin regulator,None,Erythroid Cell,None,1
74348|NEUROD1,1.904104869330665e-20,Homo sapiens,NEUROD1,tf,D-341,None,None,1
46269|YY1,2.148230807120012e-20,Homo sapiens,YY1,tf,K562,Erythroblast,Bone Marrow,1
44333|E2F1,2.405087685654271e-20,Homo sapiens,E2F1,tf,LNCaP,Epithelium,Prostate,1
44317|E2F1,2.423252400294208e-20,Homo sapiens,E2F1,tf,LNCaP,Epithelium,Prostate,1
50877|SPI1,2.7536385375810727e-20,Homo sapiens,SPI1,predicted transcription factor,None,None,None,1
36299|BRD4,2.805840782910925e-20,Homo sapiens,BRD4,cr,None,Embryonic Stem Cell,Embryo,0
2278|E2F1,3.1050985984051896e-20,Homo sapiens,E2F1,tf,MCF-7,Epithelium,Breast,1
5966|MYC,3.260229439342854e-20,Homo sapiens,MYC,tf,CA46,B Lymphocyte,None,0
8112|MYC,3.334388384728052e-20,Homo sapiens,MYC,tf,None,Endothelial Cell,Umbilical Vein,1
45857|MYC,3.334388384728052e-20,Homo sapiens,MYC,tf,None,Endothelial Cell,Umbilical Vein,1
74347|NEUROD1,3.334388384728052e-20,Homo sapiens,NEUROD1,tf,D-341,None,None,1
40217|BRD4,3.540395667320414e-20,Homo sapiens,BRD4,cr,U87,None,Brain,1
48998|AFF4,4.447814261536601e-20,Homo sapiens,AFF4,tf,HeLa,Epithelium,Cervix,1
38183|MYC,4.5486180928475626e-20,Homo sapiens,MYC,tf,MCF-7,Epithelium,Breast,1
50878|SPI1,4.5827185580243837e-20,Homo sapiens,SPI1,predicted transcription factor,None,None,None,1
49493|CDK7,4.7040719136963017e-20,Homo sapiens,CDK7,predicted transcription factor,Jurkat,T Lymphocyte,Blood,1
8790|PHF8,4.974911556349799e-20,Homo sapiens,PHF8,cr,K562,Erythroblast,Bone Marrow,1
2090|MYC,5.501813247527442e-20,Homo sapiens,MYC,tf,K562,Erythroblast,Bone Marrow,1
48450|BRD4,5.501813247527442e-20,Homo sapiens,BRD4,cr,MCF-7,Epithelium,Breast,1
45870|MYC,5.501813247527442e-20,Homo sapiens,MYC,tf,K562,Erythroblast,Bone Marrow,1
62934|BCL3,5.668265309263465e-20,Homo sapiens,BCL3,tf,A549,Epithelium,Lung,1
56978|GTF2B,5.710650011634698e-20,Homo sapiens,GTF2B,tf,HeLa,Epithelium,Cervix,1
37057|FLI1,5.817986976984874e-20,Homo sapiens,FLI1,tf,U937,None,Pleura,1
45827|MYC,6.221169603152929e-20,Homo sapiens,MYC,tf,HepG2,Epithelium,Liver,1
50879|SPI1,6.553736888173638e-20,Homo sapiens,SPI1,predicted transcription factor,None,None,None,1
46297|E2F6,6.751600895281465e-20,Homo sapiens,E2F6,tf,K562,Erythroblast,Bone Marrow,1
70953|E2F1,7.326681096913563e-20,Homo sapiens,E2F1,tf,Raji,B Lymphocyte,Blood,1
9216|POLR2B,7.491750683141746e-20,Homo sapiens,POLR2B,tf,HeLa,Epithelium,Cervix,1
