,pval,species,factor,factor_type,cell_line,cell_type,tissue,qc,TF
51750|FOXP1,2.9782600673305243e-59,Homo sapiens,FOXP1,tf,LNCaP,Epithelium,Prostate,1,FOXP1
49977|BRD4,1.569792224979698e-58,Homo sapiens,BRD4,cr,90-8TL,Schwann Cell,Brain,1,BRD4
55465|NELFA,1.5240018158714765e-56,Homo sapiens,NELFA,not sure,HeLa,Epithelium,Cervix,1,NELFA
46077|TAF1,1.5018670652220186e-54,Homo sapiens,TAF1,tf,A549,Epithelium,Lung,1,TAF1
45752|E2F4,2.7498344916979636e-53,Homo sapiens,E2F4,tf,HeLa-S3,Epithelium,Cervix,1,E2F4
74347|NEUROD1,1.532107133668925e-52,Homo sapiens,NEUROD1,tf,D-341,None,None,1,NEUROD1
56961|GTF2B,1.367722629718291e-51,Homo sapiens,GTF2B,tf,HeLa,Epithelium,Cervix,1,GTF2B
69456|TP53,5.327317210145175e-51,Homo sapiens,TP53,predicted transcription factor,None,None,Foreskin,1,TP53
55666|PAF1,8.631989800775818e-51,Homo sapiens,PAF1,not sure,HCT-116,None,Colon,1,PAF1
69872|AFF4,1.9500672645971035e-50,Homo sapiens,AFF4,tf,None,Th1,None,1,AFF4
71936|MYC,1.1220367992054625e-49,Homo sapiens,MYC,tf,U2OS,None,Bone,1,MYC
53346|CDK9,1.2197915970677016e-49,Homo sapiens,CDK9,tf,HeLa,Epithelium,Cervix,1,CDK9
41481|E2F1,1.2513037929276323e-49,Homo sapiens,E2F1,tf,OCI-Ly1,B cell lymphoma,Bone Marrow,1,E2F1
37623|MYH11,8.208239461971432e-48,Homo sapiens,MYH11,not sure,ME-1,Leukemia Cell,None,1,MYH11
75942|KDM1A,1.0083032019504866e-47,Homo sapiens,KDM1A,cr,PC-3M-luc,None,Prostate,1,KDM1A
2684|PHF8,1.7465182670194245e-47,Homo sapiens,PHF8,cr,SH-SY5Y,None,Bone Marrow,1,PHF8
72356|TAL1,2.7845304243212477e-47,Homo sapiens,TAL1,tf,Kasumi-1,Acute myeloid leukemia,None,1,TAL1
74838|JMJD6,3.8196287908942527e-47,Homo sapiens,JMJD6,cr,None,3565 cells,None,1,JMJD6
9216|POLR2B,4.853203825413916e-47,Homo sapiens,POLR2B,tf,HeLa,Epithelium,Cervix,1,POLR2B
49852|WDR5,5.282165156311937e-47,Homo sapiens,WDR5,cr,SK-N-MC,None,Brain,1,WDR5
62933|BCL3,8.499029722901507e-47,Homo sapiens,BCL3,tf,A549,Epithelium,Lung,1,BCL3
43305|CDK6,2.0692708779218254e-46,Homo sapiens,CDK6,predicted transcription factor,None,None,None,1,CDK6
69815|NELFE,2.1288779735361273e-46,Homo sapiens,NELFE,not sure,MCF-7,Human Breast Cancer Cell,Breast,1,NELFE
56353|CDK8,2.437491522190311e-46,Homo sapiens,CDK8,tf,MOLM-14,Myeloid Cell,None,1,CDK8
58640|MED1,4.818403709726633e-46,Homo sapiens,MED1,predicted transcription factor,LNCaP-abl,Epithelium,Prostate,1,MED1
39460|FOXM1,1.9771467519139386e-45,Homo sapiens,FOXM1,tf,MDA-MB-231,Epithelium,Breast,1,FOXM1
77535|TFDP1,2.840389610314642e-45,Homo sapiens,TFDP1,tf,MM1.S,B Lymphocyte,Blood,1,TFDP1
70731|FOXK1,6.25335809180063e-45,Homo sapiens,FOXK1,tf,HEK293,HEK 293 Cell Line,None,1,FOXK1
49493|CDK7,8.165255416635339e-45,Homo sapiens,CDK7,predicted transcription factor,Jurkat,T Lymphocyte,Blood,1,CDK7
36228|XRN2,9.01921244139104e-45,Homo sapiens,XRN2,not sure,HEK293,Epithelium,Embryonic Kidney,1,XRN2
48824|MBD2,9.812122874539122e-45,Homo sapiens,MBD2,cr,MCF-7,Epithelium,Breast,1,MBD2
72408|PARP1,4.64996704040934e-44,Homo sapiens,PARP1,not sure,MCF-7,Human Breast Cancer Cell,Breast,1,PARP1
69874|RELA,4.774133876288578e-44,Homo sapiens,RELA,tf,None,Th1,None,1,RELA
74209|BRD2,1.188659201260124e-43,Homo sapiens,BRD2,predicted chromatin regulator,SF8628,None,Pontine,1,BRD2
38585|TAF3,1.2148088491648984e-43,Homo sapiens,TAF3,cr,None,Epithelium,Colon,1,TAF3
4929|TAFII,1.2218453128546788e-43,Homo sapiens,TAFII,not sure,H1,Embryonic Stem Cell,Embryo,1,TAFII
5195|YY1,1.397252889460877e-43,Homo sapiens,YY1,tf,None,T Lymphocyte,Blood,1,YY1
43400|XBP1,2.906520894170848e-43,Homo sapiens,XBP1,tf,T47D,Epithelium,Mammary Gland,1,XBP1
49481|RPE,4.4354410475704956e-43,Homo sapiens,RPE,other,None,Retinal pigment cell,None,1,RPE
38654|NFATC1,9.494276118658607e-43,Homo sapiens,NFATC1,tf,None,Endothelial Cell,Umbilical Vein,1,NFATC1
43104|NOTCH1,2.4719383134847795e-42,Homo sapiens,NOTCH1,both predicted transcription factor and chromatin regulator,CUTLL1,T Lymphocyte,Blood,1,NOTCH1
5570|POLR2M,1.0074042952823997e-41,Homo sapiens,POLR2M,tf,HeLa,Epithelium,Cervix,1,POLR2M
32814|MAX,1.1806599872874694e-41,Homo sapiens,MAX,tf,P493-6,B cell lymphoma,None,1,MAX
50876|SPI1,2.729622005142207e-41,Homo sapiens,SPI1,predicted transcription factor,None,None,None,1,SPI1
63097|SMAD5,2.9354073475113324e-41,Homo sapiens,SMAD5,tf,GM12878,B Lymphocyte,Blood,1,SMAD5
49266|SCML2,4.285582013415239e-41,Homo sapiens,SCML2,tf,293T-Rex,None,None,1,SCML2
38724|GMEB2,1.3590235614097163e-40,Homo sapiens,GMEB2,tf,LoVo,None,Colon,1,GMEB2
1878|RBL2,2.2163678711418353e-40,Homo sapiens,RBL2,both predicted transcription factor and chromatin regulator,IMR90,Fibroblast,Lung,1,RBL2
51103|CHD8,2.38416842621292e-40,Homo sapiens,CHD8,cr,None,Neural Stem Cell,None,1,CHD8
70927|SUPT5H,2.538394266030977e-40,Homo sapiens,SUPT5H,tf,BJAB,B Lymphocyte,None,1,SUPT5H
45767|HCFC1,2.8013996081854204e-40,Homo sapiens,HCFC1,tf,HeLa-S3,Epithelium,Cervix,1,HCFC1
36230|TTF2,3.265155564022203e-40,Homo sapiens,TTF2,tf,HEK293,Epithelium,Embryonic Kidney,1,TTF2
49021|CPSF3L,9.052173063016064e-40,Homo sapiens,CPSF3L,other,HeLa,Epithelium,Cervix,1,CPSF3L
36226|DCP1A,1.1602003228530936e-39,Homo sapiens,DCP1A,tf,HEK293,Epithelium,Embryonic Kidney,1,DCP1A
73713|AFF1,1.820019963672785e-39,Homo sapiens,AFF1,tf,SEM,B Lymphocyte,None,1,AFF1
76520|BPTF,1.9405515515198485e-39,Homo sapiens,BPTF,tf,None,Erythroid Cell,None,1,BPTF
46307|PML,4.865304421237745e-39,Homo sapiens,PML,tf,MCF-7,Epithelium,Breast,1,PML
50372|SUZ12,5.351296772481108e-39,Homo sapiens,SUZ12,cr,None,Proerythroblast,Fetal Liver,1,SUZ12
45866|MXI1,1.473810487328468e-38,Homo sapiens,MXI1,tf,IMR90,Fibroblast,Lung,1,MXI1
34392|MECP2,2.407388837990903e-38,Homo sapiens,MECP2,cr,IMR90,Fibroblast,Lung,1,MECP2
46340|FOXP2,3.7205402641161707e-38,Homo sapiens,FOXP2,tf,SK-N-MC,None,Brain,1,FOXP2
55895|T,5.072440389299436e-38,Homo sapiens,T,tf,None,Fibroblast,None,1,T
49238|ETS1,5.7566083083099e-38,Homo sapiens,ETS1,tf,DU145,Epithelium,Prostate,1,ETS1
70759|OGT,5.93198227123113e-38,Homo sapiens,OGT,other,HEK293,HEK 293 Cell Line,None,1,OGT
59170|SETD1A,6.071254408757816e-38,Homo sapiens,SETD1A,predicted chromatin regulator,SEM,Pre-B Lymphocyte,None,1,SETD1A
3038|CREBBP,1.4338924219391698e-37,Homo sapiens,CREBBP,cr,None,T Lymphocyte,Blood,1,CREBBP
42212|STAT3,1.5640221706870282e-37,Homo sapiens,STAT3,tf,OCI-Ly10,B Lymphocyte,Bone Marrow,1,STAT3
38784|RFX1,1.5825878019255582e-37,Homo sapiens,RFX1,tf,LoVo,None,Colon,1,RFX1
394|RBPJ,1.7676638672969653e-37,Homo sapiens,RBPJ,tf,CUTLL1,T Lymphocyte,Blood,1,RBPJ
46195|TAF7,8.930415298095119e-37,Homo sapiens,TAF7,predicted transcription factor,H1,Embryonic Stem Cell,Embryo,1,TAF7
58808|MAF,1.0242951731548738e-36,Homo sapiens,MAF,tf,None,Th1,None,1,MAF
64865|ZFX,1.2213611342699586e-36,Homo sapiens,ZFX,predicted transcription factor,K562,Erythroblast,Bone Marrow,1,ZFX
58805|MYB,2.8383949843754354e-36,Homo sapiens,MYB,tf,None,Th1,None,1,MYB
1226|TRRAP,2.9242319275915048e-36,Homo sapiens,TRRAP,cr,HeLa,Epithelium,Cervix,1,TRRAP
45390|KDM5B,3.315936053067712e-36,Homo sapiens,KDM5B,cr,K562,Erythroblast,Bone Marrow,1,KDM5B
44028|BRCA1,3.633179890448798e-36,Homo sapiens,BRCA1,predicted chromatin regulator,MCF-10A,Epithelium,Breast,1,BRCA1
45791|TBP,7.363904367781616e-36,Homo sapiens,TBP,tf,HepG2,Epithelium,Liver,1,TBP
45793|SREBF1,1.556618877122539e-35,Homo sapiens,SREBF1,tf,HepG2,Epithelium,Liver,1,SREBF1
68455|USF2,1.810423911905004e-35,Homo sapiens,USF2,tf,None,Erythroid Cell,None,0,USF2
7527|HEY1,2.500034852621212e-35,Homo sapiens,HEY1,tf,K562,Erythroblast,Bone Marrow,1,HEY1
5194|HMGN1,3.4307624114097783e-35,Homo sapiens,HMGN1,both predicted transcription factor and chromatin regulator,None,T Lymphocyte,Blood,1,HMGN1
3273|GATA1,3.973675845358117e-35,Homo sapiens,GATA1,tf,None,Proerythroblast,Bone Marrow,1,GATA1
47416|ERG,4.821403522209387e-35,Homo sapiens,ERG,other,Jurkat,T Lymphocyte,Blood,1,ERG
46136|GABPA,5.677317756231885e-35,Homo sapiens,GABPA,tf,GM12878,B Lymphocyte,Blood,1,GABPA
46329|SIN3A,5.96923865217484e-35,Homo sapiens,SIN3A,tf,PANC-1,None,Pancreas,1,SIN3A
67715|CREB1,2.645056798513577e-34,Homo sapiens,CREB1,tf,LNCaP,Epithelium,Prostate,1,CREB1
36031|FAIRE,2.9569016517720287e-34,Homo sapiens,FAIRE,other,None,Epithelium,Cervix,1,FAIRE
45802|CHD2,4.7950899831554025e-34,Homo sapiens,CHD2,cr,HepG2,Epithelium,Liver,1,CHD2
76682|ASXL1,4.813796172019682e-34,Homo sapiens,ASXL1,tf,HEK293,None,None,1,ASXL1
68456|USF1,6.36234519271653e-34,Homo sapiens,USF1,tf,None,Erythroid Cell,None,1,USF1
64622|NRF1,7.565289369894026e-34,Homo sapiens,NRF1,tf,K562,Erythroblast,Bone Marrow,1,NRF1
55344|SUMO2,7.997593115350892e-34,Homo sapiens,SUMO2,other,K562,Erythroblast,Bone Marrow,1,SUMO2
45776|E2F6,1.8031111946431068e-33,Homo sapiens,E2F6,tf,HeLa-S3,Epithelium,Cervix,1,E2F6
42774|NFYC,2.6812222974919245e-33,Homo sapiens,NFYC,tf,LoVo,None,Colon,1,NFYC
71039|ZNF143,3.843216454819101e-33,Homo sapiens,ZNF143,predicted transcription factor,MCF-7,MCF 7 Cells,None,1,ZNF143
68635|KMT2D,5.672978248749104e-33,Homo sapiens,KMT2D,cr,None,patient derived xenograft cells,None,1,KMT2D
37621|CBFB,5.708407297759184e-33,Homo sapiens,CBFB,predicted transcription factor,U937,None,Pleura,1,CBFB
45878|GTF2F1,8.31614167631137e-33,Homo sapiens,GTF2F1,tf,K562,Erythroblast,Bone Marrow,1,GTF2F1
4631|KAT5,1.2064858415607664e-32,Homo sapiens,KAT5,cr,None,T Lymphocyte,Blood,1,KAT5
46198|REST,1.233913791926409e-32,Homo sapiens,REST,tf,H1,Embryonic Stem Cell,Embryo,1,REST
9319|SMC1A,1.3774748704657238e-32,Homo sapiens,SMC1A,predicted chromatin regulator,LCL,Lymphoblastoid,Blood,1,SMC1A
72878|MYF5,1.4456129895102745e-32,Homo sapiens,MYF5,tf,Rh18,rhabdomyosarcoma,None,1,MYF5
43050|BRD3,1.852907858451134e-32,Homo sapiens,BRD3,predicted chromatin regulator,MM1.S,B Lymphocyte,Blood,1,BRD3
43684|KDM4C,1.9807241369324615e-32,Homo sapiens,KDM4C,cr,KYSE-150,Epitheloid Cell,Esophagus,1,KDM4C
41831|ZBTB17,2.41518004209079e-32,Homo sapiens,ZBTB17,tf,MDA-MD-231,Epithelium,Mammary Gland,1,ZBTB17
45761|MAZ,3.8369480191182025e-32,Homo sapiens,MAZ,tf,HeLa-S3,Epithelium,Cervix,1,MAZ
42775|NPAT,8.559134206230473e-32,Homo sapiens,NPAT,tf,LoVo,None,Colon,1,NPAT
64760|POLR2AphosphoS5,9.664677709507818e-32,Homo sapiens,POLR2AphosphoS5,,None,Neuron,None,1,POLR2AphosphoS5
8800|SAP30,1.1479346577579427e-31,Homo sapiens,SAP30,not sure,K562,Erythroblast,Bone Marrow,1,SAP30
73696|LEO1,1.2762144416113006e-31,Homo sapiens,LEO1,predicted chromatin regulator,SEM,B Lymphocyte,None,1,LEO1
46142|SIX5,1.6195033030517087e-31,Homo sapiens,SIX5,predicted transcription factor,GM12878,B Lymphocyte,Blood,1,SIX5
46132|EGR1,1.6375737281051268e-31,Homo sapiens,EGR1,tf,GM12878,B Lymphocyte,Blood,1,EGR1
42722|HOXA6,1.7677990961968294e-31,Homo sapiens,HOXA6,tf,LoVo,None,Colon,1,HOXA6
72856|TRAF7,2.300764547777565e-31,Homo sapiens,TRAF7,other,None,None,meningioma,1,TRAF7
74349|OTX2,3.167119696371149e-31,Homo sapiens,OTX2,tf,D-341,None,None,1,OTX2
48755|CBX8,4.348647576417997e-31,Homo sapiens,CBX8,cr,PC-3,Epithelium,Prostate,1,CBX8
8658|HDAC1,5.399379373021106e-31,Homo sapiens,HDAC1,cr,VCaP,Epithelium,Prostate,1,HDAC1
