Transcription Factor,1st Sample p-value,2nd Sample p-value,3rd Sample p-value,4th Sample p-value,5th Sample p-value
CDK6,43305;6.21E-46,,,,
NELFE,69815;6.39E-46,53324;1.54E-45,69813;3.24E-45,69816;8.07E-45,69814;1.22E-43
CDK8,56353;7.31E-46,56379;1.65E-35,56369;1.10E-33,56351;4.03E-32,57171;2.76E-29
MED1,58640;1.45E-45,69868;1.99E-45,69869;3.29E-40,40216;7.74E-39,58333;8.94E-39
FOXM1,39460;5.93E-45,53259;1.52E-35,34997;3.66E-35,53256;2.02E-31,53260;3.73E-31
TFDP1,77535;8.52E-45,77534;2.74E-35,62550;9.88E-32,38731;2.23E-30,62551;8.57E-28
FOXK1,70731;1.88E-44,9505;2.61E-03,42657;4.24E-03,9506;2.98E-02,
CDK7,49493;2.45E-44,49494;1.39E-35,43592;2.41E-33,69615;2.88E-33,40055;6.82E-30
XRN2,36228;2.71E-44,36234;3.23E-43,58844;4.31E-41,58842;5.26E-39,58845;4.62E-35
MBD2,48824;2.94E-44,63028;2.51E-41,64901;5.09E-37,48825;1.24E-35,48827;1.04E-34
PARP1,72408;1.39E-43,72406;4.13E-42,72405;1.64E-41,72407;4.42E-40,43680;1.54E-03
RELA,69874;1.43E-43,4973;3.12E-34,42744;4.39E-34,36320;5.02E-33,69875;1.93E-30
BRD2,74209;3.57E-43,74202;2.48E-40,43045;1.11E-32,43046;5.09E-29,57804;2.43E-28
TAF3,38585;3.64E-43,,,,
TAFII,4929;3.67E-43,4930;1.12E-27,,,
YY1,5195;4.19E-43,46065;4.64E-37,76302;2.15E-35,46342;4.48E-35,45956;1.27E-34
XBP1,43400;8.72E-43,42895;6.58E-38,43401;1.14E-10,43398;2.32E-06,43399;1.04E-04
RPE,49481;1.33E-42,,,,
NFATC1,38654;2.85E-42,38742;5.98E-40,38701;5.21E-03,46110;6.94E-03,
NOTCH1,43104;7.42E-42,392;2.29E-36,43101;2.18E-31,36765;2.79E-24,52638;6.29E-21
POLR2M,5570;3.02E-41,5569;9.44E-11,5662;1.09E-05,,
MAX,32814;3.54E-41,45849;1.25E-40,45553;4.09E-40,33191;1.65E-38,45650;8.91E-38
SPI1,50876;8.19E-41,50894;1.15E-39,50877;3.17E-37,50878;9.35E-37,50879;7.11E-36
SMAD5,63097;8.81E-41,63098;5.30E-37,42782;1.00E+00,,
SCML2,49266;1.29E-40,50020;1.30E-08,49262;1.04E-03,49254;1.62E-03,50012;2.79E-03
GMEB2,38724;4.08E-40,42762;4.55E-25,,,
RBL2,1878;6.65E-40,1874;5.17E-36,1880;2.57E-33,38488;3.53E-11,1879;3.79E-11
CHD8,51103;7.15E-40,49778;1.36E-35,51104;4.57E-19,53396;1.08E-16,53398;6.19E-02
SUPT5H,70927;7.62E-40,53325;2.94E-34,64772;2.50E-30,64773;8.63E-29,43450;5.57E-10
HCFC1,45767;8.40E-40,64266;1.88E-32,9205;4.68E-30,45890;3.92E-29,64265;1.02E-25
TTF2,36230;9.80E-40,36238;6.19E-03,36232;8.54E-03,,
CPSF3L,49021;2.72E-39,49010;1.87E-32,53330;5.16E-15,49009;1.15E-08,49012;1.55E-06
DCP1A,36226;3.48E-39,36231;8.33E-32,,,
AFF1,73713;5.46E-39,72089;3.20E-18,73714;1.40E-16,73712;6.24E-08,73709;1.09E-05
BPTF,76520;5.82E-39,,,,
PML,46307;1.46E-38,46143;9.20E-33,46301;1.55E-30,2448;9.25E-14,4420;2.04E-12
SUZ12,50372;1.61E-38,8823;2.18E-09,45233;2.18E-09,64382;2.85E-09,63519;2.23E-07
MXI1,45866;4.42E-38,45633;6.34E-32,45774;1.71E-30,45810;1.10E-27,46038;1.34E-26
MECP2,34392;7.22E-38,34396;2.75E-37,34399;1.16E-31,34394;4.04E-31,34400;5.69E-05
FOXP2,46340;1.12E-37,46333;2.08E-31,42659;1.00E+00,,
T,55895;1.52E-37,69884;4.41E-30,73453;3.64E-22,73454;5.34E-21,53302;2.46E-13
ETS1,49238;1.73E-37,46278;9.55E-33,1938;2.16E-32,63823;3.92E-29,72626;5.60E-29
OGT,70759;1.78E-37,34001;8.51E-21,39911;1.59E-17,,
SETD1A,59170;1.82E-37,76519;2.09E-37,,,
CREBBP,3038;4.30E-37,42637;2.18E-23,42638;8.01E-20,1935;3.10E-18,2748;4.88E-18
STAT3,42212;4.69E-37,42217;7.23E-31,42213;7.14E-30,42219;1.96E-25,42218;2.57E-25
RFX1,38784;4.75E-37,62624;9.63E-22,62594;3.61E-10,62623;3.63E-10,62593;4.97E-09
RBPJ,394;5.30E-37,43105;5.02E-36,43102;9.62E-36,73407;2.07E-31,73408;2.20E-26
TAF7,46195;2.68E-36,64177;4.31E-29,64178;1.42E-24,46289;3.25E-21,
MAF,58808;3.07E-36,58809;4.88E-32,58807;6.63E-32,50111;1.20E-02,
ZFX,64865;3.66E-36,64866;3.12E-33,50077;1.45E-27,41307;3.35E-16,41309;3.54E-07
MYB,58805;8.52E-36,50571;1.05E-28,50397;3.99E-27,50565;4.20E-27,50573;1.26E-25
TRRAP,1226;8.77E-36,1222;1.74E-04,,,
KDM5B,45390;9.95E-36,8791;3.52E-35,47283;5.29E-22,47265;5.89E-22,47267;6.79E-21
BRCA1,44028;1.09E-35,45736;7.21E-23,45809;1.32E-17,45654;1.88E-15,45698;2.52E-12
TBP,45791;2.21E-35,45618;7.74E-35,45684;5.78E-33,50163;8.91E-32,37584;3.26E-30
SREBF1,45793;4.67E-35,45620;1.34E-14,62957;7.12E-04,62956;1.92E-03,38819;5.15E-03
USF2,68455;5.43E-35,74645;2.13E-27,74655;2.89E-23,45611;9.08E-20,63382;4.39E-16
HEY1,7527;7.50E-35,7341;6.15E-26,42664;1.00E+00,,
HMGN1,5194;1.03E-34,,,,
GATA1,3273;1.19E-34,73729;4.89E-25,3272;1.49E-22,33543;3.26E-22,46025;1.19E-20
ERG,47416;1.45E-34,35302;1.77E-27,37639;4.51E-24,2916;8.48E-22,8655;4.65E-20
GABPA,46136;1.70E-34,46314;1.94E-30,46344;2.45E-29,46237;2.62E-29,46268;6.63E-26
SIN3A,46329;1.79E-34,46208;1.85E-34,46360;3.22E-33,63655;1.78E-31,63656;7.27E-30
CREB1,67715;7.94E-34,67711;7.52E-33,56049;9.28E-33,56048;4.16E-32,67714;6.89E-32
FAIRE,36031;8.87E-34,52158;2.01E-30,52153;6.30E-28,32874;2.07E-25,32875;3.12E-25
CHD2,45802;1.44E-33,45638;4.08E-30,45905;4.87E-30,45764;2.79E-25,45701;2.96E-22
ASXL1,76682;1.44E-33,,,,
USF1,68456;1.91E-33,46365;5.46E-33,46347;3.13E-30,46078;3.50E-29,46062;4.45E-27
NRF1,64622;2.27E-33,74666;4.63E-33,74664;5.16E-33,64621;1.05E-31,58936;2.75E-31
SUMO2,55344;2.40E-33,55339;2.01E-25,55338;3.18E-23,55348;2.18E-22,55722;1.13E-18
E2F6,45776;5.41E-33,46071;4.81E-29,1978;1.18E-25,45898;4.04E-24,46297;4.99E-21
NFYC,42774;8.04E-33,,,,
ZNF143,71039;1.15E-32,64895;3.17E-27,71041;4.41E-26,45629;4.75E-22,71042;1.36E-20
KMT2D,68635;1.70E-32,55405;1.09E-31,68632;8.75E-31,68638;5.53E-25,56478;4.05E-24
CBFB,37621;1.71E-32,64691;2.16E-29,37640;4.34E-29,64692;3.70E-28,37607;1.24E-22
GTF2F1,45878;2.49E-32,45683;4.89E-28,45737;3.64E-27,,
KAT5,4631;3.62E-32,68490;4.47E-28,4632;1.78E-12,,
REST,46198;3.70E-32,46330;5.42E-31,46377;7.52E-30,46253;1.25E-29,46337;1.39E-29
SMC1A,9319;4.13E-32,9317;9.49E-20,38778;8.60E-13,56558;9.12E-11,56557;1.52E-07
MYF5,72878;4.34E-32,,,,
BRD3,43050;5.56E-32,44597;9.27E-30,57806;2.85E-23,43053;3.59E-22,43051;7.56E-22
KDM4C,43684;5.94E-32,58138;5.57E-03,58137;5.57E-03,43685;6.64E-03,
ZBTB17,41831;7.25E-32,49276;1.60E-09,49279;1.99E-09,64073;2.54E-09,47103;3.92E-08
MAZ,45761;1.15E-31,45788;3.87E-29,45661;5.96E-26,45867;6.70E-26,74571;8.16E-24
NPAT,42775;2.57E-31,38645;3.64E-05,70855;4.51E-03,70858;6.69E-03,
POLR2AphosphoS5,64760;2.90E-31,63406;2.22E-27,64761;1.50E-24,63407;1.63E-24,
SAP30,8800;3.44E-31,45419;1.16E-29,45234;1.32E-26,8821;1.32E-26,8799;5.95E-14
LEO1,73696;3.83E-31,55661;4.28E-03,,,
SIX5,46142;4.86E-31,46054;2.78E-17,46302;5.97E-13,46188;8.47E-10,46273;1.78E-09
EGR1,46132;4.91E-31,46214;1.76E-26,46126;5.31E-26,46319;4.02E-19,46298;2.13E-17
HOXA6,42722;5.30E-31,,,,
TRAF7,72856;6.90E-31,72855;2.85E-30,72854;7.79E-29,72857;2.24E-17,
OTX2,74349;9.50E-31,74350;6.55E-30,74352;3.01E-26,74351;1.55E-24,74358;1.91E-19
CBX8,48755;1.30E-30,8768;5.19E-03,45398;5.19E-03,43558;5.91E-03,43578;6.99E-03
HDAC1,8658;1.62E-30,4118;1.31E-29,8775;5.17E-27,45428;1.01E-25,37597;1.58E-25
SP1,72612;2.74E-30,70816;9.67E-30,72611;3.62E-29,46060;4.50E-27,70813;8.19E-26
NIPBL,9320;2.87E-30,42927;6.08E-22,38785;5.26E-19,53672;8.04E-19,53673;2.38E-17
NFYA,2094;3.09E-30,45769;3.20E-26,45945;5.47E-17,42738;2.37E-16,45626;5.96E-12
HDAC6,4126;3.21E-30,8779;2.36E-04,45379;9.69E-04,8778;1.86E-03,4127;2.02E-03
RBBP5,45421;3.25E-30,8795;4.27E-29,8820;7.25E-25,8793;2.21E-18,8794;3.40E-16
CREM,64797;3.34E-30,64798;2.73E-25,38717;5.19E-04,,
BMI1,49267;5.47E-30,50021;8.89E-10,8553;1.83E-07,49263;3.66E-06,57669;4.06E-04
KAT7,8482;5.67E-30,,,,
ING2,41572;6.03E-30,,,,
RUNX1,55492;7.77E-30,43099;1.55E-26,4514;8.07E-25,37638;9.08E-25,49536;1.75E-24
ATF1,62671;1.11E-29,56054;5.84E-29,63105;1.51E-27,45871;1.77E-25,63104;2.87E-24
BRD1,41574;1.19E-29,56280;1.41E-03,56279;1.89E-03,56281;4.28E-03,56282;1.45E-02
STAT1,41290;1.28E-29,41288;5.93E-28,41291;1.16E-25,41287;4.04E-22,41289;5.20E-21
FLI1,37057;1.56E-29,37056;1.51E-28,72360;3.32E-25,5443;2.77E-23,5439;1.46E-22
ZBTB33,46357;2.23E-29,46073;8.36E-26,46200;4.58E-23,48317;1.05E-21,63757;5.36E-21
PMEL,76415;3.56E-29,76413;2.00E-11,76009;4.24E-03,76414;5.02E-03,76416;6.52E-03
CBX1,64581;3.85E-29,64917;1.37E-26,64916;4.67E-22,64582;2.18E-21,35879;5.59E-03
SRF,46092;5.48E-29,46148;3.95E-28,46211;1.18E-26,46312;4.02E-25,46114;1.05E-21
ELF1,49870;6.18E-29,46355;9.01E-28,37578;4.65E-27,46323;8.64E-27,74430;1.97E-26
POU2F2,46157;6.25E-29,46115;1.18E-26,,,
GATAD1,1219;6.73E-29,1218;8.68E-14,42761;1.00E+00,,
SOX9,53493;7.16E-29,42747;9.18E-18,72770;3.54E-03,54616;4.52E-03,38809;5.52E-03
CHD1,8806;7.67E-29,8770;9.06E-27,63387;2.63E-25,8769;9.12E-23,8807;9.82E-21
NR3C1,46052;8.09E-29,68229;4.89E-27,68223;5.14E-25,68230;3.17E-23,68227;3.20E-21
ZSCAN22,65156;1.03E-28,65153;6.12E-27,65154;2.69E-12,,
IRF1,45969;1.08E-28,45925;7.99E-27,42725;2.18E-25,45949;2.13E-24,41301;1.27E-19
PAX5,46160;1.19E-28,46158;4.15E-28,46116;3.43E-23,46138;9.07E-22,34475;1.70E-10
BHLHE40,45807;1.21E-28,64945;2.96E-26,64946;3.81E-26,45632;7.45E-23,45916;1.19E-20
PRAME,2110;1.32E-28,,,,
MITF,42179;1.87E-28,42176;7.76E-28,42177;6.28E-13,52548;6.28E-10,42178;1.04E-06
CD34,73984;1.97E-28,73986;2.00E-27,73987;4.50E-15,73985;1.28E-12,
H2AFZ,63730;2.29E-28,64688;6.85E-27,62610;1.12E-24,64689;6.17E-24,64752;8.34E-23
THAP1,46306;2.78E-28,9211;1.77E-03,,,
HBP1,64039;2.78E-28,64038;1.01E-27,38726;4.70E-04,,
KLF11,50415;3.68E-28,50414;4.53E-27,50412;1.76E-25,50413;4.80E-23,42728;5.18E-03
KAT8,4403;4.86E-28,62660;4.53E-07,62661;2.05E-04,,
HMGN3,45920;5.39E-28,,,,
ZMYND8,76673;6.80E-28,76856;4.11E-15,76857;1.98E-14,76498;5.07E-14,76499;1.75E-11
HSF1,35228;8.11E-28,51864;3.55E-24,37123;8.77E-17,35220;1.38E-15,51863;4.22E-15
SOX2,38658;1.08E-27,67317;3.80E-18,48551;4.59E-14,44224;5.66E-11,44227;1.83E-07
NFYB,2095;1.12E-27,45625;4.73E-26,45936;3.59E-19,45758;5.12E-17,42773;7.05E-04
TCF12,9198;1.50E-27,46120;1.39E-22,46085;1.40E-22,35308;1.93E-21,37602;2.98E-20
GLI2,42715;1.55E-27,38718;7.96E-10,76995;1.99E-03,,
STAT5B,53637;2.17E-27,53630;3.31E-23,53629;1.23E-18,53632;1.24E-18,53636;9.15E-14
KDM4B,64107;2.89E-27,64106;5.75E-09,,,
ZBTB26,65120;2.92E-27,65121;2.83E-04,,,
SP3,62840;3.02E-27,62841;8.05E-24,38834;4.57E-03,,
ZNF639,64649;3.30E-27,64648;2.27E-26,74670;1.25E-23,74671;3.07E-12,62650;1.26E-06
CCNT2,45895;4.19E-27,,,,
TCF7L2,45714;5.14E-27,36841;2.28E-25,46022;1.63E-20,36843;4.77E-19,45751;2.14E-17
MED12,38653;6.60E-27,70966;4.63E-17,70967;5.68E-04,2240;2.31E-03,2241;3.06E-03
RARA,53300;7.92E-27,2465;3.05E-08,2811;9.95E-08,49614;1.22E-05,49620;2.40E-05
MBTD1,76529;1.16E-26,,,,
DDX21,50210;1.20E-26,,,,
NFKB1,68051;1.29E-26,68048;1.10E-19,76401;2.28E-05,76400;4.87E-05,42698;5.02E-03
ETV5,42714;1.38E-26,38759;1.23E-03,,,
SRC,6710;1.47E-26,6709;4.62E-16,39652;1.53E-04,39660;3.94E-03,72973;1.62E-02
PAX6,50898;1.96E-26,71777;2.85E-05,71776;3.56E-03,51532;1.12E-02,
SP2,64559;2.20E-26,64560;4.22E-26,65084;7.32E-22,46287;5.11E-16,46246;1.61E-11
GATA4,63975;2.60E-26,47598;2.57E-21,63974;3.03E-17,47602;5.47E-05,38741;1.01E-03
KLF10,74686;4.15E-26,74639;5.35E-20,75163;5.93E-05,75164;1.35E-04,38720;1.44E-04
GATA3,33679;4.17E-26,33680;5.48E-14,67519;2.42E-11,46310;2.86E-11,67516;7.88E-11
MNT,38824;4.46E-26,63127;7.06E-19,63128;1.17E-16,,
CHRM2,50107;6.55E-26,50108;1.98E-17,43234;1.38E-12,34675;1.67E-04,39012;3.43E-03
KMT2A,73716;7.69E-26,73710;2.41E-22,59165;7.35E-21,73708;4.60E-20,73707;1.37E-15
CEBPD,46230;8.29E-26,46294;1.24E-18,,,
RNF2,62639;8.79E-26,62638;8.83E-24,63791;8.53E-18,63792;2.81E-17,59423;3.28E-16
ORC2,72426;9.24E-26,72425;4.02E-03,,,
CEBPB,45789;9.43E-26,45861;2.23E-19,46233;2.54E-17,5458;4.12E-17,45762;1.56E-15
RB1,49417;1.07E-25,49416;1.60E-19,1870;4.81E-19,36028;2.40E-12,1872;3.29E-11
E2F3,42712;1.12E-25,38694;2.00E-03,,,
CEBPA,48279;2.11E-25,48277;2.57E-24,48263;1.76E-21,48280;1.04E-19,48278;3.04E-17
SMAD4,74681;2.42E-25,1087;2.02E-12,74675;3.98E-05,1086;1.91E-04,51573;5.76E-04
NFRKB,64144;3.06E-25,64143;1.28E-22,,,
ELL2,49002;4.14E-25,49003;4.33E-20,49004;5.86E-20,49008;3.39E-16,49001;4.51E-16
ATF2,42708;4.14E-25,64958;1.15E-11,46112;6.69E-08,63009;1.71E-06,63008;1.53E-04
PBX3,46121;4.38E-25,46082;8.71E-21,46358;2.26E-18,56901;2.66E-02,42859;1.00E+00
CBX5,63410;4.48E-25,63411;6.45E-19,35875;4.91E-03,48605;5.03E-03,48598;1.75E-02
TCF7L1,46140;5.44E-25,40166;2.58E-15,70804;6.27E-15,70802;5.29E-04,70803;7.01E-04
CDX2,356;5.86E-25,5461;1.82E-08,357;2.15E-07,5460;6.88E-06,51437;2.32E-03
TET2,33992;6.63E-25,70093;2.58E-24,50981;5.79E-24,70095;1.28E-22,67858;3.35E-03
E2F8,38804;6.77E-25,42758;1.79E-03,,,
NR2C2,64395;8.15E-25,64394;4.33E-15,45800;1.55E-11,1463;3.73E-08,1464;1.05E-07
BCOR,35087;8.81E-25,35528;2.91E-14,64564;2.50E-03,64563;2.71E-03,
KLF9,62800;1.15E-24,49949;3.57E-24,62637;1.64E-21,62636;2.45E-18,62799;1.18E-13
BCL6,52774;1.15E-24,1958;2.47E-24,39572;5.92E-21,35517;7.60E-18,35085;1.95E-16
GABP,63155;1.24E-24,63156;1.88E-23,,,
REL,77536;3.64E-24,77537;2.46E-15,,,
TBL1X,8564;3.85E-24,,,,
NFE2,67768;6.02E-24,50381;6.12E-22,39357;9.39E-17,67769;5.31E-08,67767;7.82E-07
JUND,46232;6.93E-24,46036;1.41E-22,38758;2.98E-19,45880;4.21E-19,46213;8.63E-17
RUNX1T1,40164;7.25E-24,58032;2.02E-06,39784;2.94E-04,35300;1.06E-03,39786;1.81E-02
RFX5,45649;1.31E-23,45823;1.13E-20,46037;1.57E-20,45730;2.49E-17,45863;1.38E-09
ESR1,73999;1.43E-23,68324;1.65E-19,36104;2.41E-19,36819;2.84E-19,33506;3.98E-18
POLR2H,63477;1.47E-23,63478;1.69E-22,,,
JUN,37354;1.58E-23,2078;3.91E-23,45874;3.91E-23,45892;3.44E-21,45888;4.53E-20
RBP2,53076;1.68E-23,53075;4.09E-12,53077;6.61E-12,53078;1.20E-11,
KDM2B,73701;1.88E-23,58081;2.75E-11,70133;5.52E-11,58074;2.29E-06,58079;5.45E-06
KLF5,47601;2.51E-23,38831;3.18E-16,42925;6.77E-10,67599;8.57E-09,67611;9.69E-07
SMAD3,278;3.11E-23,47576;1.74E-18,34017;1.13E-17,47577;1.72E-16,276;1.70E-15
VDR,566;3.43E-23,561;3.70E-21,565;6.07E-20,560;3.86E-14,564;1.02E-13
FOXO3,74682;4.09E-23,74680;1.11E-05,39906;3.31E-03,38806;7.22E-03,34350;2.41E-01
DNMT3B,70178;4.13E-23,70174;6.52E-20,62874;5.88E-09,62875;3.84E-07,73890;4.26E-03
ETV4,64317;4.62E-23,64318;1.81E-14,5924;6.44E-04,38770;3.97E-03,
ELK1,63321;4.68E-23,45729;1.50E-19,63322;4.77E-19,45636;1.10E-18,63433;5.16E-15
MAFB,50112;5.01E-23,42691;5.19E-03,,,
CTCF,62569;6.69E-23,46044;3.15E-22,62852;7.85E-21,33934;2.10E-20,9316;3.03E-18
STAT2,42800;7.19E-23,45967;6.31E-22,45960;5.85E-09,74678;4.29E-06,
ELK3,50434;1.03E-22,,,,
C11orf30,63362;1.40E-22,63363;3.48E-17,,,
SNAI2,48344;2.04E-22,48340;1.75E-20,48343;1.27E-17,48339;2.51E-17,48337;5.27E-10
ZFP2,63525;2.18E-22,63524;4.75E-09,,,
LMO1,73854;2.28E-22,36369;6.71E-03,36367;1.00E+00,,
HINFP,38704;2.72E-22,64046;2.77E-05,64045;1.35E-04,70796;1.48E-03,70797;5.06E-03
RBBP4,70928;4.31E-22,,,,
FOXA1,47324;5.47E-22,36842;2.00E-18,67738;9.58E-18,7322;2.70E-17,7323;6.77E-17
TFAP4,74431;6.29E-22,74432;7.91E-18,62715;3.66E-16,62716;5.78E-05,
CTBP1,36085;1.07E-21,64094;1.50E-18,64093;1.31E-11,50250;5.51E-03,50248;1.00E+00
NFE2L2,64298;1.18E-21,38850;2.32E-11,62958;3.04E-11,64299;8.84E-09,62959;1.82E-03
TFAP2C,39978;1.33E-21,9509;2.32E-21,45770;1.88E-20,9508;8.20E-18,9510;1.01E-15
EGLN2,49448;1.97E-21,,,,
GTF2E2,63822;2.03E-21,63821;6.56E-03,,,
SMARCB1,45779;2.08E-21,1345;2.08E-21,58468;2.31E-03,45940;3.37E-03,33863;4.24E-03
PRDM11,52170;2.62E-21,52171;5.81E-05,,,
ZEB1,46139;3.01E-21,46245;2.72E-11,64828;6.46E-03,64829;4.01E-02,67610;6.32E-02
AR,56264;3.37E-21,56122;5.07E-21,36845;7.31E-19,56113;1.24E-17,56267;3.32E-16
ATF3,46217;3.37E-21,68464;4.41E-18,46133;8.21E-18,68460;3.98E-17,46174;1.52E-15
SMARCA4,52555;3.85E-21,33437;5.46E-20,33434;6.09E-19,33440;7.20E-16,4543;7.28E-13
SLC22A2,69220;4.40E-21,69219;9.33E-08,,,
HIF1A,58172;5.36E-21,49447;4.48E-17,49446;1.13E-15,9496;7.21E-08,47084;1.13E-04
FOSL2,46243;6.20E-21,46346;6.34E-13,54241;3.76E-10,46072;1.06E-06,63859;1.42E-05
ZBTB7A,67683;8.12E-21,46295;3.53E-19,67685;6.39E-16,67686;8.85E-16,46224;4.78E-14
JMJD1C,57960;9.42E-21,59004;5.91E-18,59001;8.13E-17,59006;6.10E-07,
RUVBL1,74673;9.54E-21,,,,
DLX1,38719;1.27E-20,,,,
ICE1,39920;1.29E-20,39914;1.21E-15,39919;9.89E-04,,
TET3,33988;1.73E-20,39719;1.97E-10,43669;1.10E-05,,
VEZF1,8532;2.20E-20,38706;1.99E-12,8533;7.83E-04,,
ZBTB14,65146;2.96E-20,,,,
ZNF574,65063;3.13E-20,,,,
HEXIM1,72604;4.83E-20,68828;4.83E-20,57092;5.88E-16,68827;3.24E-10,72603;3.24E-10
IRF4,48632;5.23E-20,40215;1.67E-17,46128;6.86E-12,48628;1.69E-08,48636;8.13E-05
KDM5A,8812;5.84E-20,45244;4.23E-18,69732;2.91E-14,8813;3.31E-03,
EZH1,50374;5.96E-20,50373;2.55E-18,50377;9.76E-04,50378;1.02E-03,
STAG1,42519;6.96E-20,42588;1.95E-19,42332;1.48E-18,42367;1.85E-18,42368;5.09E-18
NFAT5,38773;8.03E-20,42737;2.61E-03,,,
FOS,1741;8.93E-20,45959;9.96E-19,1992;9.96E-19,1990;1.05E-16,1991;1.67E-15
SNAPC1,35268;9.40E-20,36355;6.87E-02,,,
MEF2A,46123;1.13E-19,46283;1.42E-08,46352;8.59E-05,38847;4.27E-03,
ZBTB11,64751;1.21E-19,64290;1.48E-19,64291;1.74E-17,64750;3.65E-14,63304;1.53E-13
SP4,46179;1.43E-19,65111;3.93E-17,65110;3.66E-15,65112;5.98E-04,
MEF2C,46144;1.50E-19,37088;3.11E-03,38851;4.24E-03,37087;9.35E-03,
ETV1,534;1.84E-19,39372;1.18E-17,63177;6.51E-17,63176;3.07E-10,5931;1.19E-03
E2F7,38591;1.87E-19,38698;4.84E-12,38589;8.56E-10,38590;2.84E-09,38586;1.91E-08
ZNF83,42890;1.90E-19,63118;3.93E-12,63117;6.89E-07,,
NKX2-1,35474;1.97E-19,74052;9.04E-19,35475;2.54E-13,35471;5.81E-12,74050;1.51E-09
INTS3,53323;2.58E-19,,,,
ZNF202,73970;2.73E-19,62487;1.02E-02,62488;2.34E-02,,
TGIF2,65057;2.89E-19,65056;4.96E-16,,,
KLF4,48800;3.70E-19,67601;9.27E-09,36821;2.38E-08,48552;5.95E-05,63139;1.83E-04
EPC1,76527;4.14E-19,76528;1.82E-06,,,
t-IgG-control,63031;4.48E-19,63030;4.17E-03,,,
ERCC6,49036;5.04E-19,49027;1.61E-04,49030;6.55E-04,49033;7.63E-04,44357;4.65E-03
NANOG,46173;5.94E-19,51514;3.35E-18,955;5.56E-18,71758;1.43E-09,71756;3.82E-07
FOXK2,63744;6.56E-19,63241;1.75E-15,63743;8.83E-14,63240;2.06E-09,62912;6.14E-07
HDAC2,8660;6.59E-19,72913;8.24E-17,8659;1.13E-16,45222;1.72E-16,8810;1.72E-16
ZBTB8A,63685;6.64E-19,63686;1.04E-14,,,
E2F5,64303;7.17E-19,64302;1.47E-18,,,
RAG2,55543;7.94E-19,,,,
ZNF18,74663;7.96E-19,74653;8.75E-13,65019;2.31E-07,65171;4.30E-05,73972;6.39E-03
KDM6B,48576;8.37E-19,48443;7.26E-13,48442;9.28E-04,48577;4.63E-03,
SMAD2/3,1082;8.97E-19,1083;6.57E-10,51566;4.22E-03,51565;5.58E-03,1081;5.77E-03
ZBTB48,75273;1.04E-18,75282;1.27E-15,75281;1.68E-15,75284;2.33E-15,75283;8.99E-15
JUNB,42770;1.25E-18,7487;1.60E-08,64781;5.56E-08,64780;1.28E-04,64537;2.16E-04
L3MBTL2,63813;1.48E-18,63814;6.98E-16,2085;6.20E-04,2084;7.44E-03,
L3MBTL4,77271;2.54E-18,,,,
ETS2,38712;2.80E-18,63992;6.65E-03,63993;1.19E-02,,
TFAP2A,45753;3.20E-18,56820;6.43E-14,2402;8.15E-14,56821;8.43E-14,56819;2.96E-12
