,pval,species,factor,factor_type,cell_line,cell_type,tissue,qc,TF
5968|MYC,1.5942803267773715e-28,Homo sapiens,MYC,tf,BL-41,B Lymphocyte,Blood,0,MYC
33904|BRD4,6.683552408594295e-28,Homo sapiens,BRD4,cr,None,Plasma Cell,None,1,BRD4
55666|PAF1,3.1440719377673214e-27,Homo sapiens,PAF1,not sure,HCT-116,None,Colon,1,PAF1
53347|CDK9,4.44714124637477e-27,Homo sapiens,CDK9,tf,HeLa,Epithelium,Cervix,1,CDK9
55465|NELFA,8.418207039568955e-27,Homo sapiens,NELFA,not sure,HeLa,Epithelium,Cervix,1,NELFA
45754|E2F1,9.933535375737323e-27,Homo sapiens,E2F1,tf,HeLa-S3,Epithelium,Cervix,1,E2F1
33162|MAX,4.959171777625946e-26,Homo sapiens,MAX,tf,P493-6,B cell lymphoma,None,1,MAX
56353|CDK8,6.810048128724711e-26,Homo sapiens,CDK8,tf,MOLM-14,Myeloid Cell,None,1,CDK8
52091|TP53,9.146077648740911e-26,Homo sapiens,TP53,predicted transcription factor,IMR90,Fibroblast,Lung,1,TP53
51750|FOXP1,2.557371687742732e-25,Homo sapiens,FOXP1,tf,LNCaP,Epithelium,Prostate,1,FOXP1
69815|NELFE,3.585125466258201e-25,Homo sapiens,NELFE,not sure,MCF-7,Human Breast Cancer Cell,Breast,1,NELFE
37057|FLI1,7.172379774652498e-25,Homo sapiens,FLI1,tf,U937,None,Pleura,1,FLI1
49949|KLF9,1.3933072032097336e-24,Homo sapiens,KLF9,tf,GBM1A,Glioblastoma Stem Cell,None,1,KLF9
38585|TAF3,1.631938197973246e-24,Homo sapiens,TAF3,cr,None,Epithelium,Colon,1,TAF3
46345|TAF1,3.720308952101942e-24,Homo sapiens,TAF1,tf,SK-N-SH,Neuroblastoma cell,Brain,1,TAF1
56961|GTF2B,4.943241404921949e-24,Homo sapiens,GTF2B,tf,HeLa,Epithelium,Cervix,1,GTF2B
62934|BCL3,6.2221632238030344e-24,Homo sapiens,BCL3,tf,A549,Epithelium,Lung,1,BCL3
