,coefficients,cell_line,cell_type,tissue
45001,-0.8171625848106285,,Fibroblast,Lung
45000,-0.3915941537996663,,Fibroblast,Lung
45010,0.37140584949759387,,Myoblast,Skeletal Muscle
45008,0.34521829014288385,,Epithelium,
40596,0.33656992687307563,,Fibroblast,Skin
3161,0.26599741901404583,,Epithelium,Fetal Heart
40697,0.23359643480963554,WI-38,Fibroblast,Embryonic Lung
5021,0.21362681336921258,BJ,Fibroblast,Skin
44611,0.15280040683831936,,Fibroblast,
64337,0.10603121543377596,K562,Erythroblast,
