,pval,species,factor,factor_type,cell_line,cell_type,tissue,qc
55513|YAP1,3.99352397612298e-08,Homo sapiens,YAP1,other,IMR90,Fibroblast,Lung,1
46351|JUND,1.6208344689488918e-07,Homo sapiens,JUND,tf,SK-N-SH,Neuroblastoma cell,Brain,1
46346|FOSL2,1.9034941321004826e-07,Homo sapiens,FOSL2,tf,SK-N-SH,Neuroblastoma cell,Brain,1
56632|JUN,6.69061003169825e-07,Homo sapiens,JUN,tf,MDA-MB-231,Epithelium,Breast,1
55300|JUN,9.374520819460057e-07,Homo sapiens,JUN,tf,MDA-MB-231,Epithelium,Breast,1
54241|FOSL2,1.4597795627975014e-06,Homo sapiens,FOSL2,tf,None,Stromal Cell,Endometrium,1
39365|SMAD3,1.6764619313587115e-06,Homo sapiens,SMAD3,tf,LX2,Hepatic Stellate Cell,None,1
56634|JUN,2.0406590182822813e-06,Homo sapiens,JUN,tf,MDA-MB-231,Epithelium,Breast,1
65122|ZFP64,2.764748374448773e-06,Homo sapiens,ZFP64,,HEK293,Epithelium,Embryonic Kidney,1
73970|ZNF202,3.8368264105453665e-06,Homo sapiens,ZNF202,,293T,None,None,1
65123|ZFP64,5.6076603906795485e-06,Homo sapiens,ZFP64,,HEK293,Epithelium,Embryonic Kidney,1
56633|JUN,5.905405059687705e-06,Homo sapiens,JUN,tf,MDA-MB-231,Epithelium,Breast,1
55512|YAP1,9.328116203531582e-06,Homo sapiens,YAP1,other,IMR90,Fibroblast,Lung,1
70810|MYC,1.2047554425404422e-05,Homo sapiens,MYC,tf,HCT-116,Colon cancer cell,Colon,1
45862|RAD21,1.526521133012052e-05,Homo sapiens,RAD21,not sure,IMR90,Fibroblast,Lung,1
52091|TP53,1.6224099577485356e-05,Homo sapiens,TP53,predicted transcription factor,IMR90,Fibroblast,Lung,1
43165|NR2F2,2.8877619004147752e-05,Homo sapiens,NR2F2,tf,None,Stromal Cell,None,1
37635|ERG,4.085072338922407e-05,Homo sapiens,ERG,other,K562,Erythroblast,Bone Marrow,0
68712|BRD4,4.732254956473002e-05,Homo sapiens,BRD4,cr,IMR90,None,None,1
54125|CEBPB,4.7908942714438775e-05,Homo sapiens,CEBPB,tf,None,Mesenchymal Stem Cell,None,1
65084|SP2,4.937136470332991e-05,Homo sapiens,SP2,predicted chromatin regulator,HEK293,Epithelium,Embryonic Kidney,1
62958|NFE2L2,5.733754088315976e-05,Homo sapiens,NFE2L2,tf,IMR90,Fibroblast,Lung,1
54611|TEAD1,6.11808200478995e-05,Homo sapiens,TEAD1,tf,SF268,None,None,1
56535|TEAD1,6.327747219650103e-05,Homo sapiens,TEAD1,tf,None,None,None,1
33197|MAX,7.451721345530719e-05,Homo sapiens,MAX,tf,U87,None,Brain,1
52092|TP53,7.869890682934475e-05,Homo sapiens,TP53,predicted transcription factor,IMR90,Fibroblast,Lung,1
55299|JUN,8.081798288991858e-05,Homo sapiens,JUN,tf,MDA-MB-231,Epithelium,Breast,1
65114|ZNF121,8.189754483565391e-05,Homo sapiens,ZNF121,,HEK293,Epithelium,Embryonic Kidney,1
1740|FOS,8.913459803852969e-05,Homo sapiens,FOS,tf,None,Endothelial Cell,Umbilical Vein,1
65151|SP1,9.236457979767458e-05,Homo sapiens,SP1,predicted chromatin regulator,HEK293,Epithelium,Embryonic Kidney,1
52301|TP63,9.37117813140671e-05,Homo sapiens,TP63,predicted transcription factor,None,Keratinocyte,None,1
65146|ZBTB14,9.545312168149003e-05,Homo sapiens,ZBTB14,,HEK293,Epithelium,Embryonic Kidney,1
37604|CBFB,0.00010099358367142529,Homo sapiens,CBFB,predicted transcription factor,ME-1,Leukemia Cell,None,1
52500|JUN,0.0001131398884045787,Homo sapiens,JUN,tf,None,None,Coronary artery smooth muscle,1
2401|TFAP2A,0.00012182741417956334,Homo sapiens,TFAP2A,predicted transcription factor,MCF-7,Epithelium,Breast,1
68711|BRD4,0.00012962466668431464,Homo sapiens,BRD4,cr,IMR90,None,None,1
52300|TP63,0.0001338687306844075,Homo sapiens,TP63,predicted transcription factor,None,Keratinocyte,None,1
54676|YAP1,0.00013490651184109404,Homo sapiens,YAP1,other,NCI-H2052,Epithelium,Lung,1
35840|CTCF,0.00013859843539605542,Homo sapiens,CTCF,tf,NHEK,Keratinocyte,Skin,1
8090|CTCF,0.00013859843539605542,Homo sapiens,CTCF,tf,NHEK,Keratinocyte,Skin,1
63081|FOSL2,0.00013949131381387053,Homo sapiens,FOSL2,tf,A549,Epithelium,Lung,1
45753|TFAP2A,0.0001403895802880618,Homo sapiens,TFAP2A,predicted transcription factor,HeLa-S3,Epithelium,Cervix,1
32784|ATF3,0.00014147465459465923,Homo sapiens,ATF3,predicted transcription factor,None,Glioblastoma Multiforme Stem Like,None,1
8482|KAT7,0.0001425675831564404,Homo sapiens,KAT7,cr,RKO,Epithelium,Colon,1
56542|TEAD1,0.00014496279012222185,Homo sapiens,TEAD1,tf,HuCCT1,None,None,1
49465|552-SKD,0.0001451485896721995,Homo sapiens,552-SKD,other,MCF-7,Epithelium,Breast,1
76494|BRPF3,0.00016178272220389005,Homo sapiens,BRPF3,other,RKO,Epithelium,Colon,1
49481|RPE,0.0001730405227390971,Homo sapiens,RPE,other,None,Retinal pigment cell,None,1
68002|GRHL2,0.00017413957916624737,Homo sapiens,GRHL2,tf,OVCA429,None,None,1
64555|IKZF2,0.00017658052785726153,Homo sapiens,IKZF2,tf,HEK293,Epithelium,Embryonic Kidney,1
54126|CEBPB,0.00021057555504508385,Homo sapiens,CEBPB,tf,None,Mesenchymal Stem Cell,None,1
76849|EBF3,0.00021402454839850556,Homo sapiens,EBF3,tf,SK-N-SH,Neuroblastoma cell,Brain,1
45848|JUN,0.0002286389954925105,Homo sapiens,JUN,tf,None,Endothelial Cell,Umbilical Vein,1
54127|CEBPB,0.00023410112483790484,Homo sapiens,CEBPB,tf,None,Mesenchymal Stem Cell,None,1
44562|EMX1,0.0002472210912010644,Homo sapiens,EMX1,tf,293FT,None,Embryonic Kidney,1
34236|STAT3,0.00025091647001046567,Homo sapiens,STAT3,tf,MCF-10A,Epithelium,Breast,1
65120|ZBTB26,0.00025687296482535866,Homo sapiens,ZBTB26,,HEK293,Epithelium,Embryonic Kidney,1
1314|PHF8,0.0002665469240746969,Homo sapiens,PHF8,cr,HeLa,Epithelium,Cervix,1
58062|KDM2B,0.00027217845395313277,Homo sapiens,KDM2B,cr,None,Myeloid Cell,None,0
50876|SPI1,0.0002748667644913747,Homo sapiens,SPI1,predicted transcription factor,None,None,None,1
49464|552-SKD,0.0002779206696928937,Homo sapiens,552-SKD,other,MCF-7,Epithelium,Breast,1
69203|TRIM24,0.0002810061547872382,Homo sapiens,TRIM24,both predicted transcription factor and chromatin regulator,LNCaP,Epithelium,Prostate,0
48343|SNAI2,0.0003140468632398516,Homo sapiens,SNAI2,tf,None,Keratinocyte,None,1
70815|SP1,0.00035664775868586313,Homo sapiens,SP1,predicted chromatin regulator,HCT-116,Colon cancer cell,Colon,1
52302|TP63,0.0003675532898354616,Homo sapiens,TP63,predicted transcription factor,None,Keratinocyte,None,1
36958|TFAP2A,0.0004074785253229322,Homo sapiens,TFAP2A,predicted transcription factor,None,Neural crest cell,Cranial,1
51591|SRF,0.0004589482399437748,Homo sapiens,SRF,tf,HUES64,Embryonic Stem Cell,Embryo,1
48338|SNAI2,0.0004666167235086284,Homo sapiens,SNAI2,tf,None,Keratinocyte,None,1
73513|BRD4,0.0004777777867443395,Homo sapiens,BRD4,cr,SUM159PT,mammary carcinoma cell line,Breast,1
46002|STAT3,0.0005073673401306618,Homo sapiens,STAT3,tf,MCF-10A,Epithelium,Breast,1
44759|TP63,0.000528645705923259,Homo sapiens,TP63,predicted transcription factor,None,Keratinocyte,Foreskin,1
62718|FOSL2,0.000528645705923259,Homo sapiens,FOSL2,tf,A549,Epithelium,Lung,1
46352|MEF2A,0.0005298862029834122,Homo sapiens,MEF2A,tf,SK-N-SH,Neuroblastoma cell,Brain,1
36356|POLR2B,0.0005533266835344941,Homo sapiens,POLR2B,tf,IMR90,Fibroblast,Lung,1
