,0,TF
MS00597|PROP1,0.39961110072936096,PROP1
MC00305|Sox6,0.40315437651088726,Sox6
M01146|DMRT1,0.40439026417641616,DMRT1
MS00106|NFAT5,0.40445885747472554,NFAT5
MS00136|POU2F3,0.40641933738343017,POU2F3
M00640|HOXA4,0.40838550956390174,HOXA4
UP00044|Mafk,0.41133984183674954,Mafk
UP00194|IRX4,0.4114723911884691,IRX4
M01479|POU6F1,0.4127904506812974,POU6F1
M01127|ISL1,0.41643451886303984,ISL1
MS00769|SOX7,0.41882663798007236,SOX7
MS00287|TFAP4,0.4190795000437736,TFAP4
UP00120|Lbx2,0.4205652074456607,Lbx2
M01694|Yy2,0.4209335626046332,Yy2
MS00023|Elk3,0.42169111565123374,Elk3
MS00811|RARB,0.4281340792256543,RARB
MC00117|GATA6,0.4298145405457098,GATA6
UP00248|Pax7,0.4298190481942866,Pax7
MS00018|ETV4,0.4304914160968514,ETV4
M00420|MEIS1::HOXA9,0.4312122632689076,MEIS1::HOXA9
MS00437|DRGX,0.43169939855602824,DRGX
M01207|ETS2,0.43189672079768937,ETS2
MC00135|Rela,0.43192888274130636,Rela
UP00140|Hoxd1,0.4330112194276611,Hoxd1
M00987|FOXP1,0.4342467984146401,FOXP1
MS00487|HOXA2,0.43519842239676443,HOXA2
MS00404|ALX4,0.4354388456852366,ALX4
MC00269|SOX2,0.4386940982271814,SOX2
MS00575|NKX6-1,0.4396945324223467,NKX6-1
MS00455|EVX2,0.44115428593849493,EVX2
MS00291|Tcf21,0.4429699403892623,Tcf21
UP00085|Sfpi1,0.44306905387140194,Sfpi1
MS00390|ZNF238,0.44383068421149285,ZNF238
UP00212|LHX5,0.4442540200059918,LHX5
MS00403|ALX3,0.445433729953837,ALX3
M01112|RBPJ,0.4464078297155235,RBPJ
MC00474|BCL11A,0.4467680983512443,BCL11A
MS00812|ELF3,0.44740906789741697,ELF3
MS00536|LHX2,0.4489387865666913,LHX2
MS00249|BHLHE22,0.45016018485287035,BHLHE22
MS00803|Sox3,0.4516519789321173,Sox3
MS00573|NKX3-2,0.45356227110165315,NKX3-2
UP00113|HOXC4,0.45409443847450426,HOXC4
MS00408|Alx4,0.45512095708274003,Alx4
UP00413|Elf4,0.4564225307555544,Elf4
UP00045|MAFB,0.45693635945383027,MAFB
MS00444|EMX2,0.4628388446650452,EMX2
MS00177|RUNX3,0.46319540673276327,RUNX3
MS00417|BARX1,0.4673783931880513,BARX1
M01334|Nkx1-1,0.47209917269704305,Nkx1-1
MC00471|Rxra,0.4742348638540125,Rxra
MS00700|Rarb,0.47443052965576393,Rarb
MS00070|IRF7,0.4767376719348819,IRF7
MS00505|HOXC13,0.4803087089556294,HOXC13
UP00051|Sox8,0.4807549642268715,Sox8
MS00515|Hoxa11,0.48419843504825466,Hoxa11
MS00354|FOXC2,0.48606946114789684,FOXC2
UP00037|Zfp105,0.4861394072708032,Zfp105
MS00194|TBX19,0.48896804212795175,TBX19
MC00195|Myf5,0.49008003452068627,Myf5
MC00378|POU5F1,0.4930859071366489,POU5F1
M00294|Foxf1a,0.49423099490686884,Foxf1a
MC00506|Spi1,0.49542526582508517,Spi1
MC00455|Cdx2,0.49617978867350754,Cdx2
UP00064|Sox18,0.4984406924777597,Sox18
M01151|Dmrtc2,0.4986286229933118,Dmrtc2
MS00627|VSX2,0.4992760504477912,VSX2
MS00247|BHLHB2,0.5035864070706767,BHLHB2
MC00204|Stat5b,0.504737840061474,Stat5b
MS00016|ETV2,0.5048689502684469,ETV2
UP00004|Sox14,0.5073702739795698,Sox14
M01656|Trp63,0.5102781156657761,Trp63
MS00602|PRRX1,0.5126276636673375,PRRX1
MS00489|HOXB13,0.5132885215187029,HOXB13
MS00518|Hoxc10,0.5159440773858264,Hoxc10
MC00119|GATA3,0.5246346542662548,GATA3
MS00244|Atoh1,0.5286182295800126,Atoh1
M00678|ETV7,0.5355082375897029,ETV7
MA0101|REL,0.536930450163148,REL
MS00276|OLIG1,0.5452212552468513,OLIG1
MS00589|PDX1,0.5458765412629409,PDX1
MC00211|NFATC1,0.5458847563126928,NFATC1
MS00025|FEV,0.5463852942889057,FEV
MS00138|POU3F1,0.5485375354844675,POU3F1
MS00290|ZBED1,0.5530237567272387,ZBED1
MS00542|LHX9,0.5542373267841287,LHX9
MS00563|Meox2,0.5563967618280687,Meox2
MS00580|Nkx3-1,0.5582321854475332,Nkx3-1
UP00189|HOXA5,0.5601506051517868,HOXA5
MS00519|Hoxd13,0.5608206735423987,Hoxd13
M01148|DMRT3,0.5619080225529332,DMRT3
MS00272|NEUROG2,0.5626485249121718,NEUROG2
MC00224|EPAS1,0.5649659897965336,EPAS1
UP00012|Bbx,0.5656078279486454,Bbx
UP00262|Lhx1,0.5667318695392148,Lhx1
MS00521|Hoxd3,0.5685689935146337,Hoxd3
MC00186|Nr1d2,0.5704722124522246,Nr1d2
MC00129|Fli1,0.5732034342569761,Fli1
MS00547|Lhx4,0.5795763895272912,Lhx4
MC00217|FOXA2,0.5811546066586011,FOXA2
UP00034|Sox7,0.5838439446479124,Sox7
MS00593|PHOX2B,0.5848461695666569,PHOX2B
MS00349|FOXC1,0.5851319538125863,FOXC1
MS00197|TBX1,0.5878909332894898,TBX1
MC00136|Hoxb4,0.5947287300032609,Hoxb4
MS00055|HOMEZ,0.5956024602950405,HOMEZ
MS00533|LBX2,0.5968970373210989,LBX2
M01282|PPARA,0.5969276964328493,PPARA
MS00578|NOTO,0.5978261432440102,NOTO
MS00581|Nkx6-1,0.6010996144484426,Nkx6-1
MS00479|ZNF784,0.6026669335118555,ZNF784
MC00105|Foxa2,0.608127226122256,Foxa2
MS00484|HOXA13,0.6104740387604766,HOXA13
UP00107|Nkx2-4,0.6155607777789631,Nkx2-4
MS00248|BHLHB3,0.616523318408041,BHLHB3
MS00846|ERF,0.6169892154518656,ERF
UP00151|BARX2,0.6199746854639587,BARX2
MS00261|ID4,0.6202881200678227,ID4
MS00427|DLX1,0.6209888538672262,DLX1
MS00267|MNT,0.6230789371817853,MNT
MC00468|AR,0.6241573083437861,AR
M00526|NR6A1,0.6245941538210718,NR6A1
M01132|SF1,0.6259509053931269,SF1
MS00149|POU4F2,0.6285015317106037,POU4F2
MS00558|MSX1,0.6378816605363742,MSX1
M01326|GSX2,0.6379050923886358,GSX2
MS00011|BCL6B,0.643963419344624,BCL6B
MS00473|HMX1,0.6499564501360038,HMX1
MS00168|PRDM1,0.6524667819198499,PRDM1
MS00388|Foxc1,0.6550038204450963,Foxc1
MC00329|Srf,0.6593133176451464,Srf
MS00787|SRY,0.6594765465601111,SRY
UP00260|Hoxc6,0.6600239206889392,Hoxc6
UP00138|Bsx,0.6600791391945364,Bsx
MS00155|POU6F2,0.6606586628820533,POU6F2
MS00540|LHX6,0.6651014703841596,LHX6
UP00080|Gata5,0.6654734871704904,Gata5
MC00233|Pou5f1,0.6704852071312017,Pou5f1
MS00040|SPIC,0.6722097453627233,SPIC
MC00389|CDX2,0.6731350146112063,CDX2
MC00362|Arntl,0.6784988418283235,Arntl
MS00561|MSX2,0.6800865086272019,MSX2
MS00820|NFIA,0.685798213241494,NFIA
MS00690|ONECUT3,0.6861200716357319,ONECUT3
MS00778|EHF,0.6862493613158035,EHF
M01306|ZNF217,0.6894336712461845,ZNF217
MC00205|Stat5a,0.6956669287786061,Stat5a
UP00055|HBP1,0.7015002738692026,HBP1
MS00557|MNX1,0.7027602971722189,MNX1
M01004|IKZF2,0.7029799857788298,IKZF2
MS00516|Hoxa2,0.7050244147899372,Hoxa2
MS00606|RAX,0.7069688612090435,RAX
M00500|STAT6,0.7078686227814704,STAT6
UP00091|SOX5,0.7091050634524156,SOX5
M01300|HMGA2,0.7151670258128204,HMGA2
MS00507|HOXD11,0.7155645336991903,HOXD11
MS00452|ESX1,0.7158897406794651,ESX1
UP00078|ARID3A,0.7181211862596468,ARID3A
MS00679|ONECUT2,0.7213068405044576,ONECUT2
UP00197|HOXC9,0.7253096226407596,HOXC9
UP00206|Hoxb7,0.7301181108459256,Hoxb7
MS00280|OLIG3,0.7309861978990152,OLIG3
MS00728|ZNF232,0.7311719806878532,ZNF232
MS00829|ESRRA,0.7351818469014176,ESRRA
M01723|SATB1,0.7357107091217683,SATB1
MC00396|Nr3c1,0.7371107441604945,Nr3c1
UP00168|Hoxd8,0.7420122513831457,Hoxd8
MS00449|EN1,0.7424419123558166,EN1
MC00226|Nanog,0.7567147366699573,Nanog
MS00486|HOXA1,0.7598119445292566,HOXA1
MS00469|Gbx2,0.7625234905619236,Gbx2
M00478|CDC5L,0.7704068120223428,CDC5L
MS00620|VAX1,0.7770195572207927,VAX1
MS00450|EN2,0.7794458804372811,EN2
MS00269|MYF6,0.7841748235718522,MYF6
MS00201|SNAI2,0.7882953762663071,SNAI2
MS00253|CLOCK,0.7908449675948427,CLOCK
UP00155|Hmx2,0.7930353661840549,Hmx2
MS00045|GATA5,0.7936302767978901,GATA5
MS00245|BHLHA15,0.8053085219292446,BHLHA15
MS00438|DUXA,0.8082792054957659,DUXA
MS00295|Atf4,0.8097443827648478,Atf4
MS00459|GBX1,0.810093459125135,GBX1
MS00531|ISX,0.8104116894385353,ISX
UP00121|Hoxd10,0.8136949617412629,Hoxd10
UP00177|Hoxd12,0.8146344718048659,Hoxd12
UP00150|IRX6,0.8187583175292765,IRX6
MS00613|SHOX2,0.8273790717638554,SHOX2
MC00416|Rbfox2,0.8275426825266861,Rbfox2
MS00476|HNF1A,0.8328522662401971,HNF1A
UP00092|MYB,0.8386593349707857,MYB
MS00665|NR4A2,0.8443781776696111,NR4A2
UP00211|Pou3f3,0.8460660878677343,Pou3f3
MC00368|Hsf1,0.8462209567573893,Hsf1
MC00104|Foxa1,0.8499062734061692,Foxa1
M01734|NFATC4,0.8501457805570514,NFATC4
MS00555|MIXL1,0.8526712350665036,MIXL1
MS00460|GBX2,0.8557059205953486,GBX2
MS00614|SHOX,0.8575241208208808,SHOX
MS00756|E2F7,0.8576464827777861,E2F7
MS00615|Shox2,0.8619601329705652,Shox2
MC00524|Nr1d1,0.8669744825763919,Nr1d1
UP00014|Sox17,0.8688068532226977,Sox17
MS00051|LEF1,0.86943431360583,LEF1
MS00753|SOX18,0.8803465240074194,SOX18
UP00238|Nkx6-3,0.8810212076693014,Nkx6-3
UP00182|HOXA6,0.8821281375594899,HOXA6
UP00117|Hoxd11,0.8843320137660013,Hoxd11
MS00470|HESX1,0.8874161736547824,HESX1
MC00369|Myod1,0.888321947489048,Myod1
MS00807|MSC,0.8887042651191069,MSC
MS00794|Sox10,0.8934313477644531,Sox10
MS00750|SOX15,0.895464320025087,SOX15
UP00071|Sox21,0.8958040499596209,Sox21
MS00467|Gbx1,0.8967810875298196,Gbx1
MC00122|Cebpa,0.8975496558658208,Cebpa
M01399|Hlx,0.900003829872599,Hlx
MS00641|Esrra,0.9021750161941866,Esrra
MS00604|Prrx2,0.9026258929803966,Prrx2
MC00165|Pdx1,0.9082897132304352,Pdx1
UP00241|HOXD3,0.9092324469611377,HOXD3
MS00748|SOX14,0.9119661403462945,SOX14
M00433|Hmx3,0.9127366160040112,Hmx3
MS00151|POU4F3,0.9128014784092395,POU4F3
MC00507|Meis1,0.9263535699514918,Meis1
MC00311|FOXA1,0.9275894296569014,FOXA1
MC00337|Ikzf3,0.9283673325140338,Ikzf3
MS00126|PAX7,0.9287610429809078,PAX7
UP00096|SOX13,0.929163574466612,SOX13
MS00148|POU4F1,0.9302686168289123,POU4F1
MC00465|NR3C1,0.9306305171474287,NR3C1
MC00260|Pax3,0.9311788043828821,Pax3
MS00254|FIGLA,0.933027230369609,FIGLA
UP00263|Hoxb8,0.9348788779302041,Hoxb8
MS00667|ONECUT1,0.939576696440544,ONECUT1
MC00265|Tcf3,0.9404858357327809,Tcf3
UP00259|HOXB6,0.9409071729944117,HOXB6
MS00265|MLXIPL,0.9410039596385154,MLXIPL
UP00242|HOXC8,0.9421249613692593,HOXC8
MS00412|ZNF410,0.9444316669888884,ZNF410
UP00069|Sox1,0.9446174578517168,Sox1
MS00277|OLIG2,0.9469287305629995,OLIG2
MS00475|HMX3,0.9507743160587993,HMX3
MS00192|TBX15,0.9554511222868998,TBX15
MS00250|BHLHE23,0.9556997288373924,BHLHE23
MS00419|BSX,0.9559569119957186,BSX
M01230|ZNF333,0.9564976755620404,ZNF333
MS00468|ZNF75A,0.9567696405580624,ZNF75A
UP00114|Homez,0.9569028385895686,Homez
UP00218|Dbx2,0.9605696378464524,Dbx2
MA0125|Nobox,0.9610078240356695,Nobox
MS00432|DLX6,0.9652848069865735,DLX6
MS00266|MLX,0.9668913412637011,MLX
M01435|Rhox6,0.9683623249494387,Rhox6
MS00624|VENTX,0.9691181666822221,VENTX
M01483|Dbx1,0.9692350785150925,Dbx1
UP00139|Nkx1-2,0.9700363732704568,Nkx1-2
UP00215|Vax1,0.971783062560151,Vax1
MS00513|HOXD8,0.9799446812584185,HOXD8
MA0040|Foxq1,0.9829048778088666,Foxq1
MS00428|DLX2,0.9844288579018019,DLX2
MS00628|Vsx1,0.9864355698237247,Vsx1
MS00605|RAXL1,0.9917289268786569,RAXL1
UP00082|Zfp187,0.9927234371948985,Zfp187
MS00270|Mlx,0.9948726664783882,Mlx
MS00662|NR3C2,0.994946747630829,NR3C2
MS00603|PRRX2,0.9955418017148011,PRRX2
MS00431|DLX5,0.996361251844786,DLX5
MS00430|DLX4,0.9966426609980256,DLX4
MS00439|Dlx1,0.996821207980409,Dlx1
MS00440|Dlx2,0.9968777312743874,Dlx2
MS00429|DLX3,0.996883484172863,DLX3
UP00075|Sox15,0.9991120531344491,Sox15
MS00634|CUX2,0.9998107605655332,CUX2
