,pval,species,factor,factor_type,cell_line,cell_type,tissue,qc,TF
46351|JUND,5.757482900690778e-07,Homo sapiens,JUND,tf,SK-N-SH,Neuroblastoma cell,Brain,1,JUND
54127|CEBPB,6.238353278592603e-07,Homo sapiens,CEBPB,tf,None,Mesenchymal Stem Cell,None,1,CEBPB
55300|JUN,3.009151777318423e-06,Homo sapiens,JUN,tf,MDA-MB-231,Epithelium,Breast,1,JUN
65122|ZFP64,3.4792778714980475e-06,Homo sapiens,ZFP64,,HEK293,Epithelium,Embryonic Kidney,1,ZFP64
39365|SMAD3,4.119806498178399e-06,Homo sapiens,SMAD3,tf,LX2,Hepatic Stellate Cell,None,1,SMAD3
62958|NFE2L2,4.589020244506795e-06,Homo sapiens,NFE2L2,tf,IMR90,Fibroblast,Lung,1,NFE2L2
55513|YAP1,5.68504952833142e-06,Homo sapiens,YAP1,other,IMR90,Fibroblast,Lung,1,YAP1
1740|FOS,1.2945535525297385e-05,Homo sapiens,FOS,tf,None,Endothelial Cell,Umbilical Vein,1,FOS
76849|EBF3,1.5556099622321854e-05,Homo sapiens,EBF3,tf,SK-N-SH,Neuroblastoma cell,Brain,1,EBF3
54241|FOSL2,1.704197792457508e-05,Homo sapiens,FOSL2,tf,None,Stromal Cell,Endometrium,1,FOSL2
73970|ZNF202,3.071743024722807e-05,Homo sapiens,ZNF202,,293T,None,None,1,ZNF202
32784|ATF3,5.7415232948741946e-05,Homo sapiens,ATF3,predicted transcription factor,None,Glioblastoma Multiforme Stem Like,None,1,ATF3
63878|NFE2,7.491578351081878e-05,Homo sapiens,NFE2,tf,K562,Erythroblast,Bone Marrow,1,NFE2
54612|TEAD1,0.00011066364307830627,Homo sapiens,TEAD1,tf,SF268,None,None,1,TEAD1
52496|TCF21,0.00011824919979735651,Homo sapiens,TCF21,tf,None,None,Coronary artery smooth muscle,1,TCF21
52091|TP53,0.00013473302624841737,Homo sapiens,TP53,predicted transcription factor,IMR90,Fibroblast,Lung,1,TP53
70810|MYC,0.00014720716184072794,Homo sapiens,MYC,tf,HCT-116,Colon cancer cell,Colon,1,MYC
56670|AR,0.0002005374484062937,Homo sapiens,AR,tf,LHSAR,Epithelium,Prostate,1,AR
33197|MAX,0.0002148279254601131,Homo sapiens,MAX,tf,U87,None,Brain,1,MAX
68711|BRD4,0.00035837219740320254,Homo sapiens,BRD4,cr,IMR90,None,None,1,BRD4
8482|KAT7,0.0004108993057458775,Homo sapiens,KAT7,cr,RKO,Epithelium,Colon,1,KAT7
67502|GATA3,0.00048516453621126306,Homo sapiens,GATA3,tf,MDA-MB-231,Epithelium,Mammary Gland,1,GATA3
51450|FOXA1,0.0005336238707304752,Homo sapiens,FOXA1,tf,HUES64,Embryonic Stem Cell,Embryo,1,FOXA1
1314|PHF8,0.0005926960822122483,Homo sapiens,PHF8,cr,HeLa,Epithelium,Cervix,1,PHF8
65084|SP2,0.0006397939688788211,Homo sapiens,SP2,predicted chromatin regulator,HEK293,Epithelium,Embryonic Kidney,1,SP2
48343|SNAI2,0.0009241900509579918,Homo sapiens,SNAI2,tf,None,Keratinocyte,None,1,SNAI2
65114|ZNF121,0.0010743449640715586,Homo sapiens,ZNF121,,HEK293,Epithelium,Embryonic Kidney,1,ZNF121
39364|VDR,0.001095974155401322,Homo sapiens,VDR,tf,LX2,Hepatic Stellate Cell,None,1,VDR
33569|PR,0.0011658427143510792,Homo sapiens,PR,predicted transcription factor,AB32,Epithelium,Mammary Gland,1,PR
37604|CBFB,0.0012411268311551245,Homo sapiens,CBFB,predicted transcription factor,ME-1,Leukemia Cell,None,1,CBFB
75045|FOSL1,0.0012479384771899975,Homo sapiens,FOSL1,tf,MDA-MB-231,None,Breast,1,FOSL1
65147|EGR2,0.0012506726989112578,Homo sapiens,EGR2,tf,HEK293,Epithelium,Embryonic Kidney,1,EGR2
58062|KDM2B,0.0012713546937347775,Homo sapiens,KDM2B,cr,None,Myeloid Cell,None,0,KDM2B
46002|STAT3,0.0012937598851404284,Homo sapiens,STAT3,tf,MCF-10A,Epithelium,Breast,1,STAT3
65151|SP1,0.0013367453023834205,Homo sapiens,SP1,predicted chromatin regulator,HEK293,Epithelium,Embryonic Kidney,1,SP1
76817|NEUROG2,0.0015939656272187881,Homo sapiens,NEUROG2,tf,None,Fibroblast,Fetal Lung,1,NEUROG2
53597|RELA,0.0017490107621918613,Homo sapiens,RELA,tf,None,Adipocyte,None,1,RELA
75287|ZBTB48,0.0017583251905818936,Homo sapiens,ZBTB48,,HeLa,None,None,1,ZBTB48
77039|ZNF783,0.0017789760059481676,Homo sapiens,ZNF783,tf,293T,None,None,1,ZNF783
1743|GATA2,0.001861836117003164,Homo sapiens,GATA2,tf,None,Endothelial Cell,Umbilical Vein,1,GATA2
41788|EZH2,0.00220187904666813,Homo sapiens,EZH2,cr,None,iPSC,None,1,EZH2
49482|ZNF92,0.0022364826410681093,Homo sapiens,ZNF92,tf,None,Retinal pigment cell,None,1,ZNF92
43165|NR2F2,0.002328769946304657,Homo sapiens,NR2F2,tf,None,Stromal Cell,None,1,NR2F2
6543|TP73,0.002485153044790469,Homo sapiens,TP73,predicted transcription factor,Saos-2,Osteosarcoma cell,Bone,1,TP73
45753|TFAP2A,0.002589310987940776,Homo sapiens,TFAP2A,predicted transcription factor,HeLa-S3,Epithelium,Cervix,1,TFAP2A
37635|ERG,0.002640154556084206,Homo sapiens,ERG,other,K562,Erythroblast,Bone Marrow,0,ERG
65125|PRDM6,0.0027670042439756864,Homo sapiens,PRDM6,,HEK293,Epithelium,Embryonic Kidney,1,PRDM6
46102|ZBTB7A,0.002826721839227347,Homo sapiens,ZBTB7A,predicted transcription factor,ECC-1,Epithelium,Endometrium,1,ZBTB7A
44562|EMX1,0.002881751200273406,Homo sapiens,EMX1,tf,293FT,None,Embryonic Kidney,1,EMX1
76495|BRPF3,0.003127346693310678,Homo sapiens,BRPF3,other,RKO,Epithelium,Colon,1,BRPF3
44874|5HMC,0.003165291596573009,Homo sapiens,5HMC,other,None,Erythroid Cell,None,1,5HMC
1083|SMAD2/3,0.0035293981600455883,Homo sapiens,SMAD2/3,tf,H9,Embryonic Stem Cell,Embryo,1,SMAD2/3
68970|ESR1,0.0036072956526710352,Homo sapiens,ESR1,tf,T47D,None,Breast,1,ESR1
48802|KDM1A,0.004008598449172662,Homo sapiens,KDM1A,cr,None,Keratinocyte,Foreskin,1,KDM1A
35315|GRHL2,0.004259006455382322,Homo sapiens,GRHL2,tf,None,Epithelium,Bronchia,1,GRHL2
62554|ZNF600,0.0043511676683996355,Homo sapiens,ZNF600,,HEK293,Epithelium,Embryonic Kidney,1,ZNF600
64575|MAFG,0.004951998566986109,Homo sapiens,MAFG,tf,K562,Erythroblast,Bone Marrow,1,MAFG
53347|CDK9,0.004951998566986109,Homo sapiens,CDK9,tf,HeLa,Epithelium,Cervix,1,CDK9
59165|KMT2A,0.004951998566986109,Homo sapiens,KMT2A,not sure,SEM,Pre-B Lymphocyte,None,1,KMT2A
46358|PBX3,0.005130428593927453,Homo sapiens,PBX3,tf,SK-N-SH,Neuroblastoma cell,Brain,1,PBX3
49481|RPE,0.005164822220790737,Homo sapiens,RPE,other,None,Retinal pigment cell,None,1,RPE
63686|ZBTB8A,0.005199420895476358,Homo sapiens,ZBTB8A,,HEK293,Epithelium,Embryonic Kidney,1,ZBTB8A
50408|PPARG,0.005244207867431923,Homo sapiens,PPARG,tf,hMADS-3,Adipocyte,Adipose,1,PPARG
56666|HOXB13,0.005958421604850152,Homo sapiens,HOXB13,tf,LHSAR,Epithelium,Prostate,1,HOXB13
55664|PAF1,0.006273293746809757,Homo sapiens,PAF1,not sure,HCT-116,None,Colon,1,PAF1
65110|SP4,0.0064571844393855144,Homo sapiens,SP4,tf,HEK293,Epithelium,Embryonic Kidney,1,SP4
45234|SAP30,0.006689093304778428,Homo sapiens,SAP30,not sure,H1,Embryonic Stem Cell,Embryo,1,SAP30
71746|SOX4,0.0067513325893304894,Homo sapiens,SOX4,tf,None,Fibroblast,Fetal Lung,1,SOX4
36077|MYOD1,0.006776371229150306,Homo sapiens,MYOD1,tf,None,None,Muscle,1,MYOD1
