,pval,species,factor,factor_type,cell_line,cell_type,tissue,qc,TF
55513|YAP1,0.0000000000000000027700332297414526573908734751141147806444820333186296974628609612717073018261401214741473348898000867238521312747965556284242137798251535855267741167735454744332064022609585584899703779104933434365475,Homo sapiens,YAP1,other,IMR90,Fibroblast,Lung,1,YAP1
56535|TEAD1,0.0000000000000000076930009475794246788193023833665217157686811206344913969955698472670855118361705588018192315268135868321843270843493943248410976782614984759191234449971357128315507478997934849041541034877987767941927,Homo sapiens,TEAD1,tf,None,None,None,1,TEAD1
71242|CEBPB,0.00000000000000022588758051677876998822676183424266896247657110883323671294500113975425315461091789124019151763820209408890462045388442521143984925399804440569679505908474355621232216924742234089599756690782358662912,Homo sapiens,CEBPB,tf,None,Osteoblast,None,1,CEBPB
68711|BRD4,0.00000000000000032970549494969700880870254593577955362787352179428797411381495758694461294632164824364889004833477389036066530990358444145677556216962767855403401065332909890726161360613959797378850181103032852637796,Homo sapiens,BRD4,cr,IMR90,None,None,1,BRD4
65214|GLIS1,0.0000000000000011641238176107916726046191927537672567500280928839909206290620348667310660027286703979070298988580196033466181416100453331631318809703963362946894959171987561047864757986407226183531803326485467847237,Homo sapiens,GLIS1,tf,HEK293,Epithelium,Embryonic Kidney,1,GLIS1
39978|TFAP2C,3.4416913763379853e-15,Homo sapiens,TFAP2C,predicted transcription factor,A375,None,Skin,1,TFAP2C
54241|FOSL2,5.162537064506978e-15,Homo sapiens,FOSL2,tf,None,Stromal Cell,Endometrium,1,FOSL2
50412|KLF11,1.6819878823071122e-14,Homo sapiens,KLF11,tf,hMADS-3,Adipocyte,Adipose,1,KLF11
65147|EGR2,2.1038726316646716e-14,Homo sapiens,EGR2,tf,HEK293,Epithelium,Embryonic Kidney,1,EGR2
45867|MAZ,3.164135620181696e-14,Homo sapiens,MAZ,tf,IMR90,Fibroblast,Lung,1,MAZ
52495|TCF21,7.110978472724128e-14,Homo sapiens,TCF21,tf,None,None,Coronary artery smooth muscle,1,TCF21
56670|AR,7.494005416219807e-14,Homo sapiens,AR,tf,LHSAR,Epithelium,Prostate,1,AR
44433|TAL1,9.697798120100742e-14,Homo sapiens,TAL1,tf,None,None,Cord blood,1,TAL1
65151|SP1,2.9753977059954195e-13,Homo sapiens,SP1,predicted chromatin regulator,HEK293,Epithelium,Embryonic Kidney,1,SP1
76812|NEUROG2,3.316791286067655e-13,Homo sapiens,NEUROG2,tf,None,Fibroblast,Fetal Lung,1,NEUROG2
39365|SMAD3,3.3700819912496627e-13,Homo sapiens,SMAD3,tf,LX2,Hepatic Stellate Cell,None,1,SMAD3
56820|TFAP2A,3.7242431361050876e-13,Homo sapiens,TFAP2A,predicted transcription factor,None,Neural crest cell,Cranial,1,TFAP2A
54104|DAXX,4.612421555805213e-13,Homo sapiens,DAXX,not sure,PC-3,Epithelium,Prostate,1,DAXX
