,pval,species,factor,factor_type,cell_line,cell_type,tissue,qc,TF
55513|YAP1,9.233444115995126e-19,Homo sapiens,YAP1,other,IMR90,Fibroblast,Lung,1,YAP1
56535|TEAD1,2.564333652025053e-18,Homo sapiens,TEAD1,tf,None,None,None,1,TEAD1
71242|CEBPB,7.529586018231112e-17,Homo sapiens,CEBPB,tf,None,Osteoblast,None,1,CEBPB
68711|BRD4,1.0990183165125384e-16,Homo sapiens,BRD4,cr,IMR90,None,None,1,BRD4
65214|GLIS1,3.880412763699345e-16,Homo sapiens,GLIS1,tf,HEK293,Epithelium,Embryonic Kidney,1,GLIS1
39978|TFAP2C,1.131100596061334e-15,Homo sapiens,TFAP2C,predicted transcription factor,A375,None,Skin,1,TFAP2C
54241|FOSL2,1.6701775006250276e-15,Homo sapiens,FOSL2,tf,None,Stromal Cell,Endometrium,1,FOSL2
50412|KLF11,5.588478371127768e-15,Homo sapiens,KLF11,tf,hMADS-3,Adipocyte,Adipose,1,KLF11
65147|EGR2,6.9786265113693476e-15,Homo sapiens,EGR2,tf,HEK293,Epithelium,Embryonic Kidney,1,EGR2
45867|MAZ,1.0544835407933485e-14,Homo sapiens,MAZ,tf,IMR90,Fibroblast,Lung,1,MAZ
52495|TCF21,2.369041257018889e-14,Homo sapiens,TCF21,tf,None,None,Coronary artery smooth muscle,1,TCF21
56670|AR,2.4994453036326653e-14,Homo sapiens,AR,tf,LHSAR,Epithelium,Prostate,1,AR
44433|TAL1,3.229620674376608e-14,Homo sapiens,TAL1,tf,None,None,Cord blood,1,TAL1
65151|SP1,9.912924194171468e-14,Homo sapiens,SP1,predicted chromatin regulator,HEK293,Epithelium,Embryonic Kidney,1,SP1
76812|NEUROG2,1.1053406816060262e-13,Homo sapiens,NEUROG2,tf,None,Fibroblast,Fetal Lung,1,NEUROG2
39365|SMAD3,1.1228125752748913e-13,Homo sapiens,SMAD3,tf,LX2,Hepatic Stellate Cell,None,1,SMAD3
56820|TFAP2A,1.2412504264794535e-13,Homo sapiens,TFAP2A,predicted transcription factor,None,Neural crest cell,Cranial,1,TFAP2A
54104|DAXX,1.5372025886976874e-13,Homo sapiens,DAXX,not sure,PC-3,Epithelium,Prostate,1,DAXX
55297|TEAD4,2.530841144390732e-13,Homo sapiens,TEAD4,tf,MDA-MB-231,Epithelium,Breast,1,TEAD4
56817|NR2F1,2.993533919712651e-13,Homo sapiens,NR2F1,tf,None,Neural crest cell,Cranial,1,NR2F1
45744|JUN,4.448468900790527e-13,Homo sapiens,JUN,tf,HeLa-S3,Epithelium,Cervix,1,JUN
43165|NR2F2,5.758473265816882e-13,Homo sapiens,NR2F2,tf,None,Stromal Cell,None,1,NR2F2
